FROAD,FID,DISPFACREG,FAMPNAME,FPROVNAME,ONAME,FMOO,_id,FNAME,OBJECT,STATUS,Last_update,LNG,FADDR,LAT,FSOI,FTUMNAME
บ้านเขาเกตุ-บ้านดง,40190000925561,3-88(1)-9/56สบ,แก่งคอย,สระบุรี,บริษัท อินฟินิท กรีน จำกัด,1,1,บริษัท อินฟินิท กรีน จำกัด,โรงงานผลิตไฟฟ้าจากพลังงานแสงอาทิตย์ 1.68 เมกะวัตต์,ดำเนินกิจการ,2023-04-18T21:00:05,101.0759851652,โฉนด31541,14.5560378060072,NULL,ชำผักแพว
NULL,20110001625592,จ3-64(13)-16/59สป,พระสมุทรเจดีย์,สมุทรปราการ,นางสมคิด เอี่ยมภิรมย์,12,2,-,กลึง เจาะ กัด ไส เจียน หรือเชื่อมโลหะทั่วไป และทำชิ้นส่วนแม่พิมพ์โลหะ,ดำเนินกิจการ,2023-04-18T21:00:05,100.540314,290/81,13.603355,NULL,ในคลองบางปลากด
บ้านนา-แก่งคอย,10260000125334,3-3(4)-1/33นย,บ้านนา,นครนายก,นายสุรชัย สุภาวิมล,2,3,บ่อทรายสามชัย,ดูดทราย,ดำเนินกิจการ,2023-04-18T21:00:05,101.08634,185,14.34767,NULL,เขาเพิ่ม
NULL,10260000125201,3-34(1)-1/20นย,องครักษ์,นครนายก,บริษัท ลิ้มเจริญค้าวัสดุก่อสร้าง จำกัด,1,4,บริษัท ลิ้มเจริญค้าว้สถุก่อสร้าง จำกัด,ไสไม้และซอยไม้,ดำเนินกิจการ,2023-04-18T21:00:05,100.99979,120,14.1207,NULL,องครักษ์
รังสิต-นครนายก,10260001325156,3-9(1)-13/15นย,องครักษ์,นครนายก,ห้างหุ้นส่วนจำกัด ตี่ฮั่วเชียง,5,5,ห้างหุ้นส่วนจำกัด ตี่ฮั่วเชียง,สีข้าว กำลังสีสูงสุดของร้านสีข้าว 20 เกวียน/วัน,หยุดชั่วคราว,2023-04-18T21:00:05,100.96136,22,13.97137,NULL,พระอาจารย์
นครนายก-รังสิต,20260000125373,จ3-53(5)-1/37นย,เมืองนครนายก,นครนายก,บริษัท บีดี สตรอว์ จำกัด,13,6,บริษัท บีดี สตรอว์ จำกัด,ผลิตภัณฑ์จากพลาสติก เช่น หลอดดูด ฝาจุก ก้านพันสำลี,ดำเนินกิจการ,2023-04-18T21:00:05,101.19652,50/1,14.197485,NULL,ท่าช้าง
NULL,10260003225156,3-9(1)-32/15นย,ปากพลี,นครนายก,นายสันตชัย เหมยากร,4,7,โรงสีไพบูลย์ศิริ,สีข้าว ชนิดแยกแกลบแยกรำ (กำลังสีสูงสุดของร้านสีข้าว 20 เกวียน/วัน),หยุดชั่วคราว,2023-04-18T21:00:05,101.30221,228,14.20365,NULL,หนองแสง
NULL,10260000125367,3-22(1)-1/36นย,บ้านนา,นครนายก,บริษัท บ้านนาสปินเท็กซ์ จำกัด,  3,8,บริษัท บ้านนาสปินเท็กซ์ จำกัด,ปั่นด้าย (จำนวนแกนปั่นด้าย 1400 แกน),ดำเนินกิจการ,2023-04-18T21:00:05,101.06948,19,14.2915,NULL,ป่าขะ
ขุนหนองแสง,10260100125358,3-65-1/35นย,ปากพลี,นครนายก,บริษัท โปรแค็ป จำกัด,5,9,บริษัท โปรแค็ป จำกัด,ผลิตชิ้นส่วนหรืออุปกรณ์ของยานพาหนะ และงานสร้างประกอบเหล็ก,ดำเนินกิจการ,2023-04-18T21:00:05,101.29352,85,14.2092,NULL,หนองแสง
NULL,20260000125241,จ3-43(1)-1/24นย,เมืองนครนายก,นครนายก,ห้างหุ้นส่วนจำกัด ปุ๋ยประเสริฐสุข,  8,10,ห้างหุ้นส่วนจำกัด ปุ๋ยประเสริฐสุข,ผสมปุ๋ยเคมี,ดำเนินกิจการ,2023-04-18T21:00:05,101.166187,109,14.171947,NULL,ท่าช้าง
NULL,10260000125383,3-50(4)-1/38นย,เมืองนครนายก,นครนายก,ห้างหุ้นส่วนจำกัด นครนายกการโยธา,8,11,ห้างหุ้นส่วนจำกัด นครนายกการโยธา,ทำแอสฟัลติกคอนกรีต,ดำเนินกิจการ,2023-04-18T21:00:05,101.18055,16/2,14.22421,NULL,พรหมณี
หนองปราจีน,20260000425351,จ3-64(13)-4/35นย,เมืองนครนายก,นครนายก,นายสมรักษ์ วิศิษฎ์เจริญ,4,12,นายสมรักษ์ วิศิษฎ์เจริญ,กลึงโลหะ,หยุดชั่วคราว,2023-04-18T21:00:05,101.23164,59,14.19825,NULL,บ้านใหญ่
NULL,20260000425369,จ3-60-4/36นย,เมืองนครนายก,นครนายก,นางสาวสำราญ ศรีส้มป่อย,8,13,-,หล่อทองเหลือง,ดำเนินกิจการ,2023-04-18T21:00:05,101.26796,40/1,14.22265,NULL,ศรีนาวา
NULL,10260000125151,3-14-1/15นย,เมืองนครนายก,นครนายก,ห้างหุ้นส่วนจำกัด นครนายกศรีมงคล,  1,14,ห้างหุ้นส่วนจำกัด นครนายกศรีมงคล,ทำน้ำแข็ง ได้วันละ 364 ซอง,ดำเนินกิจการ,2023-04-18T21:00:05,101.20157,134,14.20189, ,ท่าช้าง
-,20260100125364,จ3-33-1/36นย,ปากพลี,นครนายก,บริษัท ยูเม็ค เทรดดิ้ง จำกัด,3,15,บริษัท ยูเม็ค เทรดดิ้ง จำกัด,"ทำรองเท้าจากผ้า, ถุงมือผ้าและผ้ากันเปื้อน,ผ้าฝ้ายทำความสะอาด",ดำเนินกิจการ,2023-04-18T21:00:05,101.27323,271,14.16762,ท่าแดง-น้ำตกวังม่วง,เกาะหวาย
สุวรรณศร,20260300125370,จ3-64(2)-1/37นย,ปากพลี,นครนายก,นายคำตัน ทาภู่,1,16,NULL,ปั๊มโลหะ เช่น น๊อต แผ่นเหล็ก จานหมุนอุปกรณ์ไฟฟ้า,ดำเนินกิจการ,2023-04-18T21:00:05,101.24382,124,14.17766,NULL,เกาะโพธิ์
NULL,260000125351,ศ3-14-1/35นย,บ้านนา,นครนายก,ห้างหุ้นส่วนจำกัด เก๋าไซร์ ไอซ์ นครนายก,3,17,ห้างหุ้นส่วนจำกัด เก๋าไซร์ ไอซ์ นครนายก,ผลิตน้ำแข็งหลอด,ดำเนินกิจการ,2023-04-18T21:00:05,101.05657,117,14.22746,NULL,ทองหลาง
-,20260000225348,จ3-9(1)-2/34นย,บ้านนา,นครนายก,นายศักดา ภิญโญชีพ ,8,18,โรงสีข้าวคงคา,สีข้าว,หยุดชั่วคราว,2023-04-18T21:00:05,101.02372,48/1,14.3051,-,บ้านพริก
NULL,20260200125371,จ3-60-1/37นย,เมืองนครนายก,นครนายก,นางเสาวรีย์ สร้อยสาลี ,12,19,NULL,หลอมหล่อทองเหลือง,ดำเนินกิจการ,2023-04-18T21:00:05,101.24541,-,14.26891,NULL,สาริกา
สุพรรณบุรี-บางบัวทอง,720000525355,ศ3-34(2)-5/35สพ,เมืองสุพรรณบุรี,สุพรรณบุรี,นางอรสา พุกภิญโญ,4,20,เกียรติชัยค้าไม้,ทำวงกบประตู-หน้าต่างจากไม้,ดำเนินกิจการ,2023-04-18T21:00:05,100.13186,234,14.47953,NULL,สนามชัย
มาลัยแมน,20720200225364,จ3-34(2)-2/36สพ,เมืองสุพรรณบุรี,สุพรรณบุรี,ห้างหุ้นส่วนจำกัด ทวีทรัพย์ค้าไม้,NULL,21,ห้างหุ้นส่วนจำกัด ทวีทรัพย์ค้าไม้,ทำวงกบประตู-หน้าต่างไม้,ดำเนินกิจการ,2023-04-18T21:00:05,100.1193,55,14.48184,NULL,ท่าพี่เลี้ยง
NULL,20160001525532,จ3-58(1)-15/53ลบ,เมืองลพบุรี,ลพบุรี,ห้างหุ้นส่วนจำกัด พี พี เจ ดีเวอร์ล็อปเม้นท์,3,22,ห้างหุ้นส่วนจำกัด พี พี เจ ดีเวอร์ล็อปเม้นท์,ทำผลิตภัณฑ์คอนกรีตผสมเสร็จ,ดำเนินกิจการ,2023-04-18T21:00:05,100.613262295354,82/2,14.8647746948149,NULL,ท่าแค
สุพรรณบุรี-ชัยนาท,10720000925355,3-64(13)-9/35สพ,เดิมบางนางบวช,สุพรรณบุรี,นายปรีชา บุญยศ,5,23,ปรีชายนต์,กลึง-เชื่อมโลหะ,ดำเนินกิจการ,2023-04-18T21:00:05,100.08192,600/20,14.86171,NULL,เขาพระ
สุพรรณบุรี-ชัยนาท,10720000125352,3-9(1)-1/35สพ,เดิมบางนางบวช,สุพรรณบุรี,ห้างหุ้นส่วนจำกัด โรงสีสุจินตต์,2,24,บริษัท โรงสีสุจิตต์ จำกัด,สีข้าว (กำลังสีสูงสุดของร้านสีข้าว 150 เกวียน/วัน),หยุดชั่วคราว,2023-04-18T21:00:05,100.09211,157/5,14.85939,-,เขาพระ
สุพรรณ-ชัยนาท,20720000925379,จ3-9(1)-9/37สพ,เดิมบางนางบวช,สุพรรณบุรี,บริษัท โรงสีบุญเจริญพานิช จำกัด,7,25,บริษัท โรงสีบุญเจริญพานิช จำกัด,สีข้าว (กำลังการผลิตสูงสุดของร้านสีข้าว 225 เกวียน/วัน),ดำเนินกิจการ,2023-04-18T21:00:05,100.08338,84,14.94559,-,ปากน้ำ
NULL,20720000125368,จ3-9(1)-1/36สพ,เดิมบางนางบวช,สุพรรณบุรี,ห้างหุ้นส่วนจำกัด กวงเจริญ พืชผล,2,26,กวงเจริญพานิช,สีข้าว กำลังสีสูงสุดของร้านสีข้าว 600 เกวียน/วัน,ดำเนินกิจการ,2023-04-18T21:00:05,100.21609,8,14.85687,NULL,ทุ่งคลี
ท่าช้าง-สระบัวกล้า,20720100125359,จ3-37-1/35สพ,เดิมบางนางบวช,สุพรรณบุรี,บริษัท แลนด์วู๊ด พาราวู๊ด จำกัด,3,27,บริษัท แลนด์วู๊ด พาราวู๊ด จำกัด,ทำชิ้นส่วนของเฟอร์นิเจอร์จากไม้ยางพารา,ดำเนินกิจการ,2023-04-18T21:00:05,99.96645,125,14.87392,NULL,หัวนา
มาลัยแมน,20720000325364,จ3-95(1)-3/36สพ,เมืองสุพรรณบุรี,สุพรรณบุรี,นายวุฒิชัย ทวีธรรมโชติกุล,4,28,บางกุ้งกลการ,ต่อตัวถังรถบรรทุก และซ่อมรถยนต์ ประกอบและดัดแปลงชิ้นส่วนพิเศษสำหรับรถยนต์ รถพ่วง อาทิ อุปกรณ์กวาดถนน ดูดฝุ่น ตัดหญ้า บดสับไม้หรือวัชพืช และอุปกรณ์สูบน้ำ,ดำเนินกิจการ,2023-04-18T21:00:05,100.02043,95,14.45571,NULL,บางกุ้ง
มาลัยแมน,20720400125364,จ3-58(1)-1/36สพ,เมืองสุพรรณบุรี,สุพรรณบุรี,บริษัท นพคุณพัฒนา คอนสตรั๊คชั่น จำกัด,5,29,บริษัท นพคุณพัฒนา คอนสตรั๊คชั่น จำกัด,ทำผลิตภัณฑ์คอนกรีต เช่น ท่อคอนกรีตเสริมเหล็ก,ดำเนินกิจการ,2023-04-18T21:00:05,100.05457,269,14.47478,NULL,ดอนโพธิ์ทอง
อู่ยา-ดอนเจดีย์,10720000725201,3-9(1)-7/20สพ,เมืองสุพรรณบุรี,สุพรรณบุรี,นายวินัย ศักดิ์สุพรรณ,  3,30,โรงสีข้าวสุพรรณธัญญา,สีข้าว (กำลังสีสูงสุดของร้านสีข้าว 20 เกวียน/วัน),ดำเนินกิจการ,2023-04-18T21:00:05,99.99614,306,14.54224,NULL,สนามคลี
NULL,10720100125278,3-70-1/27สพ,เมืองสุพรรณบุรี,สุพรรณบุรี,นายสุชินร์ ชาตวนิช,4,31,สวนแตงการกล,ทำท่อสูบน้ำ,ดำเนินกิจการ,2023-04-18T21:00:05,100.00215,376,14.44381,NULL,สวนแตง
สุพรรณ-โพธิพระยา (340),20720500125371,จ3-73-1/37สพ,เมืองสุพรรณบุรี,สุพรรณบุรี,บริษัท ไทยเอ็นเนอร์ยี่คอนเซอร์เวชั่น จำกัด,1,32,บริษัท ไทยเอ็นเนอร์ยี่คอนเซอร์เวชั่น จำกัด,ผลิตบัลลาสต์ หม้อแปลง อุปกรณ์ไฟฟ้า อุปกรณ์อิเล็คทรอนิกส์,ดำเนินกิจการ,2023-04-18T21:00:05,100.11786,320,14.52084,NULL,สนามชัย
มาลัยแมน,20720600125370,จ3-77(1)-1/37สพ,เมืองสุพรรณบุรี,สุพรรณบุรี,บริษัท สหมิตรเทรลเลอร์ จำกัด,4,33,สหมิตรเทรลเลอร์,ต่อตัวถังรถยนต์บรรทุก,ดำเนินกิจการ,2023-04-18T21:00:05,100.00408,452/2,14.44655,NULL,สวนแตง
NULL,10720007425151,3-9(1)-74/15สพ,เดิมบางนางบวช,สุพรรณบุรี,ห้างหุ้นส่วนจำกัด ธัญญเจริญชัย,3,34,ห้างหุ้นส่วนจำกัด ธัญญเจริญชัย,สีข้าว กำลังสีสูงสุดของร้านสีข้าว 20 เกวียน/วัน,ดำเนินกิจการ,2023-04-18T21:00:05,100.08957,1-2,14.85814,NULL,เขาพระ
NULL,10720000225384,3-3(1)-2/38สพ,อู่ทอง,สุพรรณบุรี,บริษัท สหพัฒนาศิลา จำกัด,5,35,บริษัท สหพัฒนาศิลา จำกัด,"โม่ บด ย่อยหิน ได้ปีละ 180,000 ลูกบาศก์เมตร",ดำเนินกิจการ,2023-04-18T21:00:05,99.84697,"น.ส.3 เล่ม 4 หน้า 19 หน้า 45, 95 น.ส.3 กเ ลขที่ 428, 650",14.41738,NULL,หนองโอ่ง
ศรีประจันต์-ดอนเจดีย์,720000325343,ศ3-8(1)-3/34สพ,ศรีประจันต์,สุพรรณบุรี,นางฉลวย กระแจะเจิม,3,36,อโลเวร่าสุพรรณบุรี,ผลิตว่านหางจระเข้บรรจุกระป๋อง,ดำเนินกิจการ,2023-04-18T21:00:05,100.14498,612,14.62124,-,ศรีประจันต์
มาลัยแมน,10720000225343,3-66-2/34สพ,เมืองสุพรรณบุรี,สุพรรณบุรี,นางสาวกานดา พึ่งเจริญสกุล,1,37,ช.การช่าง,ทำท่อสูบน้ำ ซ่อมรถไถนา,ดำเนินกิจการ,2023-04-18T21:00:05,100.00687,8/2,14.45234,NULL,บางกุ้ง
NULL,10720010125152,3-9(1)-101/15สพ,เมืองสุพรรณบุรี,สุพรรณบุรี,ห้างหุ้นส่วนจำกัด โรงสีบูรณะกิจสุพรรณบุรี,6,38,ห้างหุ้นส่วนจำกัด โรงสีบูรณะกิจสุพรรณบุรี,สีข้าว กำลังสีสูงสุดของร้านสีข้าว 100 เกวียน/วัน,ดำเนินกิจการ,2023-04-18T21:00:05,100.11992,221,14.45004,NULL,รั้วใหญ่
มาลัยแมน,10720000425299,3-9(1)-4/29สพ,เมืองสุพรรณบุรี,สุพรรณบุรี,ชุมนุมสหกรณ์การเกษตรสุพรรณบุรี จำกัด,1,39,โรงสีชุมนุมสหกรณ์การเกษตรสุพรรณบุรี จำกัด,สีข้าว กำลังสีสูงสุดของร้านสีข้าว 110 เกวียน/วัน,ดำเนินกิจการ,2023-04-18T21:00:05,100.05902,103,14.48243,NULL,ดอนกำยาน
ไผ่ขวาง,720000225352,ศ3-14-2/35สพ,เมืองสุพรรณบุรี,สุพรรณบุรี,ห้างหุ้นส่วนจำกัด สยามวอเตอร์เพียว,2,40,ห้างหุ้นส่วนจำกัด สยามวอเตอร์เพียว,ทำน้ำแข็งก้อนเล็ก ได้วันละ 20 ตัน,ดำเนินกิจการ,2023-04-18T21:00:05,100.14685,207,14.46194,NULL,ไผ่ขวาง
สุพรรณบุรี-เก้าห้อง,720000125347,ศ3-12(11)-1/34สพ,เมืองสุพรรณบุรี,สุพรรณบุรี,นาย ชาญศักดิ์ พัฒนกิตติพงษ์,2,41,ไอศกรีมสุพรรณบุรี,ทำไอศกรีม,ดำเนินกิจการ,2023-04-18T21:00:05,100.12241,69,14.43987,-,ทับตีเหล็ก
มาลัยแมน,10720000525346,3-77(1)-5/34สพ,เมืองสุพรรณบุรี,สุพรรณบุรี,ห้างหุ้นส่วนจำกัด ก้าวอุดมก่อสร้าง (1986),4,42,ห้างหุ้นส่วนจำกัด ก้าวอุดมก่อสร้าง (1986),ต่อตัวถังรถยนต์บรรทุก,ดำเนินกิจการ,2023-04-18T21:00:05,99.9977,202/1,14.43115,NULL,สวนแตง
NULL,10720001825281,3-66-18/28สพ,สองพี่น้อง,สุพรรณบุรี,นายวีรเชษฐ จงเพิ่มวัฒนะผล,9,43,โรงกลึงวัฒนะผล,ผลิตหรือซ่อมแซมอุปกรณ์เครื่องยนต์และรถไถนา,ดำเนินกิจการ,2023-04-18T21:00:05,99.93816,441/2,14.18052,NULL,ทุ่งคอก
มาลัยแมน,10720101125277,3-64(13)-11/27สพ,เมืองสุพรรณบุรี,สุพรรณบุรี,บริษัท เจียมพลังงาน อินเตอร์เนชั่นแนล จำกัด,8,44,บริษัท เจียมพลังงาน อินเตอร์เนชั่นแนล จำกัด,กลึงและเชื่อมโลหะ,ดำเนินกิจการ,2023-04-18T21:00:05,99.96221,191,14.40634,NULL,ศาลาขาว
สุพรรณบุรี-บา  บัวทอง,10720001125278,3-58(1)-11/27สพ,เมืองสุพรรณบุรี,สุพรรณบุรี,ห้างหุ้นส่วนจำกัด ต.แสงอุปกรณ์สุพรรณบุรี,5,45,ห้างหุ้นส่วนจำกัด ต.แสงอุปกรณ์สุพรรณบุรี สาขา1,ทำผลิตภัณฑ์คอนกรีต เช่น ท่อน้ำ เสาปูน,ดำเนินกิจการ,2023-04-18T21:00:05,100.13177,225,14.4674,NULL,ท่าระหัด
มาลัยแมน,10720000225285,3-66-2/28สพ,เมืองสุพรรณบุรี,สุพรรณบุรี,นายโกเมี้ยน รถมณี,  1,46,ส.มณีโชคพัฒนา,ผลิตอุปกรณ์ของเครื่องจักรสำหรับใช้ในการกสิกรรม,ดำเนินกิจการ,2023-04-18T21:00:05,100.0094,NULL,14.45413,NULL,บางกุ้ง
เณรแก้ว,10720000125337,3-66-1/33สพ,เมืองสุพรรณบุรี,สุพรรณบุรี,ห้างหุ้นส่วนจำกัด ยรรยงเอ็นจิเนียริ่ง,NULL,47,ห้างหุ้นส่วนจำกัด ยรรยงเอ็นจิเนียริ่ง,ทำ และซ่อมอุปกรณ์เครื่องจักรสีข้าว,ดำเนินกิจการ,2023-04-18T21:00:05,100.12522,51/1,14.48019,เณรแก้ว 3,ท่าระหัด
NULL,10720001325183,3-9(1)-13/18สพ,เมืองสุพรรณบุรี,สุพรรณบุรี,นายทวีศักดิ์ หิรัญเมฆาวนิช,1,48,โรงสีอุดมธัญญา,สีข้าว กำลังสีสูงสุดของร้านสีข้าว 160 เกวียน/วัน,ดำเนินกิจการ,2023-04-18T21:00:05,100.18788,140,14.5394,NULL,ดอนมะสังข์
NULL,10720000325242,3-56-3/24สพ,เมืองสุพรรณบุรี,สุพรรณบุรี,นายประเสริฐ ศรีทอง,3,49,NULL,ทำอิฐ,ดำเนินกิจการ,2023-04-18T21:00:05,100.19697,122,14.55399,NULL,ดอนมะสังข์
สุพรรณบุรี-ดอนเจดีย์,20720000325349,จ3-9(1)-3/34สพ,เมืองสุพรรณบุรี,สุพรรณบุรี,บริษัท โรงสี อ.การเกษตร 2011 จำกัด,3,50,อ.การเกษตร,สีข้าว กำลังสีสูงสุดของร้านสีข้าว 200 เกวียน/วัน,ดำเนินกิจการ,2023-04-18T21:00:05,99.99684,29/8,14.53934,-,สนามคลี
NULL,20720300125373,จ3-58(1)-1/37สพ,เมืองสุพรรณบุรี,สุพรรณบุรี,บริษัท ผลิตภัณฑ์และวัตถุก่อสร้างจำกัด,4,51,บริษัท ปูนซิเมนต์ไทย(ท่าหลวง) จำกัด,ผลิตคอนกรีตผสมเสร็จ,ดำเนินกิจการ,2023-04-18T21:00:05,100.16882,84,14.46184,NULL,ไผ่ขวาง
ด่านช้าง-บ้านไร่,10720000125345,3-3(1)-1/34สพ,ด่านช้าง,สุพรรณบุรี,บริษัท โรงโม่หินด่านช้าง จำกัด,5,52,บริษัท โรงโม่หินด่านช้าง จำกัด,ระเบิด โม่ บด ย่อยหิน,ดำเนินกิจการ,2023-04-18T21:00:05,99.69325,NULL,14.86645, ,หนองมะค่าโมง
ศาลายา-ไทยาวาส,10730800125353,3-60-1/35นฐ,พุทธมณฑล,นครปฐม,นายถวิล ศรีอินทร์คำ,1,53,ถวิลการช่าง,หลอมหล่อทองเหลือง เช่น พระพุทธรูป,ดำเนินกิจการ,2023-04-18T21:00:05,100.2686,60/5,13.8072833333333,NULL,มหาสวัสดิ์
ห้วยพลู-ดอนตูม,10730100225358,3-22(4)-2/35นฐ,นครชัยศรี,นครปฐม,นายบุญเชิด ศิริปทุมมาศ,5,54,นายบุญเชิด ศิริปทุมมาศ,พิมพ์ผ้า,ดำเนินกิจการ,2023-04-18T21:00:05,100.193733333333,89/1,13.8864333333333,NULL,วัดละมุด
เพชรเกษม,20730500325350,จ3-77(1)-3/35นฐ,นครชัยศรี,นครปฐม,บริษัท เอ็น.ซี.มอเตอร์ (1991) จำกัด,3,55,บริษัท เอ็น.ซี. มอเตอร์ (1991) จำกัด,"ซ่อมและต่อตัวถังรถยนต์,ผลิตชิ้นส่วนรถยนต์ เช่น ประตูรถยนต์",ดำเนินกิจการ,2023-04-18T21:00:05,100.161333333333,15/35,13.8046833333333,NULL,ศรีษะทอง
ศาลายา-ไทยาวาส,10730500325345,3-55-3/34นฐ,พุทธมณฑล,นครปฐม,บริษัท คาสเดย์ (ขอนแก่น) คอร์โปเรชั่น จำกัด,1,56,บริษัท คาสเดย์ (ขอนแก่น) คอร์โปเรชั่น จำกัด,ผลิตเครื่องเคลือบดินเผาและผลิตภัณฑ์เกี่ยวกับพลาสติกเป็นรูปทรงต่าง ๆ,ดำเนินกิจการ,2023-04-18T21:00:05,100.28155,68/6,13.8044,NULL,ศาลายา
เพชรเกษม,10730000425348,3-22(1)-4/34นฐ,นครชัยศรี,นครปฐม,บริษัท อินโดรามา โพลีเอสเตอร์ อินดัสตรีส์ จำกัด(มหาชน),4,57,บริษัท อินโดรามา โพลีเอสเตอร์ อินดัสตรีส์ จำกัด(มหาชน),"ผลิต POLYESTER CHIP, POLYESTER STAPLE FIBRE, POLYESTER PRE-ORIENTED YARN, POLYESTER FILAMENT YARN และ FULLY DRAWN YARN",ดำเนินกิจการ,2023-04-18T21:00:05,100.188066666667,35/8,13.7583833333333,NULL,ขุนแก้ว
NULL,20730900125376,จ3-36(1)-1/37นฐ,เมืองนครปฐม,นครปฐม,บริษัท อินเตอร์ เอ็กซ์เพิร์ท คอนสตรัคชั่น จำกัด,4,58,บริษัท อินเตอร์ เอ็กซ์เพิร์ท คอนสตรัคชั่น จำกัด,ผลิตตู้ลำโพง เฟอร์นิเจอร์ และชั้นวางของจากไม้ ดอกลำโพง โดยไม่มีการล้าง ชุบ หรือเคลือบผิวชิ้นงาน โดยการใช้สารเคมี ผลิตและจำหน่ายสินค้าและอุปกรณ์เกี่ยวเนื่องที่ให้ความบันเทิง เช่น เครื่องเล่นเกมปาเป้า โต๊ะพูล และอื่น ๆ,ดำเนินกิจการ,2023-04-18T21:00:05,100.017666666667,96/2,13.8173833333333,NULL,ลำพยา
NULL,10730300425345,3-77(1)-4/34นฐ,เมืองนครปฐม,นครปฐม,ห้างหุ้นส่วนจำกัด ซี.พี.เอส.การาจ,3,59,ห้างหุ้นส่วนจำกัด ซี.พี.เอส.การาจ,ต่อตัวถังรถยนต์ด้วยเหล็ก และเคาะพ่นสีรถยนต์,ดำเนินกิจการ,2023-04-18T21:00:05,100.012266666667,139,13.8276333333333,NULL,หนองปากโลง
NULL,20730700225376,จ3-46(1)-2/37นฐ,เมืองนครปฐม,นครปฐม,นายสกล พิศูทธินุศาสตร์,8,60,เสริมสุขโอสถ,บดสมุนไพร,ดำเนินกิจการ,2023-04-18T21:00:05,100.0603,4/4,13.8328166666667,NULL,บ่อพลับ
มาลัยแมน,20730200125381,จ3-9(1)-1/38นฐ,เมืองนครปฐม,นครปฐม,บริษัท โรงสี ช.รุ่งเรือง (1995) จำกัด,9,61,บริษัท โรงสี ช.รุ่งเรือง (1995) จำกัด,สีข้าว (กำลังสีสูงสุดของร้านสีข้าว 60 เกวียน/วัน),ดำเนินกิจการ,2023-04-18T21:00:05,99.9818833333333,58/1,13.9008666666667,NULL,ทัพหลวง
เพชรเกษม,10730000125203,3-8(2)-1/20นฐ,เมืองนครปฐม,นครปฐม,บริษัท รวมอาหาร จำกัด,2,62,บริษัท สยามพรีเสริฟฟู้ดส์ จำกัด,ผลิตผลไม้แห้งและขนมต่าง ๆ,ดำเนินกิจการ,2023-04-18T21:00:05,99.964441,140,13.796195,-,สระกะเทียม
มาลัยแมน,730000325359,ศ3-92-3/35นฐ,เมืองนครปฐม,นครปฐม,นางสาวธันยกานต์ ราศีวิสุทธิ์,8,63,NULL,ห้องเย็นเก็บอาหารทะเลแช่แข็ง,ดำเนินกิจการ,2023-04-18T21:00:05,100.006816666667,85/2,13.8652,NULL,วังตะกู
NULL,10730500225362,3-60-2/36นฐ,เมืองนครปฐม,นครปฐม,ห้างหุ้นส่วนจำกัด วรกิจกลการ,3,64,ห้างหุ้นส่วนจำกัด วรกิจกลการ,หลอมหล่อ กลึงและชุบอลูมิเนียม เช่น อะไหล่เครื่องทอผ้า อะไหล่เครื่องปั่นด้ายและทำผลิตภัณฑ์โลหะต่าง ๆ เช่น รั้วสแตนเลส,ดำเนินกิจการ,2023-04-18T21:00:05,99.9872166666667,253,13.7853,NULL,หนองดินแดง
NULL,10730001225242,3-9(1)-12/24นฐ,เมืองนครปฐม,นครปฐม,ห้างหุ้นส่วนจำกัด กิจธนา,3,65,บริษัท โรงสีข้าวกิจธนา 1 จำกัด,สีข้าว กำลังสีสูงสุดของร้านสีข้าว 16 เกวียน/วัน,ดำเนินกิจการ,2023-04-18T21:00:05,99.9938166666667,85,13.8793333333333,NULL,ทัพหลวง
ทางแยกเข้าอำเภอนครชัยศรี,10730000625269,3-9(1)-6/26นฐ,นครชัยศรี,นครปฐม,โรงสีข้าวชุมนุมสหกรณ์การเกษตร,2,66,โรงสีข้าวชุมนุมสหกรณ์การเกษตรแห่งประเทศไทย จำกัด (ชสท.),สีข้าว กำลังสีสูงสุดของร้านสีข้าว 25 เกวียน/วัน,ดำเนินกิจการ,2023-04-18T21:00:05,100.173133333333,46/9,13.7964333333333,NULL,ท่าตำหนัก
เพชรเกษม,10730600125355,3-52(4)-1/35นฐ,นครชัยศรี,นครปฐม,บริษัท สยามฟองน้ำโฟม จำกัด,5,67,บริษัท สยามฟองน้ำโฟม จำกัด,ทำพื้นรองเท้าจากยางดิบ,ดำเนินกิจการ,2023-04-18T21:00:05,100.130666666667,44/18,13.77965,วัดบ่อตะกั่ว,ท่าพระยา
-,10720000125311,3-9(1)-1/31สพ,หนองหญ้าไซ,สุพรรณบุรี,ห้างหุ้นส่วนจำกัด โรงสีทรัพย์ปกรณ์,5,68,ห้างหุ้นส่วนจำกัด โรงสีไฟทรัพย์ปกรณ์,สีข้าว กำลังสีสูงสุดของร้านสีข้าว 200 เกวียน/วัน,หยุดชั่วคราว,2023-04-18T21:00:05,99.91944,80,14.77747,-,หนองหญ้าไซ
มาลัยแมน,730200225342,ศ3-15(1)-2/34นฐ,เมืองนครปฐม,นครปฐม,บริษัท เบทาโกร จำกัด (มหาชน),6,69,บริษัท เบทาโกร จำกัด (มหาชน),ผลิตอาหารสัตว์,ดำเนินกิจการ,2023-04-18T21:00:05,100.013616666667,19/2,13.8494333333333,NULL,วังตะกู
