ที่มา,_id,ปี,ลำดับ,ผู้ประกันตน,หน่วย
สำนักงานประกันสังคมจังหวัดลพบุรี,1,2562,1,"3,177",ราย
สำนักงานประกันสังคมจังหวัดลพบุรี,2,2563,2,"3,279",ราย
สำนักงานประกันสังคมจังหวัดลพบุรี,3,2564,3,"2,938",ราย
สำนักงานประกันสังคมจังหวัดลพบุรี,4,2565,4,"2,784",ราย
สำนักงานประกันสังคมจังหวัดลพบุรี,5,2566,5,"2,729",ราย
สำนักงานประกันสังคมจังหวัดลพบุรี,6,2567,6,"2,293",ราย
สำนักงานประกันสังคมจังหวัดลพบุรี,7,2568,7,"1,811",ราย
