CNG-เบนซิน,ไม่ใช้เชื้อเพลิง,ดีเซล,เบนซิน-ไฟฟ้า,LPGและเบนซิน,CNG-ดีเซล-ไฟฟ้า,เบนซิน-E20,ดีเซล-ไฟฟ้า,รวม,LPG-ดีเซล-ไฟฟ้า,CNG-LPG,เบนซิน-เอทานอล,CNG-ดีเซล,LPG-เบนซิน-ไฟฟ้า,ไม่ระบุ,CNG,ไฟฟ้า,CNG-LPG-ดีเซล,ก๊าซ LPG,_id,เบนซิน,LPGและดีเซล,CNG-LPG-เบนซิน,CNG-เบนซิน-ไฟฟ้า
0.0,0.0,108,5,0.0,0.0,0.0,0.0,1584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,1,1470,0.0,0.0,0.0
0.0,0.0,105,5,0.0,0.0,0.0,0.0,1581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,2,1470,0.0,0.0,0.0
0.0,0.0,31,2,0.0,0.0,0.0,0.0,127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,3,94,0.0,0.0,0.0
0.0,0.0,1,0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,4,0,0.0,0.0,0.0
0.0,0.0,72,0,0.0,0.0,0.0,0.0,73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,5,1,0.0,0.0,0.0
0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,6,0,0.0,0.0,0.0
0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,7,0,0.0,0.0,0.0
0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,8,0,0.0,0.0,0.0
0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,9,0,0.0,0.0,0.0
0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,10,0,0.0,0.0,0.0
0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,11,0,0.0,0.0,0.0
0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,12,0,0.0,0.0,0.0
0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,13,0,0.0,0.0,0.0
0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,14,0,0.0,0.0,0.0
0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,15,0,0.0,0.0,0.0
0.0,0.0,0,3,0.0,0.0,0.0,0.0,1379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,16,1375,0.0,0.0,0.0
0.0,0.0,1,0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,17,0,0.0,0.0,0.0
0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,18,0,0.0,0.0,0.0
0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,19,0,0.0,0.0,0.0
0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,20,0,0.0,0.0,0.0
0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,21,0,0.0,0.0,0.0
0.0,0.0,3,0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,22,0,0.0,0.0,0.0
