﻿year,sex,quarter,_id,area,region,value,unit,age_group,source
2561,รวม,ไตรมาสที่ 1,1,รวม,ทั่วประเทศ,14356.62,บาทต่อเดือน,รวม,สำนักงานสถิติแห่งชาติ
2561,รวม,ไตรมาสที่ 1,2,รวม,ทั่วประเทศ,7420.28,บาทต่อเดือน,15-19 ปี,สำนักงานสถิติแห่งชาติ
2561,รวม,ไตรมาสที่ 1,3,รวม,ทั่วประเทศ,9532.41,บาทต่อเดือน,20-24 ปี,สำนักงานสถิติแห่งชาติ
2561,รวม,ไตรมาสที่ 1,4,รวม,ทั่วประเทศ,12147.82,บาทต่อเดือน,25-29 ปี,สำนักงานสถิติแห่งชาติ
2561,รวม,ไตรมาสที่ 1,5,รวม,ทั่วประเทศ,13521.53,บาทต่อเดือน,30-34 ปี,สำนักงานสถิติแห่งชาติ
2561,รวม,ไตรมาสที่ 1,6,รวม,ทั่วประเทศ,14838.76,บาทต่อเดือน,35-39 ปี,สำนักงานสถิติแห่งชาติ
2561,รวม,ไตรมาสที่ 1,7,รวม,ทั่วประเทศ,15915.36,บาทต่อเดือน,40-49 ปี,สำนักงานสถิติแห่งชาติ
2561,รวม,ไตรมาสที่ 1,8,รวม,ทั่วประเทศ,19675.24,บาทต่อเดือน,50-59 ปี,สำนักงานสถิติแห่งชาติ
2561,รวม,ไตรมาสที่ 1,9,รวม,ทั่วประเทศ,11543.57,บาทต่อเดือน,60 ปีขึ้นไป,สำนักงานสถิติแห่งชาติ
2561,ชาย,ไตรมาสที่ 1,10,รวม,ทั่วประเทศ,14304.07,บาทต่อเดือน,รวม,สำนักงานสถิติแห่งชาติ
2561,ชาย,ไตรมาสที่ 1,11,รวม,ทั่วประเทศ,7350.83,บาทต่อเดือน,15-19 ปี,สำนักงานสถิติแห่งชาติ
2561,ชาย,ไตรมาสที่ 1,12,รวม,ทั่วประเทศ,9328.86,บาทต่อเดือน,20-24 ปี,สำนักงานสถิติแห่งชาติ
2561,ชาย,ไตรมาสที่ 1,13,รวม,ทั่วประเทศ,11664.95,บาทต่อเดือน,25-29 ปี,สำนักงานสถิติแห่งชาติ
2561,ชาย,ไตรมาสที่ 1,14,รวม,ทั่วประเทศ,12960.13,บาทต่อเดือน,30-34 ปี,สำนักงานสถิติแห่งชาติ
2561,ชาย,ไตรมาสที่ 1,15,รวม,ทั่วประเทศ,14382.9,บาทต่อเดือน,35-39 ปี,สำนักงานสถิติแห่งชาติ
2561,ชาย,ไตรมาสที่ 1,16,รวม,ทั่วประเทศ,16373.4,บาทต่อเดือน,40-49 ปี,สำนักงานสถิติแห่งชาติ
2561,ชาย,ไตรมาสที่ 1,17,รวม,ทั่วประเทศ,19916.3,บาทต่อเดือน,50-59 ปี,สำนักงานสถิติแห่งชาติ
2561,ชาย,ไตรมาสที่ 1,18,รวม,ทั่วประเทศ,12443.4,บาทต่อเดือน,60 ปีขึ้นไป,สำนักงานสถิติแห่งชาติ
2561,หญิง,ไตรมาสที่ 1,19,รวม,ทั่วประเทศ,14418.55,บาทต่อเดือน,รวม,สำนักงานสถิติแห่งชาติ
2561,หญิง,ไตรมาสที่ 1,20,รวม,ทั่วประเทศ,7558.76,บาทต่อเดือน,15-19 ปี,สำนักงานสถิติแห่งชาติ
2561,หญิง,ไตรมาสที่ 1,21,รวม,ทั่วประเทศ,9768.26,บาทต่อเดือน,20-24 ปี,สำนักงานสถิติแห่งชาติ
2561,หญิง,ไตรมาสที่ 1,22,รวม,ทั่วประเทศ,12681.93,บาทต่อเดือน,25-29 ปี,สำนักงานสถิติแห่งชาติ
2561,หญิง,ไตรมาสที่ 1,23,รวม,ทั่วประเทศ,14130.73,บาทต่อเดือน,30-34 ปี,สำนักงานสถิติแห่งชาติ
2561,หญิง,ไตรมาสที่ 1,24,รวม,ทั่วประเทศ,15319.76,บาทต่อเดือน,35-39 ปี,สำนักงานสถิติแห่งชาติ
2561,หญิง,ไตรมาสที่ 1,25,รวม,ทั่วประเทศ,15366.58,บาทต่อเดือน,40-49 ปี,สำนักงานสถิติแห่งชาติ
