﻿year,sex,quarter,_id,area,region,value,unit,source
2557,หญิง,ไตรมาส 2,45,เขตเทศบาล,กรุงเทพมหานคร,2480.41,พันคน,สำนักงานสถิติแห่งชาติ
2557,ชาย,ไตรมาส 2,46,เขตเทศบาล,ภาคกลาง,2845.03,พันคน,สำนักงานสถิติแห่งชาติ
2557,หญิง,ไตรมาส 2,47,เขตเทศบาล,ภาคกลาง,2456.03,พันคน,สำนักงานสถิติแห่งชาติ
2568,ชาย,ไตรมาส 4,48,เขตเทศบาล,กรุงเทพมหานคร,2965.46,พันคน,สำนักงานสถิติแห่งชาติ
2568,หญิง,ไตรมาส 4,49,เขตเทศบาล,กรุงเทพมหานคร,2733.91,พันคน,สำนักงานสถิติแห่งชาติ
2557,หญิง,ไตรมาส 2,50,นอกเขตเทศบาล,ภาคกลาง,2841.36,พันคน,สำนักงานสถิติแห่งชาติ
2557,หญิง,ไตรมาส 2,51,เขตเทศบาล,ภาคเหนือ,1071.22,พันคน,สำนักงานสถิติแห่งชาติ
2561,หญิง,ไตรมาส 2,52,เขตเทศบาล,กรุงเทพมหานคร,2483.25,พันคน,สำนักงานสถิติแห่งชาติ
2561,ชาย,ไตรมาส 2,53,เขตเทศบาล,ภาคกลาง,2898.15,พันคน,สำนักงานสถิติแห่งชาติ
2561,หญิง,ไตรมาส 2,54,เขตเทศบาล,ภาคกลาง,2552.23,พันคน,สำนักงานสถิติแห่งชาติ
2561,ชาย,ไตรมาส 2,55,นอกเขตเทศบาล,ภาคกลาง,3491.23,พันคน,สำนักงานสถิติแห่งชาติ
2561,หญิง,ไตรมาส 2,56,นอกเขตเทศบาล,ภาคกลาง,2858.77,พันคน,สำนักงานสถิติแห่งชาติ
2561,ชาย,ไตรมาส 2,57,เขตเทศบาล,ภาคเหนือ,1138.97,พันคน,สำนักงานสถิติแห่งชาติ
2561,หญิง,ไตรมาส 2,58,เขตเทศบาล,ภาคเหนือ,1059.15,พันคน,สำนักงานสถิติแห่งชาติ
2561,ชาย,ไตรมาส 2,59,นอกเขตเทศบาล,ภาคเหนือ,2316.33,พันคน,สำนักงานสถิติแห่งชาติ
2561,หญิง,ไตรมาส 2,60,นอกเขตเทศบาล,ภาคเหนือ,1872.52,พันคน,สำนักงานสถิติแห่งชาติ
2561,ชาย,ไตรมาส 2,61,เขตเทศบาล,ภาคตะวันออกเฉียงเหนือ,1484.46,พันคน,สำนักงานสถิติแห่งชาติ
2561,หญิง,ไตรมาส 2,62,เขตเทศบาล,ภาคตะวันออกเฉียงเหนือ,1283.77,พันคน,สำนักงานสถิติแห่งชาติ
2561,ชาย,ไตรมาส 2,63,นอกเขตเทศบาล,ภาคตะวันออกเฉียงเหนือ,3863.14,พันคน,สำนักงานสถิติแห่งชาติ
2561,หญิง,ไตรมาส 2,64,นอกเขตเทศบาล,ภาคตะวันออกเฉียงเหนือ,3131.44,พันคน,สำนักงานสถิติแห่งชาติ
2561,ชาย,ไตรมาส 2,65,เขตเทศบาล,ภาคใต้,927.93,พันคน,สำนักงานสถิติแห่งชาติ
2561,หญิง,ไตรมาส 2,66,เขตเทศบาล,ภาคใต้,789.75,พันคน,สำนักงานสถิติแห่งชาติ
2561,ชาย,ไตรมาส 2,67,นอกเขตเทศบาล,ภาคใต้,1988.77,พันคน,สำนักงานสถิติแห่งชาติ
2561,หญิง,ไตรมาส 2,68,นอกเขตเทศบาล,ภาคใต้,1496.71,พันคน,สำนักงานสถิติแห่งชาติ
2561,ชาย,ไตรมาส 3,69,เขตเทศบาล,กรุงเทพมหานคร,2847.57,พันคน,สำนักงานสถิติแห่งชาติ
2561,หญิง,ไตรมาส 3,70,เขตเทศบาล,กรุงเทพมหานคร,2493.7,พันคน,สำนักงานสถิติแห่งชาติ
2561,ชาย,ไตรมาส 3,71,เขตเทศบาล,ภาคกลาง,2925.91,พันคน,สำนักงานสถิติแห่งชาติ
2561,หญิง,ไตรมาส 3,72,เขตเทศบาล,ภาคกลาง,2518.55,พันคน,สำนักงานสถิติแห่งชาติ
2561,ชาย,ไตรมาส 3,73,นอกเขตเทศบาล,ภาคกลาง,3499.65,พันคน,สำนักงานสถิติแห่งชาติ
2561,หญิง,ไตรมาส 3,74,นอกเขตเทศบาล,ภาคกลาง,2859.86,พันคน,สำนักงานสถิติแห่งชาติ
2561,ชาย,ไตรมาส 3,75,เขตเทศบาล,ภาคเหนือ,1153.41,พันคน,สำนักงานสถิติแห่งชาติ
2561,หญิง,ไตรมาส 3,76,เขตเทศบาล,ภาคเหนือ,1033.64,พันคน,สำนักงานสถิติแห่งชาติ
2561,ชาย,ไตรมาส 3,77,นอกเขตเทศบาล,ภาคเหนือ,2315.63,พันคน,สำนักงานสถิติแห่งชาติ
2561,หญิง,ไตรมาส 3,78,นอกเขตเทศบาล,ภาคเหนือ,1875.5,พันคน,สำนักงานสถิติแห่งชาติ
2561,ชาย,ไตรมาส 3,79,เขตเทศบาล,ภาคตะวันออกเฉียงเหนือ,1513.2,พันคน,สำนักงานสถิติแห่งชาติ
2561,หญิง,ไตรมาส 3,80,เขตเทศบาล,ภาคตะวันออกเฉียงเหนือ,1321.73,พันคน,สำนักงานสถิติแห่งชาติ
2561,ชาย,ไตรมาส 3,81,นอกเขตเทศบาล,ภาคตะวันออกเฉียงเหนือ,3936.59,พันคน,สำนักงานสถิติแห่งชาติ
2561,หญิง,ไตรมาส 3,82,นอกเขตเทศบาล,ภาคตะวันออกเฉียงเหนือ,3251.81,พันคน,สำนักงานสถิติแห่งชาติ
2561,ชาย,ไตรมาส 3,83,เขตเทศบาล,ภาคใต้,927.75,พันคน,สำนักงานสถิติแห่งชาติ
2561,หญิง,ไตรมาส 3,84,เขตเทศบาล,ภาคใต้,792.12,พันคน,สำนักงานสถิติแห่งชาติ
2561,ชาย,ไตรมาส 3,85,นอกเขตเทศบาล,ภาคใต้,1979.04,พันคน,สำนักงานสถิติแห่งชาติ
2561,หญิง,ไตรมาส 3,86,นอกเขตเทศบาล,ภาคใต้,1479.78,พันคน,สำนักงานสถิติแห่งชาติ
2561,ชาย,ไตรมาส 4,87,เขตเทศบาล,กรุงเทพมหานคร,2810.93,พันคน,สำนักงานสถิติแห่งชาติ
2561,หญิง,ไตรมาส 4,88,เขตเทศบาล,กรุงเทพมหานคร,2506.54,พันคน,สำนักงานสถิติแห่งชาติ
2561,ชาย,ไตรมาส 4,89,เขตเทศบาล,ภาคกลาง,2920.65,พันคน,สำนักงานสถิติแห่งชาติ
2561,หญิง,ไตรมาส 4,90,เขตเทศบาล,ภาคกลาง,2542.52,พันคน,สำนักงานสถิติแห่งชาติ
2561,ชาย,ไตรมาส 4,91,นอกเขตเทศบาล,ภาคกลาง,3513.29,พันคน,สำนักงานสถิติแห่งชาติ
2561,หญิง,ไตรมาส 4,92,นอกเขตเทศบาล,ภาคกลาง,2900.4,พันคน,สำนักงานสถิติแห่งชาติ
2561,ชาย,ไตรมาส 4,93,เขตเทศบาล,ภาคเหนือ,1141.17,พันคน,สำนักงานสถิติแห่งชาติ
2561,หญิง,ไตรมาส 4,94,เขตเทศบาล,ภาคเหนือ,1020.96,พันคน,สำนักงานสถิติแห่งชาติ
2561,ชาย,ไตรมาส 4,95,นอกเขตเทศบาล,ภาคเหนือ,2298.13,พันคน,สำนักงานสถิติแห่งชาติ
2561,หญิง,ไตรมาส 4,96,นอกเขตเทศบาล,ภาคเหนือ,1857.89,พันคน,สำนักงานสถิติแห่งชาติ
2568,หญิง,ไตรมาส 4,97,เขตเทศบาล,ภาคกลาง,2165.13,พันคน,สำนักงานสถิติแห่งชาติ
2568,ชาย,ไตรมาส 4,98,นอกเขตเทศบาล,ภาคตะวันออก,1187.38,พันคน,สำนักงานสถิติแห่งชาติ
2557,หญิง,ไตรมาส 2,99,นอกเขตเทศบาล,ภาคเหนือ,1914.74,พันคน,สำนักงานสถิติแห่งชาติ
2568,ชาย,ไตรมาส 1,100,เขตเทศบาล,กรุงเทพมหานคร,3010.7,พันคน,สำนักงานสถิติแห่งชาติ
2568,หญิง,ไตรมาส 1,101,เขตเทศบาล,กรุงเทพมหานคร,2794.2,พันคน,สำนักงานสถิติแห่งชาติ
2568,ชาย,ไตรมาส 1,102,เขตเทศบาล,ภาคกลาง,2319.5,พันคน,สำนักงานสถิติแห่งชาติ
2568,หญิง,ไตรมาส 1,103,เขตเทศบาล,ภาคกลาง,2183.9,พันคน,สำนักงานสถิติแห่งชาติ
2568,ชาย,ไตรมาส 1,104,นอกเขตเทศบาล,ภาคกลาง,2739.4,พันคน,สำนักงานสถิติแห่งชาติ
2568,หญิง,ไตรมาส 1,105,นอกเขตเทศบาล,ภาคกลาง,2346.9,พันคน,สำนักงานสถิติแห่งชาติ
2568,ชาย,ไตรมาส 1,106,เขตเทศบาล,ภาคใต้,851.8,พันคน,สำนักงานสถิติแห่งชาติ
2568,หญิง,ไตรมาส 1,107,เขตเทศบาล,ภาคใต้,771.1,พันคน,สำนักงานสถิติแห่งชาติ
2568,ชาย,ไตรมาส 1,108,นอกเขตเทศบาล,ภาคใต้,1560.5,พันคน,สำนักงานสถิติแห่งชาติ
2568,หญิง,ไตรมาส 1,109,นอกเขตเทศบาล,ภาคใต้,1238.4,พันคน,สำนักงานสถิติแห่งชาติ
2568,ชาย,ไตรมาส 1,110,เขตเทศบาล,ภาคใต้ชายแดน,112.2,พันคน,สำนักงานสถิติแห่งชาติ
2568,หญิง,ไตรมาส 1,111,เขตเทศบาล,ภาคใต้ชายแดน,85.3,พันคน,สำนักงานสถิติแห่งชาติ
2568,ชาย,ไตรมาส 1,112,นอกเขตเทศบาล,ภาคใต้ชายแดน,454.8,พันคน,สำนักงานสถิติแห่งชาติ
2568,หญิง,ไตรมาส 1,113,นอกเขตเทศบาล,ภาคใต้ชายแดน,339.1,พันคน,สำนักงานสถิติแห่งชาติ
2568,ชาย,ไตรมาส 1,114,เขตเทศบาล,ภาคตะวันออก,1023.8,พันคน,สำนักงานสถิติแห่งชาติ
2568,หญิง,ไตรมาส 1,115,เขตเทศบาล,ภาคตะวันออก,885.1,พันคน,สำนักงานสถิติแห่งชาติ
2568,ชาย,ไตรมาส 1,116,นอกเขตเทศบาล,ภาคตะวันออก,1165.7,พันคน,สำนักงานสถิติแห่งชาติ
2568,หญิง,ไตรมาส 1,117,นอกเขตเทศบาล,ภาคตะวันออก,952.5,พันคน,สำนักงานสถิติแห่งชาติ
2568,ชาย,ไตรมาส 1,118,เขตเทศบาล,ภาคตะวันออกเฉียงเหนือ,1414.2,พันคน,สำนักงานสถิติแห่งชาติ
2568,หญิง,ไตรมาส 1,119,เขตเทศบาล,ภาคตะวันออกเฉียงเหนือ,1230.3,พันคน,สำนักงานสถิติแห่งชาติ
2568,ชาย,ไตรมาส 1,120,นอกเขตเทศบาล,ภาคตะวันออกเฉียงเหนือ,3583.8,พันคน,สำนักงานสถิติแห่งชาติ
2568,หญิง,ไตรมาส 1,121,นอกเขตเทศบาล,ภาคตะวันออกเฉียงเหนือ,2843.5,พันคน,สำนักงานสถิติแห่งชาติ
2568,ชาย,ไตรมาส 1,122,เขตเทศบาล,ภาคเหนือ,1099.9,พันคน,สำนักงานสถิติแห่งชาติ
2568,หญิง,ไตรมาส 1,123,เขตเทศบาล,ภาคเหนือ,1014.2,พันคน,สำนักงานสถิติแห่งชาติ
2568,ชาย,ไตรมาส 1,124,นอกเขตเทศบาล,ภาคเหนือ,2212.8,พันคน,สำนักงานสถิติแห่งชาติ
2568,หญิง,ไตรมาส 1,125,นอกเขตเทศบาล,ภาคเหนือ,1851.6,พันคน,สำนักงานสถิติแห่งชาติ
2568,ชาย,ไตรมาส 2,126,เขตเทศบาล,กรุงเทพมหานคร,3003.6,พันคน,สำนักงานสถิติแห่งชาติ
2568,หญิง,ไตรมาส 2,127,เขตเทศบาล,กรุงเทพมหานคร,2784.5,พันคน,สำนักงานสถิติแห่งชาติ
2568,ชาย,ไตรมาส 2,128,เขตเทศบาล,ภาคกลาง,2311.2,พันคน,สำนักงานสถิติแห่งชาติ
2568,หญิง,ไตรมาส 2,129,เขตเทศบาล,ภาคกลาง,2160.7,พันคน,สำนักงานสถิติแห่งชาติ
2568,ชาย,ไตรมาส 2,130,นอกเขตเทศบาล,ภาคกลาง,2752.7,พันคน,สำนักงานสถิติแห่งชาติ
2568,หญิง,ไตรมาส 2,131,นอกเขตเทศบาล,ภาคกลาง,2338.7,พันคน,สำนักงานสถิติแห่งชาติ
2568,ชาย,ไตรมาส 2,132,เขตเทศบาล,ภาคใต้,842.9,พันคน,สำนักงานสถิติแห่งชาติ
2568,หญิง,ไตรมาส 2,133,เขตเทศบาล,ภาคใต้,757.5,พันคน,สำนักงานสถิติแห่งชาติ
2568,ชาย,ไตรมาส 2,134,นอกเขตเทศบาล,ภาคใต้,1571.5,พันคน,สำนักงานสถิติแห่งชาติ
2568,หญิง,ไตรมาส 2,135,นอกเขตเทศบาล,ภาคใต้,1220.6,พันคน,สำนักงานสถิติแห่งชาติ
2568,ชาย,ไตรมาส 2,136,เขตเทศบาล,ภาคใต้ชายแดน,110.9,พันคน,สำนักงานสถิติแห่งชาติ
2568,หญิง,ไตรมาส 2,137,เขตเทศบาล,ภาคใต้ชายแดน,87.5,พันคน,สำนักงานสถิติแห่งชาติ
2568,ชาย,ไตรมาส 2,138,นอกเขตเทศบาล,ภาคใต้ชายแดน,452.9,พันคน,สำนักงานสถิติแห่งชาติ
2568,หญิง,ไตรมาส 2,139,นอกเขตเทศบาล,ภาคใต้ชายแดน,333.2,พันคน,สำนักงานสถิติแห่งชาติ
2568,หญิง,ไตรมาส 4,140,เขตเทศบาล,ภาคตะวันออก,902.94,พันคน,สำนักงานสถิติแห่งชาติ
2568,ชาย,ไตรมาส 4,141,นอกเขตเทศบาล,ภาคตะวันออกเฉียงเหนือ,3641.59,พันคน,สำนักงานสถิติแห่งชาติ
2568,หญิง,ไตรมาส 4,142,นอกเขตเทศบาล,ภาคตะวันออกเฉียงเหนือ,3023.11,พันคน,สำนักงานสถิติแห่งชาติ
2568,ชาย,ไตรมาส 4,143,เขตเทศบาล,ภาคตะวันออกเฉียงเหนือ,1408.13,พันคน,สำนักงานสถิติแห่งชาติ
2568,หญิง,ไตรมาส 4,144,เขตเทศบาล,ภาคตะวันออกเฉียงเหนือ,1259.28,พันคน,สำนักงานสถิติแห่งชาติ
2568,ชาย,ไตรมาส 4,145,นอกเขตเทศบาล,ภาคเหนือ,2207.77,พันคน,สำนักงานสถิติแห่งชาติ
2568,หญิง,ไตรมาส 4,146,นอกเขตเทศบาล,ภาคเหนือ,1818.85,พันคน,สำนักงานสถิติแห่งชาติ
2568,ชาย,ไตรมาส 4,147,เขตเทศบาล,ภาคเหนือ,1079.77,พันคน,สำนักงานสถิติแห่งชาติ
2568,หญิง,ไตรมาส 2,148,นอกเขตเทศบาล,ภาคตะวันออกเฉียงเหนือ,2954.2,พันคน,สำนักงานสถิติแห่งชาติ
2568,ชาย,ไตรมาส 2,149,เขตเทศบาล,ภาคเหนือ,1091.0,พันคน,สำนักงานสถิติแห่งชาติ
2568,หญิง,ไตรมาส 2,150,เขตเทศบาล,ภาคเหนือ,1005.7,พันคน,สำนักงานสถิติแห่งชาติ
2568,ชาย,ไตรมาส 2,151,นอกเขตเทศบาล,ภาคเหนือ,2217.2,พันคน,สำนักงานสถิติแห่งชาติ
2568,ชาย,ไตรมาส 3,152,เขตเทศบาล,กรุงเทพมหานคร,2953.8,พันคน,สำนักงานสถิติแห่งชาติ
2568,หญิง,ไตรมาส 3,153,เขตเทศบาล,กรุงเทพมหานคร,2742.3,พันคน,สำนักงานสถิติแห่งชาติ
2568,ชาย,ไตรมาส 3,154,เขตเทศบาล,ภาคกลาง,2298.8,พันคน,สำนักงานสถิติแห่งชาติ
2568,หญิง,ไตรมาส 3,155,เขตเทศบาล,ภาคกลาง,2155.2,พันคน,สำนักงานสถิติแห่งชาติ
2568,ชาย,ไตรมาส 3,156,นอกเขตเทศบาล,ภาคกลาง,2717.4,พันคน,สำนักงานสถิติแห่งชาติ
2568,หญิง,ไตรมาส 3,157,นอกเขตเทศบาล,ภาคกลาง,2321.0,พันคน,สำนักงานสถิติแห่งชาติ
2568,ชาย,ไตรมาส 3,158,เขตเทศบาล,ภาคใต้,830.3,พันคน,สำนักงานสถิติแห่งชาติ
2568,หญิง,ไตรมาส 3,159,เขตเทศบาล,ภาคใต้,744.9,พันคน,สำนักงานสถิติแห่งชาติ
2568,ชาย,ไตรมาส 3,160,นอกเขตเทศบาล,ภาคใต้,1576.0,พันคน,สำนักงานสถิติแห่งชาติ
2568,หญิง,ไตรมาส 3,161,นอกเขตเทศบาล,ภาคใต้,1263.8,พันคน,สำนักงานสถิติแห่งชาติ
2568,ชาย,ไตรมาส 3,162,เขตเทศบาล,ภาคใต้ชายแดน,111.5,พันคน,สำนักงานสถิติแห่งชาติ
2568,หญิง,ไตรมาส 3,163,เขตเทศบาล,ภาคใต้ชายแดน,86.1,พันคน,สำนักงานสถิติแห่งชาติ
2568,ชาย,ไตรมาส 3,164,นอกเขตเทศบาล,ภาคใต้ชายแดน,450.5,พันคน,สำนักงานสถิติแห่งชาติ
2568,หญิง,ไตรมาส 3,165,นอกเขตเทศบาล,ภาคใต้ชายแดน,329.5,พันคน,สำนักงานสถิติแห่งชาติ
2568,ชาย,ไตรมาส 3,166,เขตเทศบาล,ภาคตะวันออก,1013.1,พันคน,สำนักงานสถิติแห่งชาติ
2568,หญิง,ไตรมาส 3,167,เขตเทศบาล,ภาคตะวันออก,903.2,พันคน,สำนักงานสถิติแห่งชาติ
2568,ชาย,ไตรมาส 3,168,นอกเขตเทศบาล,ภาคตะวันออก,1185.0,พันคน,สำนักงานสถิติแห่งชาติ
2568,หญิง,ไตรมาส 3,169,นอกเขตเทศบาล,ภาคตะวันออก,964.2,พันคน,สำนักงานสถิติแห่งชาติ
2568,ชาย,ไตรมาส 3,170,เขตเทศบาล,ภาคตะวันออกเฉียงเหนือ,1428.6,พันคน,สำนักงานสถิติแห่งชาติ
2568,หญิง,ไตรมาส 3,171,เขตเทศบาล,ภาคตะวันออกเฉียงเหนือ,1267.2,พันคน,สำนักงานสถิติแห่งชาติ
2568,ชาย,ไตรมาส 3,172,นอกเขตเทศบาล,ภาคตะวันออกเฉียงเหนือ,3633.8,พันคน,สำนักงานสถิติแห่งชาติ
2568,หญิง,ไตรมาส 3,173,นอกเขตเทศบาล,ภาคตะวันออกเฉียงเหนือ,3067.3,พันคน,สำนักงานสถิติแห่งชาติ
2568,ชาย,ไตรมาส 3,174,เขตเทศบาล,ภาคเหนือ,1085.3,พันคน,สำนักงานสถิติแห่งชาติ
2568,หญิง,ไตรมาส 3,175,เขตเทศบาล,ภาคเหนือ,1015.8,พันคน,สำนักงานสถิติแห่งชาติ
2568,ชาย,ไตรมาส 3,176,นอกเขตเทศบาล,ภาคเหนือ,2208.4,พันคน,สำนักงานสถิติแห่งชาติ
2568,หญิง,ไตรมาส 3,177,นอกเขตเทศบาล,ภาคเหนือ,1843.3,พันคน,สำนักงานสถิติแห่งชาติ
2568,หญิง,ไตรมาส 4,178,นอกเขตเทศบาล,ภาคใต้,1233.0,พันคน,สำนักงานสถิติแห่งชาติ
2568,ชาย,ไตรมาส 4,179,เขตเทศบาล,ภาคใต้ชายแดน,111.85,พันคน,สำนักงานสถิติแห่งชาติ
2568,หญิง,ไตรมาส 4,180,เขตเทศบาล,ภาคใต้ชายแดน,85.0,พันคน,สำนักงานสถิติแห่งชาติ
2569,ชาย,ไตรมาส 1,181,เขตเทศบาล,กรุงเทพมหานคร,3029.61,พันคน,สำนักงานสถิติแห่งชาติ
2569,หญิง,ไตรมาส 1,182,เขตเทศบาล,กรุงเทพมหานคร,2889.01,พันคน,สำนักงานสถิติแห่งชาติ
2569,ชาย,ไตรมาส 1,183,นอกเขตเทศบาล,ภาคกลาง,2766.53,พันคน,สำนักงานสถิติแห่งชาติ
2569,หญิง,ไตรมาส 1,184,นอกเขตเทศบาล,ภาคกลาง,2486.81,พันคน,สำนักงานสถิติแห่งชาติ
2569,ชาย,ไตรมาส 1,185,เขตเทศบาล,ภาคกลาง,2372.29,พันคน,สำนักงานสถิติแห่งชาติ
2569,หญิง,ไตรมาส 1,186,เขตเทศบาล,ภาคกลาง,2268.34,พันคน,สำนักงานสถิติแห่งชาติ
2569,ชาย,ไตรมาส 1,187,นอกเขตเทศบาล,ภาคตะวันออก,1227.44,พันคน,สำนักงานสถิติแห่งชาติ
2569,หญิง,ไตรมาส 1,188,นอกเขตเทศบาล,ภาคตะวันออก,1069.78,พันคน,สำนักงานสถิติแห่งชาติ
2569,ชาย,ไตรมาส 1,189,เขตเทศบาล,ภาคตะวันออก,1050.43,พันคน,สำนักงานสถิติแห่งชาติ
2569,หญิง,ไตรมาส 1,190,เขตเทศบาล,ภาคตะวันออก,960.77,พันคน,สำนักงานสถิติแห่งชาติ
2569,ชาย,ไตรมาส 1,191,นอกเขตเทศบาล,ภาคตะวันออกเฉียงเหนือ,3683.93,พันคน,สำนักงานสถิติแห่งชาติ
2569,หญิง,ไตรมาส 1,192,นอกเขตเทศบาล,ภาคตะวันออกเฉียงเหนือ,3210.96,พันคน,สำนักงานสถิติแห่งชาติ
