วันที่หมดอายุ,_id,เลขที่การรับรอง,บริษัท,ประเภทโรงงาน,หมายเลขผู้เสียภาษี,ลำดับ,เลขทะเบียนโรงงาน,วันที่รับรอง,จังหวัด
2568-07-08T00:00:00,1,GI(E) 5-004,บริษัท อี.คิว.รับเบอร์ จำกัด,5203,206000000000,1,91700000000000,2567-10-01T00:00:00,ชลบุรี
2570-08-15T00:00:00,2,GI(E) 5-060,บริษัท เอส แอนด์ เจ อินเตอร์เนชั่นแนล จำกัด (มหาชน),4703,108000000000,2,10200000000000,2567-08-16T00:00:00,ชลบุรี
2570-08-15T00:00:00,3,GI(E) 5-061,บริษัท ไดกิ้น อินดัสทรีส์ (ประเทศไทย) จำกัด,7100,106000000000,3,72100000000000,2567-08-16T00:00:00,ชลบุรี
2571-05-25T00:00:00,4,GI(E) 5-011,บริษัท ไทยนิปปอนรับเบอร์อินดัสตรี้ จำกัด (มหาชน),5204,108000000000,4,82200000000000,2568-05-26T00:00:00,ชลบุรี
2571-05-25T00:00:00,5,GI(E) 5-012,บริษัท ซีพีแรม จำกัด,403,106000000000,5,82200000000000,2568-05-26T00:00:00,ชลบุรี
2571-11-24T00:00:00,6,GI(E) 5-016,บริษัท ฮีดากาโยโก เอ็นเตอร์ไพรส์ จำกัด,6411,116000000000,6,10200000000000,2568-11-25T00:00:00,ชลบุรี
2571-11-24T00:00:00,7,GI(E) 5-017,บริษัท ฮีดากาโยโก เอ็นเตอร์ไพรส์ จำกัด,10500,116000000000,7,10200000000000,2568-11-25T00:00:00,ชลบุรี
2571-12-22T00:00:00,8,GI(E) 5-039,บริษัท โกลบอลกรีนเคมิคอล จำกัด (มหาชน),4201,108000000000,8,91700000000000,2568-12-23T00:00:00,ชลบุรี
2572-01-26T00:00:00,9,อยู่ระหว่างดำเนินการ,บริษัท สยามคอมเพรสเซอร์อุตสาหกรรม จำกัด,7100,106000000000,9,72100000000000,2569-01-27T00:00:00,ชลบุรี
