﻿year,sex,level_of_edu,quarter,_id,area,region,value,unit,source
2561,ชาย,ต่ำกว่าประถมศึกษา,ไตรมาสที่ 2,591,รวม,ทั่วประเทศ,8819,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2561,ชาย,ประถมศึกษา,ไตรมาสที่ 2,592,รวม,ทั่วประเทศ,9301,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2561,ชาย,มัธยมศึกษาตอนต้น,ไตรมาสที่ 2,593,รวม,ทั่วประเทศ,10539,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2561,ชาย,มัธยมศึกษาตอนปลาย สายสามัญ,ไตรมาสที่ 2,594,รวม,ทั่วประเทศ,11971,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2561,ชาย,มัธยมศึกษาตอนปลาย สายอาชีวศึกษา,ไตรมาสที่ 2,595,รวม,ทั่วประเทศ,14728,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2561,ชาย,มัธยมศึกษาตอนปลาย สายวิชาการศึกษา,ไตรมาสที่ 2,596,รวม,ทั่วประเทศ,9726,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2561,ชาย,อุดมศึกษา สายวิชาการ,ไตรมาสที่ 2,597,รวม,ทั่วประเทศ,28175,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2561,ชาย,อุดมศึกษา สายวิชาชีพ,ไตรมาสที่ 2,598,รวม,ทั่วประเทศ,17118,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2561,ชาย,อุดมศึกษา สายวิชาการศึกษา,ไตรมาสที่ 2,599,รวม,ทั่วประเทศ,25131,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2561,ชาย,การศึกษาอื่นๆ และไม่ทราบ,ไตรมาสที่ 2,600,รวม,ทั่วประเทศ,9785,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2561,หญิง,รวม,ไตรมาสที่ 2,601,รวม,ทั่วประเทศ,14385,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2561,หญิง,ไม่มีการศึกษา,ไตรมาสที่ 2,602,รวม,ทั่วประเทศ,7649,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2561,หญิง,ต่ำกว่าประถมศึกษา,ไตรมาสที่ 2,603,รวม,ทั่วประเทศ,6914,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2561,หญิง,ประถมศึกษา,ไตรมาสที่ 2,604,รวม,ทั่วประเทศ,8046,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2561,หญิง,มัธยมศึกษาตอนต้น,ไตรมาสที่ 2,605,รวม,ทั่วประเทศ,9316,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2561,หญิง,มัธยมศึกษาตอนปลาย สายสามัญ,ไตรมาสที่ 2,606,รวม,ทั่วประเทศ,10119,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2561,หญิง,มัธยมศึกษาตอนปลาย สายอาชีวศึกษา,ไตรมาสที่ 2,607,รวม,ทั่วประเทศ,12230,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2561,หญิง,มัธยมศึกษาตอนปลาย สายวิชาการศึกษา,ไตรมาสที่ 2,608,รวม,ทั่วประเทศ,20369,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2561,หญิง,อุดมศึกษา สายวิชาการ,ไตรมาสที่ 2,609,รวม,ทั่วประเทศ,23376,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2561,หญิง,อุดมศึกษา สายวิชาชีพ,ไตรมาสที่ 2,610,รวม,ทั่วประเทศ,15973,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2561,หญิง,อุดมศึกษา สายวิชาการศึกษา,ไตรมาสที่ 2,611,รวม,ทั่วประเทศ,23007,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2561,หญิง,การศึกษาอื่นๆ และไม่ทราบ,ไตรมาสที่ 2,612,รวม,ทั่วประเทศ,8784,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2561,รวม,รวม,ไตรมาสที่ 2,613,ในเขตเทศบาล,ทั่วประเทศ,16466,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2561,รวม,ไม่มีการศึกษา,ไตรมาสที่ 2,614,ในเขตเทศบาล,ทั่วประเทศ,8460,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2561,รวม,ต่ำกว่าประถมศึกษา,ไตรมาสที่ 2,615,ในเขตเทศบาล,ทั่วประเทศ,9027,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2561,รวม,ประถมศึกษา,ไตรมาสที่ 2,616,ในเขตเทศบาล,ทั่วประเทศ,9829,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2561,รวม,มัธยมศึกษาตอนต้น,ไตรมาสที่ 2,617,ในเขตเทศบาล,ทั่วประเทศ,10919,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2561,รวม,มัธยมศึกษาตอนปลาย สายสามัญ,ไตรมาสที่ 2,618,ในเขตเทศบาล,ทั่วประเทศ,12149,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2561,รวม,มัธยมศึกษาตอนปลาย สายอาชีวศึกษา,ไตรมาสที่ 2,619,ในเขตเทศบาล,ทั่วประเทศ,15348,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2561,รวม,มัธยมศึกษาตอนปลาย สายวิชาการศึกษา,ไตรมาสที่ 2,620,ในเขตเทศบาล,ทั่วประเทศ,10824,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2561,รวม,อุดมศึกษา สายวิชาการ,ไตรมาสที่ 2,621,ในเขตเทศบาล,ทั่วประเทศ,27079,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2561,รวม,อุดมศึกษา สายวิชาชีพ,ไตรมาสที่ 2,622,ในเขตเทศบาล,ทั่วประเทศ,17800,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2561,รวม,อุดมศึกษา สายวิชาการศึกษา,ไตรมาสที่ 2,623,ในเขตเทศบาล,ทั่วประเทศ,24658,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2561,รวม,การศึกษาอื่นๆ และไม่ทราบ,ไตรมาสที่ 2,624,ในเขตเทศบาล,ทั่วประเทศ,9380,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2561,ชาย,รวม,ไตรมาสที่ 2,625,ในเขตเทศบาล,ทั่วประเทศ,16516,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2561,ชาย,ไม่มีการศึกษา,ไตรมาสที่ 2,626,ในเขตเทศบาล,ทั่วประเทศ,8764,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2561,ชาย,ต่ำกว่าประถมศึกษา,ไตรมาสที่ 2,627,ในเขตเทศบาล,ทั่วประเทศ,9871,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2561,ชาย,ประถมศึกษา,ไตรมาสที่ 2,628,ในเขตเทศบาล,ทั่วประเทศ,10481,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2561,ชาย,มัธยมศึกษาตอนต้น,ไตรมาสที่ 2,629,ในเขตเทศบาล,ทั่วประเทศ,11501,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2561,ชาย,มัธยมศึกษาตอนปลาย สายสามัญ,ไตรมาสที่ 2,630,ในเขตเทศบาล,ทั่วประเทศ,13046,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2561,ชาย,มัธยมศึกษาตอนปลาย สายอาชีวศึกษา,ไตรมาสที่ 2,631,ในเขตเทศบาล,ทั่วประเทศ,16546,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2561,ชาย,มัธยมศึกษาตอนปลาย สายวิชาการศึกษา,ไตรมาสที่ 2,632,ในเขตเทศบาล,ทั่วประเทศ,9726,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2561,ชาย,อุดมศึกษา สายวิชาการ,ไตรมาสที่ 2,633,ในเขตเทศบาล,ทั่วประเทศ,29474,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2561,ชาย,อุดมศึกษา สายวิชาชีพ,ไตรมาสที่ 2,634,ในเขตเทศบาล,ทั่วประเทศ,18040,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2561,ชาย,อุดมศึกษา สายวิชาการศึกษา,ไตรมาสที่ 2,635,ในเขตเทศบาล,ทั่วประเทศ,26084,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2561,ชาย,การศึกษาอื่นๆ และไม่ทราบ,ไตรมาสที่ 2,636,ในเขตเทศบาล,ทั่วประเทศ,9757,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2561,หญิง,รวม,ไตรมาสที่ 2,637,ในเขตเทศบาล,ทั่วประเทศ,16410,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2561,หญิง,ไม่มีการศึกษา,ไตรมาสที่ 2,638,ในเขตเทศบาล,ทั่วประเทศ,8144,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2561,หญิง,ต่ำกว่าประถมศึกษา,ไตรมาสที่ 2,639,ในเขตเทศบาล,ทั่วประเทศ,8030,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2561,หญิง,ประถมศึกษา,ไตรมาสที่ 2,640,ในเขตเทศบาล,ทั่วประเทศ,8866,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2561,หญิง,มัธยมศึกษาตอนต้น,ไตรมาสที่ 2,641,ในเขตเทศบาล,ทั่วประเทศ,10036,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2561,หญิง,มัธยมศึกษาตอนปลาย สายสามัญ,ไตรมาสที่ 2,642,ในเขตเทศบาล,ทั่วประเทศ,10993,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2561,หญิง,มัธยมศึกษาตอนปลาย สายอาชีวศึกษา,ไตรมาสที่ 2,643,ในเขตเทศบาล,ทั่วประเทศ,13206,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2561,หญิง,มัธยมศึกษาตอนปลาย สายวิชาการศึกษา,ไตรมาสที่ 2,644,ในเขตเทศบาล,ทั่วประเทศ,12000,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2561,หญิง,อุดมศึกษา สายวิชาการ,ไตรมาสที่ 2,645,ในเขตเทศบาล,ทั่วประเทศ,25326,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2561,หญิง,อุดมศึกษา สายวิชาชีพ,ไตรมาสที่ 2,646,ในเขตเทศบาล,ทั่วประเทศ,17490,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2561,หญิง,อุดมศึกษา สายวิชาการศึกษา,ไตรมาสที่ 2,647,ในเขตเทศบาล,ทั่วประเทศ,24030,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2561,หญิง,การศึกษาอื่นๆ และไม่ทราบ,ไตรมาสที่ 2,648,ในเขตเทศบาล,ทั่วประเทศ,8870,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2561,รวม,รวม,ไตรมาสที่ 2,649,นอกเขตเทศบาล,ทั่วประเทศ,11645,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2561,รวม,ไม่มีการศึกษา,ไตรมาสที่ 2,650,นอกเขตเทศบาล,ทั่วประเทศ,7190,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2561,รวม,ต่ำกว่าประถมศึกษา,ไตรมาสที่ 2,651,นอกเขตเทศบาล,ทั่วประเทศ,7277,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2561,รวม,ประถมศึกษา,ไตรมาสที่ 2,652,นอกเขตเทศบาล,ทั่วประเทศ,7970,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2561,รวม,มัธยมศึกษาตอนต้น,ไตรมาสที่ 2,653,นอกเขตเทศบาล,ทั่วประเทศ,9147,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2561,รวม,มัธยมศึกษาตอนปลาย สายสามัญ,ไตรมาสที่ 2,654,นอกเขตเทศบาล,ทั่วประเทศ,10008,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2561,รวม,มัธยมศึกษาตอนปลาย สายอาชีวศึกษา,ไตรมาสที่ 2,655,นอกเขตเทศบาล,ทั่วประเทศ,11959,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2561,รวม,มัธยมศึกษาตอนปลาย สายวิชาการศึกษา,ไตรมาสที่ 2,656,นอกเขตเทศบาล,ทั่วประเทศ,24000,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2561,รวม,อุดมศึกษา สายวิชาการ,ไตรมาสที่ 2,657,นอกเขตเทศบาล,ทั่วประเทศ,21105,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2561,รวม,อุดมศึกษา สายวิชาชีพ,ไตรมาสที่ 2,658,นอกเขตเทศบาล,ทั่วประเทศ,15101,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2561,รวม,อุดมศึกษา สายวิชาการศึกษา,ไตรมาสที่ 2,659,นอกเขตเทศบาล,ทั่วประเทศ,22568,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2561,รวม,การศึกษาอื่นๆ และไม่ทราบ,ไตรมาสที่ 2,660,นอกเขตเทศบาล,ทั่วประเทศ,9390,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2561,ชาย,รวม,ไตรมาสที่ 2,661,นอกเขตเทศบาล,ทั่วประเทศ,11574,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2561,ชาย,ไม่มีการศึกษา,ไตรมาสที่ 2,662,นอกเขตเทศบาล,ทั่วประเทศ,7460,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2561,ชาย,ต่ำกว่าประถมศึกษา,ไตรมาสที่ 2,663,นอกเขตเทศบาล,ทั่วประเทศ,8139,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2561,ชาย,ประถมศึกษา,ไตรมาสที่ 2,664,นอกเขตเทศบาล,ทั่วประเทศ,8367,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2561,ชาย,มัธยมศึกษาตอนต้น,ไตรมาสที่ 2,665,นอกเขตเทศบาล,ทั่วประเทศ,9540,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2561,ชาย,มัธยมศึกษาตอนปลาย สายสามัญ,ไตรมาสที่ 2,666,นอกเขตเทศบาล,ทั่วประเทศ,10706,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2561,ชาย,มัธยมศึกษาตอนปลาย สายอาชีวศึกษา,ไตรมาสที่ 2,667,นอกเขตเทศบาล,ทั่วประเทศ,12475,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2561,ชาย,มัธยมศึกษาตอนปลาย สายวิชาการศึกษา,ไตรมาสที่ 2,668,นอกเขตเทศบาล,ทั่วประเทศ,0,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2561,ชาย,อุดมศึกษา สายวิชาการ,ไตรมาสที่ 2,669,นอกเขตเทศบาล,ทั่วประเทศ,24538,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2561,ชาย,อุดมศึกษา สายวิชาชีพ,ไตรมาสที่ 2,670,นอกเขตเทศบาล,ทั่วประเทศ,15931,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2561,ชาย,อุดมศึกษา สายวิชาการศึกษา,ไตรมาสที่ 2,671,นอกเขตเทศบาล,ทั่วประเทศ,24065,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2561,ชาย,การศึกษาอื่นๆ และไม่ทราบ,ไตรมาสที่ 2,672,นอกเขตเทศบาล,ทั่วประเทศ,9820,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2561,หญิง,รวม,ไตรมาสที่ 2,673,นอกเขตเทศบาล,ทั่วประเทศ,11734,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2561,หญิง,ไม่มีการศึกษา,ไตรมาสที่ 2,674,นอกเขตเทศบาล,ทั่วประเทศ,6827,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2561,หญิง,ต่ำกว่าประถมศึกษา,ไตรมาสที่ 2,675,นอกเขตเทศบาล,ทั่วประเทศ,6034,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2561,หญิง,ประถมศึกษา,ไตรมาสที่ 2,676,นอกเขตเทศบาล,ทั่วประเทศ,7206,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2561,หญิง,มัธยมศึกษาตอนต้น,ไตรมาสที่ 2,677,นอกเขตเทศบาล,ทั่วประเทศ,8491,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2561,หญิง,มัธยมศึกษาตอนปลาย สายสามัญ,ไตรมาสที่ 2,678,นอกเขตเทศบาล,ทั่วประเทศ,9211,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2561,หญิง,มัธยมศึกษาตอนปลาย สายอาชีวศึกษา,ไตรมาสที่ 2,679,นอกเขตเทศบาล,ทั่วประเทศ,11083,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2561,หญิง,มัธยมศึกษาตอนปลาย สายวิชาการศึกษา,ไตรมาสที่ 2,680,นอกเขตเทศบาล,ทั่วประเทศ,24000,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2561,หญิง,อุดมศึกษา สายวิชาการ,ไตรมาสที่ 2,681,นอกเขตเทศบาล,ทั่วประเทศ,19164,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2561,หญิง,อุดมศึกษา สายวิชาชีพ,ไตรมาสที่ 2,682,นอกเขตเทศบาล,ทั่วประเทศ,14038,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2561,หญิง,อุดมศึกษา สายวิชาการศึกษา,ไตรมาสที่ 2,683,นอกเขตเทศบาล,ทั่วประเทศ,21973,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2561,หญิง,การศึกษาอื่นๆ และไม่ทราบ,ไตรมาสที่ 2,684,นอกเขตเทศบาล,ทั่วประเทศ,8644,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2561,รวม,รวม,ไตรมาสที่ 2,685,ในเขตเทศบาล,กรุงเทพมหานคร,19756,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2561,รวม,ไม่มีการศึกษา,ไตรมาสที่ 2,686,ในเขตเทศบาล,กรุงเทพมหานคร,8758,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2561,รวม,ต่ำกว่าประถมศึกษา,ไตรมาสที่ 2,687,ในเขตเทศบาล,กรุงเทพมหานคร,11052,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2561,รวม,ประถมศึกษา,ไตรมาสที่ 2,688,ในเขตเทศบาล,กรุงเทพมหานคร,11190,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2561,รวม,มัธยมศึกษาตอนต้น,ไตรมาสที่ 2,689,ในเขตเทศบาล,กรุงเทพมหานคร,12675,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2561,รวม,มัธยมศึกษาตอนปลาย สายสามัญ,ไตรมาสที่ 2,690,ในเขตเทศบาล,กรุงเทพมหานคร,13719,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2561,รวม,มัธยมศึกษาตอนปลาย สายอาชีวศึกษา,ไตรมาสที่ 2,691,ในเขตเทศบาล,กรุงเทพมหานคร,17272,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2561,รวม,มัธยมศึกษาตอนปลาย สายวิชาการศึกษา,ไตรมาสที่ 2,692,ในเขตเทศบาล,กรุงเทพมหานคร,0,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2561,รวม,อุดมศึกษา สายวิชาการ,ไตรมาสที่ 2,693,ในเขตเทศบาล,กรุงเทพมหานคร,29574,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2561,รวม,อุดมศึกษา สายวิชาชีพ,ไตรมาสที่ 2,694,ในเขตเทศบาล,กรุงเทพมหานคร,19771,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2561,รวม,อุดมศึกษา สายวิชาการศึกษา,ไตรมาสที่ 2,695,ในเขตเทศบาล,กรุงเทพมหานคร,22229,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2561,รวม,การศึกษาอื่นๆ และไม่ทราบ,ไตรมาสที่ 2,696,ในเขตเทศบาล,กรุงเทพมหานคร,9877,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2561,ชาย,รวม,ไตรมาสที่ 2,697,ในเขตเทศบาล,กรุงเทพมหานคร,19723,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2561,ชาย,ไม่มีการศึกษา,ไตรมาสที่ 2,698,ในเขตเทศบาล,กรุงเทพมหานคร,9164,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2561,ชาย,ต่ำกว่าประถมศึกษา,ไตรมาสที่ 2,699,ในเขตเทศบาล,กรุงเทพมหานคร,12503,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2561,ชาย,ประถมศึกษา,ไตรมาสที่ 2,700,ในเขตเทศบาล,กรุงเทพมหานคร,12096,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2561,ชาย,มัธยมศึกษาตอนต้น,ไตรมาสที่ 2,701,ในเขตเทศบาล,กรุงเทพมหานคร,13455,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2561,ชาย,มัธยมศึกษาตอนปลาย สายสามัญ,ไตรมาสที่ 2,702,ในเขตเทศบาล,กรุงเทพมหานคร,14329,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2561,ชาย,มัธยมศึกษาตอนปลาย สายอาชีวศึกษา,ไตรมาสที่ 2,703,ในเขตเทศบาล,กรุงเทพมหานคร,18149,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2561,ชาย,มัธยมศึกษาตอนปลาย สายวิชาการศึกษา,ไตรมาสที่ 2,704,ในเขตเทศบาล,กรุงเทพมหานคร,0,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2561,ชาย,อุดมศึกษา สายวิชาการ,ไตรมาสที่ 2,705,ในเขตเทศบาล,กรุงเทพมหานคร,31654,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2561,ชาย,อุดมศึกษา สายวิชาชีพ,ไตรมาสที่ 2,706,ในเขตเทศบาล,กรุงเทพมหานคร,20519,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2561,ชาย,อุดมศึกษา สายวิชาการศึกษา,ไตรมาสที่ 2,707,ในเขตเทศบาล,กรุงเทพมหานคร,23763,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2561,ชาย,การศึกษาอื่นๆ และไม่ทราบ,ไตรมาสที่ 2,708,ในเขตเทศบาล,กรุงเทพมหานคร,11047,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2561,หญิง,รวม,ไตรมาสที่ 2,709,ในเขตเทศบาล,กรุงเทพมหานคร,19791,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2561,หญิง,ไม่มีการศึกษา,ไตรมาสที่ 2,710,ในเขตเทศบาล,กรุงเทพมหานคร,8418,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2561,หญิง,ต่ำกว่าประถมศึกษา,ไตรมาสที่ 2,711,ในเขตเทศบาล,กรุงเทพมหานคร,9626,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2561,หญิง,ประถมศึกษา,ไตรมาสที่ 2,712,ในเขตเทศบาล,กรุงเทพมหานคร,9973,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2561,หญิง,มัธยมศึกษาตอนต้น,ไตรมาสที่ 2,713,ในเขตเทศบาล,กรุงเทพมหานคร,11303,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2561,หญิง,มัธยมศึกษาตอนปลาย สายสามัญ,ไตรมาสที่ 2,714,ในเขตเทศบาล,กรุงเทพมหานคร,12747,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2561,หญิง,มัธยมศึกษาตอนปลาย สายอาชีวศึกษา,ไตรมาสที่ 2,715,ในเขตเทศบาล,กรุงเทพมหานคร,15568,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2561,หญิง,มัธยมศึกษาตอนปลาย สายวิชาการศึกษา,ไตรมาสที่ 2,716,ในเขตเทศบาล,กรุงเทพมหานคร,0,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2561,หญิง,อุดมศึกษา สายวิชาการ,ไตรมาสที่ 2,717,ในเขตเทศบาล,กรุงเทพมหานคร,28088,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2561,หญิง,อุดมศึกษา สายวิชาชีพ,ไตรมาสที่ 2,718,ในเขตเทศบาล,กรุงเทพมหานคร,18724,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2561,หญิง,อุดมศึกษา สายวิชาการศึกษา,ไตรมาสที่ 2,719,ในเขตเทศบาล,กรุงเทพมหานคร,21418,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2561,หญิง,การศึกษาอื่นๆ และไม่ทราบ,ไตรมาสที่ 2,720,ในเขตเทศบาล,กรุงเทพมหานคร,8831,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2561,รวม,รวม,ไตรมาสที่ 2,721,รวม,ภาคกลาง,13844,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2561,รวม,ไม่มีการศึกษา,ไตรมาสที่ 2,722,รวม,ภาคกลาง,8259,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2561,รวม,ต่ำกว่าประถมศึกษา,ไตรมาสที่ 2,723,รวม,ภาคกลาง,8743,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2561,รวม,ประถมศึกษา,ไตรมาสที่ 2,724,รวม,ภาคกลาง,9541,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2561,รวม,มัธยมศึกษาตอนต้น,ไตรมาสที่ 2,725,รวม,ภาคกลาง,10400,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2561,รวม,มัธยมศึกษาตอนปลาย สายสามัญ,ไตรมาสที่ 2,726,รวม,ภาคกลาง,11826,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2561,รวม,มัธยมศึกษาตอนปลาย สายอาชีวศึกษา,ไตรมาสที่ 2,727,รวม,ภาคกลาง,13668,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2561,รวม,มัธยมศึกษาตอนปลาย สายวิชาการศึกษา,ไตรมาสที่ 2,728,รวม,ภาคกลาง,20369,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2561,รวม,อุดมศึกษา สายวิชาการ,ไตรมาสที่ 2,729,รวม,ภาคกลาง,24755,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2561,รวม,อุดมศึกษา สายวิชาชีพ,ไตรมาสที่ 2,730,รวม,ภาคกลาง,17288,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2561,รวม,อุดมศึกษา สายวิชาการศึกษา,ไตรมาสที่ 2,731,รวม,ภาคกลาง,25023,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2561,รวม,การศึกษาอื่นๆ และไม่ทราบ,ไตรมาสที่ 2,732,รวม,ภาคกลาง,9399,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2561,ชาย,รวม,ไตรมาสที่ 2,733,รวม,ภาคกลาง,14130,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2561,ชาย,ไม่มีการศึกษา,ไตรมาสที่ 2,734,รวม,ภาคกลาง,8418,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2561,ชาย,ต่ำกว่าประถมศึกษา,ไตรมาสที่ 2,735,รวม,ภาคกลาง,9605,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
