วันที่หมดอายุ,_id,เลขที่การรับรอง,บริษัท,ลำดับ,วันที่รับรอง,จังหวัด
2569-02-10T00:00:00,1,GI(E) 2-002,บริษัท ฮูหวัก เอเชีย จำกัด,1,2566-03-10T00:00:00,ชลบุรี
2569-02-10T00:00:00,2,GI(E) 2-017,โรงงานคอนกรีตผสมเสร็จซีแพคปิ่นทอง,2,2566-03-10T00:00:00,ชลบุรี
2569-02-10T00:00:00,3,GI(E) 2-020,โรงงานคอนกรีตผสมเสร็จ ศรีราชา,3,2566-03-10T00:00:00,ชลบุรี
2569-03-10T00:00:00,4,GI(E) 2-029,โรงงานคอนกรีตผสมเสร็จเทพประสิทธิ์ 2,4,2566-04-10T00:00:00,ชลบุรี
2569-04-10T00:00:00,5,GI(E) 2-030,บริษัท สหเครน คอร์ปอเรชั่น จำกัด (มหาชน),5,2566-05-10T00:00:00,ชลบุรี
2569-04-10T00:00:00,6,GI(E) 2-040,โรงงานคอนกรีตผสมเสร็จนิคมเหมราช 2,6,2566-05-10T00:00:00,ชลบุรี
2569-08-10T00:00:00,7,GI(E) 2-045,โรงงานคอนกรีตผสมเสร็จพัทยา,7,2566-09-10T00:00:00,ชลบุรี
2569-09-10T00:00:00,8,GI(E) 2-055,บริษัท พาพาสึ (ไทยแลนด์) จำกัด,8,2566-10-10T00:00:00,ชลบุรี
2569-09-10T00:00:00,9,GI(E) 2-059,โรงงานคอนกรีตผสมเสร็จซีแพคแหลมฉบัง,9,2566-10-10T00:00:00,ชลบุรี
2569-09-10T00:00:00,10,GI(E) 2-060,โรงงานคอนกรีตผสมเสร็จซีแพคแหลมฉบังทุ่งกราด,10,2566-10-10T00:00:00,ชลบุรี
2569-10-16T00:00:00,11,GI(E) 2-072,บริษัท ฮัวยี จำกัด,11,2566-10-17T00:00:00,ชลบุรี
2569-10-16T00:00:00,12,GI(E) 2-073,บริษัท ฮัวยี จำกัด,12,2566-10-17T00:00:00,ชลบุรี
2569-10-16T00:00:00,13,GI(E) 2-074,โรงงานคอนกรีตผสมเสร็จ พานทอง 4,13,2566-10-17T00:00:00,ชลบุรี
2569-10-16T00:00:00,14,GI(E) 2-075,โรงงานคอนกรีตผสมเสร็จ นิคมเหมราช,14,2566-10-17T00:00:00,ชลบุรี
2569-10-18T00:00:00,15,GI(E) 2-077,บริษัท จิ้วฮวด จำกัด,15,2566-10-19T00:00:00,ชลบุรี
2569-10-23T00:00:00,16,GI(E) 2-084,โรงงานคอนกรีตผสมเสร็จพานทอง,16,2566-10-24T00:00:00,ชลบุรี
2569-10-24T00:00:00,17,GI(E) 2-095,โรงงานคอนกรีตผสมเสร็จ อมตะนคร,17,2566-10-25T00:00:00,ชลบุรี
2569-10-29T00:00:00,18,GI(E) 2-105,โรงงานคอนกรีตผสมเสร็จชลบุรี 2,18,2566-10-30T00:00:00,ชลบุรี
2569-02-11T00:00:00,19,GI(E) 2-110,บริษัท ทีทีเอ็น นันวูเว่น โซลูชั่น จำกัด,19,2566-03-11T00:00:00,ชลบุรี
2569-06-11T00:00:00,20,GI(E) 2-115,บริษัท มารุ โกลบอล จำกัด,20,2566-07-11T00:00:00,ชลบุรี
2569-11-19T00:00:00,21,GI(E) 2-148,บริษัท ธัญณ์ พลาสติก รีไซเคิล จำกัด,21,2566-11-20T00:00:00,ชลบุรี
2569-11-22T00:00:00,22,GI(E) 2-176,บริษัท แมททีเรียลส์ เซอร์วิส คอมเพล็กซ์ คอยล์ เซ็นเตอร์ (ประเทศไทย) จำกัด,22,2566-11-23T00:00:00,ชลบุรี
2569-11-22T00:00:00,23,GI(E) 2-178,บริษัท แหลมฉบัง อิมเม็กซ์ จำกัด,23,2566-11-23T00:00:00,ชลบุรี
2569-11-29T00:00:00,24,GI(E) 2-189,บริษัท ไทย นิสโชกุ จำกัด,24,2566-11-30T00:00:00,ชลบุรี
