เดือน,จำนวน,_id,ปี พ.ศ.,ประเภทรถ,ประเภทกฏหมาย
มกราคม,66790,1,2567,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,รถยนต์
มกราคม,1546,2,2567,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,รถยนต์
มกราคม,12762,3,2567,รย. 3 รถยนต์บรรทุกส่วนบุคคล,รถยนต์
มกราคม,6,4,2567,รย. 4 รถยนต์สามล้อส่วนบุคคล,รถยนต์
มกราคม,385,5,2567,รย. 6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คน,รถยนต์
มกราคม,12,6,2567,รย. 8 รถยนต์รับจ้างสามล้อ,รถยนต์
มกราคม,95,7,2567,รย. 9 รถยนต์บริการธุรกิจ,รถยนต์
มกราคม,236,8,2567,รย. 10 รถยนต์บริการทัศนาจร,รถยนต์
มกราคม,171751,9,2567,รย. 12 รถจักรยานยนต์,รถยนต์
มกราคม,5489,10,2567,รย. 13 รถแทร็กเตอร์,รถยนต์
มกราคม,52,11,2567,รย. 14 รถบดถนน,รถยนต์
มกราคม,21,12,2567,รย. 15 รถใช้ในงานเกษตรกรรม,รถยนต์
มกราคม,58,13,2567,รย. 16 รถพ่วง,รถยนต์
มกราคม,96,14,2567,รย. 17 รถจักรยานยนต์สาธารณะ,รถยนต์
มกราคม,99,15,2567,รถโดยสารประจำทาง,รถขนส่ง
มกราคม,515,16,2567,รถโดยสารไม่ประจำทาง,รถขนส่ง
มกราคม,36,17,2567,รถโดยสารส่วนบุคคล,รถขนส่ง
มกราคม,2406,18,2567,รถบรรทุกไม่ประจำทาง,รถขนส่ง
มกราคม,2440,19,2567,รถบรรทุกส่วนบุคคล,รถขนส่ง
