2565.0,2568.0,2567.0,2566.0,_id,2561.0,2563.0,รายการ,2564.0,2562.0
400,421,412,406,1,605,371,จำนวนโรงงาน (โรง),394,357
21126.41,27441.73,25453.69,23961.92,2,20155.02,20095.6,จำนวนเงินทุน (ล้านบาท),20765.57,19558.61
7299,8433,8061,7797,3,7503,6664,จำนวนคนงาน (คน),6880,6363
,,,,4,,,,,
,,,,5,,,,,
,,,,6,,,ข้อมูลปี 2568 ณ วันที่ 11 ธันวาคม 2568,,
