จำนวน,ประเภท,ที่มา,_id,ปี,ชนิดพืช,หน่วยนับ,อำเภอ,รายการข้อมูล
24831,อ้อยโรงงาน,สำนักงานเกษตรจังหวัดนครราชสีมา,15,2569,พืชเศรษฐกิจ,ไร่,ห้วยแถลง,เนื้อที่เพาะปลูกอ้อยโรงงาน
1664.75,อ้อยโรงงาน,สำนักงานเกษตรจังหวัดนครราชสีมา,16,2569,พืชเศรษฐกิจ,ไร่,ชุมพวง,เนื้อที่เพาะปลูกอ้อยโรงงาน
15762,อ้อยโรงงาน,สำนักงานเกษตรจังหวัดนครราชสีมา,17,2569,พืชเศรษฐกิจ,ไร่,สูงเนิน,เนื้อที่เพาะปลูกอ้อยโรงงาน
78101.5,อ้อยโรงงาน,สำนักงานเกษตรจังหวัดนครราชสีมา,18,2569,พืชเศรษฐกิจ,ไร่,สีคิ้ว,เนื้อที่เพาะปลูกอ้อยโรงงาน
75652.03,อ้อยโรงงาน,สำนักงานเกษตรจังหวัดนครราชสีมา,19,2569,พืชเศรษฐกิจ,ไร่,ปากช่อง,เนื้อที่เพาะปลูกอ้อยโรงงาน
36091.75,อ้อยโรงงาน,สำนักงานเกษตรจังหวัดนครราชสีมา,20,2569,พืชเศรษฐกิจ,ไร่,หนองบุญมาก,เนื้อที่เพาะปลูกอ้อยโรงงาน
35535,อ้อยโรงงาน,สำนักงานเกษตรจังหวัดนครราชสีมา,21,2569,พืชเศรษฐกิจ,ไร่,แก้งสนามนาง,เนื้อที่เพาะปลูกอ้อยโรงงาน
2930,อ้อยโรงงาน,สำนักงานเกษตรจังหวัดนครราชสีมา,22,2569,พืชเศรษฐกิจ,ไร่,วังน้ำเขียว,เนื้อที่เพาะปลูกอ้อยโรงงาน
27814.25,อ้อยโรงงาน,สำนักงานเกษตรจังหวัดนครราชสีมา,23,2569,พืชเศรษฐกิจ,ไร่,เทพารักษ์,เนื้อที่เพาะปลูกอ้อยโรงงาน
231,อ้อยโรงงาน,สำนักงานเกษตรจังหวัดนครราชสีมา,24,2569,พืชเศรษฐกิจ,ไร่,เมืองยาง,เนื้อที่เพาะปลูกอ้อยโรงงาน
46691,อ้อยโรงงาน,สำนักงานเกษตรจังหวัดนครราชสีมา,25,2569,พืชเศรษฐกิจ,ไร่,พระทองคำ,เนื้อที่เพาะปลูกอ้อยโรงงาน
961.75,อ้อยโรงงาน,สำนักงานเกษตรจังหวัดนครราชสีมา,26,2569,พืชเศรษฐกิจ,ไร่,ลำทะเมนชัย,เนื้อที่เพาะปลูกอ้อยโรงงาน
1403,อ้อยโรงงาน,สำนักงานเกษตรจังหวัดนครราชสีมา,27,2569,พืชเศรษฐกิจ,ไร่,บัวลาย,เนื้อที่เพาะปลูกอ้อยโรงงาน
4129.75,อ้อยโรงงาน,สำนักงานเกษตรจังหวัดนครราชสีมา,28,2569,พืชเศรษฐกิจ,ไร่,เฉลิมพระเกียรติ,เนื้อที่เพาะปลูกอ้อยโรงงาน
386,อ้อยโรงงาน,สำนักงานเกษตรจังหวัดนครราชสีมา,29,2568,พืชเศรษฐกิจ,ไร่,เมืองนครราชสีมา,เนื้อที่เพาะปลูกอ้อยโรงงาน
12180,อ้อยโรงงาน,สำนักงานเกษตรจังหวัดนครราชสีมา,30,2568,พืชเศรษฐกิจ,ไร่,ครบุรี,เนื้อที่เพาะปลูกอ้อยโรงงาน
17885.91,อ้อยโรงงาน,สำนักงานเกษตรจังหวัดนครราชสีมา,31,2568,พืชเศรษฐกิจ,ไร่,คง,เนื้อที่เพาะปลูกอ้อยโรงงาน
10792,อ้อยโรงงาน,สำนักงานเกษตรจังหวัดนครราชสีมา,32,2568,พืชเศรษฐกิจ,ไร่,บ้านเหลื่อม,เนื้อที่เพาะปลูกอ้อยโรงงาน
55132,อ้อยโรงงาน,สำนักงานเกษตรจังหวัดนครราชสีมา,33,2568,พืชเศรษฐกิจ,ไร่,จักราช,เนื้อที่เพาะปลูกอ้อยโรงงาน
3423,อ้อยโรงงาน,สำนักงานเกษตรจังหวัดนครราชสีมา,34,2568,พืชเศรษฐกิจ,ไร่,โชคชัย,เนื้อที่เพาะปลูกอ้อยโรงงาน
141166,อ้อยโรงงาน,สำนักงานเกษตรจังหวัดนครราชสีมา,35,2568,พืชเศรษฐกิจ,ไร่,ด่านขุนทด,เนื้อที่เพาะปลูกอ้อยโรงงาน
7426,อ้อยโรงงาน,สำนักงานเกษตรจังหวัดนครราชสีมา,36,2568,พืชเศรษฐกิจ,ไร่,โนนไทย,เนื้อที่เพาะปลูกอ้อยโรงงาน
7246,อ้อยโรงงาน,สำนักงานเกษตรจังหวัดนครราชสีมา,37,2568,พืชเศรษฐกิจ,ไร่,โนนสูง,เนื้อที่เพาะปลูกอ้อยโรงงาน
34948.5,อ้อยโรงงาน,สำนักงานเกษตรจังหวัดนครราชสีมา,38,2568,พืชเศรษฐกิจ,ไร่,ขามสะแกแสง,เนื้อที่เพาะปลูกอ้อยโรงงาน
8158.5,อ้อยโรงงาน,สำนักงานเกษตรจังหวัดนครราชสีมา,39,2568,พืชเศรษฐกิจ,ไร่,บัวใหญ่,เนื้อที่เพาะปลูกอ้อยโรงงาน
102,อ้อยโรงงาน,สำนักงานเกษตรจังหวัดนครราชสีมา,40,2568,พืชเศรษฐกิจ,ไร่,ประทาย,เนื้อที่เพาะปลูกอ้อยโรงงาน
37711,อ้อยโรงงาน,สำนักงานเกษตรจังหวัดนครราชสีมา,41,2568,พืชเศรษฐกิจ,ไร่,ปักธงชัย,เนื้อที่เพาะปลูกอ้อยโรงงาน
128912,อ้อยโรงงาน,สำนักงานเกษตรจังหวัดนครราชสีมา,42,2568,พืชเศรษฐกิจ,ไร่,พิมาย,เนื้อที่เพาะปลูกอ้อยโรงงาน
24220,อ้อยโรงงาน,สำนักงานเกษตรจังหวัดนครราชสีมา,43,2568,พืชเศรษฐกิจ,ไร่,ห้วยแถลง,เนื้อที่เพาะปลูกอ้อยโรงงาน
2543.5,อ้อยโรงงาน,สำนักงานเกษตรจังหวัดนครราชสีมา,44,2568,พืชเศรษฐกิจ,ไร่,ชุมพวง,เนื้อที่เพาะปลูกอ้อยโรงงาน
24426.53,อ้อยโรงงาน,สำนักงานเกษตรจังหวัดนครราชสีมา,45,2568,พืชเศรษฐกิจ,ไร่,สูงเนิน,เนื้อที่เพาะปลูกอ้อยโรงงาน
110004.5,อ้อยโรงงาน,สำนักงานเกษตรจังหวัดนครราชสีมา,46,2568,พืชเศรษฐกิจ,ไร่,สีคิ้ว,เนื้อที่เพาะปลูกอ้อยโรงงาน
32832,อ้อยโรงงาน,สำนักงานเกษตรจังหวัดนครราชสีมา,47,2568,พืชเศรษฐกิจ,ไร่,ปากช่อง,เนื้อที่เพาะปลูกอ้อยโรงงาน
16591,อ้อยโรงงาน,สำนักงานเกษตรจังหวัดนครราชสีมา,48,2568,พืชเศรษฐกิจ,ไร่,หนองบุญมาก,เนื้อที่เพาะปลูกอ้อยโรงงาน
37008,อ้อยโรงงาน,สำนักงานเกษตรจังหวัดนครราชสีมา,49,2568,พืชเศรษฐกิจ,ไร่,แก้งสนามนาง,เนื้อที่เพาะปลูกอ้อยโรงงาน
2532,อ้อยโรงงาน,สำนักงานเกษตรจังหวัดนครราชสีมา,50,2568,พืชเศรษฐกิจ,ไร่,วังน้ำเขียว,เนื้อที่เพาะปลูกอ้อยโรงงาน
48242,อ้อยโรงงาน,สำนักงานเกษตรจังหวัดนครราชสีมา,51,2568,พืชเศรษฐกิจ,ไร่,เทพารักษ์,เนื้อที่เพาะปลูกอ้อยโรงงาน
162.5,อ้อยโรงงาน,สำนักงานเกษตรจังหวัดนครราชสีมา,52,2568,พืชเศรษฐกิจ,ไร่,เมืองยาง,เนื้อที่เพาะปลูกอ้อยโรงงาน
54367.17,อ้อยโรงงาน,สำนักงานเกษตรจังหวัดนครราชสีมา,53,2568,พืชเศรษฐกิจ,ไร่,พระทองคำ,เนื้อที่เพาะปลูกอ้อยโรงงาน
556,อ้อยโรงงาน,สำนักงานเกษตรจังหวัดนครราชสีมา,54,2568,พืชเศรษฐกิจ,ไร่,ลำทะเมนชัย,เนื้อที่เพาะปลูกอ้อยโรงงาน
1307,อ้อยโรงงาน,สำนักงานเกษตรจังหวัดนครราชสีมา,55,2568,พืชเศรษฐกิจ,ไร่,บัวลาย,เนื้อที่เพาะปลูกอ้อยโรงงาน
3615,อ้อยโรงงาน,สำนักงานเกษตรจังหวัดนครราชสีมา,56,2568,พืชเศรษฐกิจ,ไร่,เฉลิมพระเกียรติ,เนื้อที่เพาะปลูกอ้อยโรงงาน
14347,อ้อยโรงงาน,สำนักงานเกษตรจังหวัดนครราชสีมา,57,2567,พืชเศรษฐกิจ,ไร่,ครบุรี,เนื้อที่เพาะปลูกอ้อยโรงงาน
22216.66,อ้อยโรงงาน,สำนักงานเกษตรจังหวัดนครราชสีมา,58,2567,พืชเศรษฐกิจ,ไร่,คง,เนื้อที่เพาะปลูกอ้อยโรงงาน
9880,อ้อยโรงงาน,สำนักงานเกษตรจังหวัดนครราชสีมา,59,2567,พืชเศรษฐกิจ,ไร่,บ้านเหลื่อม,เนื้อที่เพาะปลูกอ้อยโรงงาน
45453,อ้อยโรงงาน,สำนักงานเกษตรจังหวัดนครราชสีมา,60,2567,พืชเศรษฐกิจ,ไร่,จักราช,เนื้อที่เพาะปลูกอ้อยโรงงาน
3728,อ้อยโรงงาน,สำนักงานเกษตรจังหวัดนครราชสีมา,61,2567,พืชเศรษฐกิจ,ไร่,โชคชัย,เนื้อที่เพาะปลูกอ้อยโรงงาน
166475,อ้อยโรงงาน,สำนักงานเกษตรจังหวัดนครราชสีมา,62,2567,พืชเศรษฐกิจ,ไร่,ด่านขุนทด,เนื้อที่เพาะปลูกอ้อยโรงงาน
10751,อ้อยโรงงาน,สำนักงานเกษตรจังหวัดนครราชสีมา,63,2567,พืชเศรษฐกิจ,ไร่,โนนไทย,เนื้อที่เพาะปลูกอ้อยโรงงาน
7168.25,อ้อยโรงงาน,สำนักงานเกษตรจังหวัดนครราชสีมา,64,2567,พืชเศรษฐกิจ,ไร่,โนนสูง,เนื้อที่เพาะปลูกอ้อยโรงงาน
38219.75,อ้อยโรงงาน,สำนักงานเกษตรจังหวัดนครราชสีมา,65,2567,พืชเศรษฐกิจ,ไร่,ขามสะแกแสง,เนื้อที่เพาะปลูกอ้อยโรงงาน
7140,อ้อยโรงงาน,สำนักงานเกษตรจังหวัดนครราชสีมา,66,2567,พืชเศรษฐกิจ,ไร่,บัวใหญ่,เนื้อที่เพาะปลูกอ้อยโรงงาน
21103,อ้อยโรงงาน,สำนักงานเกษตรจังหวัดนครราชสีมา,67,2567,พืชเศรษฐกิจ,ไร่,ปักธงชัย,เนื้อที่เพาะปลูกอ้อยโรงงาน
105004,อ้อยโรงงาน,สำนักงานเกษตรจังหวัดนครราชสีมา,68,2567,พืชเศรษฐกิจ,ไร่,พิมาย,เนื้อที่เพาะปลูกอ้อยโรงงาน
21792,อ้อยโรงงาน,สำนักงานเกษตรจังหวัดนครราชสีมา,69,2567,พืชเศรษฐกิจ,ไร่,ห้วยแถลง,เนื้อที่เพาะปลูกอ้อยโรงงาน
2061,อ้อยโรงงาน,สำนักงานเกษตรจังหวัดนครราชสีมา,70,2567,พืชเศรษฐกิจ,ไร่,ชุมพวง,เนื้อที่เพาะปลูกอ้อยโรงงาน
16397.25,อ้อยโรงงาน,สำนักงานเกษตรจังหวัดนครราชสีมา,71,2567,พืชเศรษฐกิจ,ไร่,สูงเนิน,เนื้อที่เพาะปลูกอ้อยโรงงาน
133682,อ้อยโรงงาน,สำนักงานเกษตรจังหวัดนครราชสีมา,72,2567,พืชเศรษฐกิจ,ไร่,สีคิ้ว,เนื้อที่เพาะปลูกอ้อยโรงงาน
29147,อ้อยโรงงาน,สำนักงานเกษตรจังหวัดนครราชสีมา,73,2567,พืชเศรษฐกิจ,ไร่,ปากช่อง,เนื้อที่เพาะปลูกอ้อยโรงงาน
13132,อ้อยโรงงาน,สำนักงานเกษตรจังหวัดนครราชสีมา,74,2567,พืชเศรษฐกิจ,ไร่,หนองบุญมาก,เนื้อที่เพาะปลูกอ้อยโรงงาน
24204,อ้อยโรงงาน,สำนักงานเกษตรจังหวัดนครราชสีมา,75,2567,พืชเศรษฐกิจ,ไร่,แก้งสนามนาง,เนื้อที่เพาะปลูกอ้อยโรงงาน
390,อ้อยโรงงาน,สำนักงานเกษตรจังหวัดนครราชสีมา,76,2567,พืชเศรษฐกิจ,ไร่,วังน้ำเขียว,เนื้อที่เพาะปลูกอ้อยโรงงาน
43030,อ้อยโรงงาน,สำนักงานเกษตรจังหวัดนครราชสีมา,77,2567,พืชเศรษฐกิจ,ไร่,เทพารักษ์,เนื้อที่เพาะปลูกอ้อยโรงงาน
593,อ้อยโรงงาน,สำนักงานเกษตรจังหวัดนครราชสีมา,78,2567,พืชเศรษฐกิจ,ไร่,เมืองยาง,เนื้อที่เพาะปลูกอ้อยโรงงาน
62596.77,อ้อยโรงงาน,สำนักงานเกษตรจังหวัดนครราชสีมา,79,2567,พืชเศรษฐกิจ,ไร่,พระทองคำ,เนื้อที่เพาะปลูกอ้อยโรงงาน
1536.5,อ้อยโรงงาน,สำนักงานเกษตรจังหวัดนครราชสีมา,80,2567,พืชเศรษฐกิจ,ไร่,ลำทะเมนชัย,เนื้อที่เพาะปลูกอ้อยโรงงาน
86.75,อ้อยโรงงาน,สำนักงานเกษตรจังหวัดนครราชสีมา,81,2567,พืชเศรษฐกิจ,ไร่,บัวลาย,เนื้อที่เพาะปลูกอ้อยโรงงาน
2748.75,อ้อยโรงงาน,สำนักงานเกษตรจังหวัดนครราชสีมา,82,2567,พืชเศรษฐกิจ,ไร่,เฉลิมพระเกียรติ,เนื้อที่เพาะปลูกอ้อยโรงงาน
108.5,อ้อยโรงงาน,สำนักงานเกษตรจังหวัดนครราชสีมา,83,2566,พืชเศรษฐกิจ,ไร่,ขามทะเลสอ,เนื้อที่เพาะปลูกอ้อยโรงงาน
19378.96,อ้อยโรงงาน,สำนักงานเกษตรจังหวัดนครราชสีมา,84,2566,พืชเศรษฐกิจ,ไร่,ขามสะแกแสง,เนื้อที่เพาะปลูกอ้อยโรงงาน
11806.7,อ้อยโรงงาน,สำนักงานเกษตรจังหวัดนครราชสีมา,85,2566,พืชเศรษฐกิจ,ไร่,คง,เนื้อที่เพาะปลูกอ้อยโรงงาน
4497.29,อ้อยโรงงาน,สำนักงานเกษตรจังหวัดนครราชสีมา,86,2566,พืชเศรษฐกิจ,ไร่,ครบุรี,เนื้อที่เพาะปลูกอ้อยโรงงาน
33522.84,อ้อยโรงงาน,สำนักงานเกษตรจังหวัดนครราชสีมา,87,2566,พืชเศรษฐกิจ,ไร่,จักราช,เนื้อที่เพาะปลูกอ้อยโรงงาน
1276.75,อ้อยโรงงาน,สำนักงานเกษตรจังหวัดนครราชสีมา,88,2566,พืชเศรษฐกิจ,ไร่,ชุมพวง,เนื้อที่เพาะปลูกอ้อยโรงงาน
79845.75,อ้อยโรงงาน,สำนักงานเกษตรจังหวัดนครราชสีมา,89,2566,พืชเศรษฐกิจ,ไร่,ด่านขุนทด,เนื้อที่เพาะปลูกอ้อยโรงงาน
86.75,อ้อยโรงงาน,สำนักงานเกษตรจังหวัดนครราชสีมา,90,2566,พืชเศรษฐกิจ,ไร่,บัวลาย,เนื้อที่เพาะปลูกอ้อยโรงงาน
323.73,อ้อยโรงงาน,สำนักงานเกษตรจังหวัดนครราชสีมา,91,2566,พืชเศรษฐกิจ,ไร่,บัวใหญ่,เนื้อที่เพาะปลูกอ้อยโรงงาน
5665.75,อ้อยโรงงาน,สำนักงานเกษตรจังหวัดนครราชสีมา,92,2566,พืชเศรษฐกิจ,ไร่,บ้านเหลื่อม,เนื้อที่เพาะปลูกอ้อยโรงงาน
130,อ้อยโรงงาน,สำนักงานเกษตรจังหวัดนครราชสีมา,93,2566,พืชเศรษฐกิจ,ไร่,ประทาย,เนื้อที่เพาะปลูกอ้อยโรงงาน
3416.25,อ้อยโรงงาน,สำนักงานเกษตรจังหวัดนครราชสีมา,94,2566,พืชเศรษฐกิจ,ไร่,ปักธงชัย,เนื้อที่เพาะปลูกอ้อยโรงงาน
12914.33,อ้อยโรงงาน,สำนักงานเกษตรจังหวัดนครราชสีมา,95,2566,พืชเศรษฐกิจ,ไร่,ปากช่อง,เนื้อที่เพาะปลูกอ้อยโรงงาน
27257.29,อ้อยโรงงาน,สำนักงานเกษตรจังหวัดนครราชสีมา,96,2566,พืชเศรษฐกิจ,ไร่,พระทองคำ,เนื้อที่เพาะปลูกอ้อยโรงงาน
32319.42,อ้อยโรงงาน,สำนักงานเกษตรจังหวัดนครราชสีมา,97,2566,พืชเศรษฐกิจ,ไร่,พิมาย,เนื้อที่เพาะปลูกอ้อยโรงงาน
941.5,อ้อยโรงงาน,สำนักงานเกษตรจังหวัดนครราชสีมา,98,2566,พืชเศรษฐกิจ,ไร่,ลำทะเมนชัย,เนื้อที่เพาะปลูกอ้อยโรงงาน
4196.07,อ้อยโรงงาน,สำนักงานเกษตรจังหวัดนครราชสีมา,99,2566,พืชเศรษฐกิจ,ไร่,วังน้ำเขียว,เนื้อที่เพาะปลูกอ้อยโรงงาน
51303.17,อ้อยโรงงาน,สำนักงานเกษตรจังหวัดนครราชสีมา,100,2566,พืชเศรษฐกิจ,ไร่,สีคิ้ว,เนื้อที่เพาะปลูกอ้อยโรงงาน
36,อ้อยโรงงาน,สำนักงานเกษตรจังหวัดนครราชสีมา,101,2566,พืชเศรษฐกิจ,ไร่,สีดา,เนื้อที่เพาะปลูกอ้อยโรงงาน
8804.18,อ้อยโรงงาน,สำนักงานเกษตรจังหวัดนครราชสีมา,102,2566,พืชเศรษฐกิจ,ไร่,สูงเนิน,เนื้อที่เพาะปลูกอ้อยโรงงาน
7190.48,อ้อยโรงงาน,สำนักงานเกษตรจังหวัดนครราชสีมา,103,2566,พืชเศรษฐกิจ,ไร่,หนองบุญมาก,เนื้อที่เพาะปลูกอ้อยโรงงาน
15135.44,อ้อยโรงงาน,สำนักงานเกษตรจังหวัดนครราชสีมา,104,2566,พืชเศรษฐกิจ,ไร่,ห้วยแถลง,เนื้อที่เพาะปลูกอ้อยโรงงาน
1950.5,อ้อยโรงงาน,สำนักงานเกษตรจังหวัดนครราชสีมา,105,2566,พืชเศรษฐกิจ,ไร่,เฉลิมพระเกียรติ,เนื้อที่เพาะปลูกอ้อยโรงงาน
23318.76,อ้อยโรงงาน,สำนักงานเกษตรจังหวัดนครราชสีมา,106,2566,พืชเศรษฐกิจ,ไร่,เทพารักษ์,เนื้อที่เพาะปลูกอ้อยโรงงาน
586.25,อ้อยโรงงาน,สำนักงานเกษตรจังหวัดนครราชสีมา,107,2566,พืชเศรษฐกิจ,ไร่,เมืองนครราชสีมา,เนื้อที่เพาะปลูกอ้อยโรงงาน
48,อ้อยโรงงาน,สำนักงานเกษตรจังหวัดนครราชสีมา,108,2566,พืชเศรษฐกิจ,ไร่,เมืองยาง,เนื้อที่เพาะปลูกอ้อยโรงงาน
1044.51,อ้อยโรงงาน,สำนักงานเกษตรจังหวัดนครราชสีมา,109,2566,พืชเศรษฐกิจ,ไร่,เสิงสาง,เนื้อที่เพาะปลูกอ้อยโรงงาน
8082,อ้อยโรงงาน,สำนักงานเกษตรจังหวัดนครราชสีมา,110,2566,พืชเศรษฐกิจ,ไร่,แก้งสนามนาง,เนื้อที่เพาะปลูกอ้อยโรงงาน
3661.23,อ้อยโรงงาน,สำนักงานเกษตรจังหวัดนครราชสีมา,111,2566,พืชเศรษฐกิจ,ไร่,โชคชัย,เนื้อที่เพาะปลูกอ้อยโรงงาน
4328.25,อ้อยโรงงาน,สำนักงานเกษตรจังหวัดนครราชสีมา,112,2566,พืชเศรษฐกิจ,ไร่,โนนสูง,เนื้อที่เพาะปลูกอ้อยโรงงาน
11,อ้อยโรงงาน,สำนักงานเกษตรจังหวัดนครราชสีมา,113,2566,พืชเศรษฐกิจ,ไร่,โนนแดง,เนื้อที่เพาะปลูกอ้อยโรงงาน
4494.5,อ้อยโรงงาน,สำนักงานเกษตรจังหวัดนครราชสีมา,114,2566,พืชเศรษฐกิจ,ไร่,โนนไทย,เนื้อที่เพาะปลูกอ้อยโรงงาน
57.75,อ้อยโรงงาน,สำนักงานเกษตรจังหวัดนครราชสีมา,115,2565,พืชเศรษฐกิจ,ไร่,ขามทะเลสอ,เนื้อที่เพาะปลูกอ้อยโรงงาน
19660.9,อ้อยโรงงาน,สำนักงานเกษตรจังหวัดนครราชสีมา,116,2565,พืชเศรษฐกิจ,ไร่,ขามสะแกแสง,เนื้อที่เพาะปลูกอ้อยโรงงาน
11622.66,อ้อยโรงงาน,สำนักงานเกษตรจังหวัดนครราชสีมา,117,2565,พืชเศรษฐกิจ,ไร่,คง,เนื้อที่เพาะปลูกอ้อยโรงงาน
3973.84,อ้อยโรงงาน,สำนักงานเกษตรจังหวัดนครราชสีมา,118,2565,พืชเศรษฐกิจ,ไร่,ครบุรี,เนื้อที่เพาะปลูกอ้อยโรงงาน
24216.94,อ้อยโรงงาน,สำนักงานเกษตรจังหวัดนครราชสีมา,119,2565,พืชเศรษฐกิจ,ไร่,จักราช,เนื้อที่เพาะปลูกอ้อยโรงงาน
1220,อ้อยโรงงาน,สำนักงานเกษตรจังหวัดนครราชสีมา,120,2565,พืชเศรษฐกิจ,ไร่,ชุมพวง,เนื้อที่เพาะปลูกอ้อยโรงงาน
67880.46,อ้อยโรงงาน,สำนักงานเกษตรจังหวัดนครราชสีมา,121,2565,พืชเศรษฐกิจ,ไร่,ด่านขุนทด,เนื้อที่เพาะปลูกอ้อยโรงงาน
282.17,อ้อยโรงงาน,สำนักงานเกษตรจังหวัดนครราชสีมา,122,2565,พืชเศรษฐกิจ,ไร่,บัวลาย,เนื้อที่เพาะปลูกอ้อยโรงงาน
619,อ้อยโรงงาน,สำนักงานเกษตรจังหวัดนครราชสีมา,123,2565,พืชเศรษฐกิจ,ไร่,บัวใหญ่,เนื้อที่เพาะปลูกอ้อยโรงงาน
6516,อ้อยโรงงาน,สำนักงานเกษตรจังหวัดนครราชสีมา,124,2565,พืชเศรษฐกิจ,ไร่,บ้านเหลื่อม,เนื้อที่เพาะปลูกอ้อยโรงงาน
128,อ้อยโรงงาน,สำนักงานเกษตรจังหวัดนครราชสีมา,125,2565,พืชเศรษฐกิจ,ไร่,ประทาย,เนื้อที่เพาะปลูกอ้อยโรงงาน
3260.51,อ้อยโรงงาน,สำนักงานเกษตรจังหวัดนครราชสีมา,126,2565,พืชเศรษฐกิจ,ไร่,ปักธงชัย,เนื้อที่เพาะปลูกอ้อยโรงงาน
9417.58,อ้อยโรงงาน,สำนักงานเกษตรจังหวัดนครราชสีมา,127,2565,พืชเศรษฐกิจ,ไร่,ปากช่อง,เนื้อที่เพาะปลูกอ้อยโรงงาน
22197.36,อ้อยโรงงาน,สำนักงานเกษตรจังหวัดนครราชสีมา,128,2565,พืชเศรษฐกิจ,ไร่,พระทองคำ,เนื้อที่เพาะปลูกอ้อยโรงงาน
30134.27,อ้อยโรงงาน,สำนักงานเกษตรจังหวัดนครราชสีมา,129,2565,พืชเศรษฐกิจ,ไร่,พิมาย,เนื้อที่เพาะปลูกอ้อยโรงงาน
1076.37,อ้อยโรงงาน,สำนักงานเกษตรจังหวัดนครราชสีมา,130,2565,พืชเศรษฐกิจ,ไร่,ลำทะเมนชัย,เนื้อที่เพาะปลูกอ้อยโรงงาน
3754.75,อ้อยโรงงาน,สำนักงานเกษตรจังหวัดนครราชสีมา,131,2565,พืชเศรษฐกิจ,ไร่,วังน้ำเขียว,เนื้อที่เพาะปลูกอ้อยโรงงาน
50545.65,อ้อยโรงงาน,สำนักงานเกษตรจังหวัดนครราชสีมา,132,2565,พืชเศรษฐกิจ,ไร่,สีคิ้ว,เนื้อที่เพาะปลูกอ้อยโรงงาน
6934.23,อ้อยโรงงาน,สำนักงานเกษตรจังหวัดนครราชสีมา,133,2565,พืชเศรษฐกิจ,ไร่,สูงเนิน,เนื้อที่เพาะปลูกอ้อยโรงงาน
6346.1,อ้อยโรงงาน,สำนักงานเกษตรจังหวัดนครราชสีมา,134,2565,พืชเศรษฐกิจ,ไร่,หนองบุญมาก,เนื้อที่เพาะปลูกอ้อยโรงงาน
14134.96,อ้อยโรงงาน,สำนักงานเกษตรจังหวัดนครราชสีมา,135,2565,พืชเศรษฐกิจ,ไร่,ห้วยแถลง,เนื้อที่เพาะปลูกอ้อยโรงงาน
1343.25,อ้อยโรงงาน,สำนักงานเกษตรจังหวัดนครราชสีมา,136,2565,พืชเศรษฐกิจ,ไร่,เฉลิมพระเกียรติ,เนื้อที่เพาะปลูกอ้อยโรงงาน
