VALUE,SOURCE,_id,UNIT,YEAR
37680.0,สำนักงานสถิติแห่งชาติ,1,พันคน,2563
37752.0,สำนักงานสถิติแห่งชาติ,2,พันคน,2564
39221.0,สำนักงานสถิติแห่งชาติ,3,พันคน,2565
39912.0,สำนักงานสถิติแห่งชาติ,4,พันคน,2566
40039.54,สำนักงานสถิติแห่งชาติ,5,พันคน,2567
