VALUE,SOURCE,_id,UNIT,YEAR
38544.42,สำนักงานสถิติแห่งชาติ,1,พันคน,2563
38699.62,สำนักงานสถิติแห่งชาติ,2,พันคน,2564
39903.31,สำนักงานสถิติแห่งชาติ,3,พันคน,2565
40447.22,สำนักงานสถิติแห่งชาติ,4,พันคน,2566
40356.58,สำนักงานสถิติแห่งชาติ,5,พันคน,2567
40120.23,สำนักงานสถิติแห่งชาติ,6,พันคน,2568
