วันที่หมดอายุ,_id,เลขที่การรับรอง,บริษัท,ลำดับ,วันที่รับรอง,จังหวัด
--,38,GI(E) 1-795,บริษัท ทีบีเค เทคโนโลยี (ประเทศไทย) จำกัด,38,2565-06-12T00:00:00,ชลบุรี
--,39,GI(E) 1-796,บริษัท เชอร์วิน-วิลเลี่ยมส์ (ไทยแลนด์) จำกัด,39,2565-06-12T00:00:00,ชลบุรี
--,40,GI(E) 1-797,บริษัท ไทย-เจแปน แก๊ส จำกัด,40,2565-06-12T00:00:00,ชลบุรี
--,41,GI(E) 1-871,บริษัท นิกโก้ นิลโกศล จำกัด,41,2565-12-14T00:00:00,ชลบุรี
--,42,GI(E) 1-898,บริษัท ฟูจิมาคิ สตีล (ประเทศไทย) จำกัด,42,2565-12-19T00:00:00,ชลบุรี
--,43,GI(E) 1-1353,บริษัท ทวีกาญจน์ค้าถัง 2002 จำกัด,43,2566-06-01T00:00:00,ชลบุรี
--,44,GI(E) 1-1354,บริษัท ไทย ดีจีที จำกัด,44,2566-06-01T00:00:00,ชลบุรี
--,45,GI(E) 1-1356,บริษัท เฉิงเหยา เทคโนโลยี จำกัด,45,2566-06-01T00:00:00,ชลบุรี
--,46,GI(E) 1-1357,บริษัท อาเจไทย จำกัด,46,2566-06-01T00:00:00,ชลบุรี
--,47,GI(E) 1-1366,บริษัท ไทยล่อน เทคโน ไฟเบอร์ จำกัด,47,2566-06-01T00:00:00,ชลบุรี
--,48,GI(E) 1-1369,บริษัท เทคโนพลาส (ประเทศไทย) จำกัด,48,2566-06-01T00:00:00,ชลบุรี
--,49,GI(E) 1-1370,บริษัท โตโยต้า ทูโช (ไทยแลนด์) จำกัด,49,2566-06-01T00:00:00,ชลบุรี
--,50,GI(E) 1-1428,บริษัท ดับบลิวเอชเอ วอเตอร์ จำกัด,50,2566-10-01T00:00:00,ชลบุรี
--,51,GI(E) 1-1552,บริษัท ซิกโนด (ประเทศไทย) จำกัด,51,2566-01-18T00:00:00,ชลบุรี
--,52,GI(E) 1-1656,บริษัท เฮนนี่เวย์ (ไทยแลนด์) จำกัด,52,2566-01-18T00:00:00,ชลบุรี
--,53,GI(E) 1-1731,บริษัท ชิกะ ออโตเมชั่น (ไทยแลนด์) จำกัด,53,2566-01-23T00:00:00,ชลบุรี
--,54,GI(E) 1-2391,บริษัท ฮามากะ (ประะเทศไทย) จำกัด,54,2566-01-02T00:00:00,ชลบุรี
--,55,GI(E) 1-2392,บริษัท พลาสเทคสยาม จำกัด,55,2566-01-02T00:00:00,ชลบุรี
--,56,GI(E) 1-2393,บริษัท โกลบอล อาร์เมอร์ (ประเทศไทย) จำกัด,56,2566-01-02T00:00:00,ชลบุรี
--,57,GI(E) 1-2394,บริษัท เลาอิ้ง ฮีทเทค จำกัด,57,2566-01-02T00:00:00,ชลบุรี
--,58,GI(E) 1-2396,บริษัท โจโฟ นอนโวเวน (ประเทศไทย) จำกัด,58,2566-01-02T00:00:00,ชลบุรี
--,59,GI(E) 1-2895,บริษัท ที เอ็น ดี ฟู้ดส์ อินดัสตรีย์ จำกัด,59,2566-06-02T00:00:00,ชลบุรี
--,60,GI(E) 1-3360,บริษัท เจ.บี.ที. อินดัสเทรียล จำกัด,60,2566-02-13T00:00:00,ชลบุรี
--,61,GI(E) 1-3361,บริษัท ซัมมิท คูราตะ แมนูแฟคเจอริ่ง จำกัด,61,2566-02-13T00:00:00,ชลบุรี
--,62,GI(E) 1-3362,บริษัท ซัมมิท แหลมฉบัง โอโต บอดี้ เวิร์ค จำกัด,62,2566-02-13T00:00:00,ชลบุรี
--,63,GI(E) 1-3363,บริษัท ซาเดซ่า (ประเทศไทย) จำกัด,63,2566-02-13T00:00:00,ชลบุรี
--,64,GI(E) 1-3364,บริษัท ซิเลซติกา (ประเทศไทย) จำกัด,64,2566-02-13T00:00:00,ชลบุรี
--,65,GI(E) 1-3448,บริษัท ออโต้ เม็ททอล จำกัด,65,2566-02-14T00:00:00,ชลบุรี
--,66,GI(E) 1-3455,บริษัท อมากาซากิ ไพพ (ประเทศไทย) จำกัด,66,2566-02-14T00:00:00,ชลบุรี
--,67,GI(E) 1-3810,บริษัท ซานโฮ พรีซีชั่น อินดัสเทรียล จำกัด,67,2566-02-16T00:00:00,ชลบุรี
--,68,GI(E) 1-3811,บริษัท ปรัสเซีย (เอเชีย) จำกัด,68,2566-02-16T00:00:00,ชลบุรี
--,69,GI(E) 1-3812,บริษัท ทีทีเค โลจิสติคส์ (ประเทศไทย) จำกัด,69,2566-02-16T00:00:00,ชลบุรี
--,70,GI(E) 1-3816,บริษัท หลิงเย อินเทลลิเจนท์ (ประเทศไทย) จำกัด,70,2566-02-16T00:00:00,ชลบุรี
--,71,GI(E) 1-3978,บริษัท เอส เอ็ม ซี ฟู้ดส์ (ประเทศไทย) จำกัด,71,2566-02-20T00:00:00,ชลบุรี
--,72,GI(E) 1-4251,บริษัท หลัว ปัง คิทเช่น แอนด์ บาธ (ไทยแลนด์) จำกัด,72,2566-02-22T00:00:00,ชลบุรี
--,73,GI(E) 1-4288,บริษัท เหล็กสยามยามาโตะ จำกัด,73,2566-02-22T00:00:00,ชลบุรี
--,74,GI(E) 1-5209,บริษัท อีซูซุมอเตอร์ (ประเทศไทย) จำกัด,74,2566-09-03T00:00:00,ชลบุรี
--,75,GI(E) 1-5210,บริษัท อากทิโอะ (ประเทศไทย) จำกัด,75,2566-09-03T00:00:00,ชลบุรี
--,76,GI(E) 1-5211,บริษัท อเรสโซ ริฟิเนรี่ จำกัด,76,2566-09-03T00:00:00,ชลบุรี
--,77,GI(E) 1-5212,บริษัท เหยี่ยน ไห่ อิเลคทรอนิกส์ จำกัด,77,2566-09-03T00:00:00,ชลบุรี
--,78,GI(E) 1-5213,บริษัท สยามมิชลิน จำกัด,78,2566-09-03T00:00:00,ชลบุรี
--,79,GI(E) 1-5214,บริษัท เอ็กโซติค ฟู้ด จำกัด (มหาชน),79,2566-09-03T00:00:00,ชลบุรี
--,80,GI(E) 1-5215,บริษัท อีสเทิร์น พี.ยู. โฟม อินดัสตรี จำกัด,80,2566-09-03T00:00:00,ชลบุรี
--,81,GI(E) 1-5216,บริษัท อีสเทิร์น พี.ยู. โฟม อินดัสตรี จำกัด,81,2566-09-03T00:00:00,ชลบุรี
--,82,GI(E) 1-5217,บริษัท เอส ที บี เท็กซ์ไทล์ อินดัสตรี จำกัด,82,2566-09-03T00:00:00,ชลบุรี
--,83,GI(E) 1-5247,ห้างหุ้นส่วนจำกัด ห้างขายยาลี้บ้วนซัว (ตราตกเบ็ด),83,2566-09-03T00:00:00,ชลบุรี
--,84,GI(E) 1-5249,บริษัท เอสเซม อินเตอร์เนชั่นแนล จำกัด,84,2566-09-03T00:00:00,ชลบุรี
--,85,GI(E) 1-5250,บริษัท แฮดเลย์ (ประเทศไทย) จำกัด,85,2566-09-03T00:00:00,ชลบุรี
--,86,GI(E) 1-5251,บริษัท ฮอปปี้ อินดัสเตรียล (ประเทศไทย) จำกัด,86,2566-09-03T00:00:00,ชลบุรี
--,87,GI(E) 1-5252,บริษัท โอโต แอดวานซ์ แมททีเรียล แมนูแฟคเจอริ่ง จำกัด,87,2566-09-03T00:00:00,ชลบุรี
--,88,GI(E) 1-5255,บริษัท เอส เอ็ม ซี ฟูดส์ (ประเทศไทย) จำกัด,88,2566-09-03T00:00:00,ชลบุรี
--,89,GI(E) 1-5257,บริษัท เอส เอ็ม ซี ฟูดส์ (ประเทศไทย) จำกัด,89,2566-09-03T00:00:00,ชลบุรี
--,90,GI(E) 1-5388,บริษัท อาซาฮี เอเซีย คาสติ้ง จำกัด,90,2566-03-14T00:00:00,ชลบุรี
--,91,GI(E) 1-5470,บริษัท เอสที โนซากะ จำกัด,91,2566-03-14T00:00:00,ชลบุรี
--,92,GI(E) 1-5537,บริษัท ซีคอม เซ็สโก้ เอ็นจิเนียริ่ง จำกัด,92,2566-03-15T00:00:00,ชลบุรี
--,93,GI(E) 1-5541,บริษัท อิมแพคท์ โซล่าร์ กรุ๊ป (ประเทศไทย) จำกัด,93,2566-03-15T00:00:00,ชลบุรี
--,94,GI(E) 1-5542,บริษัท ไทยซัมมิท พีเคเค เอนจิเนียริง จำกัด,94,2566-03-16T00:00:00,ชลบุรี
--,95,GI(E) 1-5543,บริษัท ทีเอ็มเอ็ม ฟู้ด (ไทยแลนด์) จำกัด,95,2566-03-16T00:00:00,ชลบุรี
--,96,GI(E) 1-5544,บริษัท ซี โบ จำกัด,96,2566-03-16T00:00:00,ชลบุรี
--,97,GI(E) 1-5545,บริษัท แอโร่เวิร์ค คอมโพสิต (เอเชีย) จำกัด,97,2566-03-16T00:00:00,ชลบุรี
--,98,GI(E) 1-5546,บริษัท แอโร่เวิร์ค คอมโพสิต (เอเชีย) จำกัด,98,2566-03-16T00:00:00,ชลบุรี
--,99,GI(E) 1-5547,บริษัท แอโร่เวิร์ค (เอเชีย) จำกัด,99,2566-03-16T00:00:00,ชลบุรี
--,100,GI(E) 1-5548,บริษัท ซินเจม จำกัด,100,2566-03-16T00:00:00,ชลบุรี
--,101,GI(E) 1-5549,บริษัท แอมคอร์ เฟล็กซิเบิ้ล ชลบุรี จำกัด,101,2566-03-16T00:00:00,ชลบุรี
--,102,GI(E) 1-5550,บริษัท แอเดียนท์ แอนด์ ซัมมิท คอร์ปอเรชั่น จำกัด,102,2566-03-16T00:00:00,ชลบุรี
--,103,GI(E) 1-5551,บริษัท เดอเรดา สยาม จำกัด,103,2566-03-16T00:00:00,ชลบุรี
--,104,GI(E) 1-5552,บริษัท แอเดียนท์ (ประเทศไทย) จำกัด,104,2566-03-16T00:00:00,ชลบุรี
--,105,GI(E) 1-5553,บริษัท ทีที โซล่าร์ จำกัด,105,2566-03-16T00:00:00,ชลบุรี
--,106,GI(E) 1-5554,บริษัท สตรองแพค จำกัด,106,2566-03-16T00:00:00,ชลบุรี
--,107,GI(E) 1-5555,บริษัท สยามมิชลิน จำกัด,107,2566-03-16T00:00:00,ชลบุรี
--,108,GI(E) 1-5571,บริษัท วิศวกิจพัฒนา จำกัด,108,2566-03-17T00:00:00,ชลบุรี
--,109,GI(E) 1-5572,บริษัท ยามาโตะ เคมิคัลส์ (ประเทศไทย) จำกัด,109,2566-03-17T00:00:00,ชลบุรี
--,110,GI(E) 1-5573,บริษัท ฟาเกอร์ดาลา แหลมฉบัง จำกัด,110,2566-03-17T00:00:00,ชลบุรี
--,111,GI(E) 1-5574,บริษัท ลี้บ้วนซัวอินเตอร์เนชั่นแนล (ประเทศไทย) จำกัด,111,2566-03-17T00:00:00,ชลบุรี
--,112,GI(E) 1-5575,บริษัท แดนไทย แมชชินเนอรี่ จำกัด,112,2566-03-17T00:00:00,ชลบุรี
--,113,GI(E) 1-5576,บริษัท นามยง เทอร์มินัล จำกัด (มหาชน),113,2566-03-17T00:00:00,ชลบุรี
--,114,GI(E) 1-5577,บริษัท ไทยล็อค ฟาสท์เทนเนอร์ส จำกัด,114,2566-03-17T00:00:00,ชลบุรี
--,115,GI(E) 1-5595,บริษัท ซิมสุลาลัย จำกัด,115,2566-03-17T00:00:00,ชลบุรี
--,116,GI(E) 1-5596,บริษัท เบเคอร์ ฮิวช์ส โอเปอเรชั่นส์ (ประเทศไทย) จำกัด,116,2566-03-17T00:00:00,ชลบุรี
--,117,GI(E) 1-5597,บริษัท ซินวู จำกัด,117,2566-03-17T00:00:00,ชลบุรี
--,118,GI(E) 1-5598,บริษัท ซีเอ็มที ออโตโมทีฟ จำกัด,118,2566-03-17T00:00:00,ชลบุรี
--,119,GI(E) 1-5599,บริษัท พีพี แอนด์ พี อินเตอร์ พาร์ท จำกัด,119,2566-03-17T00:00:00,ชลบุรี
--,120,GI(E) 1-5600,บริษัท อ๊าออโต้การาจ จำกัด,120,2566-03-17T00:00:00,ชลบุรี
--,121,GI(E) 1-5601,สถานีสูบน้ำเพิ่มแรงดันสำนักบก,121,2566-03-17T00:00:00,ชลบุรี
--,122,GI(E) 1-5602,บริษัท พนัส ฟีดมิลล์ จำกัด,122,2566-03-17T00:00:00,ชลบุรี
--,123,GI(E) 1-5603,บริษัท ทีเอฟยู โมลด์ จำกัด,123,2566-03-17T00:00:00,ชลบุรี
--,124,GI(E) 1-5604,บริษัท พี โอ เอฟ แปซิฟิค จำกัด,124,2566-03-17T00:00:00,ชลบุรี
--,125,GI(E) 1-5605,บริษัท ไทย ฟู้ดส์ สไวน อินเตอร์เนชั่นแนล จำกัด,125,2566-03-17T00:00:00,ชลบุรี
--,126,GI(E) 1-5606,บริษัท แซมโก้ จำกัด,126,2566-03-17T00:00:00,ชลบุรี
--,127,GI(E) 1-5607,บริษัท ไทย ซุง ซู จำกัด,127,2566-03-17T00:00:00,ชลบุรี
--,128,GI(E) 1-5608,ห้างหุ้นส่วนจำกัด วี ไอ ที อัลลอยด์ แคสติ้ง,128,2566-03-17T00:00:00,ชลบุรี
--,129,GI(E) 1-5609,บริษัท โรจนะ อินดัสเตรียล แมเนจเม้นท์ จำกัด,129,2566-03-17T00:00:00,ชลบุรี
--,130,GI(E) 1-5611,บริษัท ซอง มูน (ไทยแลนด์) จำกัด,130,2566-03-17T00:00:00,ชลบุรี
--,131,GI(E) 1-5612,บริษัท เอสพีซี อินเตอร์พรินท์ จำกัด,131,2566-03-17T00:00:00,ชลบุรี
--,132,GI(E) 1-5613,บริษัท ที เค ซี ออโต้พาร์ท จำกัด,132,2566-03-17T00:00:00,ชลบุรี
--,133,GI(E) 1-5614,บริษัท น้ำแข็งศรีราชา จำกัด,133,2566-03-17T00:00:00,ชลบุรี
--,134,GI(E) 1-5620,บริษัท ยูนิเวอร์แซล โพลีแบค จำกัด,134,2566-03-20T00:00:00,ชลบุรี
--,135,GI(E) 1-5621,บริษัท ท็อป เบลนด์ อินเตอร์เนชั่นแนล จำกัด,135,2566-03-20T00:00:00,ชลบุรี
--,136,GI(E) 1-5622,บริษัท ทิสคอม-พีแอลเอส จำกัด,136,2566-03-20T00:00:00,ชลบุรี
--,137,GI(E) 1-5626,บริษัท นิโค สตีล เซ็นเตอร์ (ประเทศไทย) จำกัด,137,2566-03-20T00:00:00,ชลบุรี
--,138,GI(E) 1-5627,บริษัท ซิเลซติกา (ประเทศไทย) จำกัด,138,2566-03-20T00:00:00,ชลบุรี
--,139,GI(E) 1-5629,บริษัท เอ็มเอ็มทีเอช เอ็นจิ้น จำกัด,139,2566-03-20T00:00:00,ชลบุรี
--,140,GI(E) 1-5638,บริษัท เออิโคอุ จำกัด,140,2566-03-21T00:00:00,ชลบุรี
--,141,GI(E) 1-5639,บริษัท คานโต ฮารา จำกัด,141,2566-03-21T00:00:00,ชลบุรี
--,142,GI(E) 1-5653,บริษัท อิมานากะ (ไทยแลนด์) จำกัด,142,2566-03-22T00:00:00,ชลบุรี
--,143,GI(E) 1-5661,บริษัท เอ็มเอสเอ็ม (ประเทศไทย) จำกัด,143,2566-03-24T00:00:00,ชลบุรี
--,144,GI(E) 1-5662,บริษัท เอ็มเอสเอ็ม (ประเทศไทย) จำกัด,144,2566-03-24T00:00:00,ชลบุรี
--,145,GI(E) 1-5663,บริษัท ฟอร์มิก้า คริสตัล ซิสเต็มส์ จำกัด,145,2566-03-24T00:00:00,ชลบุรี
--,146,GI(E) 1-5664,บริษัท ฟอร์มิก้า คริสตัล ซิสเต็มส์ จำกัด,146,2566-03-24T00:00:00,ชลบุรี
--,147,GI(E) 1-5665,บริษัท อีซูซุมอเตอร์ อินเตอร์เนชั่นแนล โอเปอเรชั่น (ประเทศไทย) จำกัด,147,2566-03-24T00:00:00,ชลบุรี
--,148,GI(E) 1-5666,บริษัท อีซูซุมอเตอร์ อินเตอร์เนชั่นแนล โอเปอเรชั่น (ประเทศไทย) จำกัด,148,2566-03-24T00:00:00,ชลบุรี
--,149,GI(E) 1-5997,บริษัท เซอาห์ โกลบอล (ประเทศไทย) จำกัด,149,2566-03-27T00:00:00,ชลบุรี
--,150,GI(E) 1-6043,บริษัท นิปปอน เซอิโร (ประเทศไทย) จำกัด,150,2566-03-29T00:00:00,ชลบุรี
--,151,GI(E) 1-6048,บริษัท มิซาวา (ไทยแลนด์) จำกัด,151,2566-03-29T00:00:00,ชลบุรี
--,152,GI(E) 1-6118,บริษัท เอเอ็มซี เอเชีย จำกัด,152,2566-05-04T00:00:00,ชลบุรี
--,153,GI(E) 1-6119,บริษัท เออห์ลินส์ เอเซีย จำกัด,153,2566-05-04T00:00:00,ชลบุรี
--,154,GI(E) 1-6120,บริษัท เคยัง พาวเวอร์ ทูลส์ จำกัด,154,2566-05-04T00:00:00,ชลบุรี
--,155,GI(E) 1-6121,บริษัท ดองกุก สตีล (ประเทศไทย) จำกัด,155,2566-05-04T00:00:00,ชลบุรี
--,156,GI(E) 1-6122,บริษัท คันไซ เอนเนอร์จี โซลูชั่นส์ (ประเทศไทย) จำกัด,156,2566-05-04T00:00:00,ชลบุรี
--,157,GI(E) 1-6126,บริษัท แม็คคอร์มิค (ประเทศไทย) จำกัด,157,2566-05-04T00:00:00,ชลบุรี
--,158,GI(E) 1-6127,บริษัท ซันเมอิ เมคานิคอล (ประเทศไทย) จำกัด,158,2566-05-04T00:00:00,ชลบุรี
--,159,GI(E) 1-6128,บริษัท เคซเท็ม (ไทยเเลนด์) จำกัด,159,2566-05-04T00:00:00,ชลบุรี
--,160,GI(E) 1-6171,บริษัท อนาล็อก ซิตี้ จำกัด,160,2566-12-04T00:00:00,ชลบุรี
--,161,GI(E) 1-6223,บริษัท วาซิน เมทัล จำกัด,161,2566-04-18T00:00:00,ชลบุรี
--,162,GI(E) 1-6224,บริษัท แอล.อี. อินโนเวชั่น จำกัด,162,2566-04-18T00:00:00,ชลบุรี
--,163,GI(E) 1-6225,บริษัท ชั่น ซุ่น อินเตอร์เนชั่นแนล จำกัด,163,2566-04-18T00:00:00,ชลบุรี
--,164,GI(E) 1-6226,บริษัท เอ็ม.บี.เจ.เอ็นเตอร์ไพรส์ จำกัด,164,2566-04-18T00:00:00,ชลบุรี
--,165,GI(E) 1-6227,บริษัท ยุ่นซี พลาสติก จำกัด,165,2566-04-18T00:00:00,ชลบุรี
--,166,GI(E) 1-6229,บริษัท กรีนนี่กราส จำกัด,166,2566-04-18T00:00:00,ชลบุรี
--,167,GI(E) 1-6231,ห้างหุ้นส่วนจำกัด บางปูการช่าง,167,2566-04-18T00:00:00,ชลบุรี
--,168,GI(E) 1-6233,บริษัท อาร์ซีไอ ซิสเท็มส์ แอนด์ แอดวานซ์ เคมิคอล จำกัด,168,2566-04-18T00:00:00,ชลบุรี
--,169,GI(E) 1-6235,บริษัท กรุงไทย ออโต้พาร์ท จำกัด,169,2566-04-18T00:00:00,ชลบุรี
--,170,GI(E) 1-6236,บริษัท ไทยอัลลอย แมนูแฟคเจอริ่ง จำกัด,170,2566-04-18T00:00:00,ชลบุรี
--,171,GI(E) 1-6238,บริษัท ไอ แคน รีไซเคิล จำกัด,171,2566-04-18T00:00:00,ชลบุรี
--,172,GI(E) 1-6240,บริษัท ดีดีเอ็มโมลด์ จำกัด,172,2566-04-18T00:00:00,ชลบุรี
--,173,GI(E) 1-6242,บริษัท เจีย เฟิง จำกัด,173,2566-04-18T00:00:00,ชลบุรี
--,174,GI(E) 1-6244,บริษัท ชัยวดี คอนกรีต จำกัด,174,2566-04-18T00:00:00,ชลบุรี
--,175,GI(E) 1-6246,บริษัท ซัน เรย์ อินดัสทรีส์ (ประเทศไทย) จำกัด,175,2566-04-18T00:00:00,ชลบุรี
--,176,GI(E) 1-6248,บริษัท ชัยวดี คอนกรีต จำกัด,176,2566-04-18T00:00:00,ชลบุรี
--,177,GI(E) 1-6251,บริษัท ไอเอชไอ เอเชียแปซิฟิค (ประเทศไทย) จำกัด,177,2566-04-18T00:00:00,ชลบุรี
--,178,GI(E) 1-6253,บริษัท สแกนสยาม บริการ จำกัด,178,2566-04-18T00:00:00,ชลบุรี
--,179,GI(E) 1-6256,นางสาวบุษดี ชาญอนุวัตร,179,2566-04-18T00:00:00,ชลบุรี
--,180,GI(E) 1-6261,บริษัท เวิร์ลพาร์ททูลแอนด์ดายส์ จำกัด,180,2566-04-18T00:00:00,ชลบุรี
--,181,GI(E) 1-6263,บริษัท เวลท์ เดฟท์ จำกัด,181,2566-04-18T00:00:00,ชลบุรี
--,182,GI(E) 1-6264,ส.ถุงทรัพย์รีไซเคิล,182,2566-04-18T00:00:00,ชลบุรี
--,183,GI(E) 1-6265,บริษัท ออปติมัส แพคเกจจิ้ง จำกัด,183,2566-04-18T00:00:00,ชลบุรี
--,184,GI(E) 1-6267,บริษัท คาร์เทล รีไซคลิ่ง จำกัด,184,2566-04-18T00:00:00,ชลบุรี
--,185,GI(E) 1-6268,บริษัท ซี.พี.พัทยา การาจ จำกัด,185,2566-04-18T00:00:00,ชลบุรี
--,186,GI(E) 1-6270,บริษัท สยาม คอยล์ เซ็นเตอร์ จำกัด,186,2566-04-18T00:00:00,ชลบุรี
--,187,GI(E) 1-6272,บริษัท ดีเค เทค จำกัด,187,2566-04-18T00:00:00,ชลบุรี
--,188,GI(E) 1-6274,บริษัท ซุปเปอร์ไชน์ เอ็นจิเนียริ่ง (ประเทศไทย) จำกัด,188,2566-04-18T00:00:00,ชลบุรี
--,189,GI(E) 1-6276,บริษัท โอเอ็มเอ็ม (ไทยแลนด์) จำกัด,189,2566-04-18T00:00:00,ชลบุรี
--,190,GI(E) 1-6277,นายพงษ์ศักดิ์ รามนุช,190,2566-04-18T00:00:00,ชลบุรี
--,191,GI(E) 1-6278,บริษัท นพรุจ รีไซเคิล จำกัด,191,2566-04-18T00:00:00,ชลบุรี
--,192,GI(E) 1-6279,บริษัท เซนทรัล เมทัล เวิร์ค แอนด์ ซัพพลาย จำกัด,192,2566-04-18T00:00:00,ชลบุรี
--,193,GI(E) 1-6280,บริษัท เอ็ม ที พี เอ็นจิเนียริ่ง จำกัด,193,2566-04-18T00:00:00,ชลบุรี
--,194,GI(E) 1-6282,ห้างหุ้นส่วนจำกัด กรวรรณ เอ็นจิเนียริ่ง พาร์ท,194,2566-04-18T00:00:00,ชลบุรี
--,195,GI(E) 1-6284,บริษัท ซีเอส มิตซูฟูกุ อิลาสโตเมอร์ จำกัด,195,2566-04-18T00:00:00,ชลบุรี
