﻿year,sex,level_of_edu,quarter,_id,region,value,unit,source
2560,ชาย,อุดมศึกษาสายวิชาการ,ไตรมาส 1,840,ภาคกลาง,0.25,พันคน,สำนักงานสถิติแห่งชาติ
2560,หญิง,อุดมศึกษาสายวิชาการ,ไตรมาส 1,841,ภาคกลาง,0.41,พันคน,สำนักงานสถิติแห่งชาติ
2560,ชาย,อุดมศึกษาสายวิชาชีพ,ไตรมาส 1,842,ภาคกลาง,0.41,พันคน,สำนักงานสถิติแห่งชาติ
2560,หญิง,อุดมศึกษาสายวิชาชีพ,ไตรมาส 1,843,ภาคกลาง,0.18,พันคน,สำนักงานสถิติแห่งชาติ
2560,ชาย,ไม่ทราบ,ไตรมาส 1,844,ภาคกลาง,0.13,พันคน,สำนักงานสถิติแห่งชาติ
2560,ชาย,ไม่มีการศึกษา,ไตรมาส 1,845,ภาคเหนือ,3.61,พันคน,สำนักงานสถิติแห่งชาติ
2560,หญิง,ไม่มีการศึกษา,ไตรมาส 1,846,ภาคเหนือ,6.55,พันคน,สำนักงานสถิติแห่งชาติ
2560,ชาย,ต่ำกว่าประถมศึกษา,ไตรมาส 1,847,ภาคเหนือ,13.01,พันคน,สำนักงานสถิติแห่งชาติ
2560,หญิง,ต่ำกว่าประถมศึกษา,ไตรมาส 1,848,ภาคเหนือ,9.14,พันคน,สำนักงานสถิติแห่งชาติ
2560,ชาย,ประถมศึกษา,ไตรมาส 1,849,ภาคเหนือ,7.12,พันคน,สำนักงานสถิติแห่งชาติ
2560,หญิง,ประถมศึกษา,ไตรมาส 1,850,ภาคเหนือ,5.42,พันคน,สำนักงานสถิติแห่งชาติ
2560,ชาย,มัธยมศึกษาตอนต้น,ไตรมาส 1,851,ภาคเหนือ,7.7,พันคน,สำนักงานสถิติแห่งชาติ
2560,หญิง,มัธยมศึกษาตอนต้น,ไตรมาส 1,852,ภาคเหนือ,2.36,พันคน,สำนักงานสถิติแห่งชาติ
2560,ชาย,มัธยมศึกษาตอนปลายสายสามัญ,ไตรมาส 1,853,ภาคเหนือ,2.09,พันคน,สำนักงานสถิติแห่งชาติ
2560,หญิง,มัธยมศึกษาตอนปลายสายสามัญ,ไตรมาส 1,854,ภาคเหนือ,1.0,พันคน,สำนักงานสถิติแห่งชาติ
2560,ชาย,มัธยมศึกษาตอนปลายสายอาชีวศึกษา,ไตรมาส 1,855,ภาคเหนือ,0.93,พันคน,สำนักงานสถิติแห่งชาติ
2560,ชาย,อุดมศึกษาสายวิชาการ,ไตรมาส 1,856,ภาคเหนือ,0.28,พันคน,สำนักงานสถิติแห่งชาติ
2560,หญิง,อุดมศึกษาสายวิชาการ,ไตรมาส 1,857,ภาคเหนือ,0.35,พันคน,สำนักงานสถิติแห่งชาติ
2560,ชาย,อุดมศึกษาสายวิชาชีพ,ไตรมาส 1,858,ภาคเหนือ,0.21,พันคน,สำนักงานสถิติแห่งชาติ
2560,ชาย,ไม่มีการศึกษา,ไตรมาส 1,859,ภาคตะวันออกเฉียงเหนือ,0.23,พันคน,สำนักงานสถิติแห่งชาติ
2560,หญิง,ไม่มีการศึกษา,ไตรมาส 1,860,ภาคตะวันออกเฉียงเหนือ,1.77,พันคน,สำนักงานสถิติแห่งชาติ
2560,ชาย,ต่ำกว่าประถมศึกษา,ไตรมาส 1,861,ภาคตะวันออกเฉียงเหนือ,46.21,พันคน,สำนักงานสถิติแห่งชาติ
2560,หญิง,ต่ำกว่าประถมศึกษา,ไตรมาส 1,862,ภาคตะวันออกเฉียงเหนือ,51.94,พันคน,สำนักงานสถิติแห่งชาติ
2560,ชาย,ประถมศึกษา,ไตรมาส 1,863,ภาคตะวันออกเฉียงเหนือ,26.25,พันคน,สำนักงานสถิติแห่งชาติ
2560,หญิง,ประถมศึกษา,ไตรมาส 1,864,ภาคตะวันออกเฉียงเหนือ,33.15,พันคน,สำนักงานสถิติแห่งชาติ
2560,ชาย,มัธยมศึกษาตอนต้น,ไตรมาส 1,865,ภาคตะวันออกเฉียงเหนือ,13.0,พันคน,สำนักงานสถิติแห่งชาติ
2560,หญิง,มัธยมศึกษาตอนต้น,ไตรมาส 1,866,ภาคตะวันออกเฉียงเหนือ,7.16,พันคน,สำนักงานสถิติแห่งชาติ
2560,ชาย,มัธยมศึกษาตอนปลายสายสามัญ,ไตรมาส 1,867,ภาคตะวันออกเฉียงเหนือ,10.85,พันคน,สำนักงานสถิติแห่งชาติ
2560,หญิง,มัธยมศึกษาตอนปลายสายสามัญ,ไตรมาส 1,868,ภาคตะวันออกเฉียงเหนือ,10.03,พันคน,สำนักงานสถิติแห่งชาติ
2560,ชาย,มัธยมศึกษาตอนปลายสายอาชีวศึกษา,ไตรมาส 1,869,ภาคตะวันออกเฉียงเหนือ,2.55,พันคน,สำนักงานสถิติแห่งชาติ
2560,หญิง,มัธยมศึกษาตอนปลายสายอาชีวศึกษา,ไตรมาส 1,870,ภาคตะวันออกเฉียงเหนือ,0.2,พันคน,สำนักงานสถิติแห่งชาติ
2560,ชาย,อุดมศึกษาสายวิชาการ,ไตรมาส 1,871,ภาคตะวันออกเฉียงเหนือ,0.52,พันคน,สำนักงานสถิติแห่งชาติ
2560,หญิง,อุดมศึกษาสายวิชาการ,ไตรมาส 1,872,ภาคตะวันออกเฉียงเหนือ,0.47,พันคน,สำนักงานสถิติแห่งชาติ
2560,ชาย,อุดมศึกษาสายวิชาชีพ,ไตรมาส 1,873,ภาคตะวันออกเฉียงเหนือ,0.6,พันคน,สำนักงานสถิติแห่งชาติ
2560,หญิง,อุดมศึกษาสายวิชาชีพ,ไตรมาส 1,874,ภาคตะวันออกเฉียงเหนือ,0.07,พันคน,สำนักงานสถิติแห่งชาติ
2560,ชาย,อุดมศึกษาสายวิชาการศึกษา,ไตรมาส 1,875,ภาคตะวันออกเฉียงเหนือ,0.56,พันคน,สำนักงานสถิติแห่งชาติ
2560,หญิง,ไม่มีการศึกษา,ไตรมาส 1,876,ภาคใต้,0.36,พันคน,สำนักงานสถิติแห่งชาติ
2560,ชาย,ต่ำกว่าประถมศึกษา,ไตรมาส 1,877,ภาคใต้,0.33,พันคน,สำนักงานสถิติแห่งชาติ
2560,หญิง,ต่ำกว่าประถมศึกษา,ไตรมาส 1,878,ภาคใต้,0.67,พันคน,สำนักงานสถิติแห่งชาติ
2560,ชาย,ประถมศึกษา,ไตรมาส 1,879,ภาคใต้,0.23,พันคน,สำนักงานสถิติแห่งชาติ
2560,หญิง,ประถมศึกษา,ไตรมาส 1,880,ภาคใต้,0.17,พันคน,สำนักงานสถิติแห่งชาติ
2560,ชาย,มัธยมศึกษาตอนต้น,ไตรมาส 1,881,ภาคใต้,1.26,พันคน,สำนักงานสถิติแห่งชาติ
2560,หญิง,มัธยมศึกษาตอนต้น,ไตรมาส 1,882,ภาคใต้,0.3,พันคน,สำนักงานสถิติแห่งชาติ
2560,ชาย,มัธยมศึกษาตอนปลายสายสามัญ,ไตรมาส 1,883,ภาคใต้,0.17,พันคน,สำนักงานสถิติแห่งชาติ
2560,หญิง,มัธยมศึกษาตอนปลายสายสามัญ,ไตรมาส 1,884,ภาคใต้,0.75,พันคน,สำนักงานสถิติแห่งชาติ
2560,ชาย,มัธยมศึกษาตอนต้น,ไตรมาส 2,885,กรุงเทพมหานคร,0.96,พันคน,สำนักงานสถิติแห่งชาติ
2560,ชาย,มัธยมศึกษาตอนปลายสายสามัญ,ไตรมาส 2,886,กรุงเทพมหานคร,3.04,พันคน,สำนักงานสถิติแห่งชาติ
2560,ชาย,อุดมศึกษาสายวิชาการ,ไตรมาส 2,887,กรุงเทพมหานคร,2.06,พันคน,สำนักงานสถิติแห่งชาติ
2560,หญิง,อุดมศึกษาสายวิชาการ,ไตรมาส 2,888,กรุงเทพมหานคร,0.94,พันคน,สำนักงานสถิติแห่งชาติ
2560,ชาย,อุดมศึกษาสายวิชาชีพ,ไตรมาส 2,889,กรุงเทพมหานคร,0.58,พันคน,สำนักงานสถิติแห่งชาติ
2560,ชาย,ไม่มีการศึกษา,ไตรมาส 2,890,ภาคกลาง,0.31,พันคน,สำนักงานสถิติแห่งชาติ
2560,หญิง,ไม่มีการศึกษา,ไตรมาส 2,891,ภาคกลาง,0.68,พันคน,สำนักงานสถิติแห่งชาติ
2560,ชาย,ต่ำกว่าประถมศึกษา,ไตรมาส 2,892,ภาคกลาง,4.22,พันคน,สำนักงานสถิติแห่งชาติ
2560,หญิง,ต่ำกว่าประถมศึกษา,ไตรมาส 2,893,ภาคกลาง,4.88,พันคน,สำนักงานสถิติแห่งชาติ
2560,ชาย,ประถมศึกษา,ไตรมาส 2,894,ภาคกลาง,2.21,พันคน,สำนักงานสถิติแห่งชาติ
2560,หญิง,ประถมศึกษา,ไตรมาส 2,895,ภาคกลาง,1.94,พันคน,สำนักงานสถิติแห่งชาติ
2560,ชาย,มัธยมศึกษาตอนต้น,ไตรมาส 2,896,ภาคกลาง,1.68,พันคน,สำนักงานสถิติแห่งชาติ
2560,หญิง,มัธยมศึกษาตอนต้น,ไตรมาส 2,897,ภาคกลาง,0.23,พันคน,สำนักงานสถิติแห่งชาติ
2560,ชาย,มัธยมศึกษาตอนปลายสายสามัญ,ไตรมาส 2,898,ภาคกลาง,1.93,พันคน,สำนักงานสถิติแห่งชาติ
2560,หญิง,มัธยมศึกษาตอนปลายสายสามัญ,ไตรมาส 2,899,ภาคกลาง,0.36,พันคน,สำนักงานสถิติแห่งชาติ
2560,ชาย,อุดมศึกษาสายวิชาการ,ไตรมาส 2,900,ภาคกลาง,0.36,พันคน,สำนักงานสถิติแห่งชาติ
2560,หญิง,อุดมศึกษาสายวิชาชีพ,ไตรมาส 2,901,ภาคกลาง,0.56,พันคน,สำนักงานสถิติแห่งชาติ
2560,หญิง,ไม่ทราบ,ไตรมาส 2,902,ภาคกลาง,0.24,พันคน,สำนักงานสถิติแห่งชาติ
2560,ชาย,ไม่มีการศึกษา,ไตรมาส 2,903,ภาคเหนือ,2.21,พันคน,สำนักงานสถิติแห่งชาติ
2560,หญิง,ไม่มีการศึกษา,ไตรมาส 2,904,ภาคเหนือ,3.07,พันคน,สำนักงานสถิติแห่งชาติ
2560,ชาย,ต่ำกว่าประถมศึกษา,ไตรมาส 2,905,ภาคเหนือ,19.51,พันคน,สำนักงานสถิติแห่งชาติ
2560,หญิง,ต่ำกว่าประถมศึกษา,ไตรมาส 2,906,ภาคเหนือ,12.85,พันคน,สำนักงานสถิติแห่งชาติ
2560,ชาย,ประถมศึกษา,ไตรมาส 2,907,ภาคเหนือ,8.27,พันคน,สำนักงานสถิติแห่งชาติ
2560,หญิง,ประถมศึกษา,ไตรมาส 2,908,ภาคเหนือ,6.8,พันคน,สำนักงานสถิติแห่งชาติ
2560,ชาย,มัธยมศึกษาตอนต้น,ไตรมาส 2,909,ภาคเหนือ,7.47,พันคน,สำนักงานสถิติแห่งชาติ
2560,หญิง,มัธยมศึกษาตอนต้น,ไตรมาส 2,910,ภาคเหนือ,2.69,พันคน,สำนักงานสถิติแห่งชาติ
2560,ชาย,มัธยมศึกษาตอนปลายสายสามัญ,ไตรมาส 2,911,ภาคเหนือ,3.29,พันคน,สำนักงานสถิติแห่งชาติ
2560,หญิง,มัธยมศึกษาตอนปลายสายสามัญ,ไตรมาส 2,912,ภาคเหนือ,0.28,พันคน,สำนักงานสถิติแห่งชาติ
2560,ชาย,มัธยมศึกษาตอนปลายสายอาชีวศึกษา,ไตรมาส 2,913,ภาคเหนือ,1.83,พันคน,สำนักงานสถิติแห่งชาติ
2560,หญิง,มัธยมศึกษาตอนปลายสายอาชีวศึกษา,ไตรมาส 2,914,ภาคเหนือ,0.2,พันคน,สำนักงานสถิติแห่งชาติ
2560,ชาย,อุดมศึกษาสายวิชาการ,ไตรมาส 2,915,ภาคเหนือ,0.77,พันคน,สำนักงานสถิติแห่งชาติ
2560,หญิง,อุดมศึกษาสายวิชาการ,ไตรมาส 2,916,ภาคเหนือ,0.11,พันคน,สำนักงานสถิติแห่งชาติ
2560,ชาย,อุดมศึกษาสายวิชาชีพ,ไตรมาส 2,917,ภาคเหนือ,1.44,พันคน,สำนักงานสถิติแห่งชาติ
2560,ชาย,ไม่มีการศึกษา,ไตรมาส 2,918,ภาคตะวันออกเฉียงเหนือ,1.44,พันคน,สำนักงานสถิติแห่งชาติ
2560,หญิง,ไม่มีการศึกษา,ไตรมาส 2,919,ภาคตะวันออกเฉียงเหนือ,0.32,พันคน,สำนักงานสถิติแห่งชาติ
2560,ชาย,ต่ำกว่าประถมศึกษา,ไตรมาส 2,920,ภาคตะวันออกเฉียงเหนือ,39.24,พันคน,สำนักงานสถิติแห่งชาติ
2560,หญิง,ต่ำกว่าประถมศึกษา,ไตรมาส 2,921,ภาคตะวันออกเฉียงเหนือ,39.36,พันคน,สำนักงานสถิติแห่งชาติ
2560,ชาย,ประถมศึกษา,ไตรมาส 2,922,ภาคตะวันออกเฉียงเหนือ,21.72,พันคน,สำนักงานสถิติแห่งชาติ
2560,หญิง,ประถมศึกษา,ไตรมาส 2,923,ภาคตะวันออกเฉียงเหนือ,20.56,พันคน,สำนักงานสถิติแห่งชาติ
2560,ชาย,มัธยมศึกษาตอนต้น,ไตรมาส 2,924,ภาคตะวันออกเฉียงเหนือ,14.93,พันคน,สำนักงานสถิติแห่งชาติ
2560,หญิง,มัธยมศึกษาตอนต้น,ไตรมาส 2,925,ภาคตะวันออกเฉียงเหนือ,4.96,พันคน,สำนักงานสถิติแห่งชาติ
2560,ชาย,มัธยมศึกษาตอนปลายสายสามัญ,ไตรมาส 2,926,ภาคตะวันออกเฉียงเหนือ,9.15,พันคน,สำนักงานสถิติแห่งชาติ
2560,หญิง,มัธยมศึกษาตอนปลายสายสามัญ,ไตรมาส 2,927,ภาคตะวันออกเฉียงเหนือ,6.9,พันคน,สำนักงานสถิติแห่งชาติ
2560,ชาย,มัธยมศึกษาตอนปลายสายอาชีวศึกษา,ไตรมาส 2,928,ภาคตะวันออกเฉียงเหนือ,1.45,พันคน,สำนักงานสถิติแห่งชาติ
2560,หญิง,มัธยมศึกษาตอนปลายสายอาชีวศึกษา,ไตรมาส 2,929,ภาคตะวันออกเฉียงเหนือ,0.29,พันคน,สำนักงานสถิติแห่งชาติ
2560,ชาย,อุดมศึกษาสายวิชาการ,ไตรมาส 2,930,ภาคตะวันออกเฉียงเหนือ,0.33,พันคน,สำนักงานสถิติแห่งชาติ
2560,หญิง,อุดมศึกษาสายวิชาการ,ไตรมาส 2,931,ภาคตะวันออกเฉียงเหนือ,0.38,พันคน,สำนักงานสถิติแห่งชาติ
2560,ชาย,อุดมศึกษาสายวิชาชีพ,ไตรมาส 2,932,ภาคตะวันออกเฉียงเหนือ,1.51,พันคน,สำนักงานสถิติแห่งชาติ
2560,หญิง,อุดมศึกษาสายวิชาชีพ,ไตรมาส 2,933,ภาคตะวันออกเฉียงเหนือ,0.63,พันคน,สำนักงานสถิติแห่งชาติ
2560,ชาย,อุดมศึกษาสายวิชาการศึกษา,ไตรมาส 2,934,ภาคตะวันออกเฉียงเหนือ,0.24,พันคน,สำนักงานสถิติแห่งชาติ
2560,หญิง,ไม่ทราบ,ไตรมาส 2,935,ภาคตะวันออกเฉียงเหนือ,1.02,พันคน,สำนักงานสถิติแห่งชาติ
2560,หญิง,ต่ำกว่าประถมศึกษา,ไตรมาส 2,936,ภาคใต้,0.14,พันคน,สำนักงานสถิติแห่งชาติ
2560,ชาย,ประถมศึกษา,ไตรมาส 2,937,ภาคใต้,0.58,พันคน,สำนักงานสถิติแห่งชาติ
2560,หญิง,ประถมศึกษา,ไตรมาส 2,938,ภาคใต้,0.16,พันคน,สำนักงานสถิติแห่งชาติ
2560,ชาย,มัธยมศึกษาตอนต้น,ไตรมาส 2,939,ภาคใต้,0.26,พันคน,สำนักงานสถิติแห่งชาติ
2560,ชาย,มัธยมศึกษาตอนปลายสายสามัญ,ไตรมาส 2,940,ภาคใต้,0.41,พันคน,สำนักงานสถิติแห่งชาติ
2560,หญิง,มัธยมศึกษาตอนต้น,ไตรมาส 3,941,กรุงเทพมหานคร,0.47,พันคน,สำนักงานสถิติแห่งชาติ
2560,ชาย,มัธยมศึกษาตอนปลายสายสามัญ,ไตรมาส 3,942,กรุงเทพมหานคร,1.95,พันคน,สำนักงานสถิติแห่งชาติ
2560,หญิง,อุดมศึกษาสายวิชาการ,ไตรมาส 3,943,กรุงเทพมหานคร,0.48,พันคน,สำนักงานสถิติแห่งชาติ
2560,หญิง,ไม่มีการศึกษา,ไตรมาส 3,944,ภาคกลาง,1.04,พันคน,สำนักงานสถิติแห่งชาติ
2560,ชาย,ต่ำกว่าประถมศึกษา,ไตรมาส 3,945,ภาคกลาง,1.31,พันคน,สำนักงานสถิติแห่งชาติ
2560,หญิง,ต่ำกว่าประถมศึกษา,ไตรมาส 3,946,ภาคกลาง,1.33,พันคน,สำนักงานสถิติแห่งชาติ
2560,ชาย,ประถมศึกษา,ไตรมาส 3,947,ภาคกลาง,1.62,พันคน,สำนักงานสถิติแห่งชาติ
2560,หญิง,ประถมศึกษา,ไตรมาส 3,948,ภาคกลาง,1.78,พันคน,สำนักงานสถิติแห่งชาติ
2560,ชาย,มัธยมศึกษาตอนต้น,ไตรมาส 3,949,ภาคกลาง,2.13,พันคน,สำนักงานสถิติแห่งชาติ
2560,หญิง,มัธยมศึกษาตอนต้น,ไตรมาส 3,950,ภาคกลาง,1.79,พันคน,สำนักงานสถิติแห่งชาติ
2560,ชาย,มัธยมศึกษาตอนปลายสายสามัญ,ไตรมาส 3,951,ภาคกลาง,0.15,พันคน,สำนักงานสถิติแห่งชาติ
2560,หญิง,มัธยมศึกษาตอนปลายสายสามัญ,ไตรมาส 3,952,ภาคกลาง,0.76,พันคน,สำนักงานสถิติแห่งชาติ
2560,ชาย,มัธยมศึกษาตอนปลายสายอาชีวศึกษา,ไตรมาส 3,953,ภาคกลาง,0.56,พันคน,สำนักงานสถิติแห่งชาติ
2560,ชาย,อุดมศึกษาสายวิชาการ,ไตรมาส 3,954,ภาคกลาง,0.56,พันคน,สำนักงานสถิติแห่งชาติ
2560,ชาย,ไม่ทราบ,ไตรมาส 3,955,ภาคกลาง,0.8,พันคน,สำนักงานสถิติแห่งชาติ
2560,หญิง,ไม่ทราบ,ไตรมาส 3,956,ภาคกลาง,1.0,พันคน,สำนักงานสถิติแห่งชาติ
2560,ชาย,ไม่มีการศึกษา,ไตรมาส 3,957,ภาคเหนือ,0.25,พันคน,สำนักงานสถิติแห่งชาติ
2560,หญิง,ไม่มีการศึกษา,ไตรมาส 3,958,ภาคเหนือ,0.63,พันคน,สำนักงานสถิติแห่งชาติ
2560,ชาย,ต่ำกว่าประถมศึกษา,ไตรมาส 3,959,ภาคเหนือ,3.42,พันคน,สำนักงานสถิติแห่งชาติ
2560,หญิง,ต่ำกว่าประถมศึกษา,ไตรมาส 3,960,ภาคเหนือ,2.2,พันคน,สำนักงานสถิติแห่งชาติ
2560,ชาย,ประถมศึกษา,ไตรมาส 3,961,ภาคเหนือ,2.46,พันคน,สำนักงานสถิติแห่งชาติ
2560,หญิง,ประถมศึกษา,ไตรมาส 3,962,ภาคเหนือ,1.81,พันคน,สำนักงานสถิติแห่งชาติ
2560,ชาย,มัธยมศึกษาตอนต้น,ไตรมาส 3,963,ภาคเหนือ,1.65,พันคน,สำนักงานสถิติแห่งชาติ
2560,หญิง,มัธยมศึกษาตอนต้น,ไตรมาส 3,964,ภาคเหนือ,0.9,พันคน,สำนักงานสถิติแห่งชาติ
2560,ชาย,มัธยมศึกษาตอนปลายสายสามัญ,ไตรมาส 3,965,ภาคเหนือ,0.27,พันคน,สำนักงานสถิติแห่งชาติ
2560,หญิง,มัธยมศึกษาตอนปลายสายสามัญ,ไตรมาส 3,966,ภาคเหนือ,0.22,พันคน,สำนักงานสถิติแห่งชาติ
2560,ชาย,อุดมศึกษาสายวิชาการ,ไตรมาส 3,967,ภาคเหนือ,0.09,พันคน,สำนักงานสถิติแห่งชาติ
2560,หญิง,อุดมศึกษาสายวิชาการ,ไตรมาส 3,968,ภาคเหนือ,0.75,พันคน,สำนักงานสถิติแห่งชาติ
2560,ชาย,อุดมศึกษาสายวิชาชีพ,ไตรมาส 3,969,ภาคเหนือ,0.78,พันคน,สำนักงานสถิติแห่งชาติ
2560,หญิง,อุดมศึกษาสายวิชาการศึกษา,ไตรมาส 3,970,ภาคเหนือ,0.93,พันคน,สำนักงานสถิติแห่งชาติ
2560,ชาย,ไม่มีการศึกษา,ไตรมาส 3,971,ภาคตะวันออกเฉียงเหนือ,0.26,พันคน,สำนักงานสถิติแห่งชาติ
2560,หญิง,ไม่มีการศึกษา,ไตรมาส 3,972,ภาคตะวันออกเฉียงเหนือ,0.21,พันคน,สำนักงานสถิติแห่งชาติ
2560,ชาย,ต่ำกว่าประถมศึกษา,ไตรมาส 3,973,ภาคตะวันออกเฉียงเหนือ,3.38,พันคน,สำนักงานสถิติแห่งชาติ
2560,หญิง,ต่ำกว่าประถมศึกษา,ไตรมาส 3,974,ภาคตะวันออกเฉียงเหนือ,1.41,พันคน,สำนักงานสถิติแห่งชาติ
2560,ชาย,ประถมศึกษา,ไตรมาส 3,975,ภาคตะวันออกเฉียงเหนือ,9.62,พันคน,สำนักงานสถิติแห่งชาติ
2560,หญิง,ประถมศึกษา,ไตรมาส 3,976,ภาคตะวันออกเฉียงเหนือ,3.3,พันคน,สำนักงานสถิติแห่งชาติ
2560,ชาย,มัธยมศึกษาตอนต้น,ไตรมาส 3,977,ภาคตะวันออกเฉียงเหนือ,3.32,พันคน,สำนักงานสถิติแห่งชาติ
2560,หญิง,มัธยมศึกษาตอนต้น,ไตรมาส 3,978,ภาคตะวันออกเฉียงเหนือ,2.74,พันคน,สำนักงานสถิติแห่งชาติ
2560,ชาย,มัธยมศึกษาตอนปลายสายสามัญ,ไตรมาส 3,979,ภาคตะวันออกเฉียงเหนือ,4.1,พันคน,สำนักงานสถิติแห่งชาติ
2560,หญิง,มัธยมศึกษาตอนปลายสายสามัญ,ไตรมาส 3,980,ภาคตะวันออกเฉียงเหนือ,3.09,พันคน,สำนักงานสถิติแห่งชาติ
2560,ชาย,มัธยมศึกษาตอนปลายสายอาชีวศึกษา,ไตรมาส 3,981,ภาคตะวันออกเฉียงเหนือ,0.03,พันคน,สำนักงานสถิติแห่งชาติ
2560,ชาย,อุดมศึกษาสายวิชาการ,ไตรมาส 3,982,ภาคตะวันออกเฉียงเหนือ,0.17,พันคน,สำนักงานสถิติแห่งชาติ
2560,ชาย,ต่ำกว่าประถมศึกษา,ไตรมาส 3,983,ภาคใต้,0.2,พันคน,สำนักงานสถิติแห่งชาติ
2560,หญิง,ต่ำกว่าประถมศึกษา,ไตรมาส 3,984,ภาคใต้,0.14,พันคน,สำนักงานสถิติแห่งชาติ
2560,ชาย,ประถมศึกษา,ไตรมาส 3,985,ภาคใต้,0.3,พันคน,สำนักงานสถิติแห่งชาติ
2560,หญิง,ประถมศึกษา,ไตรมาส 3,986,ภาคใต้,0.33,พันคน,สำนักงานสถิติแห่งชาติ
2560,ชาย,มัธยมศึกษาตอนต้น,ไตรมาส 3,987,ภาคใต้,0.84,พันคน,สำนักงานสถิติแห่งชาติ
2560,หญิง,มัธยมศึกษาตอนปลายสายสามัญ,ไตรมาส 3,988,ภาคใต้,0.16,พันคน,สำนักงานสถิติแห่งชาติ
2560,ชาย,มัธยมศึกษาตอนปลายสายอาชีวศึกษา,ไตรมาส 3,989,ภาคใต้,0.38,พันคน,สำนักงานสถิติแห่งชาติ
2560,หญิง,อุดมศึกษาสายวิชาการ,ไตรมาส 3,990,ภาคใต้,0.31,พันคน,สำนักงานสถิติแห่งชาติ
2560,หญิง,ต่ำกว่าประถมศึกษา,ไตรมาส 4,991,กรุงเทพมหานคร,0.46,พันคน,สำนักงานสถิติแห่งชาติ
2560,ชาย,ประถมศึกษา,ไตรมาส 4,992,กรุงเทพมหานคร,0.74,พันคน,สำนักงานสถิติแห่งชาติ
2560,ชาย,มัธยมศึกษาตอนต้น,ไตรมาส 4,993,กรุงเทพมหานคร,0.69,พันคน,สำนักงานสถิติแห่งชาติ
2560,ชาย,อุดมศึกษาสายวิชาการ,ไตรมาส 4,994,กรุงเทพมหานคร,0.71,พันคน,สำนักงานสถิติแห่งชาติ
2560,หญิง,อุดมศึกษาสายวิชาการ,ไตรมาส 4,995,กรุงเทพมหานคร,0.55,พันคน,สำนักงานสถิติแห่งชาติ
2560,หญิง,ไม่มีการศึกษา,ไตรมาส 4,996,ภาคกลาง,0.42,พันคน,สำนักงานสถิติแห่งชาติ
2560,ชาย,ต่ำกว่าประถมศึกษา,ไตรมาส 4,997,ภาคกลาง,6.02,พันคน,สำนักงานสถิติแห่งชาติ
2560,หญิง,ต่ำกว่าประถมศึกษา,ไตรมาส 4,998,ภาคกลาง,2.31,พันคน,สำนักงานสถิติแห่งชาติ
2560,ชาย,ประถมศึกษา,ไตรมาส 4,999,ภาคกลาง,1.48,พันคน,สำนักงานสถิติแห่งชาติ
2560,หญิง,ประถมศึกษา,ไตรมาส 4,1000,ภาคกลาง,1.9,พันคน,สำนักงานสถิติแห่งชาติ
2560,ชาย,มัธยมศึกษาตอนต้น,ไตรมาส 4,1001,ภาคกลาง,3.78,พันคน,สำนักงานสถิติแห่งชาติ
2560,หญิง,มัธยมศึกษาตอนต้น,ไตรมาส 4,1002,ภาคกลาง,1.56,พันคน,สำนักงานสถิติแห่งชาติ
2560,ชาย,มัธยมศึกษาตอนปลายสายอาชีวศึกษา,ไตรมาส 4,1003,ภาคกลาง,0.69,พันคน,สำนักงานสถิติแห่งชาติ
2560,หญิง,อุดมศึกษาสายวิชาการ,ไตรมาส 4,1004,ภาคกลาง,0.41,พันคน,สำนักงานสถิติแห่งชาติ
2560,ชาย,ไม่ทราบ,ไตรมาส 4,1005,ภาคกลาง,0.46,พันคน,สำนักงานสถิติแห่งชาติ
2560,หญิง,ไม่ทราบ,ไตรมาส 4,1006,ภาคกลาง,0.99,พันคน,สำนักงานสถิติแห่งชาติ
2560,ชาย,ไม่มีการศึกษา,ไตรมาส 4,1007,ภาคเหนือ,1.44,พันคน,สำนักงานสถิติแห่งชาติ
2560,หญิง,ไม่มีการศึกษา,ไตรมาส 4,1008,ภาคเหนือ,4.75,พันคน,สำนักงานสถิติแห่งชาติ
2560,ชาย,ต่ำกว่าประถมศึกษา,ไตรมาส 4,1009,ภาคเหนือ,3.48,พันคน,สำนักงานสถิติแห่งชาติ
2560,หญิง,ต่ำกว่าประถมศึกษา,ไตรมาส 4,1010,ภาคเหนือ,4.2,พันคน,สำนักงานสถิติแห่งชาติ
2560,ชาย,ประถมศึกษา,ไตรมาส 4,1011,ภาคเหนือ,1.44,พันคน,สำนักงานสถิติแห่งชาติ
2560,หญิง,ประถมศึกษา,ไตรมาส 4,1012,ภาคเหนือ,2.7,พันคน,สำนักงานสถิติแห่งชาติ
2560,ชาย,มัธยมศึกษาตอนต้น,ไตรมาส 4,1013,ภาคเหนือ,5.24,พันคน,สำนักงานสถิติแห่งชาติ
2560,หญิง,มัธยมศึกษาตอนต้น,ไตรมาส 4,1014,ภาคเหนือ,2.69,พันคน,สำนักงานสถิติแห่งชาติ
2560,ชาย,มัธยมศึกษาตอนปลายสายสามัญ,ไตรมาส 4,1015,ภาคเหนือ,1.57,พันคน,สำนักงานสถิติแห่งชาติ
2560,หญิง,มัธยมศึกษาตอนปลายสายสามัญ,ไตรมาส 4,1016,ภาคเหนือ,1.03,พันคน,สำนักงานสถิติแห่งชาติ
2560,หญิง,มัธยมศึกษาตอนปลายสายอาชีวศึกษา,ไตรมาส 4,1017,ภาคเหนือ,0.36,พันคน,สำนักงานสถิติแห่งชาติ
