﻿year,level_of_edu,quarter,_id,labor_force_sta,region,value,unit,source
2567,04. มัธยมศึกษาตอนต้น,ไตรมาส 3,311,อื่นๆ,3) ภาคเหนือ,83.9,พันคน,สำนักงานสถิติแห่งชาติ
2567,05. มัธยมศึกษาตอนปลาย สายสามัญ,ไตรมาส 3,312,อื่นๆ,3) ภาคเหนือ,18.7,พันคน,สำนักงานสถิติแห่งชาติ
2567,06. มัธยมศึกษาตอนปลาย สายอาชีวศึกษา,ไตรมาส 3,313,อื่นๆ,3) ภาคเหนือ,67.7,พันคน,สำนักงานสถิติแห่งชาติ
2567,07. มัธยมศึกษาตอนปลาย สายวิชาการศึกษา,ไตรมาส 3,314,อื่นๆ,3) ภาคเหนือ,0.5,พันคน,สำนักงานสถิติแห่งชาติ
2567,08. อุดมศึกษา สายวิชาการ,ไตรมาส 3,315,อื่นๆ,3) ภาคเหนือ,9.4,พันคน,สำนักงานสถิติแห่งชาติ
2567,09. อุดมศึกษา สายวิชาชีพ,ไตรมาส 3,316,อื่นๆ,3) ภาคเหนือ,321.9,พันคน,สำนักงานสถิติแห่งชาติ
2567,10. อุดมศึกษา สายวิชาการศึกษา,ไตรมาส 3,317,อื่นๆ,3) ภาคเหนือ,238.4,พันคน,สำนักงานสถิติแห่งชาติ
2567,01. ไม่มีการศึกษา,ไตรมาส 3,318,ทำงานบ้าน,4) ภาคตะวันออกเฉียงเหนือ,162.1,พันคน,สำนักงานสถิติแห่งชาติ
2567,02. ต่ำกว่าประถมศึกษา,ไตรมาส 3,319,ทำงานบ้าน,4) ภาคตะวันออกเฉียงเหนือ,189.7,พันคน,สำนักงานสถิติแห่งชาติ
2567,03. ประถมศึกษา,ไตรมาส 3,320,ทำงานบ้าน,4) ภาคตะวันออกเฉียงเหนือ,26.4,พันคน,สำนักงานสถิติแห่งชาติ
2567,04. มัธยมศึกษาตอนต้น,ไตรมาส 3,321,ทำงานบ้าน,4) ภาคตะวันออกเฉียงเหนือ,42.5,พันคน,สำนักงานสถิติแห่งชาติ
2567,05. มัธยมศึกษาตอนปลาย สายสามัญ,ไตรมาส 3,322,ทำงานบ้าน,4) ภาคตะวันออกเฉียงเหนือ,26.5,พันคน,สำนักงานสถิติแห่งชาติ
2567,06. มัธยมศึกษาตอนปลาย สายอาชีวศึกษา,ไตรมาส 3,323,ทำงานบ้าน,4) ภาคตะวันออกเฉียงเหนือ,8.9,พันคน,สำนักงานสถิติแห่งชาติ
2567,08. อุดมศึกษา สายวิชาการ,ไตรมาส 3,324,ทำงานบ้าน,4) ภาคตะวันออกเฉียงเหนือ,1.6,พันคน,สำนักงานสถิติแห่งชาติ
2567,09. อุดมศึกษา สายวิชาชีพ,ไตรมาส 3,325,ทำงานบ้าน,4) ภาคตะวันออกเฉียงเหนือ,272.3,พันคน,สำนักงานสถิติแห่งชาติ
2567,10. อุดมศึกษา สายวิชาการศึกษา,ไตรมาส 3,326,ทำงานบ้าน,4) ภาคตะวันออกเฉียงเหนือ,785.8,พันคน,สำนักงานสถิติแห่งชาติ
2567,02. ต่ำกว่าประถมศึกษา,ไตรมาส 3,327,เรียนหนังสือ,4) ภาคตะวันออกเฉียงเหนือ,270.4,พันคน,สำนักงานสถิติแห่งชาติ
2567,03. ประถมศึกษา,ไตรมาส 3,328,เรียนหนังสือ,4) ภาคตะวันออกเฉียงเหนือ,72.5,พันคน,สำนักงานสถิติแห่งชาติ
2567,04. มัธยมศึกษาตอนต้น,ไตรมาส 3,329,เรียนหนังสือ,4) ภาคตะวันออกเฉียงเหนือ,0.3,พันคน,สำนักงานสถิติแห่งชาติ
2567,05. มัธยมศึกษาตอนปลาย สายสามัญ,ไตรมาส 3,330,เรียนหนังสือ,4) ภาคตะวันออกเฉียงเหนือ,1.6,พันคน,สำนักงานสถิติแห่งชาติ
2567,06. มัธยมศึกษาตอนปลาย สายอาชีวศึกษา,ไตรมาส 3,331,เรียนหนังสือ,4) ภาคตะวันออกเฉียงเหนือ,13.0,พันคน,สำนักงานสถิติแห่งชาติ
2567,08. อุดมศึกษา สายวิชาการ,ไตรมาส 3,332,เรียนหนังสือ,4) ภาคตะวันออกเฉียงเหนือ,110.8,พันคน,สำนักงานสถิติแห่งชาติ
2567,09. อุดมศึกษา สายวิชาชีพ,ไตรมาส 3,333,เรียนหนังสือ,4) ภาคตะวันออกเฉียงเหนือ,1744.5,พันคน,สำนักงานสถิติแห่งชาติ
2567,10. อุดมศึกษา สายวิชาการศึกษา,ไตรมาส 3,334,เรียนหนังสือ,4) ภาคตะวันออกเฉียงเหนือ,191.0,พันคน,สำนักงานสถิติแห่งชาติ
2567,01. ไม่มีการศึกษา,ไตรมาส 3,335,ยังเด็กชรา/ไม่สามารถทำงานได้,4) ภาคตะวันออกเฉียงเหนือ,91.7,พันคน,สำนักงานสถิติแห่งชาติ
2567,02. ต่ำกว่าประถมศึกษา,ไตรมาส 3,336,ยังเด็กชรา/ไม่สามารถทำงานได้,4) ภาคตะวันออกเฉียงเหนือ,73.1,พันคน,สำนักงานสถิติแห่งชาติ
2567,03. ประถมศึกษา,ไตรมาส 3,337,ยังเด็กชรา/ไม่สามารถทำงานได้,4) ภาคตะวันออกเฉียงเหนือ,5.6,พันคน,สำนักงานสถิติแห่งชาติ
2567,04. มัธยมศึกษาตอนต้น,ไตรมาส 3,338,ยังเด็กชรา/ไม่สามารถทำงานได้,4) ภาคตะวันออกเฉียงเหนือ,1.0,พันคน,สำนักงานสถิติแห่งชาติ
2567,05. มัธยมศึกษาตอนปลาย สายสามัญ,ไตรมาส 3,339,ยังเด็กชรา/ไม่สามารถทำงานได้,4) ภาคตะวันออกเฉียงเหนือ,12.2,พันคน,สำนักงานสถิติแห่งชาติ
2567,06. มัธยมศึกษาตอนปลาย สายอาชีวศึกษา,ไตรมาส 3,340,ยังเด็กชรา/ไม่สามารถทำงานได้,4) ภาคตะวันออกเฉียงเหนือ,9.2,พันคน,สำนักงานสถิติแห่งชาติ
2567,07. มัธยมศึกษาตอนปลาย สายวิชาการศึกษา,ไตรมาส 3,341,ยังเด็กชรา/ไม่สามารถทำงานได้,4) ภาคตะวันออกเฉียงเหนือ,3.5,พันคน,สำนักงานสถิติแห่งชาติ
2567,08. อุดมศึกษา สายวิชาการ,ไตรมาส 3,342,ยังเด็กชรา/ไม่สามารถทำงานได้,4) ภาคตะวันออกเฉียงเหนือ,1.9,พันคน,สำนักงานสถิติแห่งชาติ
2567,09. อุดมศึกษา สายวิชาชีพ,ไตรมาส 3,343,ยังเด็กชรา/ไม่สามารถทำงานได้,4) ภาคตะวันออกเฉียงเหนือ,72.0,พันคน,สำนักงานสถิติแห่งชาติ
2567,10. อุดมศึกษา สายวิชาการศึกษา,ไตรมาส 3,344,ยังเด็กชรา/ไม่สามารถทำงานได้,4) ภาคตะวันออกเฉียงเหนือ,92.3,พันคน,สำนักงานสถิติแห่งชาติ
2567,12. ไม่ทราบ,ไตรมาส 3,345,ยังเด็กชรา/ไม่สามารถทำงานได้,4) ภาคตะวันออกเฉียงเหนือ,113.1,พันคน,สำนักงานสถิติแห่งชาติ
2567,01. ไม่มีการศึกษา,ไตรมาส 3,346,อื่นๆ,4) ภาคตะวันออกเฉียงเหนือ,102.5,พันคน,สำนักงานสถิติแห่งชาติ
2567,02. ต่ำกว่าประถมศึกษา,ไตรมาส 3,347,อื่นๆ,4) ภาคตะวันออกเฉียงเหนือ,16.6,พันคน,สำนักงานสถิติแห่งชาติ
2567,03. ประถมศึกษา,ไตรมาส 3,348,อื่นๆ,4) ภาคตะวันออกเฉียงเหนือ,0.3,พันคน,สำนักงานสถิติแห่งชาติ
2567,04. มัธยมศึกษาตอนต้น,ไตรมาส 3,349,อื่นๆ,4) ภาคตะวันออกเฉียงเหนือ,82.7,พันคน,สำนักงานสถิติแห่งชาติ
2567,05. มัธยมศึกษาตอนปลาย สายสามัญ,ไตรมาส 3,350,อื่นๆ,4) ภาคตะวันออกเฉียงเหนือ,15.1,พันคน,สำนักงานสถิติแห่งชาติ
2567,06. มัธยมศึกษาตอนปลาย สายอาชีวศึกษา,ไตรมาส 3,351,อื่นๆ,4) ภาคตะวันออกเฉียงเหนือ,96.6,พันคน,สำนักงานสถิติแห่งชาติ
2567,07. มัธยมศึกษาตอนปลาย สายวิชาการศึกษา,ไตรมาส 3,352,อื่นๆ,4) ภาคตะวันออกเฉียงเหนือ,0.3,พันคน,สำนักงานสถิติแห่งชาติ
2567,08. อุดมศึกษา สายวิชาการ,ไตรมาส 3,353,อื่นๆ,4) ภาคตะวันออกเฉียงเหนือ,25.4,พันคน,สำนักงานสถิติแห่งชาติ
2567,09. อุดมศึกษา สายวิชาชีพ,ไตรมาส 3,354,อื่นๆ,4) ภาคตะวันออกเฉียงเหนือ,159.4,พันคน,สำนักงานสถิติแห่งชาติ
2567,10. อุดมศึกษา สายวิชาการศึกษา,ไตรมาส 3,355,อื่นๆ,4) ภาคตะวันออกเฉียงเหนือ,193.2,พันคน,สำนักงานสถิติแห่งชาติ
2567,12. ไม่ทราบ,ไตรมาส 3,356,อื่นๆ,4) ภาคตะวันออกเฉียงเหนือ,123.4,พันคน,สำนักงานสถิติแห่งชาติ
2567,01. ไม่มีการศึกษา,ไตรมาส 3,357,ทำงานบ้าน,5) ภาคใต้,140.0,พันคน,สำนักงานสถิติแห่งชาติ
2567,02. ต่ำกว่าประถมศึกษา,ไตรมาส 3,358,ทำงานบ้าน,5) ภาคใต้,16.7,พันคน,สำนักงานสถิติแห่งชาติ
2567,03. ประถมศึกษา,ไตรมาส 3,359,ทำงานบ้าน,5) ภาคใต้,86.1,พันคน,สำนักงานสถิติแห่งชาติ
2567,04. มัธยมศึกษาตอนต้น,ไตรมาส 3,360,ทำงานบ้าน,5) ภาคใต้,23.4,พันคน,สำนักงานสถิติแห่งชาติ
2567,05. มัธยมศึกษาตอนปลาย สายสามัญ,ไตรมาส 3,361,ทำงานบ้าน,5) ภาคใต้,11.3,พันคน,สำนักงานสถิติแห่งชาติ
2567,06. มัธยมศึกษาตอนปลาย สายอาชีวศึกษา,ไตรมาส 3,362,ทำงานบ้าน,5) ภาคใต้,2.8,พันคน,สำนักงานสถิติแห่งชาติ
2567,07. มัธยมศึกษาตอนปลาย สายวิชาการศึกษา,ไตรมาส 3,363,ทำงานบ้าน,5) ภาคใต้,5.0,พันคน,สำนักงานสถิติแห่งชาติ
2567,08. อุดมศึกษา สายวิชาการ,ไตรมาส 3,364,ทำงานบ้าน,5) ภาคใต้,0.3,พันคน,สำนักงานสถิติแห่งชาติ
2567,09. อุดมศึกษา สายวิชาชีพ,ไตรมาส 3,365,ทำงานบ้าน,5) ภาคใต้,102.9,พันคน,สำนักงานสถิติแห่งชาติ
2567,10. อุดมศึกษา สายวิชาการศึกษา,ไตรมาส 3,366,ทำงานบ้าน,5) ภาคใต้,385.0,พันคน,สำนักงานสถิติแห่งชาติ
2567,11. อื่น ๆ,ไตรมาส 3,367,ทำงานบ้าน,5) ภาคใต้,138.9,พันคน,สำนักงานสถิติแห่งชาติ
2567,12. ไม่ทราบ,ไตรมาส 3,368,ทำงานบ้าน,5) ภาคใต้,25.8,พันคน,สำนักงานสถิติแห่งชาติ
2567,02. ต่ำกว่าประถมศึกษา,ไตรมาส 3,369,เรียนหนังสือ,5) ภาคใต้,4.2,พันคน,สำนักงานสถิติแห่งชาติ
2567,03. ประถมศึกษา,ไตรมาส 3,370,เรียนหนังสือ,5) ภาคใต้,5.4,พันคน,สำนักงานสถิติแห่งชาติ
2567,04. มัธยมศึกษาตอนต้น,ไตรมาส 3,371,เรียนหนังสือ,5) ภาคใต้,2.0,พันคน,สำนักงานสถิติแห่งชาติ
2567,05. มัธยมศึกษาตอนปลาย สายสามัญ,ไตรมาส 3,372,เรียนหนังสือ,5) ภาคใต้,0.0,พันคน,สำนักงานสถิติแห่งชาติ
2567,06. มัธยมศึกษาตอนปลาย สายอาชีวศึกษา,ไตรมาส 3,373,เรียนหนังสือ,5) ภาคใต้,140.2,พันคน,สำนักงานสถิติแห่งชาติ
2567,08. อุดมศึกษา สายวิชาการ,ไตรมาส 3,374,เรียนหนังสือ,5) ภาคใต้,447.9,พันคน,สำนักงานสถิติแห่งชาติ
2567,09. อุดมศึกษา สายวิชาชีพ,ไตรมาส 3,375,เรียนหนังสือ,5) ภาคใต้,132.1,พันคน,สำนักงานสถิติแห่งชาติ
2567,12. ไม่ทราบ,ไตรมาส 3,376,เรียนหนังสือ,5) ภาคใต้,35.5,พันคน,สำนักงานสถิติแห่งชาติ
2567,01. ไม่มีการศึกษา,ไตรมาส 3,377,ยังเด็กชรา/ไม่สามารถทำงานได้,5) ภาคใต้,26.9,พันคน,สำนักงานสถิติแห่งชาติ
2567,02. ต่ำกว่าประถมศึกษา,ไตรมาส 3,378,ยังเด็กชรา/ไม่สามารถทำงานได้,5) ภาคใต้,8.6,พันคน,สำนักงานสถิติแห่งชาติ
2567,03. ประถมศึกษา,ไตรมาส 3,379,ยังเด็กชรา/ไม่สามารถทำงานได้,5) ภาคใต้,16.9,พันคน,สำนักงานสถิติแห่งชาติ
2567,04. มัธยมศึกษาตอนต้น,ไตรมาส 3,380,ยังเด็กชรา/ไม่สามารถทำงานได้,5) ภาคใต้,11.5,พันคน,สำนักงานสถิติแห่งชาติ
2567,05. มัธยมศึกษาตอนปลาย สายสามัญ,ไตรมาส 3,381,ยังเด็กชรา/ไม่สามารถทำงานได้,5) ภาคใต้,4.3,พันคน,สำนักงานสถิติแห่งชาติ
2567,06. มัธยมศึกษาตอนปลาย สายอาชีวศึกษา,ไตรมาส 3,382,ยังเด็กชรา/ไม่สามารถทำงานได้,5) ภาคใต้,5.0,พันคน,สำนักงานสถิติแห่งชาติ
2567,08. อุดมศึกษา สายวิชาการ,ไตรมาส 3,383,ยังเด็กชรา/ไม่สามารถทำงานได้,5) ภาคใต้,0.9,พันคน,สำนักงานสถิติแห่งชาติ
2567,09. อุดมศึกษา สายวิชาชีพ,ไตรมาส 3,384,ยังเด็กชรา/ไม่สามารถทำงานได้,5) ภาคใต้,2.3,พันคน,สำนักงานสถิติแห่งชาติ
2567,10. อุดมศึกษา สายวิชาการศึกษา,ไตรมาส 3,385,ยังเด็กชรา/ไม่สามารถทำงานได้,5) ภาคใต้,3.8,พันคน,สำนักงานสถิติแห่งชาติ
2567,11. อื่น ๆ,ไตรมาส 3,386,ยังเด็กชรา/ไม่สามารถทำงานได้,5) ภาคใต้,21.2,พันคน,สำนักงานสถิติแห่งชาติ
2567,12. ไม่ทราบ,ไตรมาส 3,387,ยังเด็กชรา/ไม่สามารถทำงานได้,5) ภาคใต้,21.7,พันคน,สำนักงานสถิติแห่งชาติ
2567,01. ไม่มีการศึกษา,ไตรมาส 3,388,อื่นๆ,5) ภาคใต้,22.2,พันคน,สำนักงานสถิติแห่งชาติ
2567,02. ต่ำกว่าประถมศึกษา,ไตรมาส 3,389,อื่นๆ,5) ภาคใต้,8.5,พันคน,สำนักงานสถิติแห่งชาติ
2567,03. ประถมศึกษา,ไตรมาส 3,390,อื่นๆ,5) ภาคใต้,0.0,พันคน,สำนักงานสถิติแห่งชาติ
2567,04. มัธยมศึกษาตอนต้น,ไตรมาส 3,391,อื่นๆ,5) ภาคใต้,56.4,พันคน,สำนักงานสถิติแห่งชาติ
2567,05. มัธยมศึกษาตอนปลาย สายสามัญ,ไตรมาส 3,392,อื่นๆ,5) ภาคใต้,12.9,พันคน,สำนักงานสถิติแห่งชาติ
2567,06. มัธยมศึกษาตอนปลาย สายอาชีวศึกษา,ไตรมาส 3,393,อื่นๆ,5) ภาคใต้,34.1,พันคน,สำนักงานสถิติแห่งชาติ
2567,07. มัธยมศึกษาตอนปลาย สายวิชาการศึกษา,ไตรมาส 3,394,อื่นๆ,5) ภาคใต้,0.9,พันคน,สำนักงานสถิติแห่งชาติ
2567,08. อุดมศึกษา สายวิชาการ,ไตรมาส 3,395,อื่นๆ,5) ภาคใต้,57.4,พันคน,สำนักงานสถิติแห่งชาติ
2567,09. อุดมศึกษา สายวิชาชีพ,ไตรมาส 3,396,อื่นๆ,5) ภาคใต้,12.5,พันคน,สำนักงานสถิติแห่งชาติ
2567,10. อุดมศึกษา สายวิชาการศึกษา,ไตรมาส 3,397,อื่นๆ,5) ภาคใต้,43.4,พันคน,สำนักงานสถิติแห่งชาติ
2567,12. ไม่ทราบ,ไตรมาส 3,398,อื่นๆ,5) ภาคใต้,1.3,พันคน,สำนักงานสถิติแห่งชาติ
2567,01. ไม่มีการศึกษา,ไตรมาส 4,399,ทำงานบ้าน,1) กรุงเทพมหานคร,13.8,พันคน,สำนักงานสถิติแห่งชาติ
2567,02. ต่ำกว่าประถมศึกษา,ไตรมาส 4,400,ทำงานบ้าน,1) กรุงเทพมหานคร,39.0,พันคน,สำนักงานสถิติแห่งชาติ
2567,03. ประถมศึกษา,ไตรมาส 4,401,ทำงานบ้าน,1) กรุงเทพมหานคร,116.8,พันคน,สำนักงานสถิติแห่งชาติ
2567,04. มัธยมศึกษาตอนต้น,ไตรมาส 4,402,ทำงานบ้าน,1) กรุงเทพมหานคร,71.7,พันคน,สำนักงานสถิติแห่งชาติ
2567,05. มัธยมศึกษาตอนปลาย สายสามัญ,ไตรมาส 4,403,ทำงานบ้าน,1) กรุงเทพมหานคร,72.4,พันคน,สำนักงานสถิติแห่งชาติ
2567,06. มัธยมศึกษาตอนปลาย สายอาชีวศึกษา,ไตรมาส 4,404,ทำงานบ้าน,1) กรุงเทพมหานคร,29.4,พันคน,สำนักงานสถิติแห่งชาติ
2567,08. อุดมศึกษา สายวิชาการ,ไตรมาส 4,405,ทำงานบ้าน,1) กรุงเทพมหานคร,124.1,พันคน,สำนักงานสถิติแห่งชาติ
2567,09. อุดมศึกษา สายวิชาชีพ,ไตรมาส 4,406,ทำงานบ้าน,1) กรุงเทพมหานคร,37.2,พันคน,สำนักงานสถิติแห่งชาติ
2567,10. อุดมศึกษา สายวิชาการศึกษา,ไตรมาส 4,407,ทำงานบ้าน,1) กรุงเทพมหานคร,12.2,พันคน,สำนักงานสถิติแห่งชาติ
2567,12. ไม่ทราบ,ไตรมาส 4,408,ทำงานบ้าน,1) กรุงเทพมหานคร,1.5,พันคน,สำนักงานสถิติแห่งชาติ
2567,03. ประถมศึกษา,ไตรมาส 4,409,เรียนหนังสือ,1) กรุงเทพมหานคร,32.2,พันคน,สำนักงานสถิติแห่งชาติ
2567,04. มัธยมศึกษาตอนต้น,ไตรมาส 4,410,เรียนหนังสือ,1) กรุงเทพมหานคร,172.4,พันคน,สำนักงานสถิติแห่งชาติ
2567,05. มัธยมศึกษาตอนปลาย สายสามัญ,ไตรมาส 4,411,เรียนหนังสือ,1) กรุงเทพมหานคร,237.9,พันคน,สำนักงานสถิติแห่งชาติ
2567,06. มัธยมศึกษาตอนปลาย สายอาชีวศึกษา,ไตรมาส 4,412,เรียนหนังสือ,1) กรุงเทพมหานคร,18.0,พันคน,สำนักงานสถิติแห่งชาติ
2567,08. อุดมศึกษา สายวิชาการ,ไตรมาส 4,413,เรียนหนังสือ,1) กรุงเทพมหานคร,10.1,พันคน,สำนักงานสถิติแห่งชาติ
2567,09. อุดมศึกษา สายวิชาชีพ,ไตรมาส 4,414,เรียนหนังสือ,1) กรุงเทพมหานคร,3.1,พันคน,สำนักงานสถิติแห่งชาติ
2567,01. ไม่มีการศึกษา,ไตรมาส 4,415,ยังเด็กชรา/ไม่สามารถทำงานได้,1) กรุงเทพมหานคร,59.4,พันคน,สำนักงานสถิติแห่งชาติ
2567,02. ต่ำกว่าประถมศึกษา,ไตรมาส 4,416,ยังเด็กชรา/ไม่สามารถทำงานได้,1) กรุงเทพมหานคร,267.6,พันคน,สำนักงานสถิติแห่งชาติ
2567,03. ประถมศึกษา,ไตรมาส 4,417,ยังเด็กชรา/ไม่สามารถทำงานได้,1) กรุงเทพมหานคร,131.1,พันคน,สำนักงานสถิติแห่งชาติ
2567,04. มัธยมศึกษาตอนต้น,ไตรมาส 4,418,ยังเด็กชรา/ไม่สามารถทำงานได้,1) กรุงเทพมหานคร,77.9,พันคน,สำนักงานสถิติแห่งชาติ
2567,05. มัธยมศึกษาตอนปลาย สายสามัญ,ไตรมาส 4,419,ยังเด็กชรา/ไม่สามารถทำงานได้,1) กรุงเทพมหานคร,68.8,พันคน,สำนักงานสถิติแห่งชาติ
2567,06. มัธยมศึกษาตอนปลาย สายอาชีวศึกษา,ไตรมาส 4,420,ยังเด็กชรา/ไม่สามารถทำงานได้,1) กรุงเทพมหานคร,37.8,พันคน,สำนักงานสถิติแห่งชาติ
2567,08. อุดมศึกษา สายวิชาการ,ไตรมาส 4,421,ยังเด็กชรา/ไม่สามารถทำงานได้,1) กรุงเทพมหานคร,93.6,พันคน,สำนักงานสถิติแห่งชาติ
2567,09. อุดมศึกษา สายวิชาชีพ,ไตรมาส 4,422,ยังเด็กชรา/ไม่สามารถทำงานได้,1) กรุงเทพมหานคร,20.4,พันคน,สำนักงานสถิติแห่งชาติ
2567,10. อุดมศึกษา สายวิชาการศึกษา,ไตรมาส 4,423,ยังเด็กชรา/ไม่สามารถทำงานได้,1) กรุงเทพมหานคร,16.0,พันคน,สำนักงานสถิติแห่งชาติ
2567,12. ไม่ทราบ,ไตรมาส 4,424,ยังเด็กชรา/ไม่สามารถทำงานได้,1) กรุงเทพมหานคร,8.3,พันคน,สำนักงานสถิติแห่งชาติ
2567,01. ไม่มีการศึกษา,ไตรมาส 4,425,อื่นๆ,1) กรุงเทพมหานคร,1.3,พันคน,สำนักงานสถิติแห่งชาติ
2567,02. ต่ำกว่าประถมศึกษา,ไตรมาส 4,426,อื่นๆ,1) กรุงเทพมหานคร,11.4,พันคน,สำนักงานสถิติแห่งชาติ
2567,03. ประถมศึกษา,ไตรมาส 4,427,อื่นๆ,1) กรุงเทพมหานคร,33.5,พันคน,สำนักงานสถิติแห่งชาติ
2567,04. มัธยมศึกษาตอนต้น,ไตรมาส 4,428,อื่นๆ,1) กรุงเทพมหานคร,35.2,พันคน,สำนักงานสถิติแห่งชาติ
2567,05. มัธยมศึกษาตอนปลาย สายสามัญ,ไตรมาส 4,429,อื่นๆ,1) กรุงเทพมหานคร,41.9,พันคน,สำนักงานสถิติแห่งชาติ
2567,06. มัธยมศึกษาตอนปลาย สายอาชีวศึกษา,ไตรมาส 4,430,อื่นๆ,1) กรุงเทพมหานคร,23.3,พันคน,สำนักงานสถิติแห่งชาติ
2567,07. มัธยมศึกษาตอนปลาย สายวิชาการศึกษา,ไตรมาส 4,431,อื่นๆ,1) กรุงเทพมหานคร,0.8,พันคน,สำนักงานสถิติแห่งชาติ
2567,08. อุดมศึกษา สายวิชาการ,ไตรมาส 4,432,อื่นๆ,1) กรุงเทพมหานคร,153.7,พันคน,สำนักงานสถิติแห่งชาติ
2567,09. อุดมศึกษา สายวิชาชีพ,ไตรมาส 4,433,อื่นๆ,1) กรุงเทพมหานคร,23.6,พันคน,สำนักงานสถิติแห่งชาติ
2567,10. อุดมศึกษา สายวิชาการศึกษา,ไตรมาส 4,434,อื่นๆ,1) กรุงเทพมหานคร,24.3,พันคน,สำนักงานสถิติแห่งชาติ
2567,12. ไม่ทราบ,ไตรมาส 4,435,อื่นๆ,1) กรุงเทพมหานคร,1.9,พันคน,สำนักงานสถิติแห่งชาติ
2567,01. ไม่มีการศึกษา,ไตรมาส 4,436,ทำงานบ้าน,2) ภาคกลาง,37.0,พันคน,สำนักงานสถิติแห่งชาติ
2567,02. ต่ำกว่าประถมศึกษา,ไตรมาส 4,437,ทำงานบ้าน,2) ภาคกลาง,275.6,พันคน,สำนักงานสถิติแห่งชาติ
2567,03. ประถมศึกษา,ไตรมาส 4,438,ทำงานบ้าน,2) ภาคกลาง,353.7,พันคน,สำนักงานสถิติแห่งชาติ
2567,04. มัธยมศึกษาตอนต้น,ไตรมาส 4,439,ทำงานบ้าน,2) ภาคกลาง,276.8,พันคน,สำนักงานสถิติแห่งชาติ
2567,05. มัธยมศึกษาตอนปลาย สายสามัญ,ไตรมาส 4,440,ทำงานบ้าน,2) ภาคกลาง,215.3,พันคน,สำนักงานสถิติแห่งชาติ
2567,06. มัธยมศึกษาตอนปลาย สายอาชีวศึกษา,ไตรมาส 4,441,ทำงานบ้าน,2) ภาคกลาง,65.5,พันคน,สำนักงานสถิติแห่งชาติ
2567,07. มัธยมศึกษาตอนปลาย สายวิชาการศึกษา,ไตรมาส 4,442,ทำงานบ้าน,2) ภาคกลาง,0.9,พันคน,สำนักงานสถิติแห่งชาติ
2567,08. อุดมศึกษา สายวิชาการ,ไตรมาส 4,443,ทำงานบ้าน,2) ภาคกลาง,152.0,พันคน,สำนักงานสถิติแห่งชาติ
2567,09. อุดมศึกษา สายวิชาชีพ,ไตรมาส 4,444,ทำงานบ้าน,2) ภาคกลาง,72.5,พันคน,สำนักงานสถิติแห่งชาติ
2567,10. อุดมศึกษา สายวิชาการศึกษา,ไตรมาส 4,445,ทำงานบ้าน,2) ภาคกลาง,14.7,พันคน,สำนักงานสถิติแห่งชาติ
2567,11. อื่น ๆ,ไตรมาส 4,446,ทำงานบ้าน,2) ภาคกลาง,4.0,พันคน,สำนักงานสถิติแห่งชาติ
2567,12. ไม่ทราบ,ไตรมาส 4,447,ทำงานบ้าน,2) ภาคกลาง,13.2,พันคน,สำนักงานสถิติแห่งชาติ
2567,02. ต่ำกว่าประถมศึกษา,ไตรมาส 4,448,เรียนหนังสือ,2) ภาคกลาง,0.3,พันคน,สำนักงานสถิติแห่งชาติ
2567,03. ประถมศึกษา,ไตรมาส 4,449,เรียนหนังสือ,2) ภาคกลาง,222.9,พันคน,สำนักงานสถิติแห่งชาติ
2567,04. มัธยมศึกษาตอนต้น,ไตรมาส 4,450,เรียนหนังสือ,2) ภาคกลาง,607.1,พันคน,สำนักงานสถิติแห่งชาติ
2567,05. มัธยมศึกษาตอนปลาย สายสามัญ,ไตรมาส 4,451,เรียนหนังสือ,2) ภาคกลาง,341.3,พันคน,สำนักงานสถิติแห่งชาติ
2567,06. มัธยมศึกษาตอนปลาย สายอาชีวศึกษา,ไตรมาส 4,452,เรียนหนังสือ,2) ภาคกลาง,81.6,พันคน,สำนักงานสถิติแห่งชาติ
2567,08. อุดมศึกษา สายวิชาการ,ไตรมาส 4,453,เรียนหนังสือ,2) ภาคกลาง,3.8,พันคน,สำนักงานสถิติแห่งชาติ
2567,09. อุดมศึกษา สายวิชาชีพ,ไตรมาส 4,454,เรียนหนังสือ,2) ภาคกลาง,14.2,พันคน,สำนักงานสถิติแห่งชาติ
2567,01. ไม่มีการศึกษา,ไตรมาส 4,455,ยังเด็กชรา/ไม่สามารถทำงานได้,2) ภาคกลาง,159.5,พันคน,สำนักงานสถิติแห่งชาติ
2567,02. ต่ำกว่าประถมศึกษา,ไตรมาส 4,456,ยังเด็กชรา/ไม่สามารถทำงานได้,2) ภาคกลาง,1187.8,พันคน,สำนักงานสถิติแห่งชาติ
2567,03. ประถมศึกษา,ไตรมาส 4,457,ยังเด็กชรา/ไม่สามารถทำงานได้,2) ภาคกลาง,295.0,พันคน,สำนักงานสถิติแห่งชาติ
2567,04. มัธยมศึกษาตอนต้น,ไตรมาส 4,458,ยังเด็กชรา/ไม่สามารถทำงานได้,2) ภาคกลาง,128.0,พันคน,สำนักงานสถิติแห่งชาติ
2567,05. มัธยมศึกษาตอนปลาย สายสามัญ,ไตรมาส 4,459,ยังเด็กชรา/ไม่สามารถทำงานได้,2) ภาคกลาง,86.1,พันคน,สำนักงานสถิติแห่งชาติ
2567,06. มัธยมศึกษาตอนปลาย สายอาชีวศึกษา,ไตรมาส 4,460,ยังเด็กชรา/ไม่สามารถทำงานได้,2) ภาคกลาง,40.3,พันคน,สำนักงานสถิติแห่งชาติ
