VALUE,SOURCE,_id,UNIT,YEAR
11810.0,สำนักงานสถิติแห่งชาติ,1,พันคน,2563
12025.0,สำนักงานสถิติแห่งชาติ,2,พันคน,2564
11919.0,สำนักงานสถิติแห่งชาติ,3,พันคน,2565
12050.0,สำนักงานสถิติแห่งชาติ,4,พันคน,2566
12212.41,สำนักงานสถิติแห่งชาติ,5,พันคน,2567
