รายการชุดข้อมูล,จำนวน,ที่มา,_id,ปี,ตำบล,อำเภอ,จังหวัด,หน่วย
พื้นที่เพาะปลูกข้าวโพดเลี้ยงสัตว์,409,ระบบสารสนเทศการผลิตทางด้านการเกษตร,267,2567,ลุ่มสุ่ม,ไทรโยค,กาญจนบุรี,ไร่
พื้นที่เพาะปลูกข้าวโพดเลี้ยงสัตว์,50,ระบบสารสนเทศการผลิตทางด้านการเกษตร,268,2567,ท่าเสา,ไทรโยค,กาญจนบุรี,ไร่
พื้นที่เพาะปลูกข้าวโพดเลี้ยงสัตว์,2320,ระบบสารสนเทศการผลิตทางด้านการเกษตร,269,2567,ไทรโยค,ไทรโยค,กาญจนบุรี,ไร่
พื้นที่เพาะปลูกข้าวโพดเลี้ยงสัตว์,120,ระบบสารสนเทศการผลิตทางด้านการเกษตร,270,2567,วังกระแจะ,ไทรโยค,กาญจนบุรี,ไร่
พื้นที่เพาะปลูกข้าวโพดเลี้ยงสัตว์,522,ระบบสารสนเทศการผลิตทางด้านการเกษตร,271,2567,ศรีมงคล,ไทรโยค,กาญจนบุรี,ไร่
พื้นที่เพาะปลูกข้าวโพดเลี้ยงสัตว์,4980,ระบบสารสนเทศการผลิตทางด้านการเกษตร,272,2567,บ้องตี้,ไทรโยค,กาญจนบุรี,ไร่
พื้นที่เพาะปลูกข้าวโพดเลี้ยงสัตว์,1862,ระบบสารสนเทศการผลิตทางด้านการเกษตร,273,2567,บ่อพลอย,บ่อพลอย,กาญจนบุรี,ไร่
พื้นที่เพาะปลูกข้าวโพดเลี้ยงสัตว์,1989,ระบบสารสนเทศการผลิตทางด้านการเกษตร,274,2567,หนองกุ่ม,บ่อพลอย,กาญจนบุรี,ไร่
พื้นที่เพาะปลูกข้าวโพดเลี้ยงสัตว์,145,ระบบสารสนเทศการผลิตทางด้านการเกษตร,275,2567,หนองรี,บ่อพลอย,กาญจนบุรี,ไร่
พื้นที่เพาะปลูกข้าวโพดเลี้ยงสัตว์,76,ระบบสารสนเทศการผลิตทางด้านการเกษตร,276,2567,หลุมรัง,บ่อพลอย,กาญจนบุรี,ไร่
พื้นที่เพาะปลูกข้าวโพดเลี้ยงสัตว์,317,ระบบสารสนเทศการผลิตทางด้านการเกษตร,277,2567,ช่องด่าน,บ่อพลอย,กาญจนบุรี,ไร่
พื้นที่เพาะปลูกข้าวโพดเลี้ยงสัตว์,118,ระบบสารสนเทศการผลิตทางด้านการเกษตร,278,2567,หนองกร่าง,บ่อพลอย,กาญจนบุรี,ไร่
พื้นที่เพาะปลูกข้าวโพดเลี้ยงสัตว์,11000,ระบบสารสนเทศการผลิตทางด้านการเกษตร,279,2567,นาสวน,ศรีสวัสดิ์,กาญจนบุรี,ไร่
พื้นที่เพาะปลูกข้าวโพดเลี้ยงสัตว์,5600,ระบบสารสนเทศการผลิตทางด้านการเกษตร,280,2567,ด่านแม่แฉลบ,ศรีสวัสดิ์,กาญจนบุรี,ไร่
พื้นที่เพาะปลูกข้าวโพดเลี้ยงสัตว์,500,ระบบสารสนเทศการผลิตทางด้านการเกษตร,281,2567,หนองเป็ด,ศรีสวัสดิ์,กาญจนบุรี,ไร่
พื้นที่เพาะปลูกข้าวโพดเลี้ยงสัตว์,800,ระบบสารสนเทศการผลิตทางด้านการเกษตร,282,2567,ท่ากระดาน,ศรีสวัสดิ์,กาญจนบุรี,ไร่
พื้นที่เพาะปลูกข้าวโพดเลี้ยงสัตว์,10800,ระบบสารสนเทศการผลิตทางด้านการเกษตร,283,2567,เขาโจด,ศรีสวัสดิ์,กาญจนบุรี,ไร่
พื้นที่เพาะปลูกข้าวโพดเลี้ยงสัตว์,6100,ระบบสารสนเทศการผลิตทางด้านการเกษตร,284,2567,แม่กระบุง,ศรีสวัสดิ์,กาญจนบุรี,ไร่
พื้นที่เพาะปลูกข้าวโพดเลี้ยงสัตว์,323,ระบบสารสนเทศการผลิตทางด้านการเกษตร,285,2567,รางสาลี่,ท่าม่วง,กาญจนบุรี,ไร่
พื้นที่เพาะปลูกข้าวโพดเลี้ยงสัตว์,15,ระบบสารสนเทศการผลิตทางด้านการเกษตร,286,2567,หนองตากยา,ท่าม่วง,กาญจนบุรี,ไร่
พื้นที่เพาะปลูกข้าวโพดเลี้ยงสัตว์,20,ระบบสารสนเทศการผลิตทางด้านการเกษตร,287,2567,ท่าขนุน,ทองผาภูมิ,กาญจนบุรี,ไร่
พื้นที่เพาะปลูกข้าวโพดเลี้ยงสัตว์,300,ระบบสารสนเทศการผลิตทางด้านการเกษตร,288,2567,หินดาด,ทองผาภูมิ,กาญจนบุรี,ไร่
พื้นที่เพาะปลูกข้าวโพดเลี้ยงสัตว์,20,ระบบสารสนเทศการผลิตทางด้านการเกษตร,289,2567,ลิ่นถิ่น,ทองผาภูมิ,กาญจนบุรี,ไร่
พื้นที่เพาะปลูกข้าวโพดเลี้ยงสัตว์,8341,ระบบสารสนเทศการผลิตทางด้านการเกษตร,290,2567,ชะแล,ทองผาภูมิ,กาญจนบุรี,ไร่
พื้นที่เพาะปลูกข้าวโพดเลี้ยงสัตว์,20,ระบบสารสนเทศการผลิตทางด้านการเกษตร,291,2567,สหกรณ์นิคม,ทองผาภูมิ,กาญจนบุรี,ไร่
พื้นที่เพาะปลูกข้าวโพดเลี้ยงสัตว์,6,ระบบสารสนเทศการผลิตทางด้านการเกษตร,292,2567,ดอนเจดีย์,พนมทวน,กาญจนบุรี,ไร่
พื้นที่เพาะปลูกข้าวโพดเลี้ยงสัตว์,624.5,ระบบสารสนเทศการผลิตทางด้านการเกษตร,293,2567,เลาขวัญ,เลาขวัญ,กาญจนบุรี,ไร่
พื้นที่เพาะปลูกข้าวโพดเลี้ยงสัตว์,2,ระบบสารสนเทศการผลิตทางด้านการเกษตร,294,2567,หนองโสน,เลาขวัญ,กาญจนบุรี,ไร่
พื้นที่เพาะปลูกข้าวโพดเลี้ยงสัตว์,993,ระบบสารสนเทศการผลิตทางด้านการเกษตร,295,2567,หนองประดู่,เลาขวัญ,กาญจนบุรี,ไร่
พื้นที่เพาะปลูกข้าวโพดเลี้ยงสัตว์,24.5,ระบบสารสนเทศการผลิตทางด้านการเกษตร,296,2567,ทุ่งกระบ่ำ,เลาขวัญ,กาญจนบุรี,ไร่
พื้นที่เพาะปลูกข้าวโพดเลี้ยงสัตว์,28,ระบบสารสนเทศการผลิตทางด้านการเกษตร,297,2567,ด่านมะขามเตี้ย,ด่านมะขามเตี้ย,กาญจนบุรี,ไร่
พื้นที่เพาะปลูกข้าวโพดเลี้ยงสัตว์,90,ระบบสารสนเทศการผลิตทางด้านการเกษตร,298,2567,กลอนโด,ด่านมะขามเตี้ย,กาญจนบุรี,ไร่
พื้นที่เพาะปลูกข้าวโพดเลี้ยงสัตว์,22,ระบบสารสนเทศการผลิตทางด้านการเกษตร,299,2567,จรเข้เผือก,ด่านมะขามเตี้ย,กาญจนบุรี,ไร่
พื้นที่เพาะปลูกข้าวโพดเลี้ยงสัตว์,158,ระบบสารสนเทศการผลิตทางด้านการเกษตร,300,2567,หนองไผ่,ด่านมะขามเตี้ย,กาญจนบุรี,ไร่
พื้นที่เพาะปลูกข้าวโพดเลี้ยงสัตว์,650,ระบบสารสนเทศการผลิตทางด้านการเกษตร,301,2567,หนองปรือ,หนองปรือ,กาญจนบุรี,ไร่
พื้นที่เพาะปลูกข้าวโพดเลี้ยงสัตว์,23,ระบบสารสนเทศการผลิตทางด้านการเกษตร,302,2567,หนองปลาไหล,หนองปรือ,กาญจนบุรี,ไร่
พื้นที่เพาะปลูกข้าวโพดเลี้ยงสัตว์,872,ระบบสารสนเทศการผลิตทางด้านการเกษตร,303,2567,สมเด็จเจริญ,หนองปรือ,กาญจนบุรี,ไร่
พื้นที่เพาะปลูกข้าวโพดเลี้ยงสัตว์,6,ระบบสารสนเทศการผลิตทางด้านการเกษตร,304,2568,ปากแพรก,เมืองกาญจนบุรี,กาญจนบุรี,ไร่
พื้นที่เพาะปลูกข้าวโพดเลี้ยงสัตว์,2010,ระบบสารสนเทศการผลิตทางด้านการเกษตร,305,2568,แก่งเสี้ยน,เมืองกาญจนบุรี,กาญจนบุรี,ไร่
พื้นที่เพาะปลูกข้าวโพดเลี้ยงสัตว์,335,ระบบสารสนเทศการผลิตทางด้านการเกษตร,306,2568,หนองบัว,เมืองกาญจนบุรี,กาญจนบุรี,ไร่
พื้นที่เพาะปลูกข้าวโพดเลี้ยงสัตว์,500,ระบบสารสนเทศการผลิตทางด้านการเกษตร,307,2568,ลาดหญ้า,เมืองกาญจนบุรี,กาญจนบุรี,ไร่
พื้นที่เพาะปลูกข้าวโพดเลี้ยงสัตว์,1138,ระบบสารสนเทศการผลิตทางด้านการเกษตร,308,2568,วังด้ง,เมืองกาญจนบุรี,กาญจนบุรี,ไร่
พื้นที่เพาะปลูกข้าวโพดเลี้ยงสัตว์,30,ระบบสารสนเทศการผลิตทางด้านการเกษตร,309,2568,ช่องสะเดา,เมืองกาญจนบุรี,กาญจนบุรี,ไร่
พื้นที่เพาะปลูกข้าวโพดเลี้ยงสัตว์,32,ระบบสารสนเทศการผลิตทางด้านการเกษตร,310,2568,หนองหญ้า,เมืองกาญจนบุรี,กาญจนบุรี,ไร่
พื้นที่เพาะปลูกข้าวโพดเลี้ยงสัตว์,80,ระบบสารสนเทศการผลิตทางด้านการเกษตร,311,2568,เกาะสำโรง,เมืองกาญจนบุรี,กาญจนบุรี,ไร่
พื้นที่เพาะปลูกข้าวโพดเลี้ยงสัตว์,120,ระบบสารสนเทศการผลิตทางด้านการเกษตร,312,2568,บ้านเก่า,เมืองกาญจนบุรี,กาญจนบุรี,ไร่
พื้นที่เพาะปลูกข้าวโพดเลี้ยงสัตว์,20,ระบบสารสนเทศการผลิตทางด้านการเกษตร,313,2568,วังเย็น,เมืองกาญจนบุรี,กาญจนบุรี,ไร่
พื้นที่เพาะปลูกข้าวโพดเลี้ยงสัตว์,600,ระบบสารสนเทศการผลิตทางด้านการเกษตร,314,2568,ลุ่มสุ่ม,ไทรโยค,กาญจนบุรี,ไร่
พื้นที่เพาะปลูกข้าวโพดเลี้ยงสัตว์,300,ระบบสารสนเทศการผลิตทางด้านการเกษตร,315,2568,ท่าเสา,ไทรโยค,กาญจนบุรี,ไร่
พื้นที่เพาะปลูกข้าวโพดเลี้ยงสัตว์,380,ระบบสารสนเทศการผลิตทางด้านการเกษตร,316,2568,สิงห์,ไทรโยค,กาญจนบุรี,ไร่
พื้นที่เพาะปลูกข้าวโพดเลี้ยงสัตว์,5670,ระบบสารสนเทศการผลิตทางด้านการเกษตร,317,2568,ไทรโยค,ไทรโยค,กาญจนบุรี,ไร่
พื้นที่เพาะปลูกข้าวโพดเลี้ยงสัตว์,400,ระบบสารสนเทศการผลิตทางด้านการเกษตร,318,2568,วังกระแจะ,ไทรโยค,กาญจนบุรี,ไร่
พื้นที่เพาะปลูกข้าวโพดเลี้ยงสัตว์,822,ระบบสารสนเทศการผลิตทางด้านการเกษตร,319,2568,ศรีมงคล,ไทรโยค,กาญจนบุรี,ไร่
พื้นที่เพาะปลูกข้าวโพดเลี้ยงสัตว์,4395,ระบบสารสนเทศการผลิตทางด้านการเกษตร,320,2568,บ้องตี้,ไทรโยค,กาญจนบุรี,ไร่
พื้นที่เพาะปลูกข้าวโพดเลี้ยงสัตว์,1015,ระบบสารสนเทศการผลิตทางด้านการเกษตร,321,2568,บ่อพลอย,บ่อพลอย,กาญจนบุรี,ไร่
พื้นที่เพาะปลูกข้าวโพดเลี้ยงสัตว์,1233,ระบบสารสนเทศการผลิตทางด้านการเกษตร,322,2568,หนองกุ่ม,บ่อพลอย,กาญจนบุรี,ไร่
พื้นที่เพาะปลูกข้าวโพดเลี้ยงสัตว์,280,ระบบสารสนเทศการผลิตทางด้านการเกษตร,323,2568,หนองรี,บ่อพลอย,กาญจนบุรี,ไร่
พื้นที่เพาะปลูกข้าวโพดเลี้ยงสัตว์,30,ระบบสารสนเทศการผลิตทางด้านการเกษตร,324,2568,หลุมรัง,บ่อพลอย,กาญจนบุรี,ไร่
พื้นที่เพาะปลูกข้าวโพดเลี้ยงสัตว์,460,ระบบสารสนเทศการผลิตทางด้านการเกษตร,325,2568,ช่องด่าน,บ่อพลอย,กาญจนบุรี,ไร่
พื้นที่เพาะปลูกข้าวโพดเลี้ยงสัตว์,85,ระบบสารสนเทศการผลิตทางด้านการเกษตร,326,2568,หนองกร่าง,บ่อพลอย,กาญจนบุรี,ไร่
พื้นที่เพาะปลูกข้าวโพดเลี้ยงสัตว์,14000,ระบบสารสนเทศการผลิตทางด้านการเกษตร,327,2568,นาสวน,ศรีสวัสดิ์,กาญจนบุรี,ไร่
พื้นที่เพาะปลูกข้าวโพดเลี้ยงสัตว์,4720,ระบบสารสนเทศการผลิตทางด้านการเกษตร,328,2568,ด่านแม่แฉลบ,ศรีสวัสดิ์,กาญจนบุรี,ไร่
พื้นที่เพาะปลูกข้าวโพดเลี้ยงสัตว์,1110,ระบบสารสนเทศการผลิตทางด้านการเกษตร,329,2568,หนองเป็ด,ศรีสวัสดิ์,กาญจนบุรี,ไร่
พื้นที่เพาะปลูกข้าวโพดเลี้ยงสัตว์,1180,ระบบสารสนเทศการผลิตทางด้านการเกษตร,330,2568,ท่ากระดาน,ศรีสวัสดิ์,กาญจนบุรี,ไร่
พื้นที่เพาะปลูกข้าวโพดเลี้ยงสัตว์,9565,ระบบสารสนเทศการผลิตทางด้านการเกษตร,331,2568,เขาโจด,ศรีสวัสดิ์,กาญจนบุรี,ไร่
พื้นที่เพาะปลูกข้าวโพดเลี้ยงสัตว์,5900,ระบบสารสนเทศการผลิตทางด้านการเกษตร,332,2568,แม่กระบุง,ศรีสวัสดิ์,กาญจนบุรี,ไร่
พื้นที่เพาะปลูกข้าวโพดเลี้ยงสัตว์,553,ระบบสารสนเทศการผลิตทางด้านการเกษตร,333,2568,รางสาลี่,ท่าม่วง,กาญจนบุรี,ไร่
พื้นที่เพาะปลูกข้าวโพดเลี้ยงสัตว์,17,ระบบสารสนเทศการผลิตทางด้านการเกษตร,334,2568,หนองตากยา,ท่าม่วง,กาญจนบุรี,ไร่
พื้นที่เพาะปลูกข้าวโพดเลี้ยงสัตว์,20,ระบบสารสนเทศการผลิตทางด้านการเกษตร,335,2568,ท่าขนุน,ทองผาภูมิ,กาญจนบุรี,ไร่
พื้นที่เพาะปลูกข้าวโพดเลี้ยงสัตว์,185,ระบบสารสนเทศการผลิตทางด้านการเกษตร,336,2568,หินดาด,ทองผาภูมิ,กาญจนบุรี,ไร่
พื้นที่เพาะปลูกข้าวโพดเลี้ยงสัตว์,8755,ระบบสารสนเทศการผลิตทางด้านการเกษตร,337,2568,ชะแล,ทองผาภูมิ,กาญจนบุรี,ไร่
พื้นที่เพาะปลูกข้าวโพดเลี้ยงสัตว์,27,ระบบสารสนเทศการผลิตทางด้านการเกษตร,338,2568,ห้วยเขย่ง,ทองผาภูมิ,กาญจนบุรี,ไร่
พื้นที่เพาะปลูกข้าวโพดเลี้ยงสัตว์,6,ระบบสารสนเทศการผลิตทางด้านการเกษตร,339,2568,ดอนเจดีย์,พนมทวน,กาญจนบุรี,ไร่
พื้นที่เพาะปลูกข้าวโพดเลี้ยงสัตว์,960.5,ระบบสารสนเทศการผลิตทางด้านการเกษตร,340,2568,เลาขวัญ,เลาขวัญ,กาญจนบุรี,ไร่
พื้นที่เพาะปลูกข้าวโพดเลี้ยงสัตว์,28,ระบบสารสนเทศการผลิตทางด้านการเกษตร,341,2568,หนองโสน,เลาขวัญ,กาญจนบุรี,ไร่
พื้นที่เพาะปลูกข้าวโพดเลี้ยงสัตว์,1403,ระบบสารสนเทศการผลิตทางด้านการเกษตร,342,2568,หนองประดู่,เลาขวัญ,กาญจนบุรี,ไร่
พื้นที่เพาะปลูกข้าวโพดเลี้ยงสัตว์,139.75,ระบบสารสนเทศการผลิตทางด้านการเกษตร,343,2568,หนองปลิง,เลาขวัญ,กาญจนบุรี,ไร่
พื้นที่เพาะปลูกข้าวโพดเลี้ยงสัตว์,24.5,ระบบสารสนเทศการผลิตทางด้านการเกษตร,344,2568,ทุ่งกระบ่ำ,เลาขวัญ,กาญจนบุรี,ไร่
พื้นที่เพาะปลูกข้าวโพดเลี้ยงสัตว์,60,ระบบสารสนเทศการผลิตทางด้านการเกษตร,345,2568,ด่านมะขามเตี้ย,ด่านมะขามเตี้ย,กาญจนบุรี,ไร่
พื้นที่เพาะปลูกข้าวโพดเลี้ยงสัตว์,80,ระบบสารสนเทศการผลิตทางด้านการเกษตร,346,2568,กลอนโด,ด่านมะขามเตี้ย,กาญจนบุรี,ไร่
พื้นที่เพาะปลูกข้าวโพดเลี้ยงสัตว์,197,ระบบสารสนเทศการผลิตทางด้านการเกษตร,347,2568,จรเข้เผือก,ด่านมะขามเตี้ย,กาญจนบุรี,ไร่
พื้นที่เพาะปลูกข้าวโพดเลี้ยงสัตว์,214,ระบบสารสนเทศการผลิตทางด้านการเกษตร,348,2568,หนองไผ่,ด่านมะขามเตี้ย,กาญจนบุรี,ไร่
พื้นที่เพาะปลูกข้าวโพดเลี้ยงสัตว์,288,ระบบสารสนเทศการผลิตทางด้านการเกษตร,349,2568,หนองปรือ,หนองปรือ,กาญจนบุรี,ไร่
พื้นที่เพาะปลูกข้าวโพดเลี้ยงสัตว์,67,ระบบสารสนเทศการผลิตทางด้านการเกษตร,350,2568,หนองปลาไหล,หนองปรือ,กาญจนบุรี,ไร่
พื้นที่เพาะปลูกข้าวโพดเลี้ยงสัตว์,203,ระบบสารสนเทศการผลิตทางด้านการเกษตร,351,2568,สมเด็จเจริญ,หนองปรือ,กาญจนบุรี,ไร่
