province,sex,quarter,_id,year,value,attribute,unit,educational,source
พระนครศรีอยุธยา,รวม,ไตรมาสที่ 4,1761,2566,134517,,คน,มัธยมศึกษาตอนปลาย,สำนักงานสถิติแห่งชาติ
พระนครศรีอยุธยา,รวม,ไตรมาสที่ 4,1762,2566,97279,,คน,สายสามัญ,สำนักงานสถิติแห่งชาติ
พระนครศรีอยุธยา,รวม,ไตรมาสที่ 4,1763,2566,37238,,คน,สายอาชีวศึกษา,สำนักงานสถิติแห่งชาติ
พระนครศรีอยุธยา,รวม,ไตรมาสที่ 4,1764,2566,0,ศูนย์ยกกำลังดับเบิลยู หมายถึง ข้อมูลจากการสำรวจตัวอย่างมีค่าเป็น 0,คน,สายวิชาการศึกษา,สำนักงานสถิติแห่งชาติ
พระนครศรีอยุธยา,รวม,ไตรมาสที่ 4,1765,2566,172792,,คน,อุดมศึกษา,สำนักงานสถิติแห่งชาติ
พระนครศรีอยุธยา,รวม,ไตรมาสที่ 4,1766,2566,94852,,คน,สายวิชาการ,สำนักงานสถิติแห่งชาติ
พระนครศรีอยุธยา,รวม,ไตรมาสที่ 4,1767,2566,69419,,คน,สายวิชาชีพ,สำนักงานสถิติแห่งชาติ
พระนครศรีอยุธยา,รวม,ไตรมาสที่ 4,1768,2566,8521,,คน,สายวิชาการศึกษา,สำนักงานสถิติแห่งชาติ
พระนครศรีอยุธยา,รวม,ไตรมาสที่ 4,1769,2566,3901,,คน,อื่น ๆ,สำนักงานสถิติแห่งชาติ
พระนครศรีอยุธยา,รวม,ไตรมาสที่ 4,1770,2566,0,ศูนย์ยกกำลังดับเบิลยู หมายถึง ข้อมูลจากการสำรวจตัวอย่างมีค่าเป็น 0,คน,ไม่ทราบ,สำนักงานสถิติแห่งชาติ
พระนครศรีอยุธยา,ชาย,ไตรมาสที่ 4,1771,2566,274270,,คน,รวมยอด,สำนักงานสถิติแห่งชาติ
พระนครศรีอยุธยา,ชาย,ไตรมาสที่ 4,1772,2566,947,,คน,ไม่มีการศึกษา,สำนักงานสถิติแห่งชาติ
พระนครศรีอยุธยา,ชาย,ไตรมาสที่ 4,1773,2566,25532,,คน,ต่ำกว่าประถมศึกษา,สำนักงานสถิติแห่งชาติ
พระนครศรีอยุธยา,ชาย,ไตรมาสที่ 4,1774,2566,35050,,คน,ประถมศึกษา,สำนักงานสถิติแห่งชาติ
พระนครศรีอยุธยา,ชาย,ไตรมาสที่ 4,1775,2566,48857,,คน,มัธยมศึกษาตอนต้น,สำนักงานสถิติแห่งชาติ
พระนครศรีอยุธยา,ชาย,ไตรมาสที่ 4,1776,2566,64838,,คน,มัธยมศึกษาตอนปลาย,สำนักงานสถิติแห่งชาติ
พระนครศรีอยุธยา,ชาย,ไตรมาสที่ 4,1777,2566,48630,,คน,สายสามัญ,สำนักงานสถิติแห่งชาติ
พระนครศรีอยุธยา,ชาย,ไตรมาสที่ 4,1778,2566,16208,,คน,สายอาชีวศึกษา,สำนักงานสถิติแห่งชาติ
พระนครศรีอยุธยา,ชาย,ไตรมาสที่ 4,1779,2566,0,ศูนย์ยกกำลังดับเบิลยู หมายถึง ข้อมูลจากการสำรวจตัวอย่างมีค่าเป็น 0,คน,สายวิชาการศึกษา,สำนักงานสถิติแห่งชาติ
พระนครศรีอยุธยา,ชาย,ไตรมาสที่ 4,1780,2566,96484,,คน,อุดมศึกษา,สำนักงานสถิติแห่งชาติ
พระนครศรีอยุธยา,ชาย,ไตรมาสที่ 4,1781,2566,47845,,คน,สายวิชาการ,สำนักงานสถิติแห่งชาติ
พระนครศรีอยุธยา,ชาย,ไตรมาสที่ 4,1782,2566,46031,,คน,สายวิชาชีพ,สำนักงานสถิติแห่งชาติ
พระนครศรีอยุธยา,ชาย,ไตรมาสที่ 4,1783,2566,2608,,คน,สายวิชาการศึกษา,สำนักงานสถิติแห่งชาติ
พระนครศรีอยุธยา,ชาย,ไตรมาสที่ 4,1784,2566,2561,,คน,อื่น ๆ,สำนักงานสถิติแห่งชาติ
พระนครศรีอยุธยา,ชาย,ไตรมาสที่ 4,1785,2566,0,ศูนย์ยกกำลังดับเบิลยู หมายถึง ข้อมูลจากการสำรวจตัวอย่างมีค่าเป็น 0,คน,ไม่ทราบ,สำนักงานสถิติแห่งชาติ
พระนครศรีอยุธยา,หญิง,ไตรมาสที่ 4,1786,2566,247749,,คน,รวมยอด,สำนักงานสถิติแห่งชาติ
พระนครศรีอยุธยา,หญิง,ไตรมาสที่ 4,1787,2566,1844,,คน,ไม่มีการศึกษา,สำนักงานสถิติแห่งชาติ
พระนครศรีอยุธยา,หญิง,ไตรมาสที่ 4,1788,2566,28255,,คน,ต่ำกว่าประถมศึกษา,สำนักงานสถิติแห่งชาติ
พระนครศรีอยุธยา,หญิง,ไตรมาสที่ 4,1789,2566,25526,,คน,ประถมศึกษา,สำนักงานสถิติแห่งชาติ
พระนครศรีอยุธยา,หญิง,ไตรมาสที่ 4,1790,2566,44797,,คน,มัธยมศึกษาตอนต้น,สำนักงานสถิติแห่งชาติ
พระนครศรีอยุธยา,หญิง,ไตรมาสที่ 4,1791,2566,69678,,คน,มัธยมศึกษาตอนปลาย,สำนักงานสถิติแห่งชาติ
พระนครศรีอยุธยา,หญิง,ไตรมาสที่ 4,1792,2566,48649,,คน,สายสามัญ,สำนักงานสถิติแห่งชาติ
พระนครศรีอยุธยา,หญิง,ไตรมาสที่ 4,1793,2566,21029,,คน,สายอาชีวศึกษา,สำนักงานสถิติแห่งชาติ
พระนครศรีอยุธยา,หญิง,ไตรมาสที่ 4,1794,2566,0,ศูนย์ยกกำลังดับเบิลยู หมายถึง ข้อมูลจากการสำรวจตัวอย่างมีค่าเป็น 0,คน,สายวิชาการศึกษา,สำนักงานสถิติแห่งชาติ
พระนครศรีอยุธยา,หญิง,ไตรมาสที่ 4,1795,2566,76308,,คน,อุดมศึกษา,สำนักงานสถิติแห่งชาติ
พระนครศรีอยุธยา,หญิง,ไตรมาสที่ 4,1796,2566,47007,,คน,สายวิชาการ,สำนักงานสถิติแห่งชาติ
พระนครศรีอยุธยา,หญิง,ไตรมาสที่ 4,1797,2566,23388,,คน,สายวิชาชีพ,สำนักงานสถิติแห่งชาติ
พระนครศรีอยุธยา,หญิง,ไตรมาสที่ 4,1798,2566,5912,,คน,สายวิชาการศึกษา,สำนักงานสถิติแห่งชาติ
พระนครศรีอยุธยา,หญิง,ไตรมาสที่ 4,1799,2566,1340,,คน,อื่น ๆ,สำนักงานสถิติแห่งชาติ
พระนครศรีอยุธยา,หญิง,ไตรมาสที่ 4,1800,2566,0,ศูนย์ยกกำลังดับเบิลยู หมายถึง ข้อมูลจากการสำรวจตัวอย่างมีค่าเป็น 0,คน,ไม่ทราบ,สำนักงานสถิติแห่งชาติ
พระนครศรีอยุธยา,รวม,ไตรมาสที่ 1,1801,2567,531858,,คน,รวมยอด,สำนักงานสถิติแห่งชาติ
พระนครศรีอยุธยา,รวม,ไตรมาสที่ 1,1802,2567,3790,,คน,ไม่มีการศึกษา,สำนักงานสถิติแห่งชาติ
พระนครศรีอยุธยา,รวม,ไตรมาสที่ 1,1803,2567,62717,,คน,ต่ำกว่าประถมศึกษา,สำนักงานสถิติแห่งชาติ
พระนครศรีอยุธยา,รวม,ไตรมาสที่ 1,1804,2567,59045,,คน,ประถมศึกษา,สำนักงานสถิติแห่งชาติ
พระนครศรีอยุธยา,รวม,ไตรมาสที่ 1,1805,2567,84490,,คน,มัธยมศึกษาตอนต้น,สำนักงานสถิติแห่งชาติ
พระนครศรีอยุธยา,รวม,ไตรมาสที่ 1,1806,2567,129017,,คน,มัธยมศึกษาตอนปลาย,สำนักงานสถิติแห่งชาติ
พระนครศรีอยุธยา,รวม,ไตรมาสที่ 1,1807,2567,98767,,คน,สายสามัญ,สำนักงานสถิติแห่งชาติ
พระนครศรีอยุธยา,รวม,ไตรมาสที่ 1,1808,2567,30250,,คน,สายอาชีวศึกษา,สำนักงานสถิติแห่งชาติ
พระนครศรีอยุธยา,รวม,ไตรมาสที่ 1,1809,2567,0,ศูนย์ยกกำลังดับเบิลยู หมายถึง ข้อมูลจากการสำรวจตัวอย่างมีค่าเป็น 0,คน,สายวิชาการศึกษา,สำนักงานสถิติแห่งชาติ
พระนครศรีอยุธยา,รวม,ไตรมาสที่ 1,1810,2567,172010,,คน,อุดมศึกษา,สำนักงานสถิติแห่งชาติ
พระนครศรีอยุธยา,รวม,ไตรมาสที่ 1,1811,2567,98529,,คน,สายวิชาการ,สำนักงานสถิติแห่งชาติ
พระนครศรีอยุธยา,รวม,ไตรมาสที่ 1,1812,2567,61872,,คน,สายวิชาชีพ,สำนักงานสถิติแห่งชาติ
พระนครศรีอยุธยา,รวม,ไตรมาสที่ 1,1813,2567,11610,,คน,สายวิชาการศึกษา,สำนักงานสถิติแห่งชาติ
พระนครศรีอยุธยา,รวม,ไตรมาสที่ 1,1814,2567,18337,,คน,อื่น ๆ,สำนักงานสถิติแห่งชาติ
พระนครศรีอยุธยา,รวม,ไตรมาสที่ 1,1815,2567,2451,,คน,ไม่ทราบ,สำนักงานสถิติแห่งชาติ
พระนครศรีอยุธยา,ชาย,ไตรมาสที่ 1,1816,2567,283557,,คน,รวมยอด,สำนักงานสถิติแห่งชาติ
พระนครศรีอยุธยา,ชาย,ไตรมาสที่ 1,1817,2567,1519,,คน,ไม่มีการศึกษา,สำนักงานสถิติแห่งชาติ
พระนครศรีอยุธยา,ชาย,ไตรมาสที่ 1,1818,2567,29442,,คน,ต่ำกว่าประถมศึกษา,สำนักงานสถิติแห่งชาติ
พระนครศรีอยุธยา,ชาย,ไตรมาสที่ 1,1819,2567,34283,,คน,ประถมศึกษา,สำนักงานสถิติแห่งชาติ
พระนครศรีอยุธยา,ชาย,ไตรมาสที่ 1,1820,2567,42672,,คน,มัธยมศึกษาตอนต้น,สำนักงานสถิติแห่งชาติ
พระนครศรีอยุธยา,ชาย,ไตรมาสที่ 1,1821,2567,68165,,คน,มัธยมศึกษาตอนปลาย,สำนักงานสถิติแห่งชาติ
พระนครศรีอยุธยา,ชาย,ไตรมาสที่ 1,1822,2567,49115,,คน,สายสามัญ,สำนักงานสถิติแห่งชาติ
พระนครศรีอยุธยา,ชาย,ไตรมาสที่ 1,1823,2567,19050,,คน,สายอาชีวศึกษา,สำนักงานสถิติแห่งชาติ
พระนครศรีอยุธยา,ชาย,ไตรมาสที่ 1,1824,2567,0,ศูนย์ยกกำลังดับเบิลยู หมายถึง ข้อมูลจากการสำรวจตัวอย่างมีค่าเป็น 0,คน,สายวิชาการศึกษา,สำนักงานสถิติแห่งชาติ
พระนครศรีอยุธยา,ชาย,ไตรมาสที่ 1,1825,2567,91498,,คน,อุดมศึกษา,สำนักงานสถิติแห่งชาติ
พระนครศรีอยุธยา,ชาย,ไตรมาสที่ 1,1826,2567,48820,,คน,สายวิชาการ,สำนักงานสถิติแห่งชาติ
พระนครศรีอยุธยา,ชาย,ไตรมาสที่ 1,1827,2567,38248,,คน,สายวิชาชีพ,สำนักงานสถิติแห่งชาติ
พระนครศรีอยุธยา,ชาย,ไตรมาสที่ 1,1828,2567,4431,,คน,สายวิชาการศึกษา,สำนักงานสถิติแห่งชาติ
พระนครศรีอยุธยา,ชาย,ไตรมาสที่ 1,1829,2567,14377,,คน,อื่น ๆ,สำนักงานสถิติแห่งชาติ
พระนครศรีอยุธยา,ชาย,ไตรมาสที่ 1,1830,2567,1600,,คน,ไม่ทราบ,สำนักงานสถิติแห่งชาติ
พระนครศรีอยุธยา,หญิง,ไตรมาสที่ 1,1831,2567,248301,,คน,รวมยอด,สำนักงานสถิติแห่งชาติ
พระนครศรีอยุธยา,หญิง,ไตรมาสที่ 1,1832,2567,2271,,คน,ไม่มีการศึกษา,สำนักงานสถิติแห่งชาติ
พระนครศรีอยุธยา,หญิง,ไตรมาสที่ 1,1833,2567,33275,,คน,ต่ำกว่าประถมศึกษา,สำนักงานสถิติแห่งชาติ
พระนครศรีอยุธยา,หญิง,ไตรมาสที่ 1,1834,2567,24762,,คน,ประถมศึกษา,สำนักงานสถิติแห่งชาติ
พระนครศรีอยุธยา,หญิง,ไตรมาสที่ 1,1835,2567,41818,,คน,มัธยมศึกษาตอนต้น,สำนักงานสถิติแห่งชาติ
พระนครศรีอยุธยา,หญิง,ไตรมาสที่ 1,1836,2567,60852,,คน,มัธยมศึกษาตอนปลาย,สำนักงานสถิติแห่งชาติ
พระนครศรีอยุธยา,หญิง,ไตรมาสที่ 1,1837,2567,49652,,คน,สายสามัญ,สำนักงานสถิติแห่งชาติ
พระนครศรีอยุธยา,หญิง,ไตรมาสที่ 1,1838,2567,11200,,คน,สายอาชีวศึกษา,สำนักงานสถิติแห่งชาติ
พระนครศรีอยุธยา,หญิง,ไตรมาสที่ 1,1839,2567,0,ศูนย์ยกกำลังดับเบิลยู หมายถึง ข้อมูลจากการสำรวจตัวอย่างมีค่าเป็น 0,คน,สายวิชาการศึกษา,สำนักงานสถิติแห่งชาติ
พระนครศรีอยุธยา,หญิง,ไตรมาสที่ 1,1840,2567,80512,,คน,อุดมศึกษา,สำนักงานสถิติแห่งชาติ
พระนครศรีอยุธยา,หญิง,ไตรมาสที่ 1,1841,2567,49709,,คน,สายวิชาการ,สำนักงานสถิติแห่งชาติ
พระนครศรีอยุธยา,หญิง,ไตรมาสที่ 1,1842,2567,23624,,คน,สายวิชาชีพ,สำนักงานสถิติแห่งชาติ
พระนครศรีอยุธยา,หญิง,ไตรมาสที่ 1,1843,2567,7179,,คน,สายวิชาการศึกษา,สำนักงานสถิติแห่งชาติ
พระนครศรีอยุธยา,หญิง,ไตรมาสที่ 1,1844,2567,3960,,คน,อื่น ๆ,สำนักงานสถิติแห่งชาติ
พระนครศรีอยุธยา,หญิง,ไตรมาสที่ 1,1845,2567,851,,คน,ไม่ทราบ,สำนักงานสถิติแห่งชาติ
พระนครศรีอยุธยา,รวม,ไตรมาสที่ 2,1846,2567,525734,,คน,รวมยอด,สำนักงานสถิติแห่งชาติ
พระนครศรีอยุธยา,รวม,ไตรมาสที่ 2,1847,2567,4817,,คน,ไม่มีการศึกษา,สำนักงานสถิติแห่งชาติ
พระนครศรีอยุธยา,รวม,ไตรมาสที่ 2,1848,2567,58441,,คน,ต่ำกว่าประถมศึกษา,สำนักงานสถิติแห่งชาติ
พระนครศรีอยุธยา,รวม,ไตรมาสที่ 2,1849,2567,68059,,คน,ประถมศึกษา,สำนักงานสถิติแห่งชาติ
พระนครศรีอยุธยา,รวม,ไตรมาสที่ 2,1850,2567,90875,,คน,มัธยมศึกษาตอนต้น,สำนักงานสถิติแห่งชาติ
พระนครศรีอยุธยา,รวม,ไตรมาสที่ 2,1851,2567,121920,,คน,มัธยมศึกษาตอนปลาย,สำนักงานสถิติแห่งชาติ
พระนครศรีอยุธยา,รวม,ไตรมาสที่ 2,1852,2567,84785,,คน,สายสามัญ,สำนักงานสถิติแห่งชาติ
พระนครศรีอยุธยา,รวม,ไตรมาสที่ 2,1853,2567,37135,,คน,สายอาชีวศึกษา,สำนักงานสถิติแห่งชาติ
พระนครศรีอยุธยา,รวม,ไตรมาสที่ 2,1854,2567,0,ศูนย์ยกกำลังดับเบิลยู หมายถึง ข้อมูลจากการสำรวจตัวอย่างมีค่าเป็น 0,คน,สายวิชาการศึกษา,สำนักงานสถิติแห่งชาติ
พระนครศรีอยุธยา,รวม,ไตรมาสที่ 2,1855,2567,161266,,คน,อุดมศึกษา,สำนักงานสถิติแห่งชาติ
พระนครศรีอยุธยา,รวม,ไตรมาสที่ 2,1856,2567,101457,,คน,สายวิชาการ,สำนักงานสถิติแห่งชาติ
พระนครศรีอยุธยา,รวม,ไตรมาสที่ 2,1857,2567,48835,,คน,สายวิชาชีพ,สำนักงานสถิติแห่งชาติ
พระนครศรีอยุธยา,รวม,ไตรมาสที่ 2,1858,2567,10974,,คน,สายวิชาการศึกษา,สำนักงานสถิติแห่งชาติ
พระนครศรีอยุธยา,รวม,ไตรมาสที่ 2,1859,2567,19952,,คน,อื่น ๆ,สำนักงานสถิติแห่งชาติ
พระนครศรีอยุธยา,รวม,ไตรมาสที่ 2,1860,2567,406,,คน,ไม่ทราบ,สำนักงานสถิติแห่งชาติ
พระนครศรีอยุธยา,ชาย,ไตรมาสที่ 2,1861,2567,282903,,คน,รวมยอด,สำนักงานสถิติแห่งชาติ
พระนครศรีอยุธยา,ชาย,ไตรมาสที่ 2,1862,2567,1657,,คน,ไม่มีการศึกษา,สำนักงานสถิติแห่งชาติ
พระนครศรีอยุธยา,ชาย,ไตรมาสที่ 2,1863,2567,28595,,คน,ต่ำกว่าประถมศึกษา,สำนักงานสถิติแห่งชาติ
พระนครศรีอยุธยา,ชาย,ไตรมาสที่ 2,1864,2567,42081,,คน,ประถมศึกษา,สำนักงานสถิติแห่งชาติ
พระนครศรีอยุธยา,ชาย,ไตรมาสที่ 2,1865,2567,49712,,คน,มัธยมศึกษาตอนต้น,สำนักงานสถิติแห่งชาติ
พระนครศรีอยุธยา,ชาย,ไตรมาสที่ 2,1866,2567,66254,,คน,มัธยมศึกษาตอนปลาย,สำนักงานสถิติแห่งชาติ
พระนครศรีอยุธยา,ชาย,ไตรมาสที่ 2,1867,2567,42709,,คน,สายสามัญ,สำนักงานสถิติแห่งชาติ
พระนครศรีอยุธยา,ชาย,ไตรมาสที่ 2,1868,2567,23545,,คน,สายอาชีวศึกษา,สำนักงานสถิติแห่งชาติ
พระนครศรีอยุธยา,ชาย,ไตรมาสที่ 2,1869,2567,0,ศูนย์ยกกำลังดับเบิลยู หมายถึง ข้อมูลจากการสำรวจตัวอย่างมีค่าเป็น 0,คน,สายวิชาการศึกษา,สำนักงานสถิติแห่งชาติ
พระนครศรีอยุธยา,ชาย,ไตรมาสที่ 2,1870,2567,77576,,คน,อุดมศึกษา,สำนักงานสถิติแห่งชาติ
พระนครศรีอยุธยา,ชาย,ไตรมาสที่ 2,1871,2567,44145,,คน,สายวิชาการ,สำนักงานสถิติแห่งชาติ
พระนครศรีอยุธยา,ชาย,ไตรมาสที่ 2,1872,2567,29460,,คน,สายวิชาชีพ,สำนักงานสถิติแห่งชาติ
พระนครศรีอยุธยา,ชาย,ไตรมาสที่ 2,1873,2567,3971,,คน,สายวิชาการศึกษา,สำนักงานสถิติแห่งชาติ
พระนครศรีอยุธยา,ชาย,ไตรมาสที่ 2,1874,2567,16824,,คน,อื่น ๆ,สำนักงานสถิติแห่งชาติ
พระนครศรีอยุธยา,ชาย,ไตรมาสที่ 2,1875,2567,204,,คน,ไม่ทราบ,สำนักงานสถิติแห่งชาติ
พระนครศรีอยุธยา,หญิง,ไตรมาสที่ 2,1876,2567,242831,,คน,รวมยอด,สำนักงานสถิติแห่งชาติ
พระนครศรีอยุธยา,หญิง,ไตรมาสที่ 2,1877,2567,3160,,คน,ไม่มีการศึกษา,สำนักงานสถิติแห่งชาติ
พระนครศรีอยุธยา,หญิง,ไตรมาสที่ 2,1878,2567,29847,,คน,ต่ำกว่าประถมศึกษา,สำนักงานสถิติแห่งชาติ
พระนครศรีอยุธยา,หญิง,ไตรมาสที่ 2,1879,2567,25978,,คน,ประถมศึกษา,สำนักงานสถิติแห่งชาติ
พระนครศรีอยุธยา,หญิง,ไตรมาสที่ 2,1880,2567,41162,,คน,มัธยมศึกษาตอนต้น,สำนักงานสถิติแห่งชาติ
พระนครศรีอยุธยา,หญิง,ไตรมาสที่ 2,1881,2567,55665,,คน,มัธยมศึกษาตอนปลาย,สำนักงานสถิติแห่งชาติ
พระนครศรีอยุธยา,หญิง,ไตรมาสที่ 2,1882,2567,42076,,คน,สายสามัญ,สำนักงานสถิติแห่งชาติ
พระนครศรีอยุธยา,หญิง,ไตรมาสที่ 2,1883,2567,13590,,คน,สายอาชีวศึกษา,สำนักงานสถิติแห่งชาติ
พระนครศรีอยุธยา,หญิง,ไตรมาสที่ 2,1884,2567,0,ศูนย์ยกกำลังดับเบิลยู หมายถึง ข้อมูลจากการสำรวจตัวอย่างมีค่าเป็น 0,คน,สายวิชาการศึกษา,สำนักงานสถิติแห่งชาติ
พระนครศรีอยุธยา,หญิง,ไตรมาสที่ 2,1885,2567,83690,,คน,อุดมศึกษา,สำนักงานสถิติแห่งชาติ
พระนครศรีอยุธยา,หญิง,ไตรมาสที่ 2,1886,2567,57312,,คน,สายวิชาการ,สำนักงานสถิติแห่งชาติ
พระนครศรีอยุธยา,หญิง,ไตรมาสที่ 2,1887,2567,19375,,คน,สายวิชาชีพ,สำนักงานสถิติแห่งชาติ
พระนครศรีอยุธยา,หญิง,ไตรมาสที่ 2,1888,2567,7003,,คน,สายวิชาการศึกษา,สำนักงานสถิติแห่งชาติ
พระนครศรีอยุธยา,หญิง,ไตรมาสที่ 2,1889,2567,3128,,คน,อื่น ๆ,สำนักงานสถิติแห่งชาติ
พระนครศรีอยุธยา,หญิง,ไตรมาสที่ 2,1890,2567,201,,คน,ไม่ทราบ,สำนักงานสถิติแห่งชาติ
พระนครศรีอยุธยา,รวม,ไตรมาสที่ 3,1891,2567,521002,,คน,รวมยอด,สำนักงานสถิติแห่งชาติ
พระนครศรีอยุธยา,รวม,ไตรมาสที่ 3,1892,2567,5525,,คน,ไม่มีการศึกษา,สำนักงานสถิติแห่งชาติ
พระนครศรีอยุธยา,รวม,ไตรมาสที่ 3,1893,2567,47590,,คน,ต่ำกว่าประถมศึกษา,สำนักงานสถิติแห่งชาติ
พระนครศรีอยุธยา,รวม,ไตรมาสที่ 3,1894,2567,66616,,คน,ประถมศึกษา,สำนักงานสถิติแห่งชาติ
พระนครศรีอยุธยา,รวม,ไตรมาสที่ 3,1895,2567,97141,,คน,มัธยมศึกษาตอนต้น,สำนักงานสถิติแห่งชาติ
พระนครศรีอยุธยา,รวม,ไตรมาสที่ 3,1896,2567,123259,,คน,มัธยมศึกษาตอนปลาย,สำนักงานสถิติแห่งชาติ
พระนครศรีอยุธยา,รวม,ไตรมาสที่ 3,1897,2567,89433,,คน,สายสามัญ,สำนักงานสถิติแห่งชาติ
พระนครศรีอยุธยา,รวม,ไตรมาสที่ 3,1898,2567,33827,,คน,สายอาชีวศึกษา,สำนักงานสถิติแห่งชาติ
พระนครศรีอยุธยา,รวม,ไตรมาสที่ 3,1899,2567,0,ศูนย์ยกกำลังดับเบิลยู หมายถึง ข้อมูลจากการสำรวจตัวอย่างมีค่าเป็น 0,คน,สายวิชาการศึกษา,สำนักงานสถิติแห่งชาติ
พระนครศรีอยุธยา,รวม,ไตรมาสที่ 3,1900,2567,159848,,คน,อุดมศึกษา,สำนักงานสถิติแห่งชาติ
พระนครศรีอยุธยา,รวม,ไตรมาสที่ 3,1901,2567,84104,,คน,สายวิชาการ,สำนักงานสถิติแห่งชาติ
พระนครศรีอยุธยา,รวม,ไตรมาสที่ 3,1902,2567,65414,,คน,สายวิชาชีพ,สำนักงานสถิติแห่งชาติ
พระนครศรีอยุธยา,รวม,ไตรมาสที่ 3,1903,2567,10330,,คน,สายวิชาการศึกษา,สำนักงานสถิติแห่งชาติ
พระนครศรีอยุธยา,รวม,ไตรมาสที่ 3,1904,2567,3143,,คน,อื่น ๆ,สำนักงานสถิติแห่งชาติ
พระนครศรีอยุธยา,รวม,ไตรมาสที่ 3,1905,2567,17880,,คน,ไม่ทราบ,สำนักงานสถิติแห่งชาติ
พระนครศรีอยุธยา,ชาย,ไตรมาสที่ 3,1906,2567,276261,,คน,รวมยอด,สำนักงานสถิติแห่งชาติ
พระนครศรีอยุธยา,ชาย,ไตรมาสที่ 3,1907,2567,2005,,คน,ไม่มีการศึกษา,สำนักงานสถิติแห่งชาติ
พระนครศรีอยุธยา,ชาย,ไตรมาสที่ 3,1908,2567,21365,,คน,ต่ำกว่าประถมศึกษา,สำนักงานสถิติแห่งชาติ
พระนครศรีอยุธยา,ชาย,ไตรมาสที่ 3,1909,2567,40984,,คน,ประถมศึกษา,สำนักงานสถิติแห่งชาติ
พระนครศรีอยุธยา,ชาย,ไตรมาสที่ 3,1910,2567,52382,,คน,มัธยมศึกษาตอนต้น,สำนักงานสถิติแห่งชาติ
พระนครศรีอยุธยา,ชาย,ไตรมาสที่ 3,1911,2567,61922,,คน,มัธยมศึกษาตอนปลาย,สำนักงานสถิติแห่งชาติ
พระนครศรีอยุธยา,ชาย,ไตรมาสที่ 3,1912,2567,43183,,คน,สายสามัญ,สำนักงานสถิติแห่งชาติ
พระนครศรีอยุธยา,ชาย,ไตรมาสที่ 3,1913,2567,18740,,คน,สายอาชีวศึกษา,สำนักงานสถิติแห่งชาติ
พระนครศรีอยุธยา,ชาย,ไตรมาสที่ 3,1914,2567,0,ศูนย์ยกกำลังดับเบิลยู หมายถึง ข้อมูลจากการสำรวจตัวอย่างมีค่าเป็น 0,คน,สายวิชาการศึกษา,สำนักงานสถิติแห่งชาติ
พระนครศรีอยุธยา,ชาย,ไตรมาสที่ 3,1915,2567,81749,,คน,อุดมศึกษา,สำนักงานสถิติแห่งชาติ
พระนครศรีอยุธยา,ชาย,ไตรมาสที่ 3,1916,2567,36382,,คน,สายวิชาการ,สำนักงานสถิติแห่งชาติ
พระนครศรีอยุธยา,ชาย,ไตรมาสที่ 3,1917,2567,41466,,คน,สายวิชาชีพ,สำนักงานสถิติแห่งชาติ
พระนครศรีอยุธยา,ชาย,ไตรมาสที่ 3,1918,2567,3901,,คน,สายวิชาการศึกษา,สำนักงานสถิติแห่งชาติ
พระนครศรีอยุธยา,ชาย,ไตรมาสที่ 3,1919,2567,1942,,คน,อื่น ๆ,สำนักงานสถิติแห่งชาติ
พระนครศรีอยุธยา,ชาย,ไตรมาสที่ 3,1920,2567,13912,,คน,ไม่ทราบ,สำนักงานสถิติแห่งชาติ
พระนครศรีอยุธยา,หญิง,ไตรมาสที่ 3,1921,2567,244741,,คน,รวมยอด,สำนักงานสถิติแห่งชาติ
พระนครศรีอยุธยา,หญิง,ไตรมาสที่ 3,1922,2567,3519,,คน,ไม่มีการศึกษา,สำนักงานสถิติแห่งชาติ
พระนครศรีอยุธยา,หญิง,ไตรมาสที่ 3,1923,2567,26225,,คน,ต่ำกว่าประถมศึกษา,สำนักงานสถิติแห่งชาติ
พระนครศรีอยุธยา,หญิง,ไตรมาสที่ 3,1924,2567,25633,,คน,ประถมศึกษา,สำนักงานสถิติแห่งชาติ
พระนครศรีอยุธยา,หญิง,ไตรมาสที่ 3,1925,2567,44759,,คน,มัธยมศึกษาตอนต้น,สำนักงานสถิติแห่งชาติ
พระนครศรีอยุธยา,หญิง,ไตรมาสที่ 3,1926,2567,61337,,คน,มัธยมศึกษาตอนปลาย,สำนักงานสถิติแห่งชาติ
พระนครศรีอยุธยา,หญิง,ไตรมาสที่ 3,1927,2567,46250,,คน,สายสามัญ,สำนักงานสถิติแห่งชาติ
พระนครศรีอยุธยา,หญิง,ไตรมาสที่ 3,1928,2567,15087,,คน,สายอาชีวศึกษา,สำนักงานสถิติแห่งชาติ
พระนครศรีอยุธยา,หญิง,ไตรมาสที่ 3,1929,2567,0,ศูนย์ยกกำลังดับเบิลยู หมายถึง ข้อมูลจากการสำรวจตัวอย่างมีค่าเป็น 0,คน,สายวิชาการศึกษา,สำนักงานสถิติแห่งชาติ
พระนครศรีอยุธยา,หญิง,ไตรมาสที่ 3,1930,2567,78099,,คน,อุดมศึกษา,สำนักงานสถิติแห่งชาติ
พระนครศรีอยุธยา,หญิง,ไตรมาสที่ 3,1931,2567,47722,,คน,สายวิชาการ,สำนักงานสถิติแห่งชาติ
พระนครศรีอยุธยา,หญิง,ไตรมาสที่ 3,1932,2567,23949,,คน,สายวิชาชีพ,สำนักงานสถิติแห่งชาติ
พระนครศรีอยุธยา,หญิง,ไตรมาสที่ 3,1933,2567,6429,,คน,สายวิชาการศึกษา,สำนักงานสถิติแห่งชาติ
