FROAD,FID,DISPFACREG,FAMPNAME,FPROVNAME,ONAME,FMOO,_id,FNAME,OBJECT,STATUS,Last_update,LNG,FADDR,LAT,FSOI,FTUMNAME
ดอนจั่น-น้ำพุร้อน,10500100125407,3-64(4)-1/40ชม,สันกำแพง,เชียงใหม่,บริษัท เชอวาล เทคโนโลยี่ จำกัด,10,1,บริษัท เชอวาล เทคโนโลยี่ จำกัด,ผลิตตู้โลหะสำหรับใช้ในงาน อิเล็คโทรนิคและโทรคมนาคม,ดำเนินกิจการ,2023-04-18T21:00:05,99.149661,121/4,18.716932,NULL,แช่ช้าง
-,20500000225412,จ3-14-2/41ชม,สันทราย,เชียงใหม่,ห้างหุ้นส่วนจำกัด โรงน้ำแข็งแม่โจ้,5,2,ห้างหุ้นส่วนจำกัด โรงน้ำแข็งแม่โจ้,ทำน้ำแข็งก้อนเล็ก,ดำเนินกิจการ,2023-04-18T21:00:05,99.01265,286,18.88832,-,หนองหาร
NULL,20570001125416,จ3-95(1)-11/41ชร,แม่จัน,เชียงราย,นายประเสริฐ โคนทรงแสน,4,3,อู่พรยานยนต์,ซ่อมรถยนต์,ดำเนินกิจการ,2023-04-18T21:00:05,99.93723,29,20.21347,NULL,จันจว้าใต้
ทางหลวงจังหวัด 1174,10570000225383,3-38(1)-2/38ชร,เชียงของ,เชียงราย,บริษัท สยาม นอร์ทเทอร์น เปเปอร์ จำกัด,1,4,บริษัท สยาม นอร์ทเทอร์น เปเปอร์ จำกัด,ผลิตกระดาษสา ได้ปีละ 240 ตัน,ดำเนินกิจการ,2023-04-18T21:00:05,100.27423,2,20.02534,NULL,ห้วยซ้อ
NULL,20570100125382,จ3-34(1)-1/38ชร,พาน,เชียงราย,ห้างหุ้นส่วนจำกัด เชียงรายวิวัฒน์ค้าไม้,1,5,ห้างหุ้นส่วนจำกัด เชียงรายวิวัฒน์ค้าไม้,ประดิษฐกรรม ทำไส - ซอย เซาะร่องรางลิ้นไม้แปรรูป,ดำเนินกิจการ,2023-04-18T21:00:05,99.74481,-,19.55347,NULL,เมืองพาน
พหลโยธิน,520000125382,ศ3-37-1/38ลป,เมืองลำปาง,ลำปาง,กรมราชทัณฑ์,NULL,6,โรงงานฝึกวิชาชีพเรือนจำกลางลำปาง,ทำโต๊ะ เก้าอี้ ตู้เสื้อผ้า ชั้นวางของต่าง ๆ และเฟอร์นิเจอร์เครื่องเรือนต่าง ๆ,ดำเนินกิจการ,2023-04-18T21:00:05,99.50728,100,18.28934,NULL,หัวเวียง
เชียงใหม่-ลำปาง,20510000425367,จ3-58(1)-4/36ลพ,เมืองลำพูน,ลำพูน,บริษัท เอสซีจีแลนด์สเคป จำกัด,4,7,บริษัท เอสซีจีแลนด์สเคป จำกัด,ผลิตภัณฑ์คอนกรีตบล๊อคสำหรับปูถนนและก่อผนัง ท่อคอนกรีตเสริมเห,ดำเนินกิจการ,2023-04-18T21:00:05,99.07697,240,18.53312,NULL,ศรีบัวบาน
อ้อมเมืองป่าซาง,20510000125363,จ3-32(1)-1/36ลพ,เมืองลำพูน,ลำพูน,บริษัท ธนูลักษณ์ จำกัด (มหาชน),5 3,8,บริษัท ธนูลักษณ์ จำกัด (มหาชน),ผลิตผลิตภัณฑ์จากหนังสัตว์และหนังเทียม,ดำเนินกิจการ,2023-04-18T21:00:05,99.02228,99/3,18.54276,NULL,ป่าสัก
ดอยติ-ป่าซาง,510000125334,ศ3-8(1)-1/33ลพ,เมืองลำพูน,ลำพูน,บริษัท ทรอปิคคอลพรีเมียร์ฟูดส์ จำกัด,11,9,บริษัท ทรอปิคคอลพรีเมียร์ฟูดส์ จำกัด,ทำน้ำมะเขือเทศเข้มข้น ผักผลไม้กระป๋อง เช่น ข้าวโพด เห็ด ลิ้นจี่ ลำใยกระป๋อง,ดำเนินกิจการ,2023-04-18T21:00:05,99.00911,1/3,18.51679,-,ป่าสัก
ลำปาง - เชียงใหม่,10510000125332,3-28(1)-1/33ลพ,เมืองลำพูน,ลำพูน,บริษัท ไทยสปอร์ตการ์เมนต์ จำกัด,  6,10,บริษัท ไทยสปอร์ตการ์เมนต์ จำกัด,ตัดเย็บเสื้อผ้าสำเร็จรูป (จำนวนจักรเย็บผ้า 85 เครื่อง),ดำเนินกิจการ,2023-04-18T21:00:05,99.043775,77/1,18.581099,NULL,บ้านกลาง
เชียงใหม่ - ลำพูน,510100125333,ศ3-92-1/33ลพ,เมืองลำพูน,ลำพูน,บริษัท นิ่มซี่เส็งห้องเย็น จำกัด,11,11,บริษัท นิ่มซี่เส็งห้องเย็น จำกัด,ทำห้องเย็น,ดำเนินกิจการ,2023-04-18T21:00:05,99.04186,99,18.64021,-,อุโมงค์
ลำพูน-ดอยติ,20510000925333,จ3-58(1)-9/33ลพ,เมืองลำพูน,ลำพูน,บริษัท ร่มโพธิ์โปรดักส์ จำกัด,4,12,บริษัท ร่มโพธิ์โปรดักส์ จำกัด,ผลิตวัสดุก่อสร้างและผลิตภัณฑ์คอนกรีต,ดำเนินกิจการ,2023-04-18T21:00:05,99.045565,167-171,18.552554,NULL,ป่าสัก
NULL,10510000225348,3-3(1)-2/34ลพ,บ้านโฮ่ง,ลำพูน,บริษัท ศิลาสามยอด จำกัด,2,13,บริษัท ศิลาสามยอด จำกัด,โม่ บด ย่อยหิน,ดำเนินกิจการ,2023-04-18T21:00:05,98.82854,231,18.21693,NULL,ป่าพลู
เชียงใหม่-ลำพูน,20510000225338,จ3-95(1)-2/33ลพ,เมืองลำพูน,ลำพูน,บริษัท โตโยต้าเชียงใหม่ จำกัด,1,14,บริษัท โตโยต้าเชียงใหม่ จำกัด,ซ่อมรถยนต์,ดำเนินกิจการ,2023-04-18T21:00:05,99.02774,99/1,18.61356,NULL,เหมืองง่า
ป่าซาง-ลำพูน,20510100325368,จ3-58(1)-3/36ลพ,เมืองลำพูน,ลำพูน,บริษัท นครหลวงคอนกรีต จำกัด,4,15,หน่วยผลิตคอนกรีตลำพูน 2,ผลิตคอนกรีตผสมเสร็จ,ดำเนินกิจการ,2023-04-18T21:00:05,99.038181,242,18.552761,NULL,ป่าสัก
ลำปาง-เชียงใหม่,520100125373,ศ3-37-1/37ลป,ห้างฉัตร,ลำปาง,กรมราชทัณฑ์ กระทรวงยุติธรรม,2,16,ทัณฑสถานบำบัดพิเศษลำปาง,ทำเครื่องเรือนและเครื่องใช้จากไม้,ดำเนินกิจการ,2023-04-18T21:00:05,99.41728,234,18.30188,NULL,ปงยางคก
สายลำปาง-แจ้ห่ม,20520000425358,จ3-55-4/35ลป,เมืองลำปาง,ลำปาง,บริษัท ลำปางเกาลีนไมนิ่ง จำกัด,3,17,บริษัท ลำปางเกาลีนไมนิ่ง จำกัด,ล้างดินขาว,ดำเนินกิจการ,2023-04-18T21:00:05,99.54485,140,18.39334,NULL,ทุ่งฝาย
-,10510000125233,3-14-1/23ลพ,เมืองลำพูน,ลำพูน,บริษัท โรงน้ำแข็งลำพูน จำกัด,1,18,บริษัท โรงน้ำแข็งลำพูน จำกัด,ทำน้ำแข็งซอง และน้ำแข็งก้อนเล็ก,ดำเนินกิจการ,2023-04-18T21:00:05,98.98636,214,18.56111,-,ต้นธง
ซุปเปอร์ไฮเวย์เชียงใหม่-ลำปาง,20520000825367,จ3-55-8/36ลป,เมืองลำปาง,ลำปาง,ห้างหุ้นส่วนจำกัด มีลาภเซรามิค,11,19,ห้างหุ้นส่วนจำกัด มีลาภเซรามิค,ทำเครื่องเคลือบดินเผา,ดำเนินกิจการ,2023-04-18T21:00:05,99.44438,410,18.28797,NULL,ปงแสนทอง
ทิพย์วรรณ,10520100125348,3-64(13)-1/34ลป,เมืองลำปาง,ลำปาง,นายสันติ พงษ์มารุทัย,NULL,20,พงษ์ไพบูลย์,กลึงเชื่อมโลหะ,ดำเนินกิจการ,2023-04-18T21:00:05,99.49978,119,18.28824,NULL,หัวเวียง
NULL,10510000125381,3-3(1)-1/38ลพ,ลี้,ลำพูน,บริษัท ลานนา ดาตา กรุ๊ป จำกัด,8,21,บริษัท ลานนา ดาตา กรุ๊ป จำกัด,"โม่ ย่อยหิน กำลังการผลิต 60,000 ลูกบาศก์เมตร/ปี",ดำเนินกิจการ,2023-04-18T21:00:05,98.95986,ป่าแม่ตืนและป่าแม่แนต,17.92246,NULL,ป่าไผ่
ทางหลวงหมายเลข 11-106,10510200125322,3-58(1)-1/32ลพ,เมืองลำพูน,ลำพูน,นางติรวัฒนา คุ้มวงศ์ดี,1,22,ติรวัฒนา,ทำเสาคอนกรีตอัดแรง,ดำเนินกิจการ,2023-04-18T21:00:05,99.00508,266,18.61857,NULL,เหมืองง่า
พหลโยธิน,10520000125265,3-55-1/26ลป,เมืองลำปาง,ลำปาง,บริษัท ลำปาง ศิลปนคร จำกัด,6,23,บริษัท ลำปาง ศิลปนคร จำกัด,ผลิตเครื่องเคลือบดินเผา,ดำเนินกิจการ,2023-04-18T21:00:05,99.45985,165,18.25713,NULL,ชมพู
ปงแสนทอง,20520200125360,จ3-55-1/36ลป,เมืองลำปาง,ลำปาง,บริษัท ซิกม่า เซรามิค จำกัด,4,24,บริษัท ซิกม่า เซรามิค จำกัด,ทำเครื่องเคลือบดินเผา,ดำเนินกิจการ,2023-04-18T21:00:05,99.428626,154/2,18.261668,NULL,ปงแสนทอง
ลำปาง-แจ้ห่ม,20520000325368,จ3-55-3/36ลป,เมืองลำปาง,ลำปาง,บริษัท ภัทรารัตน์ เคลย์ แอนด์ มิเนอรัล (1992)จำกัด,15,25,บริษัท ภัทรารัตน์ เคลย์ แอนด์ มิเนอรัล (1992) จำกัด,ล้างดินขาว,ดำเนินกิจการ,2023-04-18T21:00:05,99.54365,80,18.39877,NULL,ทุ่งฝาย
ท่าลี่-ม่วงโตน,20510000525273,จ3-1-5/27ลพ,บ้านโฮ่ง,ลำพูน,บริษัท สหใบยาสูบไทย จำกัด,12,26,สถานีบ่มใบยาทุ่งโป่ง,บ่มใบยาสูบ,ดำเนินกิจการ,2023-04-18T21:00:05,98.81503,2,18.34142,NULL,เหล่ายาว
ลำพูน-ลี้,10510000125324,3-2(1)-1/32ลพ,ป่าซาง,ลำพูน,บริษัท คิงส์ฟู้ด เอ็นเทอไพรซ จำกัด,5,27,บริษัท คิงส์ฟู้ด เอ็นเทอไพรซ จำกัด,อบพืชหรือเมล็ดพืช,ดำเนินกิจการ,2023-04-18T21:00:05,98.88046,179,18.43059,บ้านโปร่งรู,นครเจดีย์
พหลโยธิน,10520000125356,3-2(9)-1/35ลป,เมืองลำปาง,ลำปาง,บริษัท ไทยแชลแลค (1980) จำกัด,10,28,บริษัท ไทยแชลแลค (1980) จำกัด,ผลิตครั่งเม็ด,ดำเนินกิจการ,2023-04-18T21:00:05,99.44395,220,18.24146,NULL,ชมพู
นครสวรรค์-เชียงราย,10520000425228,3-9(2)-4/22ลป,เมืองลำปาง,ลำปาง,ห้างหุ้นส่วนจำกัด โรงงานแป้งเจียมสุทธภักติลำปาง,9,29,ห้างหุ้นส่วนจำกัด โรงงานแป้งเจียมสุทธิภักติลำปาง,ทำแป้งข้าวเหนียวและแป้งข้าวจ้าว,ดำเนินกิจการ,2023-04-18T21:00:05,99.55455,22/2,18.34995,-,พิชัย
NULL,10520000225347,3-55-2/34ลป,เมืองลำปาง,ลำปาง,นางสาวศุภวรรณ ทองคำดี,3,30,NULL,ผลิตเครื่องเคลือบดินเผา,ดำเนินกิจการ,2023-04-18T21:00:05,99.41798,416,18.23231,NULL,ปงแสนทอง
NULL,10520000325337,3-55-3/33ลป,เมืองลำปาง,ลำปาง,บริษัท มีศิลป์ เซรามิค จำกัด,8,31,บริษัท มีศิลป์ เซรามิค จำกัด,ผลิตเครื่องเคลือบดินเผา,ดำเนินกิจการ,2023-04-18T21:00:05,99.4583,418,18.28008,NULL,ปงแสนทอง
NULL,10520000125349,3-55-1/34ลป,เมืองลำปาง,ลำปาง,นายพิชัย ผัสสะผล,4,32,พิชัยเจริญ,ผลิตเครื่องเคลือบดินเผา เช่น ลูกกรง,ดำเนินกิจการ,2023-04-18T21:00:05,99.44461,101,18.3117,NULL,บ่อแฮ้ว
ลำปาง-เชียงใหม่,20520000125362,จ3-34(1)-1/36ลป,เมืองลำปาง,ลำปาง,ห้างหุ้นส่วนสามัญนิติบคคล ลำปางผลิตภัณฑ์,6,33,ห้างหุ้นส่วนสามัญนิติบคคล ลำปางผลิตภัณฑ์,ไสไม้และซอยไม้,ดำเนินกิจการ,2023-04-18T21:00:05,99.42317,247,18.29301,NULL,ปงแสนทอง
ปงแสนทอง,10520000425350,3-2(9)-4/35ลป,เมืองลำปาง,ลำปาง,บริษัท นอร์ทเทอร์น สยาม ซีด แลค จำกัด,2,34,บริษัท นอร์ทเทอร์น สยาม ซีด แลค จำกัด,ผลิตครั่งเม็ด,ดำเนินกิจการ,2023-04-18T21:00:05,99.4483,342,18.2579,NULL,ปงแสนทอง
พหลโยธิน,10520000325352,3-2(9)-3/35ลป,เมืองลำปาง,ลำปาง,บริษัท ครีเอเซียมิลล์ จำกัด,10,35,โรงงานครั่งบริษัท ครีเอเซียมิลล์ จำกัด,ผลิตครั่งเม็ด,ดำเนินกิจการ,2023-04-18T21:00:05,99.44237,284,18.24736,NULL,ชมพู
ศรีปงชัย,10520000125364,3-2(9)-1/36ลป,เมืองลำปาง,ลำปาง,ห้างหุ้นส่วนจำกัด บางกอกครั่ง,10,36,ห้างหุ้นส่วนจำกัด บางกอกครั่ง,ผลิตครั่งเม็ด,ดำเนินกิจการ,2023-04-18T21:00:05,99.46332,2,18.26812,NULL,ชมพู
ซุปเปอร์ไฮเวย์,10520002225352,3-55-22/35ลป,เมืองลำปาง,ลำปาง,นายคณาวิศว์ สินวรรณกุล,7,37,โรงถ้วยเอเซีย,ผลิตเครื่องเคลือบดินเผา เช่น ถ้วย ชาม,ดำเนินกิจการ,2023-04-18T21:00:05,99.43192,222,18.23278,NULL,ชมพู
ลำปาง-เชียงใหม่,20520100125361,จ3-48(7)-1/36ลป,เมืองลำปาง,ลำปาง,นางสาวภัศศร ศรีวิชัย,8,38,สถาพรชัย,ผลิตผงธูป,ดำเนินกิจการ,2023-04-18T21:00:05,99.45578,197,18.27641,NULL,ปงแสนทอง
พหลโยธิน,20520400125368,จ3-95(1)-1/36ลป,เมืองลำปาง,ลำปาง,บริษัท โตโยต้าลำปาง จำกัด,NULL,39,บริษัท โตโยต้าลำปาง จำกัด,ซ่อมรถยนต์และเคาะพ่นสีรถยนต์,ดำเนินกิจการ,2023-04-18T21:00:05,99.4819,138/1,18.27968,NULL,สบตุ๋ย
NULL,20520001825366,จ3-55-18/36ลป,เมืองลำปาง,ลำปาง,บริษัท กิ่วลม จำกัด,3,40,บริษัท กิ่วลม จำกัด,ล้างดินขาว,ดำเนินกิจการ,2023-04-18T21:00:05,99.55271,93/2,18.38465,NULL,ทุ่งฝาย
NULL,20540200125376,จ3-14-1/37พร,เด่นชัย,แพร่,บริษัท หน่ำฮัยหลี จำกัด,4,41,NULL,ทำน้ำแข็งก้อนเล็กได้ 70 ตัน/วัน,ดำเนินกิจการ,2023-04-18T21:00:05,100.028066039085,76,17.9937235442624,NULL,เด่นชัย
เชียงใหม่-ลำปาง,20500000125372,จ3-2(5)-1/37ชม,สารภี,เชียงใหม่,บริษัท เชียงใหม่ เบเวอเรช จำกัด,5,42,บริษัท เชียงใหม่ เบเวอเรช จำกัด,ผลิตข้าวมอลท์เก็บในไซโล,หยุดชั่วคราว,2023-04-18T21:00:05,99.04727,33,18.70338,-,ยางเนิ้ง
ลำพูน-ดอยติ,10510100125356,3-84(1)-1/35ลพ,เมืองลำพูน,ลำพูน,บริษัท ฟิชเอ็นเทอร์ไพร็ซส์ (ไทยแลนด์) จำกัด,5,43,บริษัท ฟิชเอ็นเทอร์ไพร็ซส์ (ไทยแลนด์) จำกัด,ทำเครื่องประดับ,ดำเนินกิจการ,2023-04-18T21:00:05,99.033496,93,18.558552,3,เวียงยอง
สายเลียบเมืองป่าซาง (116),510100125358,ศ3-8(1)-1/35ลพ,เมืองลำพูน,ลำพูน,บริษัท ไทยอกริกฟู้ดส์ จำกัด (มหาชน),4,44,บริษัท ไทยอกริฟู้ดส์ จำกัด (มหาชน),ทำผัก ผลไม้บรรจุกระป๋อง,ดำเนินกิจการ,2023-04-18T21:00:05,98.95701,16/5,18.47058,NULL,เหมืองจี้
-,510200125357,ศ3-14-1/35ลพ,เมืองลำพูน,ลำพูน,ห้างหุ้นส่วนจำกัด โรงน้ำแข็งหลอดป่าเห็ว,5,45,ห้างหุ้นส่วนจำกัด โรงน้ำแข็งหลอดป่าเห็ว,ทำน้ำแข็งก้อนเล็ก,ดำเนินกิจการ,2023-04-18T21:00:05,99.04116,346,18.65342,-,อุโมงค์
ซุปเปอร์ไฮเวย์ลำปาง-เชียงใหม่,10510000125217,3-15(2)-1/21ลพ,เมืองลำพูน,ลำพูน,บริษัท ซีพีเอฟ (ประเทศไทย) จำกัด (มหาชน),5,46,บริษัท ซีพีเอฟ (ประะทศไทย) จำกัด (มหาชน),ผลิตอาหารสัตว์,ดำเนินกิจการ,2023-04-18T21:00:05,99.045597,89,18.559117,NULL,เวียงยอง
เชียงใหม่-ลำปาง,20510000425375,จ3-58(1)-4/37ลพ,เมืองลำพูน,ลำพูน,บริษัท ลำพูนพัฒนา จำกัด,8,47,บริษัท ลำพูนพัฒนา จำกัด,ทำคอนกรีตผสมเสร็จ และผลิตภัณฑ์คอนกรีต,ดำเนินกิจการ,2023-04-18T21:00:05,99.05294,227,18.65023,NULL,อุโมงค์
ไฮเวย์ลำปาง-เชียงใหม่,10520000125216,3-20(2)-1/21ลป,เมืองลำปาง,ลำปาง,บริษัท ไทยน้ำทิพย์ คอร์ปอเรชั่น จำกัด,1,48,บริษัท ไทยน้ำทิพย์ คอร์ปอเรชั่น จำกัด,ทำน้ำอัดลม และทำขวดพลาสติก,ดำเนินกิจการ,2023-04-18T21:00:05,99.45482,76,18.27684,-,ปงแสนทอง
พหลโยธิน,10520000125174,3-13(2)-1/17ลป,เมืองลำปาง,ลำปาง,นายธนยศ นครังกุล,NULL,49,โรงงานแบะแซแป้งย่งเฮง,ทำแบะแซ,ดำเนินกิจการ,2023-04-18T21:00:05,99.47281,41,18.27291,NULL,ชมพู
สามแยกเหมืองง่า,10510000125308,3-64(9)-1/30ลพ,เมืองลำพูน,ลำพูน,นายประดิษฐ์ หาญสุขสินวัฒนา,2,50,เหมืองง่าโลหะ,กลึงน๊อตและบุ๊ช ทำโครงเหล็กหลังคารถยนต์,ดำเนินกิจการ,2023-04-18T21:00:05,99.02855,61/1,18.61112,NULL,เหมืองง่า
ซุปเปอร์ไฮเวย์เชียงใหม่-ลำปาง,10510000125134,3-51-1/13ลพ,เมืองลำพูน,ลำพูน,บริษัท สหสายเหนือหล่อยาง จำกัด,2,51,บริษัท สหสายเหนือหล่อยาง จำกัด,หล่อดอกยางรถยนต์,ดำเนินกิจการ,2023-04-18T21:00:05,99.04627,56-59,18.55724,NULL,ป่าสัก
ลำปาง-เชียงใหม่,10510100125323,3-28(1)-1/32ลพ,เมืองลำพูน,ลำพูน,บริษัท ประชาอาภรณ์ จำกัด (มหาชน),6,52,บริษัท ประชาอาภรณ์ จำกัด (มหาชน),ตัดเย็บเสื้อผ้าสำเร็จรูป,ดำเนินกิจการ,2023-04-18T21:00:05,99.04262,77,18.58192,NULL,บ้านกลาง
สายลำพูน-ดอยติ,10510100125224,3-34(3)-1/22ลพ,เมืองลำพูน,ลำพูน,บริษัท แบมบูพลายวู้ดลำพูน จำกัด,5,53,บริษัท แบมบูพลายวู้ดลำพูน จำกัด,ทำไม้ไผ่อัด,ดำเนินกิจการ,2023-04-18T21:00:05,99.01405,91,18.55724,NULL,เวียงยอง
เชียงใหม่-ลำปาง,10510000125282,3-58(1)-1/28ลพ,เมืองลำพูน,ลำพูน,บริษัท แอล.พี.ซี.อินดัสเทรียล จำกัด,8,54,บริษัท แอล.พี.ซี.อินดัสเทรียล จำกัด,ทำผลิตภัณฑ์คอนกรีต เช่น เสาคอนกรีต เสาไฟฟ้า พื้นและคานคอนกรีต,ดำเนินกิจการ,2023-04-18T21:00:05,99.04636,227,18.65117,NULL,อุโมงค์
NULL,20520000725377,จ3-36(1)-7/37ลป,แม่ทะ,ลำปาง,บริษัท เฟิร์ส วู้ดเด้นโพรดักส์ จำกัด,2,55,บริษัท เฟิรส์ วู้ดเด้นโพรดักส์ จำกัด,ทำเครื่องเรือนเครื่องใช้จากไม้,ดำเนินกิจการ,2023-04-18T21:00:05,99.5389,NULL,18.16381,NULL,แม่ทะ
NULL,20510000225353,จ3-36(1)-2/35ลพ,เมืองลำพูน,ลำพูน,นายพินิจ ชมภูธง,4,56,NULL,ทำภาชนะบรรจุหรือเครื่องใช้จากไม้,ดำเนินกิจการ,2023-04-18T21:00:05,98.95541,88,18.52273,NULL,บ้านแป้น
ริมปิง,20510100125388,จ3-55-1/38ลพ,เมืองลำพูน,ลำพูน,ห้างหุ้นส่วนจำกัดชวนหลง เซรามิค,10,57,ห้างหุ้นส่วนจำกัดชวนหลง เซรามิค,ผลิตเครื่องเคลือบดินเผา,ดำเนินกิจการ,2023-04-18T21:00:05,98.98415,10,18.60522,NULL,ริมปิง
NULL,10520000325287,3-36(1)-3/28ลป,ห้างฉัตร,ลำปาง,นางจำเนียร วงศ์สุวรรณ,1,58,NULL,ทำเครื่องใช้ในครัวเรือนจากไม้,ดำเนินกิจการ,2023-04-18T21:00:05,99.39044,34,18.28891,NULL,ปงยางคก
ลำพูน-ป่าซาง,510000125359,ศ3-7(1)-1/35ลพ,เมืองลำพูน,ลำพูน,บริษัท กสิสุรีย์ จำกัด,6,59,บริษัท กสิสุรีย์ จำกัด,สกัดน้ำมันพืช,ดำเนินกิจการ,2023-04-18T21:00:05,98.9992171798182,55/1,18.5079343144733,-,หนองหนาม
พิษณุโลก-เด่นชัย,10530000225346,3-95(1)-2/34อต,เมืองอุตรดิตถ์,อุตรดิตถ์,บริษัท มิตซู อุตรดิตถ์ จำกัด,5,60,บริษัท มิตซู อุตรดิตถ์ จำกัด,ซ่อมรถยนต์,ดำเนินกิจการ,2023-04-18T21:00:05,100.12496,159,17.60096,NULL,ป่าเซ่า
ดงสระแก้ว,10530000125348,3-59-1/34อต,เมืองอุตรดิตถ์,อุตรดิตถ์,นายผวน ศรีโยยอด,8,61,NULL,หลอมหล่อเหล็ก เช่น อะหลั่ยเครื่องสีข้าว,หยุดชั่วคราว,2023-04-18T21:00:05,100.09835,6,17.52269,NULL,วังกะพี้
NULL,520000125374,ศ3-10(3)-1/37ลป,ห้างฉัตร,ลำปาง,บริษัท เฟเวอริท ฟู้ด อินดัสเทรียล จำกัด,5,62,บริษัท เฟเวอริท ฟู้ด อินดัสเทรียล จำกัด,ทำเส้นก๋วยเตี๋ยวและแผ่นก๋วยเตี๋ยว,ดำเนินกิจการ,2023-04-18T21:00:05,99.32317,193,18.35135,NULL,เวียงตาล
พหลโยธิน,10520000225222,3-14-2/22ลป,เมืองลำปาง,ลำปาง,ห้างหุ้นส่วนจำกัด พี แอนด์ พี พีรพัทธ์,2,63,ห้างหุ้นส่วนจำกัด พี แอนด์ พี พีรพัทธ์,ทำน้ำแข็ง ได้วันละ 757 ซอง,ดำเนินกิจการ,2023-04-18T21:00:05,99.52851,165/1,18.31793,NULL,พิชัย
พระเจ้าทันใจ,10520100225213,3-56-2/21ลป,เมืองลำปาง,ลำปาง,บริษัท กระเบื้องดินเผาลำปาง-ไทย จำกัด,3,64,บริษัท กระเบื้องดินเผาลำปาง-ไทย จำกัด,ทำอิฐทนไฟ กระเบื้องประดับและถ้วยชามเคลือบ,ดำเนินกิจการ,2023-04-18T21:00:05,99.48875,453,18.32486,NULL,ต้นธงชัย
พระเจ้าทันใจ,10520000125182,3-55-1/18ลป,เมืองลำปาง,ลำปาง,นายนิทัศน์ กิตติโรจนา,3,65,กิตติโรจน์ เซรามิคส์,ทำผลิตภัณฑ์เครื่องเคลือบดินเผา,ดำเนินกิจการ,2023-04-18T21:00:05,99.49543,5/1,18.3099,NULL,ต้นธงชัย
นาก่วม-เก๊าจาว,10520000525290,3-55-5/29ลป,เมืองลำปาง,ลำปาง,บริษัท แสงอรุณเซรามิคส์ จำกัด,1,66,บริษัท แสงอรุณเซรามิคส์ จำกัด,ทำผลิตภัณฑ์เครื่องเคลือบดินเผา,ดำเนินกิจการ,2023-04-18T21:00:05,99.46815,115/1,18.27801,นาก่วม 3,ชมพู
พระเจ้าทันใจ,10520000525159,3-55-5/15ลป,เมืองลำปาง,ลำปาง,บริษัท ไทยเจริญเซรามิค จำกัด,3,67,บริษัท ไทยเจริญเซรามิค จำกัด,ทำเครื่องปั้นดินเผา,ดำเนินกิจการ,2023-04-18T21:00:05,99.49559,5,18.30953,NULL,ต้นธงชัย
พิษณุโลก-เด่นชัย,10530000125355,3-63(2)-1/35อต,เมืองอุตรดิตถ์,อุตรดิตถ์,ห้างหุ้นส่วนจำกัด ศิลปยนต์การ (อุตรดิตถ์),8,68,ห้างหุ้นส่วนจำกัด ศิลปยนต์การ (อุตรดิตถ์),ทำประตู-หน้าต่างเหล็ก ตัด พับ ม้วนโลหะ ซ่อมเครื่องยนต์ ซ่อมและประกอบเครื่องจักรสำหรับใช้ในการกสิกรรม,ดำเนินกิจการ,2023-04-18T21:00:05,100.11738,139/1,17.60855,NULL,ป่าเซ่า
พหลโยธิน,10520000125208,3-95(1)-1/20ลป,เมืองลำปาง,ลำปาง,นายนิรันดร์ หาญคีรีรัตน์,NULL,69,อู่หาญนิรันดร์,ซ่อมรถยนต์ กลึงและเชื่อมโลหะ,ดำเนินกิจการ,2023-04-18T21:00:05,99.49475,164/1,18.28448,NULL,สวนดอก
ลำปาง-เชียงใหม่,10520100125157,3-36(3)-1/15ลป,เมืองลำปาง,ลำปาง,บริษัท ไซแอมวู๊ดเด้นแวร์ จำกัด,8,70,บริษัท ไซแอมวู๊ดเด้นแวร์ จำกัด,กลึง แกะสลัก  และทำเครื่องเรือนจากไม้,ดำเนินกิจการ,2023-04-18T21:00:05,99.46351,304,18.27087,NULL,ปงแสนทอง
นาก่วมเหนือ,10520200125156,3-55-1/15ลป,เมืองลำปาง,ลำปาง,บริษัท แสงอรุณเซรามิค จำกัด,NULL,71,บริษัท แสงอรุณเซรามิค จำกัด,ทำผลิตภัณฑ์เครื่องเคลือบดินเผา,ดำเนินกิจการ,2023-04-18T21:00:05,99.46829,29,18.27829,NULL,ชมพู
พหลโยธิน,20520100325375,จ3-55-3/37ลป,เมืองลำปาง,ลำปาง,บริษัท ชวาลทิพย์ แฮนดี้คราฟ จำกัด,NULL,72,บริษัท ชวาลทิพย์ แฮนดี้คราฟ จำกัด,ผลิตเครื่องเคลือบดินเผา,ดำเนินกิจการ,2023-04-18T21:00:05,99.47099,82,18.27313,NULL,ชมพู
NULL,520100125357,ศ3-14-1/35ลป,เมืองลำปาง,ลำปาง,บริษัท ลำปางสมนึกบริการ จำกัด,10,73,บริษัท ลำปางสมนึกบริการ จำกัด,ทำน้ำแข็งซอง ได้วันละ 755 ซอง,ดำเนินกิจการ,2023-04-18T21:00:05,99.44755,NULL,18.24393,NULL,ชมพู
พหลโยธิน,520200125349,ศ3-10(3)-1/34ลป,เมืองลำปาง,ลำปาง,ห้างหุ้นส่วนจำกัด ยิ่มฮวดอุตสาหกรรม,11,74,ห้างหุ้นส่วนจำกัด ยิ่มฮวดอุตสาหกรรม,ทำวุ้นเส้น,ดำเนินกิจการ,2023-04-18T21:00:05,99.42408,239,18.22616,-,ชมพู
