﻿year,work_status,quarter,_id,region,value,unit,source
2561,การรวมกลุ่ม,ไตรมาสที่ 2,243,ภาคเหนือ,4.01,พันคน,สำนักงานสถิติแห่งชาติ
2561,นายจ้าง,ไตรมาสที่ 2,244,ภาคตะวันออกเฉียงเหนือ,113.52,พันคน,สำนักงานสถิติแห่งชาติ
2561,ลูกจ้างรัฐบาล,ไตรมาสที่ 2,245,ภาคตะวันออกเฉียงเหนือ,949.19,พันคน,สำนักงานสถิติแห่งชาติ
2561,ลูกจ้างเอกชน,ไตรมาสที่ 2,246,ภาคตะวันออกเฉียงเหนือ,2045.19,พันคน,สำนักงานสถิติแห่งชาติ
2561,ทำงานส่วนตัว,ไตรมาสที่ 2,247,ภาคตะวันออกเฉียงเหนือ,4039.4,พันคน,สำนักงานสถิติแห่งชาติ
2561,ช่วยธุรกิจครอบครัว,ไตรมาสที่ 2,248,ภาคตะวันออกเฉียงเหนือ,2372.62,พันคน,สำนักงานสถิติแห่งชาติ
2561,การรวมกลุ่ม,ไตรมาสที่ 2,249,ภาคตะวันออกเฉียงเหนือ,30.65,พันคน,สำนักงานสถิติแห่งชาติ
2561,นายจ้าง,ไตรมาสที่ 2,250,ภาคใต้,199.16,พันคน,สำนักงานสถิติแห่งชาติ
2561,ลูกจ้างรัฐบาล,ไตรมาสที่ 2,251,ภาคใต้,486.33,พันคน,สำนักงานสถิติแห่งชาติ
2561,ลูกจ้างเอกชน,ไตรมาสที่ 2,252,ภาคใต้,1866.7,พันคน,สำนักงานสถิติแห่งชาติ
2561,ทำงานส่วนตัว,ไตรมาสที่ 2,253,ภาคใต้,1744.74,พันคน,สำนักงานสถิติแห่งชาติ
2561,ช่วยธุรกิจครอบครัว,ไตรมาสที่ 2,254,ภาคใต้,809.38,พันคน,สำนักงานสถิติแห่งชาติ
2561,การรวมกลุ่ม,ไตรมาสที่ 2,255,ภาคใต้,8.82,พันคน,สำนักงานสถิติแห่งชาติ
2561,นายจ้าง,ไตรมาสที่ 3,256,กรุงเทพมหานคร,288.13,พันคน,สำนักงานสถิติแห่งชาติ
2561,ลูกจ้างรัฐบาล,ไตรมาสที่ 3,257,กรุงเทพมหานคร,476.06,พันคน,สำนักงานสถิติแห่งชาติ
2561,ลูกจ้างเอกชน,ไตรมาสที่ 3,258,กรุงเทพมหานคร,3088.4,พันคน,สำนักงานสถิติแห่งชาติ
2561,ทำงานส่วนตัว,ไตรมาสที่ 3,259,กรุงเทพมหานคร,1079.66,พันคน,สำนักงานสถิติแห่งชาติ
2561,ช่วยธุรกิจครอบครัว,ไตรมาสที่ 3,260,กรุงเทพมหานคร,338.73,พันคน,สำนักงานสถิติแห่งชาติ
2561,การรวมกลุ่ม,ไตรมาสที่ 3,261,กรุงเทพมหานคร,0.0,พันคน,สำนักงานสถิติแห่งชาติ
2561,นายจ้าง,ไตรมาสที่ 3,262,ภาคกลาง,351.33,พันคน,สำนักงานสถิติแห่งชาติ
2561,ลูกจ้างรัฐบาล,ไตรมาสที่ 3,263,ภาคกลาง,963.51,พันคน,สำนักงานสถิติแห่งชาติ
2561,ลูกจ้างเอกชน,ไตรมาสที่ 3,264,ภาคกลาง,6019.66,พันคน,สำนักงานสถิติแห่งชาติ
2561,ทำงานส่วนตัว,ไตรมาสที่ 3,265,ภาคกลาง,2871.4,พันคน,สำนักงานสถิติแห่งชาติ
2561,ช่วยธุรกิจครอบครัว,ไตรมาสที่ 3,266,ภาคกลาง,1458.58,พันคน,สำนักงานสถิติแห่งชาติ
2561,การรวมกลุ่ม,ไตรมาสที่ 3,267,ภาคกลาง,5.82,พันคน,สำนักงานสถิติแห่งชาติ
2561,นายจ้าง,ไตรมาสที่ 3,268,ภาคเหนือ,120.33,พันคน,สำนักงานสถิติแห่งชาติ
2561,ลูกจ้างรัฐบาล,ไตรมาสที่ 3,269,ภาคเหนือ,656.17,พันคน,สำนักงานสถิติแห่งชาติ
2561,ลูกจ้างเอกชน,ไตรมาสที่ 3,270,ภาคเหนือ,1747.47,พันคน,สำนักงานสถิติแห่งชาติ
2561,ทำงานส่วนตัว,ไตรมาสที่ 3,271,ภาคเหนือ,2286.04,พันคน,สำนักงานสถิติแห่งชาติ
2561,ช่วยธุรกิจครอบครัว,ไตรมาสที่ 3,272,ภาคเหนือ,1491.78,พันคน,สำนักงานสถิติแห่งชาติ
2561,การรวมกลุ่ม,ไตรมาสที่ 3,273,ภาคเหนือ,2.82,พันคน,สำนักงานสถิติแห่งชาติ
2561,นายจ้าง,ไตรมาสที่ 3,274,ภาคตะวันออกเฉียงเหนือ,94.91,พันคน,สำนักงานสถิติแห่งชาติ
2561,ลูกจ้างรัฐบาล,ไตรมาสที่ 3,275,ภาคตะวันออกเฉียงเหนือ,913.23,พันคน,สำนักงานสถิติแห่งชาติ
2561,ลูกจ้างเอกชน,ไตรมาสที่ 3,276,ภาคตะวันออกเฉียงเหนือ,1920.9,พันคน,สำนักงานสถิติแห่งชาติ
2561,ทำงานส่วนตัว,ไตรมาสที่ 3,277,ภาคตะวันออกเฉียงเหนือ,4219.41,พันคน,สำนักงานสถิติแห่งชาติ
2561,ช่วยธุรกิจครอบครัว,ไตรมาสที่ 3,278,ภาคตะวันออกเฉียงเหนือ,2766.83,พันคน,สำนักงานสถิติแห่งชาติ
2561,การรวมกลุ่ม,ไตรมาสที่ 3,279,ภาคตะวันออกเฉียงเหนือ,24.98,พันคน,สำนักงานสถิติแห่งชาติ
2561,นายจ้าง,ไตรมาสที่ 3,280,ภาคใต้,174.45,พันคน,สำนักงานสถิติแห่งชาติ
2561,ลูกจ้างรัฐบาล,ไตรมาสที่ 3,281,ภาคใต้,480.37,พันคน,สำนักงานสถิติแห่งชาติ
2561,ลูกจ้างเอกชน,ไตรมาสที่ 3,282,ภาคใต้,1886.45,พันคน,สำนักงานสถิติแห่งชาติ
2561,ทำงานส่วนตัว,ไตรมาสที่ 3,283,ภาคใต้,1711.9,พันคน,สำนักงานสถิติแห่งชาติ
2561,ช่วยธุรกิจครอบครัว,ไตรมาสที่ 3,284,ภาคใต้,860.54,พันคน,สำนักงานสถิติแห่งชาติ
2561,การรวมกลุ่ม,ไตรมาสที่ 3,285,ภาคใต้,1.14,พันคน,สำนักงานสถิติแห่งชาติ
2561,นายจ้าง,ไตรมาสที่ 4,286,กรุงเทพมหานคร,237.61,พันคน,สำนักงานสถิติแห่งชาติ
2562,นายจ้าง,ไตรมาสที่ 1,287,ภาคกลาง,342.12,พันคน,สำนักงานสถิติแห่งชาติ
2568,3. ลูกจ้างเอกชน,ไตรมาสที่ 1/2568,288,7) เหนือ,1458.7,พันคน,สำนักงานสถิติแห่งชาติ
2568,4. ทำงานส่วนตัว,ไตรมาสที่ 1/2568,289,7) เหนือ,2567.1,พันคน,สำนักงานสถิติแห่งชาติ
2568,5. ช่วยธุรกิจครอบครัว,ไตรมาสที่ 1/2568,290,7) เหนือ,1188.7,พันคน,สำนักงานสถิติแห่งชาติ
2568,1. นายจ้าง,ไตรมาสที่ 2/2568,291,1) กรุงเทพมหานคร,187.4,พันคน,สำนักงานสถิติแห่งชาติ
2568,2. ลูกจ้างรัฐบาล,ไตรมาสที่ 2/2568,292,1) กรุงเทพมหานคร,510.3,พันคน,สำนักงานสถิติแห่งชาติ
2568,3. ลูกจ้างเอกชน,ไตรมาสที่ 2/2568,293,1) กรุงเทพมหานคร,3396.0,พันคน,สำนักงานสถิติแห่งชาติ
2568,4. ทำงานส่วนตัว,ไตรมาสที่ 2/2568,294,1) กรุงเทพมหานคร,1335.5,พันคน,สำนักงานสถิติแห่งชาติ
2568,5. ช่วยธุรกิจครอบครัว,ไตรมาสที่ 2/2568,295,1) กรุงเทพมหานคร,301.0,พันคน,สำนักงานสถิติแห่งชาติ
2568,1. นายจ้าง,ไตรมาสที่ 2/2568,296,2) กลาง,237.9,พันคน,สำนักงานสถิติแห่งชาติ
2568,2. ลูกจ้างรัฐบาล,ไตรมาสที่ 2/2568,297,2) กลาง,783.8,พันคน,สำนักงานสถิติแห่งชาติ
2568,3. ลูกจ้างเอกชน,ไตรมาสที่ 2/2568,298,2) กลาง,5307.1,พันคน,สำนักงานสถิติแห่งชาติ
2568,4. ทำงานส่วนตัว,ไตรมาสที่ 2/2568,299,2) กลาง,2239.0,พันคน,สำนักงานสถิติแห่งชาติ
2568,5. ช่วยธุรกิจครอบครัว,ไตรมาสที่ 2/2568,300,2) กลาง,921.9,พันคน,สำนักงานสถิติแห่งชาติ
2568,1. นายจ้าง,ไตรมาสที่ 2/2568,301,3) ใต้,209.8,พันคน,สำนักงานสถิติแห่งชาติ
2568,2. ลูกจ้างรัฐบาล,ไตรมาสที่ 2/2568,302,3) ใต้,384.2,พันคน,สำนักงานสถิติแห่งชาติ
2568,3. ลูกจ้างเอกชน,ไตรมาสที่ 2/2568,303,3) ใต้,1409.5,พันคน,สำนักงานสถิติแห่งชาติ
2568,4. ทำงานส่วนตัว,ไตรมาสที่ 2/2568,304,3) ใต้,1654.0,พันคน,สำนักงานสถิติแห่งชาติ
2568,5. ช่วยธุรกิจครอบครัว,ไตรมาสที่ 2/2568,305,3) ใต้,683.3,พันคน,สำนักงานสถิติแห่งชาติ
2568,6. การรวมกลุ่ม,ไตรมาสที่ 2/2568,306,3) ใต้,4.3,พันคน,สำนักงานสถิติแห่งชาติ
2568,1. นายจ้าง,ไตรมาสที่ 2/2568,307,4) ใต้ชายแดน,18.5,พันคน,สำนักงานสถิติแห่งชาติ
2568,2. ลูกจ้างรัฐบาล,ไตรมาสที่ 2/2568,308,4) ใต้ชายแดน,137.8,พันคน,สำนักงานสถิติแห่งชาติ
2568,3. ลูกจ้างเอกชน,ไตรมาสที่ 2/2568,309,4) ใต้ชายแดน,326.9,พันคน,สำนักงานสถิติแห่งชาติ
2568,4. ทำงานส่วนตัว,ไตรมาสที่ 2/2568,310,4) ใต้ชายแดน,337.3,พันคน,สำนักงานสถิติแห่งชาติ
2568,5. ช่วยธุรกิจครอบครัว,ไตรมาสที่ 2/2568,311,4) ใต้ชายแดน,146.8,พันคน,สำนักงานสถิติแห่งชาติ
2568,1. นายจ้าง,ไตรมาสที่ 2/2568,312,5) ตะวันออก,111.1,พันคน,สำนักงานสถิติแห่งชาติ
2568,2. ลูกจ้างรัฐบาล,ไตรมาสที่ 2/2568,313,5) ตะวันออก,289.7,พันคน,สำนักงานสถิติแห่งชาติ
2568,3. ลูกจ้างเอกชน,ไตรมาสที่ 2/2568,314,5) ตะวันออก,2195.4,พันคน,สำนักงานสถิติแห่งชาติ
2568,4. ทำงานส่วนตัว,ไตรมาสที่ 2/2568,315,5) ตะวันออก,995.7,พันคน,สำนักงานสถิติแห่งชาติ
2568,5. ช่วยธุรกิจครอบครัว,ไตรมาสที่ 2/2568,316,5) ตะวันออก,408.1,พันคน,สำนักงานสถิติแห่งชาติ
2568,1. นายจ้าง,ไตรมาสที่ 2/2568,317,6) ตะวันออกเฉียงเหนือ,107.6,พันคน,สำนักงานสถิติแห่งชาติ
2568,2. ลูกจ้างรัฐบาล,ไตรมาสที่ 2/2568,318,6) ตะวันออกเฉียงเหนือ,893.8,พันคน,สำนักงานสถิติแห่งชาติ
2568,3. ลูกจ้างเอกชน,ไตรมาสที่ 2/2568,319,6) ตะวันออกเฉียงเหนือ,2010.9,พันคน,สำนักงานสถิติแห่งชาติ
2568,4. ทำงานส่วนตัว,ไตรมาสที่ 2/2568,320,6) ตะวันออกเฉียงเหนือ,3905.2,พันคน,สำนักงานสถิติแห่งชาติ
2568,5. ช่วยธุรกิจครอบครัว,ไตรมาสที่ 2/2568,321,6) ตะวันออกเฉียงเหนือ,2063.7,พันคน,สำนักงานสถิติแห่งชาติ
2568,6. การรวมกลุ่ม,ไตรมาสที่ 2/2568,322,6) ตะวันออกเฉียงเหนือ,13.9,พันคน,สำนักงานสถิติแห่งชาติ
2568,1. นายจ้าง,ไตรมาสที่ 2/2568,323,7) เหนือ,105.4,พันคน,สำนักงานสถิติแห่งชาติ
2568,2. ลูกจ้างรัฐบาล,ไตรมาสที่ 2/2568,324,7) เหนือ,714.0,พันคน,สำนักงานสถิติแห่งชาติ
2568,3. ลูกจ้างเอกชน,ไตรมาสที่ 2/2568,325,7) เหนือ,1393.1,พันคน,สำนักงานสถิติแห่งชาติ
2568,4. ทำงานส่วนตัว,ไตรมาสที่ 2/2568,326,7) เหนือ,2518.0,พันคน,สำนักงานสถิติแห่งชาติ
2568,5. ช่วยธุรกิจครอบครัว,ไตรมาสที่ 2/2568,327,7) เหนือ,1251.9,พันคน,สำนักงานสถิติแห่งชาติ
2568,6. การรวมกลุ่ม,ไตรมาสที่ 2/2568,328,7) เหนือ,0.2,พันคน,สำนักงานสถิติแห่งชาติ
2568,1. นายจ้าง,ไตรมาสที่ 3/2568,329,1) กรุงเทพมหานคร,186.0,พันคน,สำนักงานสถิติแห่งชาติ
2568,2. ลูกจ้างรัฐบาล,ไตรมาสที่ 3/2568,330,1) กรุงเทพมหานคร,502.5,พันคน,สำนักงานสถิติแห่งชาติ
2568,3. ลูกจ้างเอกชน,ไตรมาสที่ 3/2568,331,1) กรุงเทพมหานคร,3401.4,พันคน,สำนักงานสถิติแห่งชาติ
2568,4. ทำงานส่วนตัว,ไตรมาสที่ 3/2568,332,1) กรุงเทพมหานคร,1272.0,พันคน,สำนักงานสถิติแห่งชาติ
2568,5. ช่วยธุรกิจครอบครัว,ไตรมาสที่ 3/2568,333,1) กรุงเทพมหานคร,296.1,พันคน,สำนักงานสถิติแห่งชาติ
2568,1. นายจ้าง,ไตรมาสที่ 3/2568,334,2) กลาง,218.1,พันคน,สำนักงานสถิติแห่งชาติ
2568,2. ลูกจ้างรัฐบาล,ไตรมาสที่ 3/2568,335,2) กลาง,727.1,พันคน,สำนักงานสถิติแห่งชาติ
2568,3. ลูกจ้างเอกชน,ไตรมาสที่ 3/2568,336,2) กลาง,5258.4,พันคน,สำนักงานสถิติแห่งชาติ
2568,4. ทำงานส่วนตัว,ไตรมาสที่ 3/2568,337,2) กลาง,2253.9,พันคน,สำนักงานสถิติแห่งชาติ
2568,5. ช่วยธุรกิจครอบครัว,ไตรมาสที่ 3/2568,338,2) กลาง,941.4,พันคน,สำนักงานสถิติแห่งชาติ
2568,6. การรวมกลุ่ม,ไตรมาสที่ 3/2568,339,2) กลาง,0.1,พันคน,สำนักงานสถิติแห่งชาติ
2568,1. นายจ้าง,ไตรมาสที่ 3/2568,340,3) ใต้,210.5,พันคน,สำนักงานสถิติแห่งชาติ
2568,2. ลูกจ้างรัฐบาล,ไตรมาสที่ 3/2568,341,3) ใต้,372.9,พันคน,สำนักงานสถิติแห่งชาติ
2568,3. ลูกจ้างเอกชน,ไตรมาสที่ 3/2568,342,3) ใต้,1423.6,พันคน,สำนักงานสถิติแห่งชาติ
2568,4. ทำงานส่วนตัว,ไตรมาสที่ 3/2568,343,3) ใต้,1659.2,พันคน,สำนักงานสถิติแห่งชาติ
2568,5. ช่วยธุรกิจครอบครัว,ไตรมาสที่ 3/2568,344,3) ใต้,708.9,พันคน,สำนักงานสถิติแห่งชาติ
2568,6. การรวมกลุ่ม,ไตรมาสที่ 3/2568,345,3) ใต้,4.0,พันคน,สำนักงานสถิติแห่งชาติ
2568,1. นายจ้าง,ไตรมาสที่ 3/2568,346,4) ใต้ชายแดน,20.9,พันคน,สำนักงานสถิติแห่งชาติ
2568,2. ลูกจ้างรัฐบาล,ไตรมาสที่ 3/2568,347,4) ใต้ชายแดน,127.7,พันคน,สำนักงานสถิติแห่งชาติ
2568,3. ลูกจ้างเอกชน,ไตรมาสที่ 3/2568,348,4) ใต้ชายแดน,326.4,พันคน,สำนักงานสถิติแห่งชาติ
2568,4. ทำงานส่วนตัว,ไตรมาสที่ 3/2568,349,4) ใต้ชายแดน,335.2,พันคน,สำนักงานสถิติแห่งชาติ
2568,5. ช่วยธุรกิจครอบครัว,ไตรมาสที่ 3/2568,350,4) ใต้ชายแดน,148.8,พันคน,สำนักงานสถิติแห่งชาติ
2568,1. นายจ้าง,ไตรมาสที่ 3/2568,351,5) ตะวันออก,91.3,พันคน,สำนักงานสถิติแห่งชาติ
2568,2. ลูกจ้างรัฐบาล,ไตรมาสที่ 3/2568,352,5) ตะวันออก,293.6,พันคน,สำนักงานสถิติแห่งชาติ
2568,3. ลูกจ้างเอกชน,ไตรมาสที่ 3/2568,353,5) ตะวันออก,2189.5,พันคน,สำนักงานสถิติแห่งชาติ
2568,4. ทำงานส่วนตัว,ไตรมาสที่ 3/2568,354,5) ตะวันออก,1072.5,พันคน,สำนักงานสถิติแห่งชาติ
2568,5. ช่วยธุรกิจครอบครัว,ไตรมาสที่ 3/2568,355,5) ตะวันออก,400.5,พันคน,สำนักงานสถิติแห่งชาติ
2568,1. นายจ้าง,ไตรมาสที่ 3/2568,356,6) ตะวันออกเฉียงเหนือ,106.0,พันคน,สำนักงานสถิติแห่งชาติ
2568,2. ลูกจ้างรัฐบาล,ไตรมาสที่ 3/2568,357,6) ตะวันออกเฉียงเหนือ,858.2,พันคน,สำนักงานสถิติแห่งชาติ
2568,3. ลูกจ้างเอกชน,ไตรมาสที่ 3/2568,358,6) ตะวันออกเฉียงเหนือ,1894.0,พันคน,สำนักงานสถิติแห่งชาติ
2568,4. ทำงานส่วนตัว,ไตรมาสที่ 3/2568,359,6) ตะวันออกเฉียงเหนือ,4127.3,พันคน,สำนักงานสถิติแห่งชาติ
2568,5. ช่วยธุรกิจครอบครัว,ไตรมาสที่ 3/2568,360,6) ตะวันออกเฉียงเหนือ,2338.5,พันคน,สำนักงานสถิติแห่งชาติ
2568,6. การรวมกลุ่ม,ไตรมาสที่ 3/2568,361,6) ตะวันออกเฉียงเหนือ,2.9,พันคน,สำนักงานสถิติแห่งชาติ
2568,1. นายจ้าง,ไตรมาสที่ 3/2568,362,7) เหนือ,111.8,พันคน,สำนักงานสถิติแห่งชาติ
2568,2. ลูกจ้างรัฐบาล,ไตรมาสที่ 3/2568,363,7) เหนือ,686.0,พันคน,สำนักงานสถิติแห่งชาติ
2568,3. ลูกจ้างเอกชน,ไตรมาสที่ 3/2568,364,7) เหนือ,1293.5,พันคน,สำนักงานสถิติแห่งชาติ
2568,4. ทำงานส่วนตัว,ไตรมาสที่ 3/2568,365,7) เหนือ,2621.4,พันคน,สำนักงานสถิติแห่งชาติ
2568,5. ช่วยธุรกิจครอบครัว,ไตรมาสที่ 3/2568,366,7) เหนือ,1369.6,พันคน,สำนักงานสถิติแห่งชาติ
2568,6. การรวมกลุ่ม,ไตรมาสที่ 3/2568,367,7) เหนือ,0.3,พันคน,สำนักงานสถิติแห่งชาติ
2562,ลูกจ้างรัฐบาล,ไตรมาสที่ 1,368,ภาคกลาง,995.15,พันคน,สำนักงานสถิติแห่งชาติ
2562,ลูกจ้างเอกชน,ไตรมาสที่ 1,369,ภาคกลาง,6315.94,พันคน,สำนักงานสถิติแห่งชาติ
2562,ทำงานส่วนตัว,ไตรมาสที่ 1,370,ภาคกลาง,2913.2,พันคน,สำนักงานสถิติแห่งชาติ
2562,ช่วยธุรกิจครอบครัว,ไตรมาสที่ 1,371,ภาคกลาง,1296.53,พันคน,สำนักงานสถิติแห่งชาติ
2562,การรวมกลุ่ม,ไตรมาสที่ 1,372,ภาคกลาง,1.5,พันคน,สำนักงานสถิติแห่งชาติ
2562,นายจ้าง,ไตรมาสที่ 1,373,ภาคเหนือ,119.33,พันคน,สำนักงานสถิติแห่งชาติ
2562,ลูกจ้างรัฐบาล,ไตรมาสที่ 1,374,ภาคเหนือ,650.04,พันคน,สำนักงานสถิติแห่งชาติ
2562,ลูกจ้างเอกชน,ไตรมาสที่ 1,375,ภาคเหนือ,1960.05,พันคน,สำนักงานสถิติแห่งชาติ
2562,ทำงานส่วนตัว,ไตรมาสที่ 1,376,ภาคเหนือ,2234.82,พันคน,สำนักงานสถิติแห่งชาติ
2562,ช่วยธุรกิจครอบครัว,ไตรมาสที่ 1,377,ภาคเหนือ,1283.97,พันคน,สำนักงานสถิติแห่งชาติ
2562,การรวมกลุ่ม,ไตรมาสที่ 1,378,ภาคเหนือ,1.3,พันคน,สำนักงานสถิติแห่งชาติ
2562,นายจ้าง,ไตรมาสที่ 1,379,ภาคตะวันออกเฉียงเหนือ,123.25,พันคน,สำนักงานสถิติแห่งชาติ
2562,ลูกจ้างรัฐบาล,ไตรมาสที่ 1,380,ภาคตะวันออกเฉียงเหนือ,967.26,พันคน,สำนักงานสถิติแห่งชาติ
2562,ลูกจ้างเอกชน,ไตรมาสที่ 1,381,ภาคตะวันออกเฉียงเหนือ,2438.72,พันคน,สำนักงานสถิติแห่งชาติ
2562,ทำงานส่วนตัว,ไตรมาสที่ 1,382,ภาคตะวันออกเฉียงเหนือ,3670.31,พันคน,สำนักงานสถิติแห่งชาติ
2562,ช่วยธุรกิจครอบครัว,ไตรมาสที่ 1,383,ภาคตะวันออกเฉียงเหนือ,1933.73,พันคน,สำนักงานสถิติแห่งชาติ
2562,การรวมกลุ่ม,ไตรมาสที่ 1,384,ภาคตะวันออกเฉียงเหนือ,34.04,พันคน,สำนักงานสถิติแห่งชาติ
2562,นายจ้าง,ไตรมาสที่ 1,385,ภาคใต้,187.03,พันคน,สำนักงานสถิติแห่งชาติ
2562,ลูกจ้างรัฐบาล,ไตรมาสที่ 1,386,ภาคใต้,473.76,พันคน,สำนักงานสถิติแห่งชาติ
2562,ลูกจ้างเอกชน,ไตรมาสที่ 1,387,ภาคใต้,2019.66,พันคน,สำนักงานสถิติแห่งชาติ
2562,ทำงานส่วนตัว,ไตรมาสที่ 1,388,ภาคใต้,1704.46,พันคน,สำนักงานสถิติแห่งชาติ
2562,ช่วยธุรกิจครอบครัว,ไตรมาสที่ 1,389,ภาคใต้,764.55,พันคน,สำนักงานสถิติแห่งชาติ
2562,การรวมกลุ่ม,ไตรมาสที่ 1,390,ภาคใต้,3.4,พันคน,สำนักงานสถิติแห่งชาติ
2562,นายจ้าง,ไตรมาสที่ 2,391,กรุงเทพมหานคร,232.0,พันคน,สำนักงานสถิติแห่งชาติ
2562,ลูกจ้างรัฐบาล,ไตรมาสที่ 2,392,กรุงเทพมหานคร,509.53,พันคน,สำนักงานสถิติแห่งชาติ
2562,ลูกจ้างเอกชน,ไตรมาสที่ 2,393,กรุงเทพมหานคร,3241.35,พันคน,สำนักงานสถิติแห่งชาติ
2562,ทำงานส่วนตัว,ไตรมาสที่ 2,394,กรุงเทพมหานคร,1048.05,พันคน,สำนักงานสถิติแห่งชาติ
2562,ช่วยธุรกิจครอบครัว,ไตรมาสที่ 2,395,กรุงเทพมหานคร,270.98,พันคน,สำนักงานสถิติแห่งชาติ
2562,การรวมกลุ่ม,ไตรมาสที่ 2,396,กรุงเทพมหานคร,0.62,พันคน,สำนักงานสถิติแห่งชาติ
2562,นายจ้าง,ไตรมาสที่ 2,397,ภาคกลาง,362.42,พันคน,สำนักงานสถิติแห่งชาติ
2562,ลูกจ้างรัฐบาล,ไตรมาสที่ 2,398,ภาคกลาง,977.44,พันคน,สำนักงานสถิติแห่งชาติ
2562,ลูกจ้างเอกชน,ไตรมาสที่ 2,399,ภาคกลาง,6343.09,พันคน,สำนักงานสถิติแห่งชาติ
2562,ทำงานส่วนตัว,ไตรมาสที่ 2,400,ภาคกลาง,2821.97,พันคน,สำนักงานสถิติแห่งชาติ
2562,ช่วยธุรกิจครอบครัว,ไตรมาสที่ 2,401,ภาคกลาง,1315.35,พันคน,สำนักงานสถิติแห่งชาติ
2562,การรวมกลุ่ม,ไตรมาสที่ 2,402,ภาคกลาง,1.38,พันคน,สำนักงานสถิติแห่งชาติ
2562,นายจ้าง,ไตรมาสที่ 2,403,ภาคเหนือ,111.76,พันคน,สำนักงานสถิติแห่งชาติ
2562,ลูกจ้างรัฐบาล,ไตรมาสที่ 2,404,ภาคเหนือ,654.18,พันคน,สำนักงานสถิติแห่งชาติ
2562,ลูกจ้างเอกชน,ไตรมาสที่ 2,405,ภาคเหนือ,1755.19,พันคน,สำนักงานสถิติแห่งชาติ
2562,ทำงานส่วนตัว,ไตรมาสที่ 2,406,ภาคเหนือ,2255.26,พันคน,สำนักงานสถิติแห่งชาติ
2562,ช่วยธุรกิจครอบครัว,ไตรมาสที่ 2,407,ภาคเหนือ,1359.55,พันคน,สำนักงานสถิติแห่งชาติ
2562,การรวมกลุ่ม,ไตรมาสที่ 2,408,ภาคเหนือ,3.75,พันคน,สำนักงานสถิติแห่งชาติ
2562,นายจ้าง,ไตรมาสที่ 2,409,ภาคตะวันออกเฉียงเหนือ,98.45,พันคน,สำนักงานสถิติแห่งชาติ
2562,ลูกจ้างรัฐบาล,ไตรมาสที่ 2,410,ภาคตะวันออกเฉียงเหนือ,948.28,พันคน,สำนักงานสถิติแห่งชาติ
2562,ลูกจ้างเอกชน,ไตรมาสที่ 2,411,ภาคตะวันออกเฉียงเหนือ,2073.39,พันคน,สำนักงานสถิติแห่งชาติ
2562,ทำงานส่วนตัว,ไตรมาสที่ 2,412,ภาคตะวันออกเฉียงเหนือ,3880.32,พันคน,สำนักงานสถิติแห่งชาติ
2562,ช่วยธุรกิจครอบครัว,ไตรมาสที่ 2,413,ภาคตะวันออกเฉียงเหนือ,2319.58,พันคน,สำนักงานสถิติแห่งชาติ
2562,การรวมกลุ่ม,ไตรมาสที่ 2,414,ภาคตะวันออกเฉียงเหนือ,38.65,พันคน,สำนักงานสถิติแห่งชาติ
2562,นายจ้าง,ไตรมาสที่ 2,415,ภาคใต้,182.96,พันคน,สำนักงานสถิติแห่งชาติ
2562,ลูกจ้างรัฐบาล,ไตรมาสที่ 2,416,ภาคใต้,457.14,พันคน,สำนักงานสถิติแห่งชาติ
2562,ลูกจ้างเอกชน,ไตรมาสที่ 2,417,ภาคใต้,1934.29,พันคน,สำนักงานสถิติแห่งชาติ
2562,ทำงานส่วนตัว,ไตรมาสที่ 2,418,ภาคใต้,1766.34,พันคน,สำนักงานสถิติแห่งชาติ
2562,ช่วยธุรกิจครอบครัว,ไตรมาสที่ 2,419,ภาคใต้,815.64,พันคน,สำนักงานสถิติแห่งชาติ
2562,การรวมกลุ่ม,ไตรมาสที่ 2,420,ภาคใต้,2.92,พันคน,สำนักงานสถิติแห่งชาติ
2562,นายจ้าง,ไตรมาสที่ 3,421,กรุงเทพมหานคร,239.89,พันคน,สำนักงานสถิติแห่งชาติ
2562,ลูกจ้างรัฐบาล,ไตรมาสที่ 3,422,กรุงเทพมหานคร,492.57,พันคน,สำนักงานสถิติแห่งชาติ
2562,ลูกจ้างเอกชน,ไตรมาสที่ 3,423,กรุงเทพมหานคร,3146.16,พันคน,สำนักงานสถิติแห่งชาติ
2562,ทำงานส่วนตัว,ไตรมาสที่ 3,424,กรุงเทพมหานคร,1047.63,พันคน,สำนักงานสถิติแห่งชาติ
2562,ช่วยธุรกิจครอบครัว,ไตรมาสที่ 3,425,กรุงเทพมหานคร,319.25,พันคน,สำนักงานสถิติแห่งชาติ
2562,การรวมกลุ่ม,ไตรมาสที่ 3,426,กรุงเทพมหานคร,0.6,พันคน,สำนักงานสถิติแห่งชาติ
2562,นายจ้าง,ไตรมาสที่ 3,427,ภาคกลาง,325.9,พันคน,สำนักงานสถิติแห่งชาติ
2562,ลูกจ้างรัฐบาล,ไตรมาสที่ 3,428,ภาคกลาง,971.9,พันคน,สำนักงานสถิติแห่งชาติ
2562,ลูกจ้างเอกชน,ไตรมาสที่ 3,429,ภาคกลาง,6160.5,พันคน,สำนักงานสถิติแห่งชาติ
2562,ทำงานส่วนตัว,ไตรมาสที่ 3,430,ภาคกลาง,2858.9,พันคน,สำนักงานสถิติแห่งชาติ
2562,ช่วยธุรกิจครอบครัว,ไตรมาสที่ 3,431,ภาคกลาง,1365.1,พันคน,สำนักงานสถิติแห่งชาติ
