วันที่หมดอายุ,_id,เลขที่การรับรอง,บริษัท,ลำดับ,วันที่รับรอง,จังหวัด
2568-07-08T00:00:00,1,GI(E) 5-004,บริษัท อี.คิว.รับเบอร์ จำกัด,1,2567-10-01T00:00:00,ชลบุรี
2570-08-15T00:00:00,2,GI(E) 5-060,บริษัท เอส แอนด์ เจ อินเตอร์เนชั่นแนล จำกัด (มหาชน),2,2567-08-16T00:00:00,ชลบุรี
2570-08-15T00:00:00,3,GI(E) 5-061,บริษัท ไดกิ้น อินดัสทรีส์ (ประเทศไทย) จำกัด,3,2567-08-16T00:00:00,ชลบุรี
