จำนวน,ที่มา,_id,ปี,รายการ,จังหวัด,หน่วย
19,สำนักงานประกันสังคมจังหวัด,172,2565,ผู้สูงอายุที่เป็นผู้ประกันตนในระบบประกันสังคมมาตรา 39,นครนายก,คน
80,สำนักงานประกันสังคมจังหวัด,173,2565,ผู้สูงอายุที่เป็นผู้ประกันตนในระบบประกันสังคมมาตรา 39,นครปฐม,คน
5,สำนักงานประกันสังคมจังหวัด,174,2565,ผู้สูงอายุที่เป็นผู้ประกันตนในระบบประกันสังคมมาตรา 39,นครพนม,คน
41,สำนักงานประกันสังคมจังหวัด,175,2565,ผู้สูงอายุที่เป็นผู้ประกันตนในระบบประกันสังคมมาตรา 39,นครราชสีมา,คน
17,สำนักงานประกันสังคมจังหวัด,176,2565,ผู้สูงอายุที่เป็นผู้ประกันตนในระบบประกันสังคมมาตรา 39,นครศรีธรรมราช,คน
16,สำนักงานประกันสังคมจังหวัด,177,2565,ผู้สูงอายุที่เป็นผู้ประกันตนในระบบประกันสังคมมาตรา 39,นครสวรรค์,คน
216,สำนักงานประกันสังคมจังหวัด,178,2565,ผู้สูงอายุที่เป็นผู้ประกันตนในระบบประกันสังคมมาตรา 39,นนทบุรี,คน
6,สำนักงานประกันสังคมจังหวัด,179,2565,ผู้สูงอายุที่เป็นผู้ประกันตนในระบบประกันสังคมมาตรา 39,นราธิวาส,คน
5,สำนักงานประกันสังคมจังหวัด,180,2565,ผู้สูงอายุที่เป็นผู้ประกันตนในระบบประกันสังคมมาตรา 39,น่าน,คน
1,สำนักงานประกันสังคมจังหวัด,181,2565,ผู้สูงอายุที่เป็นผู้ประกันตนในระบบประกันสังคมมาตรา 39,บึงกาฬ,คน
9,สำนักงานประกันสังคมจังหวัด,182,2565,ผู้สูงอายุที่เป็นผู้ประกันตนในระบบประกันสังคมมาตรา 39,บุรีรัมย์,คน
284,สำนักงานประกันสังคมจังหวัด,183,2565,ผู้สูงอายุที่เป็นผู้ประกันตนในระบบประกันสังคมมาตรา 39,ปทุมธานี,คน
9,สำนักงานประกันสังคมจังหวัด,184,2565,ผู้สูงอายุที่เป็นผู้ประกันตนในระบบประกันสังคมมาตรา 39,ประจวบคีรีขันธ์,คน
14,สำนักงานประกันสังคมจังหวัด,185,2565,ผู้สูงอายุที่เป็นผู้ประกันตนในระบบประกันสังคมมาตรา 39,ปราจีนบุรี,คน
3,สำนักงานประกันสังคมจังหวัด,186,2565,ผู้สูงอายุที่เป็นผู้ประกันตนในระบบประกันสังคมมาตรา 39,ปัตตานี,คน
77,สำนักงานประกันสังคมจังหวัด,187,2565,ผู้สูงอายุที่เป็นผู้ประกันตนในระบบประกันสังคมมาตรา 39,พระนครศรีอยุธยา,คน
6,สำนักงานประกันสังคมจังหวัด,188,2565,ผู้สูงอายุที่เป็นผู้ประกันตนในระบบประกันสังคมมาตรา 39,พะเยา,คน
3,สำนักงานประกันสังคมจังหวัด,189,2565,ผู้สูงอายุที่เป็นผู้ประกันตนในระบบประกันสังคมมาตรา 39,พังงา,คน
1,สำนักงานประกันสังคมจังหวัด,190,2565,ผู้สูงอายุที่เป็นผู้ประกันตนในระบบประกันสังคมมาตรา 39,พัทลุง,คน
10,สำนักงานประกันสังคมจังหวัด,191,2565,ผู้สูงอายุที่เป็นผู้ประกันตนในระบบประกันสังคมมาตรา 39,พิจิตร,คน
16,สำนักงานประกันสังคมจังหวัด,192,2565,ผู้สูงอายุที่เป็นผู้ประกันตนในระบบประกันสังคมมาตรา 39,พิษณุโลก,คน
12,สำนักงานประกันสังคมจังหวัด,193,2565,ผู้สูงอายุที่เป็นผู้ประกันตนในระบบประกันสังคมมาตรา 39,เพชรบุรี,คน
12,สำนักงานประกันสังคมจังหวัด,194,2565,ผู้สูงอายุที่เป็นผู้ประกันตนในระบบประกันสังคมมาตรา 39,เพชรบูรณ์,คน
8,สำนักงานประกันสังคมจังหวัด,195,2565,ผู้สูงอายุที่เป็นผู้ประกันตนในระบบประกันสังคมมาตรา 39,แพร่,คน
40,สำนักงานประกันสังคมจังหวัด,196,2565,ผู้สูงอายุที่เป็นผู้ประกันตนในระบบประกันสังคมมาตรา 39,ภูเก็ต,คน
7,สำนักงานประกันสังคมจังหวัด,197,2565,ผู้สูงอายุที่เป็นผู้ประกันตนในระบบประกันสังคมมาตรา 39,มหาสารคาม,คน
2,สำนักงานประกันสังคมจังหวัด,198,2565,ผู้สูงอายุที่เป็นผู้ประกันตนในระบบประกันสังคมมาตรา 39,มุกดาหาร,คน
4,สำนักงานประกันสังคมจังหวัด,199,2565,ผู้สูงอายุที่เป็นผู้ประกันตนในระบบประกันสังคมมาตรา 39,แม่ฮ่องสอน,คน
3,สำนักงานประกันสังคมจังหวัด,200,2565,ผู้สูงอายุที่เป็นผู้ประกันตนในระบบประกันสังคมมาตรา 39,ยโสธร,คน
3,สำนักงานประกันสังคมจังหวัด,201,2565,ผู้สูงอายุที่เป็นผู้ประกันตนในระบบประกันสังคมมาตรา 39,ยะลา,คน
13,สำนักงานประกันสังคมจังหวัด,202,2565,ผู้สูงอายุที่เป็นผู้ประกันตนในระบบประกันสังคมมาตรา 39,ร้อยเอ็ด,คน
1,สำนักงานประกันสังคมจังหวัด,203,2565,ผู้สูงอายุที่เป็นผู้ประกันตนในระบบประกันสังคมมาตรา 39,ระนอง,คน
72,สำนักงานประกันสังคมจังหวัด,204,2565,ผู้สูงอายุที่เป็นผู้ประกันตนในระบบประกันสังคมมาตรา 39,ระยอง,คน
33,สำนักงานประกันสังคมจังหวัด,205,2565,ผู้สูงอายุที่เป็นผู้ประกันตนในระบบประกันสังคมมาตรา 39,ราชบุรี,คน
18,สำนักงานประกันสังคมจังหวัด,206,2565,ผู้สูงอายุที่เป็นผู้ประกันตนในระบบประกันสังคมมาตรา 39,ลพบุรี,คน
22,สำนักงานประกันสังคมจังหวัด,207,2565,ผู้สูงอายุที่เป็นผู้ประกันตนในระบบประกันสังคมมาตรา 39,ลำปาง,คน
47,สำนักงานประกันสังคมจังหวัด,208,2565,ผู้สูงอายุที่เป็นผู้ประกันตนในระบบประกันสังคมมาตรา 39,ลำพูน,คน
6,สำนักงานประกันสังคมจังหวัด,209,2565,ผู้สูงอายุที่เป็นผู้ประกันตนในระบบประกันสังคมมาตรา 39,เลย,คน
6,สำนักงานประกันสังคมจังหวัด,210,2565,ผู้สูงอายุที่เป็นผู้ประกันตนในระบบประกันสังคมมาตรา 39,ศรีสะเกษ,คน
8,สำนักงานประกันสังคมจังหวัด,211,2565,ผู้สูงอายุที่เป็นผู้ประกันตนในระบบประกันสังคมมาตรา 39,สกลนคร,คน
49,สำนักงานประกันสังคมจังหวัด,212,2565,ผู้สูงอายุที่เป็นผู้ประกันตนในระบบประกันสังคมมาตรา 39,สงขลา,คน
0,สำนักงานประกันสังคมจังหวัด,213,2565,ผู้สูงอายุที่เป็นผู้ประกันตนในระบบประกันสังคมมาตรา 39,สตูล,คน
272,สำนักงานประกันสังคมจังหวัด,214,2565,ผู้สูงอายุที่เป็นผู้ประกันตนในระบบประกันสังคมมาตรา 39,สมุทรปราการ,คน
7,สำนักงานประกันสังคมจังหวัด,215,2565,ผู้สูงอายุที่เป็นผู้ประกันตนในระบบประกันสังคมมาตรา 39,สมุทรสงคราม,คน
81,สำนักงานประกันสังคมจังหวัด,216,2565,ผู้สูงอายุที่เป็นผู้ประกันตนในระบบประกันสังคมมาตรา 39,สมุทรสาคร,คน
5,สำนักงานประกันสังคมจังหวัด,217,2565,ผู้สูงอายุที่เป็นผู้ประกันตนในระบบประกันสังคมมาตรา 39,สระแก้ว,คน
31,สำนักงานประกันสังคมจังหวัด,218,2565,ผู้สูงอายุที่เป็นผู้ประกันตนในระบบประกันสังคมมาตรา 39,สระบุรี,คน
8,สำนักงานประกันสังคมจังหวัด,219,2565,ผู้สูงอายุที่เป็นผู้ประกันตนในระบบประกันสังคมมาตรา 39,สิงห์บุรี,คน
10,สำนักงานประกันสังคมจังหวัด,220,2565,ผู้สูงอายุที่เป็นผู้ประกันตนในระบบประกันสังคมมาตรา 39,สุโขทัย,คน
12,สำนักงานประกันสังคมจังหวัด,221,2565,ผู้สูงอายุที่เป็นผู้ประกันตนในระบบประกันสังคมมาตรา 39,สุพรรณบุรี,คน
20,สำนักงานประกันสังคมจังหวัด,222,2565,ผู้สูงอายุที่เป็นผู้ประกันตนในระบบประกันสังคมมาตรา 39,สุราษฎร์ธานี,คน
9,สำนักงานประกันสังคมจังหวัด,223,2565,ผู้สูงอายุที่เป็นผู้ประกันตนในระบบประกันสังคมมาตรา 39,สุรินทร์,คน
8,สำนักงานประกันสังคมจังหวัด,224,2565,ผู้สูงอายุที่เป็นผู้ประกันตนในระบบประกันสังคมมาตรา 39,หนองคาย,คน
4,สำนักงานประกันสังคมจังหวัด,225,2565,ผู้สูงอายุที่เป็นผู้ประกันตนในระบบประกันสังคมมาตรา 39,หนองบัวลำภู,คน
10,สำนักงานประกันสังคมจังหวัด,226,2565,ผู้สูงอายุที่เป็นผู้ประกันตนในระบบประกันสังคมมาตรา 39,อ่างทอง,คน
7,สำนักงานประกันสังคมจังหวัด,227,2565,ผู้สูงอายุที่เป็นผู้ประกันตนในระบบประกันสังคมมาตรา 39,อำนาจเจริญ,คน
15,สำนักงานประกันสังคมจังหวัด,228,2565,ผู้สูงอายุที่เป็นผู้ประกันตนในระบบประกันสังคมมาตรา 39,อุดรธานี,คน
6,สำนักงานประกันสังคมจังหวัด,229,2565,ผู้สูงอายุที่เป็นผู้ประกันตนในระบบประกันสังคมมาตรา 39,อุตรดิตถ์,คน
9,สำนักงานประกันสังคมจังหวัด,230,2565,ผู้สูงอายุที่เป็นผู้ประกันตนในระบบประกันสังคมมาตรา 39,อุทัยธานี,คน
20,สำนักงานประกันสังคมจังหวัด,231,2565,ผู้สูงอายุที่เป็นผู้ประกันตนในระบบประกันสังคมมาตรา 39,อุบลราชธานี,คน
180,สำนักงานประกันสังคมจังหวัด,232,2565,ผู้สูงอายุที่เป็นผู้ประกันตนในระบบประกันสังคมมาตรา 40,กระบี่,คน
,สำนักงานประกันสังคมจังหวัด,233,2565,ผู้สูงอายุที่เป็นผู้ประกันตนในระบบประกันสังคมมาตรา 40,กรุงเทพมหานคร,คน
290,สำนักงานประกันสังคมจังหวัด,234,2565,ผู้สูงอายุที่เป็นผู้ประกันตนในระบบประกันสังคมมาตรา 40,กาญจนบุรี,คน
247,สำนักงานประกันสังคมจังหวัด,235,2565,ผู้สูงอายุที่เป็นผู้ประกันตนในระบบประกันสังคมมาตรา 40,กาฬสินธุ์,คน
444,สำนักงานประกันสังคมจังหวัด,236,2565,ผู้สูงอายุที่เป็นผู้ประกันตนในระบบประกันสังคมมาตรา 40,กำแพงเพชร,คน
509,สำนักงานประกันสังคมจังหวัด,237,2565,ผู้สูงอายุที่เป็นผู้ประกันตนในระบบประกันสังคมมาตรา 40,ขอนแก่น,คน
150,สำนักงานประกันสังคมจังหวัด,238,2565,ผู้สูงอายุที่เป็นผู้ประกันตนในระบบประกันสังคมมาตรา 40,จันทบุรี,คน
248,สำนักงานประกันสังคมจังหวัด,239,2565,ผู้สูงอายุที่เป็นผู้ประกันตนในระบบประกันสังคมมาตรา 40,ฉะเชิงเทรา,คน
286,สำนักงานประกันสังคมจังหวัด,240,2565,ผู้สูงอายุที่เป็นผู้ประกันตนในระบบประกันสังคมมาตรา 40,ชลบุรี,คน
223,สำนักงานประกันสังคมจังหวัด,241,2565,ผู้สูงอายุที่เป็นผู้ประกันตนในระบบประกันสังคมมาตรา 40,ชัยนาท,คน
391,สำนักงานประกันสังคมจังหวัด,242,2565,ผู้สูงอายุที่เป็นผู้ประกันตนในระบบประกันสังคมมาตรา 40,ชัยภูมิ,คน
154,สำนักงานประกันสังคมจังหวัด,243,2565,ผู้สูงอายุที่เป็นผู้ประกันตนในระบบประกันสังคมมาตรา 40,ชุมพร,คน
333,สำนักงานประกันสังคมจังหวัด,244,2565,ผู้สูงอายุที่เป็นผู้ประกันตนในระบบประกันสังคมมาตรา 40,เชียงราย,คน
760,สำนักงานประกันสังคมจังหวัด,245,2565,ผู้สูงอายุที่เป็นผู้ประกันตนในระบบประกันสังคมมาตรา 40,เชียงใหม่,คน
331,สำนักงานประกันสังคมจังหวัด,246,2565,ผู้สูงอายุที่เป็นผู้ประกันตนในระบบประกันสังคมมาตรา 40,ตรัง,คน
156,สำนักงานประกันสังคมจังหวัด,247,2565,ผู้สูงอายุที่เป็นผู้ประกันตนในระบบประกันสังคมมาตรา 40,ตราด,คน
124,สำนักงานประกันสังคมจังหวัด,248,2565,ผู้สูงอายุที่เป็นผู้ประกันตนในระบบประกันสังคมมาตรา 40,ตาก,คน
74,สำนักงานประกันสังคมจังหวัด,249,2565,ผู้สูงอายุที่เป็นผู้ประกันตนในระบบประกันสังคมมาตรา 40,นครนายก,คน
257,สำนักงานประกันสังคมจังหวัด,250,2565,ผู้สูงอายุที่เป็นผู้ประกันตนในระบบประกันสังคมมาตรา 40,นครปฐม,คน
115,สำนักงานประกันสังคมจังหวัด,251,2565,ผู้สูงอายุที่เป็นผู้ประกันตนในระบบประกันสังคมมาตรา 40,นครพนม,คน
338,สำนักงานประกันสังคมจังหวัด,252,2565,ผู้สูงอายุที่เป็นผู้ประกันตนในระบบประกันสังคมมาตรา 40,นครราชสีมา,คน
389,สำนักงานประกันสังคมจังหวัด,253,2565,ผู้สูงอายุที่เป็นผู้ประกันตนในระบบประกันสังคมมาตรา 40,นครศรีธรรมราช,คน
355,สำนักงานประกันสังคมจังหวัด,254,2565,ผู้สูงอายุที่เป็นผู้ประกันตนในระบบประกันสังคมมาตรา 40,นครสวรรค์,คน
312,สำนักงานประกันสังคมจังหวัด,255,2565,ผู้สูงอายุที่เป็นผู้ประกันตนในระบบประกันสังคมมาตรา 40,นนทบุรี,คน
114,สำนักงานประกันสังคมจังหวัด,256,2565,ผู้สูงอายุที่เป็นผู้ประกันตนในระบบประกันสังคมมาตรา 40,นราธิวาส,คน
243,สำนักงานประกันสังคมจังหวัด,257,2565,ผู้สูงอายุที่เป็นผู้ประกันตนในระบบประกันสังคมมาตรา 40,น่าน,คน
79,สำนักงานประกันสังคมจังหวัด,258,2565,ผู้สูงอายุที่เป็นผู้ประกันตนในระบบประกันสังคมมาตรา 40,บึงกาฬ,คน
303,สำนักงานประกันสังคมจังหวัด,259,2565,ผู้สูงอายุที่เป็นผู้ประกันตนในระบบประกันสังคมมาตรา 40,บุรีรัมย์,คน
345,สำนักงานประกันสังคมจังหวัด,260,2565,ผู้สูงอายุที่เป็นผู้ประกันตนในระบบประกันสังคมมาตรา 40,ปทุมธานี,คน
141,สำนักงานประกันสังคมจังหวัด,261,2565,ผู้สูงอายุที่เป็นผู้ประกันตนในระบบประกันสังคมมาตรา 40,ประจวบคีรีขันธ์,คน
116,สำนักงานประกันสังคมจังหวัด,262,2565,ผู้สูงอายุที่เป็นผู้ประกันตนในระบบประกันสังคมมาตรา 40,ปราจีนบุรี,คน
116,สำนักงานประกันสังคมจังหวัด,263,2565,ผู้สูงอายุที่เป็นผู้ประกันตนในระบบประกันสังคมมาตรา 40,ปัตตานี,คน
201,สำนักงานประกันสังคมจังหวัด,264,2565,ผู้สูงอายุที่เป็นผู้ประกันตนในระบบประกันสังคมมาตรา 40,พระนครศรีอยุธยา,คน
1463,สำนักงานประกันสังคมจังหวัด,265,2565,ผู้สูงอายุที่เป็นผู้ประกันตนในระบบประกันสังคมมาตรา 40,พะเยา,คน
247,สำนักงานประกันสังคมจังหวัด,266,2565,ผู้สูงอายุที่เป็นผู้ประกันตนในระบบประกันสังคมมาตรา 40,พังงา,คน
325,สำนักงานประกันสังคมจังหวัด,267,2565,ผู้สูงอายุที่เป็นผู้ประกันตนในระบบประกันสังคมมาตรา 40,พัทลุง,คน
259,สำนักงานประกันสังคมจังหวัด,268,2565,ผู้สูงอายุที่เป็นผู้ประกันตนในระบบประกันสังคมมาตรา 40,พิจิตร,คน
453,สำนักงานประกันสังคมจังหวัด,269,2565,ผู้สูงอายุที่เป็นผู้ประกันตนในระบบประกันสังคมมาตรา 40,พิษณุโลก,คน
136,สำนักงานประกันสังคมจังหวัด,270,2565,ผู้สูงอายุที่เป็นผู้ประกันตนในระบบประกันสังคมมาตรา 40,เพชรบุรี,คน
252,สำนักงานประกันสังคมจังหวัด,271,2565,ผู้สูงอายุที่เป็นผู้ประกันตนในระบบประกันสังคมมาตรา 40,เพชรบูรณ์,คน
364,สำนักงานประกันสังคมจังหวัด,272,2565,ผู้สูงอายุที่เป็นผู้ประกันตนในระบบประกันสังคมมาตรา 40,แพร่,คน
217,สำนักงานประกันสังคมจังหวัด,273,2565,ผู้สูงอายุที่เป็นผู้ประกันตนในระบบประกันสังคมมาตรา 40,ภูเก็ต,คน
210,สำนักงานประกันสังคมจังหวัด,274,2565,ผู้สูงอายุที่เป็นผู้ประกันตนในระบบประกันสังคมมาตรา 40,มหาสารคาม,คน
234,สำนักงานประกันสังคมจังหวัด,275,2565,ผู้สูงอายุที่เป็นผู้ประกันตนในระบบประกันสังคมมาตรา 40,มุกดาหาร,คน
167,สำนักงานประกันสังคมจังหวัด,276,2565,ผู้สูงอายุที่เป็นผู้ประกันตนในระบบประกันสังคมมาตรา 40,แม่ฮ่องสอน,คน
353,สำนักงานประกันสังคมจังหวัด,277,2565,ผู้สูงอายุที่เป็นผู้ประกันตนในระบบประกันสังคมมาตรา 40,ยโสธร,คน
93,สำนักงานประกันสังคมจังหวัด,278,2565,ผู้สูงอายุที่เป็นผู้ประกันตนในระบบประกันสังคมมาตรา 40,ยะลา,คน
248,สำนักงานประกันสังคมจังหวัด,279,2565,ผู้สูงอายุที่เป็นผู้ประกันตนในระบบประกันสังคมมาตรา 40,ร้อยเอ็ด,คน
170,สำนักงานประกันสังคมจังหวัด,280,2565,ผู้สูงอายุที่เป็นผู้ประกันตนในระบบประกันสังคมมาตรา 40,ระนอง,คน
218,สำนักงานประกันสังคมจังหวัด,281,2565,ผู้สูงอายุที่เป็นผู้ประกันตนในระบบประกันสังคมมาตรา 40,ระยอง,คน
274,สำนักงานประกันสังคมจังหวัด,282,2565,ผู้สูงอายุที่เป็นผู้ประกันตนในระบบประกันสังคมมาตรา 40,ราชบุรี,คน
189,สำนักงานประกันสังคมจังหวัด,283,2565,ผู้สูงอายุที่เป็นผู้ประกันตนในระบบประกันสังคมมาตรา 40,ลพบุรี,คน
418,สำนักงานประกันสังคมจังหวัด,284,2565,ผู้สูงอายุที่เป็นผู้ประกันตนในระบบประกันสังคมมาตรา 40,ลำปาง,คน
510,สำนักงานประกันสังคมจังหวัด,285,2565,ผู้สูงอายุที่เป็นผู้ประกันตนในระบบประกันสังคมมาตรา 40,ลำพูน,คน
385,สำนักงานประกันสังคมจังหวัด,286,2565,ผู้สูงอายุที่เป็นผู้ประกันตนในระบบประกันสังคมมาตรา 40,เลย,คน
413,สำนักงานประกันสังคมจังหวัด,287,2565,ผู้สูงอายุที่เป็นผู้ประกันตนในระบบประกันสังคมมาตรา 40,ศรีสะเกษ,คน
314,สำนักงานประกันสังคมจังหวัด,288,2565,ผู้สูงอายุที่เป็นผู้ประกันตนในระบบประกันสังคมมาตรา 40,สกลนคร,คน
257,สำนักงานประกันสังคมจังหวัด,289,2565,ผู้สูงอายุที่เป็นผู้ประกันตนในระบบประกันสังคมมาตรา 40,สงขลา,คน
145,สำนักงานประกันสังคมจังหวัด,290,2565,ผู้สูงอายุที่เป็นผู้ประกันตนในระบบประกันสังคมมาตรา 40,สตูล,คน
431,สำนักงานประกันสังคมจังหวัด,291,2565,ผู้สูงอายุที่เป็นผู้ประกันตนในระบบประกันสังคมมาตรา 40,สมุทรปราการ,คน
119,สำนักงานประกันสังคมจังหวัด,292,2565,ผู้สูงอายุที่เป็นผู้ประกันตนในระบบประกันสังคมมาตรา 40,สมุทรสงคราม,คน
207,สำนักงานประกันสังคมจังหวัด,293,2565,ผู้สูงอายุที่เป็นผู้ประกันตนในระบบประกันสังคมมาตรา 40,สมุทรสาคร,คน
183,สำนักงานประกันสังคมจังหวัด,294,2565,ผู้สูงอายุที่เป็นผู้ประกันตนในระบบประกันสังคมมาตรา 40,สระแก้ว,คน
251,สำนักงานประกันสังคมจังหวัด,295,2565,ผู้สูงอายุที่เป็นผู้ประกันตนในระบบประกันสังคมมาตรา 40,สระบุรี,คน
145,สำนักงานประกันสังคมจังหวัด,296,2565,ผู้สูงอายุที่เป็นผู้ประกันตนในระบบประกันสังคมมาตรา 40,สิงห์บุรี,คน
342,สำนักงานประกันสังคมจังหวัด,297,2565,ผู้สูงอายุที่เป็นผู้ประกันตนในระบบประกันสังคมมาตรา 40,สุโขทัย,คน
230,สำนักงานประกันสังคมจังหวัด,298,2565,ผู้สูงอายุที่เป็นผู้ประกันตนในระบบประกันสังคมมาตรา 40,สุพรรณบุรี,คน
320,สำนักงานประกันสังคมจังหวัด,299,2565,ผู้สูงอายุที่เป็นผู้ประกันตนในระบบประกันสังคมมาตรา 40,สุราษฎร์ธานี,คน
342,สำนักงานประกันสังคมจังหวัด,300,2565,ผู้สูงอายุที่เป็นผู้ประกันตนในระบบประกันสังคมมาตรา 40,สุรินทร์,คน
169,สำนักงานประกันสังคมจังหวัด,301,2565,ผู้สูงอายุที่เป็นผู้ประกันตนในระบบประกันสังคมมาตรา 40,หนองคาย,คน
192,สำนักงานประกันสังคมจังหวัด,302,2565,ผู้สูงอายุที่เป็นผู้ประกันตนในระบบประกันสังคมมาตรา 40,หนองบัวลำภู,คน
108,สำนักงานประกันสังคมจังหวัด,303,2565,ผู้สูงอายุที่เป็นผู้ประกันตนในระบบประกันสังคมมาตรา 40,อ่างทอง,คน
158,สำนักงานประกันสังคมจังหวัด,304,2565,ผู้สูงอายุที่เป็นผู้ประกันตนในระบบประกันสังคมมาตรา 40,อำนาจเจริญ,คน
527,สำนักงานประกันสังคมจังหวัด,305,2565,ผู้สูงอายุที่เป็นผู้ประกันตนในระบบประกันสังคมมาตรา 40,อุดรธานี,คน
347,สำนักงานประกันสังคมจังหวัด,306,2565,ผู้สูงอายุที่เป็นผู้ประกันตนในระบบประกันสังคมมาตรา 40,อุตรดิตถ์,คน
202,สำนักงานประกันสังคมจังหวัด,307,2565,ผู้สูงอายุที่เป็นผู้ประกันตนในระบบประกันสังคมมาตรา 40,อุทัยธานี,คน
345,สำนักงานประกันสังคมจังหวัด,308,2565,ผู้สูงอายุที่เป็นผู้ประกันตนในระบบประกันสังคมมาตรา 40,อุบลราชธานี,คน
