เดือน,จำนวน,_id,ปี พ.ศ.,ประเภทรถ,ประเภทกฏหมาย
มิถุนายน,44847,1,2567,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,รถยนต์
มิถุนายน,1725,2,2567,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,รถยนต์
มิถุนายน,9940,3,2567,รย. 3 รถยนต์บรรทุกส่วนบุคคล,รถยนต์
มิถุนายน,8,4,2567,รย. 4 รถยนต์สามล้อส่วนบุคคล,รถยนต์
มิถุนายน,257,5,2567,รย. 6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คน,รถยนต์
มิถุนายน,36,6,2567,รย. 8 รถยนต์รับจ้างสามล้อ,รถยนต์
มิถุนายน,5,7,2567,รย. 9 รถยนต์บริการธุรกิจ,รถยนต์
มิถุนายน,42,8,2567,รย. 10 รถยนต์บริการทัศนาจร,รถยนต์
มิถุนายน,169137,9,2567,รย. 12 รถจักรยานยนต์,รถยนต์
มิถุนายน,5746,10,2567,รย. 13 รถแทร็กเตอร์,รถยนต์
มิถุนายน,36,11,2567,รย. 14 รถบดถนน,รถยนต์
มิถุนายน,21,12,2567,รย. 15 รถใช้ในงานเกษตรกรรม,รถยนต์
มิถุนายน,64,13,2567,รย. 16 รถพ่วง,รถยนต์
มิถุนายน,84,14,2567,รย. 17 รถจักรยานยนต์สาธารณะ,รถยนต์
มิถุนายน,93,15,2567,รถโดยสารประจำทาง,รถขนส่ง
มิถุนายน,290,16,2567,รถโดยสารไม่ประจำทาง,รถขนส่ง
มิถุนายน,47,17,2567,รถโดยสารส่วนบุคคล,รถขนส่ง
มิถุนายน,2487,18,2567,รถบรรทุกไม่ประจำทาง,รถขนส่ง
มิถุนายน,2186,19,2567,รถบรรทุกส่วนบุคคล,รถขนส่ง
