﻿year,sex,level_of_edu,quarter,_id,area,value,unit,source
2557,ชาย,อุดมศึกษา (สายวิชาการ),ไตรมาส 3,636,ในเขตเทศบาล,1.3,ร้อยละ,สำนักงานสถิติแห่งชาติ
2557,หญิง,อุดมศึกษา (สายวิชาการ),ไตรมาส 3,637,ในเขตเทศบาล,1.5,ร้อยละ,สำนักงานสถิติแห่งชาติ
2557,รวม,อุดมศึกษา (สายวิชาชีพ),ไตรมาส 3,638,ในเขตเทศบาล,0.7,ร้อยละ,สำนักงานสถิติแห่งชาติ
2557,ชาย,อุดมศึกษา (สายวิชาชีพ),ไตรมาส 3,639,ในเขตเทศบาล,0.7,ร้อยละ,สำนักงานสถิติแห่งชาติ
2557,หญิง,อุดมศึกษา (สายวิชาชีพ),ไตรมาส 3,640,ในเขตเทศบาล,0.8,ร้อยละ,สำนักงานสถิติแห่งชาติ
2557,รวม,อุดมศึกษา (สายวิชาการศึกษา),ไตรมาส 3,641,ในเขตเทศบาล,1.3,ร้อยละ,สำนักงานสถิติแห่งชาติ
2557,ชาย,อุดมศึกษา (สายวิชาการศึกษา),ไตรมาส 3,642,ในเขตเทศบาล,1.7,ร้อยละ,สำนักงานสถิติแห่งชาติ
2557,หญิง,อุดมศึกษา (สายวิชาการศึกษา),ไตรมาส 3,643,ในเขตเทศบาล,1.1,ร้อยละ,สำนักงานสถิติแห่งชาติ
2557,รวม,อื่นๆ และไม่ทราบ,ไตรมาส 3,644,ในเขตเทศบาล,0.4,ร้อยละ,สำนักงานสถิติแห่งชาติ
2557,หญิง,อื่นๆ และไม่ทราบ,ไตรมาส 3,645,ในเขตเทศบาล,1.3,ร้อยละ,สำนักงานสถิติแห่งชาติ
2557,รวม,รวม,ไตรมาส 3,646,นอกเขตเทศบาล,0.8,ร้อยละ,สำนักงานสถิติแห่งชาติ
2557,ชาย,รวม,ไตรมาส 3,647,นอกเขตเทศบาล,0.9,ร้อยละ,สำนักงานสถิติแห่งชาติ
2557,หญิง,รวม,ไตรมาส 3,648,นอกเขตเทศบาล,0.8,ร้อยละ,สำนักงานสถิติแห่งชาติ
2557,รวม,ไม่มีการศึกษา,ไตรมาส 3,649,นอกเขตเทศบาล,0.2,ร้อยละ,สำนักงานสถิติแห่งชาติ
2557,ชาย,ไม่มีการศึกษา,ไตรมาส 3,650,นอกเขตเทศบาล,0.1,ร้อยละ,สำนักงานสถิติแห่งชาติ
2557,หญิง,ไม่มีการศึกษา,ไตรมาส 3,651,นอกเขตเทศบาล,0.2,ร้อยละ,สำนักงานสถิติแห่งชาติ
2557,รวม,ต่ำกว่าประถมศึกษา,ไตรมาส 3,652,นอกเขตเทศบาล,0.2,ร้อยละ,สำนักงานสถิติแห่งชาติ
2557,ชาย,ต่ำกว่าประถมศึกษา,ไตรมาส 3,653,นอกเขตเทศบาล,0.2,ร้อยละ,สำนักงานสถิติแห่งชาติ
2557,หญิง,ต่ำกว่าประถมศึกษา,ไตรมาส 3,654,นอกเขตเทศบาล,0.2,ร้อยละ,สำนักงานสถิติแห่งชาติ
2557,รวม,ประถมศึกษา,ไตรมาส 3,655,นอกเขตเทศบาล,0.6,ร้อยละ,สำนักงานสถิติแห่งชาติ
2557,ชาย,ประถมศึกษา,ไตรมาส 3,656,นอกเขตเทศบาล,0.8,ร้อยละ,สำนักงานสถิติแห่งชาติ
2557,หญิง,ประถมศึกษา,ไตรมาส 3,657,นอกเขตเทศบาล,0.5,ร้อยละ,สำนักงานสถิติแห่งชาติ
2557,รวม,มัธยมศึกษาตอนต้น,ไตรมาส 3,658,นอกเขตเทศบาล,1.3,ร้อยละ,สำนักงานสถิติแห่งชาติ
2557,ชาย,มัธยมศึกษาตอนต้น,ไตรมาส 3,659,นอกเขตเทศบาล,1.4,ร้อยละ,สำนักงานสถิติแห่งชาติ
2557,หญิง,มัธยมศึกษาตอนต้น,ไตรมาส 3,660,นอกเขตเทศบาล,1.3,ร้อยละ,สำนักงานสถิติแห่งชาติ
2557,รวม,มัธยมศึกษาตอนปลาย (สายสามัญ),ไตรมาส 3,661,นอกเขตเทศบาล,1.2,ร้อยละ,สำนักงานสถิติแห่งชาติ
2557,ชาย,มัธยมศึกษาตอนปลาย (สายสามัญ),ไตรมาส 3,662,นอกเขตเทศบาล,1.2,ร้อยละ,สำนักงานสถิติแห่งชาติ
2557,หญิง,มัธยมศึกษาตอนปลาย (สายสามัญ),ไตรมาส 3,663,นอกเขตเทศบาล,1.1,ร้อยละ,สำนักงานสถิติแห่งชาติ
2557,รวม,มัธยมศึกษาตอนปลาย (สายอาชีวศึกษา),ไตรมาส 3,664,นอกเขตเทศบาล,1.1,ร้อยละ,สำนักงานสถิติแห่งชาติ
2557,ชาย,มัธยมศึกษาตอนปลาย (สายอาชีวศึกษา),ไตรมาส 3,665,นอกเขตเทศบาล,1.2,ร้อยละ,สำนักงานสถิติแห่งชาติ
2557,หญิง,มัธยมศึกษาตอนปลาย (สายอาชีวศึกษา),ไตรมาส 3,666,นอกเขตเทศบาล,1.0,ร้อยละ,สำนักงานสถิติแห่งชาติ
2557,รวม,อุดมศึกษา (สายวิชาการ),ไตรมาส 3,667,นอกเขตเทศบาล,2.5,ร้อยละ,สำนักงานสถิติแห่งชาติ
2557,ชาย,อุดมศึกษา (สายวิชาการ),ไตรมาส 3,668,นอกเขตเทศบาล,1.7,ร้อยละ,สำนักงานสถิติแห่งชาติ
2557,หญิง,อุดมศึกษา (สายวิชาการ),ไตรมาส 3,669,นอกเขตเทศบาล,3.1,ร้อยละ,สำนักงานสถิติแห่งชาติ
2557,รวม,อุดมศึกษา (สายวิชาชีพ),ไตรมาส 3,670,นอกเขตเทศบาล,1.8,ร้อยละ,สำนักงานสถิติแห่งชาติ
2557,ชาย,อุดมศึกษา (สายวิชาชีพ),ไตรมาส 3,671,นอกเขตเทศบาล,1.7,ร้อยละ,สำนักงานสถิติแห่งชาติ
2557,หญิง,อุดมศึกษา (สายวิชาชีพ),ไตรมาส 3,672,นอกเขตเทศบาล,2.0,ร้อยละ,สำนักงานสถิติแห่งชาติ
2557,รวม,อุดมศึกษา (สายวิชาการศึกษา),ไตรมาส 3,673,นอกเขตเทศบาล,0.8,ร้อยละ,สำนักงานสถิติแห่งชาติ
2557,ชาย,อุดมศึกษา (สายวิชาการศึกษา),ไตรมาส 3,674,นอกเขตเทศบาล,1.0,ร้อยละ,สำนักงานสถิติแห่งชาติ
2557,หญิง,อุดมศึกษา (สายวิชาการศึกษา),ไตรมาส 3,675,นอกเขตเทศบาล,0.7,ร้อยละ,สำนักงานสถิติแห่งชาติ
2557,รวม,รวม,ไตรมาส 4,676,รวม,0.6,ร้อยละ,สำนักงานสถิติแห่งชาติ
2557,ชาย,รวม,ไตรมาส 4,677,รวม,0.8,ร้อยละ,สำนักงานสถิติแห่งชาติ
2557,หญิง,รวม,ไตรมาส 4,678,รวม,0.5,ร้อยละ,สำนักงานสถิติแห่งชาติ
2557,รวม,ไม่มีการศึกษา,ไตรมาส 4,679,รวม,0.1,ร้อยละ,สำนักงานสถิติแห่งชาติ
2557,ชาย,ไม่มีการศึกษา,ไตรมาส 4,680,รวม,0.1,ร้อยละ,สำนักงานสถิติแห่งชาติ
2557,หญิง,ไม่มีการศึกษา,ไตรมาส 4,681,รวม,0.1,ร้อยละ,สำนักงานสถิติแห่งชาติ
2557,รวม,ต่ำกว่าประถมศึกษา,ไตรมาส 4,682,รวม,0.2,ร้อยละ,สำนักงานสถิติแห่งชาติ
2557,ชาย,ต่ำกว่าประถมศึกษา,ไตรมาส 4,683,รวม,0.2,ร้อยละ,สำนักงานสถิติแห่งชาติ
2557,หญิง,ต่ำกว่าประถมศึกษา,ไตรมาส 4,684,รวม,0.1,ร้อยละ,สำนักงานสถิติแห่งชาติ
2557,รวม,ประถมศึกษา,ไตรมาส 4,685,รวม,0.6,ร้อยละ,สำนักงานสถิติแห่งชาติ
2557,ชาย,ประถมศึกษา,ไตรมาส 4,686,รวม,0.8,ร้อยละ,สำนักงานสถิติแห่งชาติ
2557,หญิง,ประถมศึกษา,ไตรมาส 4,687,รวม,0.3,ร้อยละ,สำนักงานสถิติแห่งชาติ
2557,รวม,มัธยมศึกษาตอนต้น,ไตรมาส 4,688,รวม,0.9,ร้อยละ,สำนักงานสถิติแห่งชาติ
2557,ชาย,มัธยมศึกษาตอนต้น,ไตรมาส 4,689,รวม,1.1,ร้อยละ,สำนักงานสถิติแห่งชาติ
2557,หญิง,มัธยมศึกษาตอนต้น,ไตรมาส 4,690,รวม,0.7,ร้อยละ,สำนักงานสถิติแห่งชาติ
2557,รวม,มัธยมศึกษาตอนปลาย (สายสามัญ),ไตรมาส 4,691,รวม,0.6,ร้อยละ,สำนักงานสถิติแห่งชาติ
2557,ชาย,มัธยมศึกษาตอนปลาย (สายสามัญ),ไตรมาส 4,692,รวม,0.7,ร้อยละ,สำนักงานสถิติแห่งชาติ
2557,หญิง,มัธยมศึกษาตอนปลาย (สายสามัญ),ไตรมาส 4,693,รวม,0.5,ร้อยละ,สำนักงานสถิติแห่งชาติ
2557,รวม,มัธยมศึกษาตอนปลาย (สายอาชีวศึกษา),ไตรมาส 4,694,รวม,1.0,ร้อยละ,สำนักงานสถิติแห่งชาติ
2557,ชาย,มัธยมศึกษาตอนปลาย (สายอาชีวศึกษา),ไตรมาส 4,695,รวม,1.1,ร้อยละ,สำนักงานสถิติแห่งชาติ
2557,หญิง,มัธยมศึกษาตอนปลาย (สายอาชีวศึกษา),ไตรมาส 4,696,รวม,0.8,ร้อยละ,สำนักงานสถิติแห่งชาติ
2557,รวม,อุดมศึกษา (สายวิชาการ),ไตรมาส 4,697,รวม,1.0,ร้อยละ,สำนักงานสถิติแห่งชาติ
2557,ชาย,อุดมศึกษา (สายวิชาการ),ไตรมาส 4,698,รวม,1.2,ร้อยละ,สำนักงานสถิติแห่งชาติ
2557,หญิง,อุดมศึกษา (สายวิชาการ),ไตรมาส 4,699,รวม,0.8,ร้อยละ,สำนักงานสถิติแห่งชาติ
2557,รวม,อุดมศึกษา (สายวิชาชีพ),ไตรมาส 4,700,รวม,0.9,ร้อยละ,สำนักงานสถิติแห่งชาติ
2557,ชาย,อุดมศึกษา (สายวิชาชีพ),ไตรมาส 4,701,รวม,1.0,ร้อยละ,สำนักงานสถิติแห่งชาติ
2557,หญิง,อุดมศึกษา (สายวิชาชีพ),ไตรมาส 4,702,รวม,0.8,ร้อยละ,สำนักงานสถิติแห่งชาติ
2557,รวม,อุดมศึกษา (สายวิชาการศึกษา),ไตรมาส 4,703,รวม,0.6,ร้อยละ,สำนักงานสถิติแห่งชาติ
2557,ชาย,อุดมศึกษา (สายวิชาการศึกษา),ไตรมาส 4,704,รวม,0.8,ร้อยละ,สำนักงานสถิติแห่งชาติ
2557,หญิง,อุดมศึกษา (สายวิชาการศึกษา),ไตรมาส 4,705,รวม,0.5,ร้อยละ,สำนักงานสถิติแห่งชาติ
2557,รวม,อื่นๆ และไม่ทราบ,ไตรมาส 4,706,รวม,0.4,ร้อยละ,สำนักงานสถิติแห่งชาติ
2557,ชาย,อื่นๆ และไม่ทราบ,ไตรมาส 4,707,รวม,0.6,ร้อยละ,สำนักงานสถิติแห่งชาติ
2557,หญิง,อื่นๆ และไม่ทราบ,ไตรมาส 4,708,รวม,0.3,ร้อยละ,สำนักงานสถิติแห่งชาติ
2557,รวม,รวม,ไตรมาส 4,709,ในเขตเทศบาล,0.7,ร้อยละ,สำนักงานสถิติแห่งชาติ
2557,ชาย,รวม,ไตรมาส 4,710,ในเขตเทศบาล,0.9,ร้อยละ,สำนักงานสถิติแห่งชาติ
2557,หญิง,รวม,ไตรมาส 4,711,ในเขตเทศบาล,0.4,ร้อยละ,สำนักงานสถิติแห่งชาติ
2557,รวม,ไม่มีการศึกษา,ไตรมาส 4,712,ในเขตเทศบาล,0.1,ร้อยละ,สำนักงานสถิติแห่งชาติ
2557,ชาย,ไม่มีการศึกษา,ไตรมาส 4,713,ในเขตเทศบาล,0.1,ร้อยละ,สำนักงานสถิติแห่งชาติ
2557,หญิง,ไม่มีการศึกษา,ไตรมาส 4,714,ในเขตเทศบาล,0.1,ร้อยละ,สำนักงานสถิติแห่งชาติ
2557,รวม,ต่ำกว่าประถมศึกษา,ไตรมาส 4,715,ในเขตเทศบาล,0.2,ร้อยละ,สำนักงานสถิติแห่งชาติ
2557,ชาย,ต่ำกว่าประถมศึกษา,ไตรมาส 4,716,ในเขตเทศบาล,0.3,ร้อยละ,สำนักงานสถิติแห่งชาติ
2557,หญิง,ต่ำกว่าประถมศึกษา,ไตรมาส 4,717,ในเขตเทศบาล,0.1,ร้อยละ,สำนักงานสถิติแห่งชาติ
2557,รวม,ประถมศึกษา,ไตรมาส 4,718,ในเขตเทศบาล,0.6,ร้อยละ,สำนักงานสถิติแห่งชาติ
2557,ชาย,ประถมศึกษา,ไตรมาส 4,719,ในเขตเทศบาล,0.9,ร้อยละ,สำนักงานสถิติแห่งชาติ
2557,หญิง,ประถมศึกษา,ไตรมาส 4,720,ในเขตเทศบาล,0.2,ร้อยละ,สำนักงานสถิติแห่งชาติ
2557,รวม,มัธยมศึกษาตอนต้น,ไตรมาส 4,721,ในเขตเทศบาล,0.9,ร้อยละ,สำนักงานสถิติแห่งชาติ
2557,ชาย,มัธยมศึกษาตอนต้น,ไตรมาส 4,722,ในเขตเทศบาล,1.0,ร้อยละ,สำนักงานสถิติแห่งชาติ
2557,หญิง,มัธยมศึกษาตอนต้น,ไตรมาส 4,723,ในเขตเทศบาล,0.6,ร้อยละ,สำนักงานสถิติแห่งชาติ
2557,รวม,มัธยมศึกษาตอนปลาย (สายสามัญ),ไตรมาส 4,724,ในเขตเทศบาล,0.7,ร้อยละ,สำนักงานสถิติแห่งชาติ
2557,ชาย,มัธยมศึกษาตอนปลาย (สายสามัญ),ไตรมาส 4,725,ในเขตเทศบาล,0.8,ร้อยละ,สำนักงานสถิติแห่งชาติ
2557,หญิง,มัธยมศึกษาตอนปลาย (สายสามัญ),ไตรมาส 4,726,ในเขตเทศบาล,0.6,ร้อยละ,สำนักงานสถิติแห่งชาติ
2557,รวม,มัธยมศึกษาตอนปลาย (สายอาชีวศึกษา),ไตรมาส 4,727,ในเขตเทศบาล,1.3,ร้อยละ,สำนักงานสถิติแห่งชาติ
2557,ชาย,มัธยมศึกษาตอนปลาย (สายอาชีวศึกษา),ไตรมาส 4,728,ในเขตเทศบาล,1.7,ร้อยละ,สำนักงานสถิติแห่งชาติ
2557,หญิง,มัธยมศึกษาตอนปลาย (สายอาชีวศึกษา),ไตรมาส 4,729,ในเขตเทศบาล,0.7,ร้อยละ,สำนักงานสถิติแห่งชาติ
2557,รวม,อุดมศึกษา (สายวิชาการ),ไตรมาส 4,730,ในเขตเทศบาล,0.9,ร้อยละ,สำนักงานสถิติแห่งชาติ
2557,ชาย,อุดมศึกษา (สายวิชาการ),ไตรมาส 4,731,ในเขตเทศบาล,1.3,ร้อยละ,สำนักงานสถิติแห่งชาติ
2557,หญิง,อุดมศึกษา (สายวิชาการ),ไตรมาส 4,732,ในเขตเทศบาล,0.6,ร้อยละ,สำนักงานสถิติแห่งชาติ
2557,รวม,อุดมศึกษา (สายวิชาชีพ),ไตรมาส 4,733,ในเขตเทศบาล,0.7,ร้อยละ,สำนักงานสถิติแห่งชาติ
2557,ชาย,อุดมศึกษา (สายวิชาชีพ),ไตรมาส 4,734,ในเขตเทศบาล,0.6,ร้อยละ,สำนักงานสถิติแห่งชาติ
2557,หญิง,อุดมศึกษา (สายวิชาชีพ),ไตรมาส 4,735,ในเขตเทศบาล,0.7,ร้อยละ,สำนักงานสถิติแห่งชาติ
2557,รวม,อุดมศึกษา (สายวิชาการศึกษา),ไตรมาส 4,736,ในเขตเทศบาล,0.6,ร้อยละ,สำนักงานสถิติแห่งชาติ
2557,ชาย,อุดมศึกษา (สายวิชาการศึกษา),ไตรมาส 4,737,ในเขตเทศบาล,1.1,ร้อยละ,สำนักงานสถิติแห่งชาติ
2557,หญิง,อุดมศึกษา (สายวิชาการศึกษา),ไตรมาส 4,738,ในเขตเทศบาล,0.3,ร้อยละ,สำนักงานสถิติแห่งชาติ
2557,รวม,อื่นๆ และไม่ทราบ,ไตรมาส 4,739,ในเขตเทศบาล,1.2,ร้อยละ,สำนักงานสถิติแห่งชาติ
2557,ชาย,อื่นๆ และไม่ทราบ,ไตรมาส 4,740,ในเขตเทศบาล,1.6,ร้อยละ,สำนักงานสถิติแห่งชาติ
2557,หญิง,อื่นๆ และไม่ทราบ,ไตรมาส 4,741,ในเขตเทศบาล,0.7,ร้อยละ,สำนักงานสถิติแห่งชาติ
2557,รวม,รวม,ไตรมาส 4,742,นอกเขตเทศบาล,0.6,ร้อยละ,สำนักงานสถิติแห่งชาติ
2557,ชาย,รวม,ไตรมาส 4,743,นอกเขตเทศบาล,0.6,ร้อยละ,สำนักงานสถิติแห่งชาติ
2557,หญิง,รวม,ไตรมาส 4,744,นอกเขตเทศบาล,0.5,ร้อยละ,สำนักงานสถิติแห่งชาติ
2557,รวม,ไม่มีการศึกษา,ไตรมาส 4,745,นอกเขตเทศบาล,0.0,ร้อยละ,สำนักงานสถิติแห่งชาติ
2557,หญิง,ไม่มีการศึกษา,ไตรมาส 4,746,นอกเขตเทศบาล,0.1,ร้อยละ,สำนักงานสถิติแห่งชาติ
2557,รวม,ต่ำกว่าประถมศึกษา,ไตรมาส 4,747,นอกเขตเทศบาล,0.2,ร้อยละ,สำนักงานสถิติแห่งชาติ
2557,ชาย,ต่ำกว่าประถมศึกษา,ไตรมาส 4,748,นอกเขตเทศบาล,0.2,ร้อยละ,สำนักงานสถิติแห่งชาติ
2557,หญิง,ต่ำกว่าประถมศึกษา,ไตรมาส 4,749,นอกเขตเทศบาล,0.2,ร้อยละ,สำนักงานสถิติแห่งชาติ
2557,รวม,ประถมศึกษา,ไตรมาส 4,750,นอกเขตเทศบาล,0.5,ร้อยละ,สำนักงานสถิติแห่งชาติ
2557,ชาย,ประถมศึกษา,ไตรมาส 4,751,นอกเขตเทศบาล,0.6,ร้อยละ,สำนักงานสถิติแห่งชาติ
2557,หญิง,ประถมศึกษา,ไตรมาส 4,752,นอกเขตเทศบาล,0.3,ร้อยละ,สำนักงานสถิติแห่งชาติ
2557,รวม,มัธยมศึกษาตอนต้น,ไตรมาส 4,753,นอกเขตเทศบาล,1.0,ร้อยละ,สำนักงานสถิติแห่งชาติ
2557,ชาย,มัธยมศึกษาตอนต้น,ไตรมาส 4,754,นอกเขตเทศบาล,1.1,ร้อยละ,สำนักงานสถิติแห่งชาติ
2557,หญิง,มัธยมศึกษาตอนต้น,ไตรมาส 4,755,นอกเขตเทศบาล,0.8,ร้อยละ,สำนักงานสถิติแห่งชาติ
2557,รวม,มัธยมศึกษาตอนปลาย (สายสามัญ),ไตรมาส 4,756,นอกเขตเทศบาล,0.5,ร้อยละ,สำนักงานสถิติแห่งชาติ
2557,ชาย,มัธยมศึกษาตอนปลาย (สายสามัญ),ไตรมาส 4,757,นอกเขตเทศบาล,0.6,ร้อยละ,สำนักงานสถิติแห่งชาติ
2557,หญิง,มัธยมศึกษาตอนปลาย (สายสามัญ),ไตรมาส 4,758,นอกเขตเทศบาล,0.4,ร้อยละ,สำนักงานสถิติแห่งชาติ
2557,รวม,มัธยมศึกษาตอนปลาย (สายอาชีวศึกษา),ไตรมาส 4,759,นอกเขตเทศบาล,0.5,ร้อยละ,สำนักงานสถิติแห่งชาติ
2557,ชาย,มัธยมศึกษาตอนปลาย (สายอาชีวศึกษา),ไตรมาส 4,760,นอกเขตเทศบาล,0.3,ร้อยละ,สำนักงานสถิติแห่งชาติ
2557,หญิง,มัธยมศึกษาตอนปลาย (สายอาชีวศึกษา),ไตรมาส 4,761,นอกเขตเทศบาล,0.9,ร้อยละ,สำนักงานสถิติแห่งชาติ
2557,รวม,อุดมศึกษา (สายวิชาการ),ไตรมาส 4,762,นอกเขตเทศบาล,1.3,ร้อยละ,สำนักงานสถิติแห่งชาติ
2557,ชาย,อุดมศึกษา (สายวิชาการ),ไตรมาส 4,763,นอกเขตเทศบาล,1.1,ร้อยละ,สำนักงานสถิติแห่งชาติ
2557,หญิง,อุดมศึกษา (สายวิชาการ),ไตรมาส 4,764,นอกเขตเทศบาล,1.5,ร้อยละ,สำนักงานสถิติแห่งชาติ
2557,รวม,อุดมศึกษา (สายวิชาชีพ),ไตรมาส 4,765,นอกเขตเทศบาล,1.2,ร้อยละ,สำนักงานสถิติแห่งชาติ
2557,ชาย,อุดมศึกษา (สายวิชาชีพ),ไตรมาส 4,766,นอกเขตเทศบาล,1.4,ร้อยละ,สำนักงานสถิติแห่งชาติ
2557,หญิง,อุดมศึกษา (สายวิชาชีพ),ไตรมาส 4,767,นอกเขตเทศบาล,1.0,ร้อยละ,สำนักงานสถิติแห่งชาติ
2557,รวม,อุดมศึกษา (สายวิชาการศึกษา),ไตรมาส 4,768,นอกเขตเทศบาล,0.7,ร้อยละ,สำนักงานสถิติแห่งชาติ
2557,ชาย,อุดมศึกษา (สายวิชาการศึกษา),ไตรมาส 4,769,นอกเขตเทศบาล,0.6,ร้อยละ,สำนักงานสถิติแห่งชาติ
2557,หญิง,อุดมศึกษา (สายวิชาการศึกษา),ไตรมาส 4,770,นอกเขตเทศบาล,0.7,ร้อยละ,สำนักงานสถิติแห่งชาติ
2558,รวม,รวม,ไตรมาส 1,771,รวม,0.9,ร้อยละ,สำนักงานสถิติแห่งชาติ
2558,ชาย,รวม,ไตรมาส 1,772,รวม,1.0,ร้อยละ,สำนักงานสถิติแห่งชาติ
2558,หญิง,รวม,ไตรมาส 1,773,รวม,0.9,ร้อยละ,สำนักงานสถิติแห่งชาติ
2558,รวม,ไม่มีการศึกษา,ไตรมาส 1,774,รวม,1.0,ร้อยละ,สำนักงานสถิติแห่งชาติ
2558,ชาย,ไม่มีการศึกษา,ไตรมาส 1,775,รวม,0.6,ร้อยละ,สำนักงานสถิติแห่งชาติ
2558,หญิง,ไม่มีการศึกษา,ไตรมาส 1,776,รวม,1.4,ร้อยละ,สำนักงานสถิติแห่งชาติ
2558,รวม,ต่ำกว่าประถมศึกษา,ไตรมาส 1,777,รวม,0.3,ร้อยละ,สำนักงานสถิติแห่งชาติ
2558,ชาย,ต่ำกว่าประถมศึกษา,ไตรมาส 1,778,รวม,0.5,ร้อยละ,สำนักงานสถิติแห่งชาติ
2558,หญิง,ต่ำกว่าประถมศึกษา,ไตรมาส 1,779,รวม,0.2,ร้อยละ,สำนักงานสถิติแห่งชาติ
2558,รวม,ประถมศึกษา,ไตรมาส 1,780,รวม,0.6,ร้อยละ,สำนักงานสถิติแห่งชาติ
2558,ชาย,ประถมศึกษา,ไตรมาส 1,781,รวม,0.8,ร้อยละ,สำนักงานสถิติแห่งชาติ
2558,หญิง,ประถมศึกษา,ไตรมาส 1,782,รวม,0.2,ร้อยละ,สำนักงานสถิติแห่งชาติ
2558,รวม,มัธยมศึกษาตอนต้น,ไตรมาส 1,783,รวม,1.3,ร้อยละ,สำนักงานสถิติแห่งชาติ
2558,ชาย,มัธยมศึกษาตอนต้น,ไตรมาส 1,784,รวม,1.3,ร้อยละ,สำนักงานสถิติแห่งชาติ
2558,หญิง,มัธยมศึกษาตอนต้น,ไตรมาส 1,785,รวม,1.3,ร้อยละ,สำนักงานสถิติแห่งชาติ
2558,รวม,มัธยมศึกษาตอนปลาย (สายสามัญ),ไตรมาส 1,786,รวม,1.2,ร้อยละ,สำนักงานสถิติแห่งชาติ
2558,ชาย,มัธยมศึกษาตอนปลาย (สายสามัญ),ไตรมาส 1,787,รวม,1.1,ร้อยละ,สำนักงานสถิติแห่งชาติ
2558,หญิง,มัธยมศึกษาตอนปลาย (สายสามัญ),ไตรมาส 1,788,รวม,1.5,ร้อยละ,สำนักงานสถิติแห่งชาติ
2558,รวม,มัธยมศึกษาตอนปลาย (สายอาชีวศึกษา),ไตรมาส 1,789,รวม,1.2,ร้อยละ,สำนักงานสถิติแห่งชาติ
2558,ชาย,มัธยมศึกษาตอนปลาย (สายอาชีวศึกษา),ไตรมาส 1,790,รวม,1.4,ร้อยละ,สำนักงานสถิติแห่งชาติ
2558,หญิง,มัธยมศึกษาตอนปลาย (สายอาชีวศึกษา),ไตรมาส 1,791,รวม,0.8,ร้อยละ,สำนักงานสถิติแห่งชาติ
2558,รวม,อุดมศึกษา (สายวิชาการ),ไตรมาส 1,792,รวม,1.8,ร้อยละ,สำนักงานสถิติแห่งชาติ
2558,ชาย,อุดมศึกษา (สายวิชาการ),ไตรมาส 1,793,รวม,1.7,ร้อยละ,สำนักงานสถิติแห่งชาติ
2558,หญิง,อุดมศึกษา (สายวิชาการ),ไตรมาส 1,794,รวม,1.9,ร้อยละ,สำนักงานสถิติแห่งชาติ
2558,รวม,อุดมศึกษา (สายวิชาชีพ),ไตรมาส 1,795,รวม,1.4,ร้อยละ,สำนักงานสถิติแห่งชาติ
2558,ชาย,อุดมศึกษา (สายวิชาชีพ),ไตรมาส 1,796,รวม,1.1,ร้อยละ,สำนักงานสถิติแห่งชาติ
2558,หญิง,อุดมศึกษา (สายวิชาชีพ),ไตรมาส 1,797,รวม,1.7,ร้อยละ,สำนักงานสถิติแห่งชาติ
2558,รวม,อุดมศึกษา (สายวิชาการศึกษา),ไตรมาส 1,798,รวม,0.5,ร้อยละ,สำนักงานสถิติแห่งชาติ
2558,ชาย,อุดมศึกษา (สายวิชาการศึกษา),ไตรมาส 1,799,รวม,0.8,ร้อยละ,สำนักงานสถิติแห่งชาติ
2558,หญิง,อุดมศึกษา (สายวิชาการศึกษา),ไตรมาส 1,800,รวม,0.4,ร้อยละ,สำนักงานสถิติแห่งชาติ
2558,รวม,อื่นๆ และไม่ทราบ,ไตรมาส 1,801,รวม,0.4,ร้อยละ,สำนักงานสถิติแห่งชาติ
2558,ชาย,อื่นๆ และไม่ทราบ,ไตรมาส 1,802,รวม,0.7,ร้อยละ,สำนักงานสถิติแห่งชาติ
2558,รวม,รวม,ไตรมาส 1,803,ในเขตเทศบาล,0.9,ร้อยละ,สำนักงานสถิติแห่งชาติ
2558,ชาย,รวม,ไตรมาส 1,804,ในเขตเทศบาล,1.0,ร้อยละ,สำนักงานสถิติแห่งชาติ
2558,หญิง,รวม,ไตรมาส 1,805,ในเขตเทศบาล,0.9,ร้อยละ,สำนักงานสถิติแห่งชาติ
2558,รวม,ไม่มีการศึกษา,ไตรมาส 1,806,ในเขตเทศบาล,0.9,ร้อยละ,สำนักงานสถิติแห่งชาติ
2558,ชาย,ไม่มีการศึกษา,ไตรมาส 1,807,ในเขตเทศบาล,0.7,ร้อยละ,สำนักงานสถิติแห่งชาติ
2558,หญิง,ไม่มีการศึกษา,ไตรมาส 1,808,ในเขตเทศบาล,1.2,ร้อยละ,สำนักงานสถิติแห่งชาติ
2558,รวม,ต่ำกว่าประถมศึกษา,ไตรมาส 1,809,ในเขตเทศบาล,0.3,ร้อยละ,สำนักงานสถิติแห่งชาติ
2558,ชาย,ต่ำกว่าประถมศึกษา,ไตรมาส 1,810,ในเขตเทศบาล,0.4,ร้อยละ,สำนักงานสถิติแห่งชาติ
2558,หญิง,ต่ำกว่าประถมศึกษา,ไตรมาส 1,811,ในเขตเทศบาล,0.2,ร้อยละ,สำนักงานสถิติแห่งชาติ
2558,รวม,ประถมศึกษา,ไตรมาส 1,812,ในเขตเทศบาล,0.5,ร้อยละ,สำนักงานสถิติแห่งชาติ
2558,ชาย,ประถมศึกษา,ไตรมาส 1,813,ในเขตเทศบาล,0.7,ร้อยละ,สำนักงานสถิติแห่งชาติ
2558,หญิง,ประถมศึกษา,ไตรมาส 1,814,ในเขตเทศบาล,0.2,ร้อยละ,สำนักงานสถิติแห่งชาติ
