ไตรมาส 4,ไตรมาส 1,สถานภาพแรงงาน,ภาค,_id,ปี,ไตรมาส 3,ไตรมาส 2,เพศ,รายการ
2385817.9,2456177.66,ผู้มีงานทำ,      ภาคใต้                           ,174,2566,2371631.31,2394851.01,หญิง                        ,กำลังแรงงาน
66744.76,76123.14,ผู้ว่างงาน,      ภาคใต้                           ,175,2566,82569.69,82978.25,รวม,กำลังแรงงาน
31532.35,39713.9,ผู้ว่างงาน,      ภาคใต้                           ,176,2566,36766.2,39589.12,ชาย                         ,กำลังแรงงาน
35212.41,36409.24,ผู้ว่างงาน,      ภาคใต้                           ,177,2566,45803.49,43389.12,หญิง                        ,กำลังแรงงาน
652.58,345.13,รอฤดูกาล,      ภาคใต้                           ,178,2566,680.35,65.65,รวม,กำลังแรงงาน
222.86,345.13,รอฤดูกาล,      ภาคใต้                           ,179,2566,365.2,-,ชาย                         ,กำลังแรงงาน
429.72,-,รอฤดูกาล,      ภาคใต้                           ,180,2566,315.14,65.65,หญิง                        ,กำลังแรงงาน
5070930.78,5105743.19,ทำงานบ้าน,  ทั่วราชอาณาจักร                  ,181,2566,5036959.56,5129690.59,รวม,ผู้ไม่อยู่ในกำลังแรงงาน
293025.82,278971.52,ทำงานบ้าน,  ทั่วราชอาณาจักร                  ,182,2566,307096.85,300951.97,ชาย                         ,ผู้ไม่อยู่ในกำลังแรงงาน
4777904.96,4826771.67,ทำงานบ้าน,  ทั่วราชอาณาจักร                  ,183,2566,4729862.7,4828738.61,หญิง                        ,ผู้ไม่อยู่ในกำลังแรงงาน
4469423.95,4642470.81,เรียนหนังสือ,  ทั่วราชอาณาจักร                  ,184,2566,4558200.63,4518413.85,รวม,ผู้ไม่อยู่ในกำลังแรงงาน
2088333.6,2185780.22,เรียนหนังสือ,  ทั่วราชอาณาจักร                  ,185,2566,2137643.97,2130833.06,ชาย                         ,ผู้ไม่อยู่ในกำลังแรงงาน
2381090.35,2456690.59,เรียนหนังสือ,  ทั่วราชอาณาจักร                  ,186,2566,2420556.65,2387580.78,หญิง                        ,ผู้ไม่อยู่ในกำลังแรงงาน
7081931.74,6846118.45,ยังเด็ก/ชรา ป่วย/พิการจนไม่สามารถทำงานได้,  ทั่วราชอาณาจักร                  ,187,2566,6994919.28,7032598.66,รวม,ผู้ไม่อยู่ในกำลังแรงงาน
2920118.67,2869557.96,ยังเด็ก/ชรา ป่วย/พิการจนไม่สามารถทำงานได้,  ทั่วราชอาณาจักร                  ,188,2566,2875979.93,2923786.08,ชาย                         ,ผู้ไม่อยู่ในกำลังแรงงาน
4161813.08,3976560.49,ยังเด็ก/ชรา ป่วย/พิการจนไม่สามารถทำงานได้,  ทั่วราชอาณาจักร                  ,189,2566,4118939.35,4108812.59,หญิง                        ,ผู้ไม่อยู่ในกำลังแรงงาน
1731164.91,1932268.4,อื่น ๆ,  ทั่วราชอาณาจักร                  ,190,2566,1839742.65,1903422.0,รวม,ผู้ไม่อยู่ในกำลังแรงงาน
1029571.22,1157404.4,อื่น ๆ,  ทั่วราชอาณาจักร                  ,191,2566,1088130.9,1124631.22,ชาย                         ,ผู้ไม่อยู่ในกำลังแรงงาน
701593.69,774864.0,อื่น ๆ,  ทั่วราชอาณาจักร                  ,192,2566,751611.75,778790.79,หญิง                        ,ผู้ไม่อยู่ในกำลังแรงงาน
524444.22,549837.52,ทำงานบ้าน,  กรุงเทพมหานคร                    ,193,2566,545776.08,547201.44,รวม,ผู้ไม่อยู่ในกำลังแรงงาน
24035.45,24120.11,ทำงานบ้าน,  กรุงเทพมหานคร                    ,194,2566,28585.58,26444.18,ชาย                         ,ผู้ไม่อยู่ในกำลังแรงงาน
500408.78,525717.41,ทำงานบ้าน,  กรุงเทพมหานคร                    ,195,2566,517190.5,520757.26,หญิง                        ,ผู้ไม่อยู่ในกำลังแรงงาน
487606.33,497313.01,เรียนหนังสือ,  กรุงเทพมหานคร                    ,196,2566,485768.61,470479.22,รวม,ผู้ไม่อยู่ในกำลังแรงงาน
220520.45,229902.41,เรียนหนังสือ,  กรุงเทพมหานคร                    ,197,2566,225300.25,219473.5,ชาย                         ,ผู้ไม่อยู่ในกำลังแรงงาน
267085.88,267410.6,เรียนหนังสือ,  กรุงเทพมหานคร                    ,198,2566,260468.36,251005.72,หญิง                        ,ผู้ไม่อยู่ในกำลังแรงงาน
793081.97,712254.85,ยังเด็ก/ชรา ป่วย/พิการจนไม่สามารถทำงานได้,  กรุงเทพมหานคร                    ,199,2566,788194.71,750203.51,รวม,ผู้ไม่อยู่ในกำลังแรงงาน
317802.14,305331.35,ยังเด็ก/ชรา ป่วย/พิการจนไม่สามารถทำงานได้,  กรุงเทพมหานคร                    ,200,2566,324647.48,324530.76,ชาย                         ,ผู้ไม่อยู่ในกำลังแรงงาน
475279.83,406923.51,ยังเด็ก/ชรา ป่วย/พิการจนไม่สามารถทำงานได้,  กรุงเทพมหานคร                    ,201,2566,463547.23,425672.76,หญิง                        ,ผู้ไม่อยู่ในกำลังแรงงาน
311885.72,288985.65,อื่น ๆ,  กรุงเทพมหานคร                    ,202,2566,348945.97,303782.32,รวม,ผู้ไม่อยู่ในกำลังแรงงาน
180231.94,171313.05,อื่น ๆ,  กรุงเทพมหานคร                    ,203,2566,195435.08,169894.57,ชาย                         ,ผู้ไม่อยู่ในกำลังแรงงาน
131653.79,117672.6,อื่น ๆ,  กรุงเทพมหานคร                    ,204,2566,153510.9,133887.75,หญิง                        ,ผู้ไม่อยู่ในกำลังแรงงาน
1645684.96,1603381.74,ทำงานบ้าน,     ภาคกลาง                          ,205,2566,1645935.94,1637048.63,รวม,ผู้ไม่อยู่ในกำลังแรงงาน
126429.36,112590.97,ทำงานบ้าน,     ภาคกลาง                          ,206,2566,130313.92,115539.81,ชาย                         ,ผู้ไม่อยู่ในกำลังแรงงาน
1519255.6,1490790.77,ทำงานบ้าน,     ภาคกลาง                          ,207,2566,1515622.02,1521508.82,หญิง                        ,ผู้ไม่อยู่ในกำลังแรงงาน
1216750.83,1247634.43,เรียนหนังสือ,     ภาคกลาง                          ,208,2566,1234202.24,1205987.15,รวม,ผู้ไม่อยู่ในกำลังแรงงาน
557643.87,586706.86,เรียนหนังสือ,     ภาคกลาง                          ,209,2566,560016.62,562435.25,ชาย                         ,ผู้ไม่อยู่ในกำลังแรงงาน
659106.96,660927.57,เรียนหนังสือ,     ภาคกลาง                          ,210,2566,674185.62,643551.9,หญิง                        ,ผู้ไม่อยู่ในกำลังแรงงาน
1953785.42,1835316.88,ยังเด็ก/ชรา ป่วย/พิการจนไม่สามารถทำงานได้,     ภาคกลาง                          ,211,2566,1905284.84,1874025.17,รวม,ผู้ไม่อยู่ในกำลังแรงงาน
818204.86,760291.45,ยังเด็ก/ชรา ป่วย/พิการจนไม่สามารถทำงานได้,     ภาคกลาง                          ,212,2566,785479.89,766420.83,ชาย                         ,ผู้ไม่อยู่ในกำลังแรงงาน
1135580.56,1075025.43,ยังเด็ก/ชรา ป่วย/พิการจนไม่สามารถทำงานได้,     ภาคกลาง                          ,213,2566,1119804.94,1107604.34,หญิง                        ,ผู้ไม่อยู่ในกำลังแรงงาน
594438.39,670822.38,อื่น ๆ,     ภาคกลาง                          ,214,2566,658031.75,660443.06,รวม,ผู้ไม่อยู่ในกำลังแรงงาน
354231.07,398023.43,อื่น ๆ,     ภาคกลาง                          ,215,2566,396085.58,390453.08,ชาย                         ,ผู้ไม่อยู่ในกำลังแรงงาน
240207.32,272798.95,อื่น ๆ,     ภาคกลาง                          ,216,2566,261946.17,269989.98,หญิง                        ,ผู้ไม่อยู่ในกำลังแรงงาน
839252.41,800971.85,ทำงานบ้าน,     ภาคเหนือ                         ,217,2566,865248.43,851524.28,รวม,ผู้ไม่อยู่ในกำลังแรงงาน
57040.12,41235.45,ทำงานบ้าน,     ภาคเหนือ                         ,218,2566,58839.49,52437.19,ชาย                         ,ผู้ไม่อยู่ในกำลังแรงงาน
782212.29,759736.4,ทำงานบ้าน,     ภาคเหนือ                         ,219,2566,806408.94,799087.09,หญิง                        ,ผู้ไม่อยู่ในกำลังแรงงาน
692114.69,736643.09,เรียนหนังสือ,     ภาคเหนือ                         ,220,2566,708602.96,727606.61,รวม,ผู้ไม่อยู่ในกำลังแรงงาน
332863.19,350291.9,เรียนหนังสือ,     ภาคเหนือ                         ,221,2566,345467.53,358284.42,ชาย                         ,ผู้ไม่อยู่ในกำลังแรงงาน
359251.5,386351.18,เรียนหนังสือ,     ภาคเหนือ                         ,222,2566,363135.43,369322.19,หญิง                        ,ผู้ไม่อยู่ในกำลังแรงงาน
1415725.29,1355242.67,ยังเด็ก/ชรา ป่วย/พิการจนไม่สามารถทำงานได้,     ภาคเหนือ                         ,223,2566,1381567.12,1401883.23,รวม,ผู้ไม่อยู่ในกำลังแรงงาน
583603.03,568278.95,ยังเด็ก/ชรา ป่วย/พิการจนไม่สามารถทำงานได้,     ภาคเหนือ                         ,224,2566,569801.43,589106.49,ชาย                         ,ผู้ไม่อยู่ในกำลังแรงงาน
832122.25,786963.72,ยังเด็ก/ชรา ป่วย/พิการจนไม่สามารถทำงานได้,     ภาคเหนือ                         ,225,2566,811765.69,812776.74,หญิง                        ,ผู้ไม่อยู่ในกำลังแรงงาน
241976.98,271281.87,อื่น ๆ,     ภาคเหนือ                         ,226,2566,248722.04,261853.99,รวม,ผู้ไม่อยู่ในกำลังแรงงาน
149155.96,154503.35,อื่น ๆ,     ภาคเหนือ                         ,227,2566,148475.17,157923.04,ชาย                         ,ผู้ไม่อยู่ในกำลังแรงงาน
92821.02,116778.53,อื่น ๆ,     ภาคเหนือ                         ,228,2566,100246.87,103930.95,หญิง                        ,ผู้ไม่อยู่ในกำลังแรงงาน
1266994.34,1447446.72,ทำงานบ้าน,  ภาคตะวันออกเฉียงเหนือ ,229,2566,1202887.03,1346769.9,รวม,ผู้ไม่อยู่ในกำลังแรงงาน
60907.2,76664.24,ทำงานบ้าน,  ภาคตะวันออกเฉียงเหนือ ,230,2566,59418.08,75545.39,ชาย                         ,ผู้ไม่อยู่ในกำลังแรงงาน
1206087.13,1370782.48,ทำงานบ้าน,  ภาคตะวันออกเฉียงเหนือ ,231,2566,1143468.96,1271224.51,หญิง                        ,ผู้ไม่อยู่ในกำลังแรงงาน
1416201.64,1469132.06,เรียนหนังสือ,  ภาคตะวันออกเฉียงเหนือ ,232,2566,1444707.63,1435944.87,รวม,ผู้ไม่อยู่ในกำลังแรงงาน
676217.83,707662.08,เรียนหนังสือ,  ภาคตะวันออกเฉียงเหนือ ,233,2566,691549.0,679674.62,ชาย                         ,ผู้ไม่อยู่ในกำลังแรงงาน
739983.81,761469.98,เรียนหนังสือ,  ภาคตะวันออกเฉียงเหนือ ,234,2566,753158.63,756270.25,หญิง                        ,ผู้ไม่อยู่ในกำลังแรงงาน
2142065.17,2216952.31,ยังเด็ก/ชรา ป่วย/พิการจนไม่สามารถทำงานได้,  ภาคตะวันออกเฉียงเหนือ ,235,2566,2123573.44,2222516.22,รวม,ผู้ไม่อยู่ในกำลังแรงงาน
870053.05,925452.3,ยังเด็ก/ชรา ป่วย/พิการจนไม่สามารถทำงานได้,  ภาคตะวันออกเฉียงเหนือ ,236,2566,850203.2,909514.56,ชาย                         ,ผู้ไม่อยู่ในกำลังแรงงาน
1272012.12,1291500.0,ยังเด็ก/ชรา ป่วย/พิการจนไม่สามารถทำงานได้,  ภาคตะวันออกเฉียงเหนือ ,237,2566,1273370.24,1313001.66,หญิง                        ,ผู้ไม่อยู่ในกำลังแรงงาน
406564.95,521402.48,อื่น ๆ,  ภาคตะวันออกเฉียงเหนือ ,238,2566,417081.95,489511.31,รวม,ผู้ไม่อยู่ในกำลังแรงงาน
235462.72,323889.97,อื่น ๆ,  ภาคตะวันออกเฉียงเหนือ ,239,2566,249391.06,293105.66,ชาย                         ,ผู้ไม่อยู่ในกำลังแรงงาน
171102.24,197512.52,อื่น ๆ,  ภาคตะวันออกเฉียงเหนือ ,240,2566,167690.89,196405.65,หญิง                        ,ผู้ไม่อยู่ในกำลังแรงงาน
794554.84,704105.36,ทำงานบ้าน,      ภาคใต้                           ,241,2566,777112.07,747146.35,รวม,ผู้ไม่อยู่ในกำลังแรงงาน
24613.68,24360.76,ทำงานบ้าน,      ภาคใต้                           ,242,2566,29939.79,30985.41,ชาย                         ,ผู้ไม่อยู่ในกำลังแรงงาน
769941.16,679744.61,ทำงานบ้าน,      ภาคใต้                           ,243,2566,747172.28,716160.94,หญิง                        ,ผู้ไม่อยู่ในกำลังแรงงาน
656750.46,691748.23,เรียนหนังสือ,      ภาคใต้                           ,244,2566,684919.19,678396.0,รวม,ผู้ไม่อยู่ในกำลังแรงงาน
301088.27,311216.97,เรียนหนังสือ,      ภาคใต้                           ,245,2566,315310.58,310965.27,ชาย                         ,ผู้ไม่อยู่ในกำลังแรงงาน
355662.19,380531.27,เรียนหนังสือ,      ภาคใต้                           ,246,2566,369608.61,367430.73,หญิง                        ,ผู้ไม่อยู่ในกำลังแรงงาน
777273.89,726351.74,ยังเด็ก/ชรา ป่วย/พิการจนไม่สามารถทำงานได้,      ภาคใต้                           ,247,2566,796299.17,783970.54,รวม,ผู้ไม่อยู่ในกำลังแรงงาน
330455.58,310203.91,ยังเด็ก/ชรา ป่วย/พิการจนไม่สามารถทำงานได้,      ภาคใต้                           ,248,2566,345847.92,334213.45,ชาย                         ,ผู้ไม่อยู่ในกำลังแรงงาน
446818.31,416147.83,ยังเด็ก/ชรา ป่วย/พิการจนไม่สามารถทำงานได้,      ภาคใต้                           ,249,2566,450451.25,449757.09,หญิง                        ,ผู้ไม่อยู่ในกำลังแรงงาน
176298.86,179776.01,อื่น ๆ,      ภาคใต้                           ,250,2566,166960.94,187831.32,รวม,ผู้ไม่อยู่ในกำลังแรงงาน
110489.54,109674.61,อื่น ๆ,      ภาคใต้                           ,251,2566,98744.02,113254.86,ชาย                         ,ผู้ไม่อยู่ในกำลังแรงงาน
65809.33,70101.4,อื่น ๆ,      ภาคใต้                           ,252,2566,68216.92,74576.46,หญิง                        ,ผู้ไม่อยู่ในกำลังแรงงาน
