จำนวน,_id,ปี,เพศ,ไตรมาส,ชั่วโมงทำงาน/สัปดาห์
32326.609999999997,95,2561,รวม,เฉลี่ย 4 ไตรมาส,35-39 ชั่วโมง
17856.2,96,2561,ชาย                         ,ไตรมาส 1,35-39 ชั่วโมง
13483.92,97,2561,ชาย                         ,ไตรมาส 2,35-39 ชั่วโมง
15011.58,98,2561,ชาย                         ,ไตรมาส 3,35-39 ชั่วโมง
15351.68,99,2561,ชาย                         ,ไตรมาส 4,35-39 ชั่วโมง
15425.845000000001,100,2561,ชาย                         ,เฉลี่ย 4 ไตรมาส,35-39 ชั่วโมง
20963.23,101,2561,หญิง                        ,ไตรมาส 1,35-39 ชั่วโมง
13057.71,102,2561,หญิง                        ,ไตรมาส 2,35-39 ชั่วโมง
15379.6,103,2561,หญิง                        ,ไตรมาส 3,35-39 ชั่วโมง
18202.52,104,2561,หญิง                        ,ไตรมาส 4,35-39 ชั่วโมง
16900.765,105,2561,หญิง                        ,เฉลี่ย 4 ไตรมาส,35-39 ชั่วโมง
201449.61,106,2561,รวม,ไตรมาส 1,40-49 ชั่วโมง
230871.19,107,2561,รวม,ไตรมาส 2,40-49 ชั่วโมง
226374.25,108,2561,รวม,ไตรมาส 3,40-49 ชั่วโมง
225529.66,109,2561,รวม,ไตรมาส 4,40-49 ชั่วโมง
221056.17750000002,110,2561,รวม,เฉลี่ย 4 ไตรมาส,40-49 ชั่วโมง
116389.73,111,2561,ชาย                         ,ไตรมาส 1,40-49 ชั่วโมง
124867.9,112,2561,ชาย                         ,ไตรมาส 2,40-49 ชั่วโมง
131307.12,113,2561,ชาย                         ,ไตรมาส 3,40-49 ชั่วโมง
124438.89,114,2561,ชาย                         ,ไตรมาส 4,40-49 ชั่วโมง
124250.91,115,2561,ชาย                         ,เฉลี่ย 4 ไตรมาส,40-49 ชั่วโมง
85059.88,116,2561,หญิง                        ,ไตรมาส 1,40-49 ชั่วโมง
106003.29,117,2561,หญิง                        ,ไตรมาส 2,40-49 ชั่วโมง
95067.13,118,2561,หญิง                        ,ไตรมาส 3,40-49 ชั่วโมง
101090.77,119,2561,หญิง                        ,ไตรมาส 4,40-49 ชั่วโมง
96805.2675,120,2561,หญิง                        ,เฉลี่ย 4 ไตรมาส,40-49 ชั่วโมง
102444.03,121,2561,รวม,ไตรมาส 1,50 ชั่วโมงขึ้นไป
108833.19,122,2561,รวม,ไตรมาส 2,50 ชั่วโมงขึ้นไป
109505.19,123,2561,รวม,ไตรมาส 3,50 ชั่วโมงขึ้นไป
115069.17,124,2561,รวม,ไตรมาส 4,50 ชั่วโมงขึ้นไป
108962.895,125,2561,รวม,เฉลี่ย 4 ไตรมาส,50 ชั่วโมงขึ้นไป
56762.9,126,2561,ชาย                         ,ไตรมาส 1,50 ชั่วโมงขึ้นไป
66380.31,127,2561,ชาย                         ,ไตรมาส 2,50 ชั่วโมงขึ้นไป
59812.21,128,2561,ชาย                         ,ไตรมาส 3,50 ชั่วโมงขึ้นไป
64834.22,129,2561,ชาย                         ,ไตรมาส 4,50 ชั่วโมงขึ้นไป
61947.409999999996,130,2561,ชาย                         ,เฉลี่ย 4 ไตรมาส,50 ชั่วโมงขึ้นไป
45681.13,131,2561,หญิง                        ,ไตรมาส 1,50 ชั่วโมงขึ้นไป
42452.88,132,2561,หญิง                        ,ไตรมาส 2,50 ชั่วโมงขึ้นไป
49692.98,133,2561,หญิง                        ,ไตรมาส 3,50 ชั่วโมงขึ้นไป
50234.95,134,2561,หญิง                        ,ไตรมาส 4,50 ชั่วโมงขึ้นไป
47015.485,135,2561,หญิง                        ,เฉลี่ย 4 ไตรมาส,50 ชั่วโมงขึ้นไป
393577.82,136,2562,รวม,ไตรมาส 1,ยอดรวม
384788.37,137,2562,รวม,ไตรมาส 2,ยอดรวม
381671.24,138,2562,รวม,ไตรมาส 3,ยอดรวม
390716.36,139,2562,รวม,ไตรมาส 4,ยอดรวม
387688.4475,140,2562,รวม,เฉลี่ย 4 ไตรมาส,ยอดรวม
220253.89,141,2562,ชาย                         ,ไตรมาส 1,ยอดรวม
216855.94,142,2562,ชาย                         ,ไตรมาส 2,ยอดรวม
215688.06,143,2562,ชาย                         ,ไตรมาส 3,ยอดรวม
212887.18,144,2562,ชาย                         ,ไตรมาส 4,ยอดรวม
216421.26750000002,145,2562,ชาย                         ,เฉลี่ย 4 ไตรมาส,ยอดรวม
173323.93,146,2562,หญิง                        ,ไตรมาส 1,ยอดรวม
167932.43,147,2562,หญิง                        ,ไตรมาส 2,ยอดรวม
165983.18,148,2562,หญิง                        ,ไตรมาส 3,ยอดรวม
177829.18,149,2562,หญิง                        ,ไตรมาส 4,ยอดรวม
171267.18,150,2562,หญิง                        ,เฉลี่ย 4 ไตรมาส,ยอดรวม
1918.28,151,2562,รวม,ไตรมาส 1,น้อยกว่า 1 ชั่วโมง
3875.88,152,2562,รวม,ไตรมาส 2,น้อยกว่า 1 ชั่วโมง
681.61,153,2562,รวม,ไตรมาส 3,น้อยกว่า 1 ชั่วโมง
1691.88,154,2562,รวม,ไตรมาส 4,น้อยกว่า 1 ชั่วโมง
2041.9125,155,2562,รวม,เฉลี่ย 4 ไตรมาส,น้อยกว่า 1 ชั่วโมง
806.25,156,2562,ชาย                         ,ไตรมาส 1,น้อยกว่า 1 ชั่วโมง
2597.7,157,2562,ชาย                         ,ไตรมาส 2,น้อยกว่า 1 ชั่วโมง
355.38,158,2562,ชาย                         ,ไตรมาส 3,น้อยกว่า 1 ชั่วโมง
505.69,159,2562,ชาย                         ,ไตรมาส 4,น้อยกว่า 1 ชั่วโมง
1066.2549999999999,160,2562,ชาย                         ,เฉลี่ย 4 ไตรมาส,น้อยกว่า 1 ชั่วโมง
1112.02,161,2562,หญิง                        ,ไตรมาส 1,น้อยกว่า 1 ชั่วโมง
1278.18,162,2562,หญิง                        ,ไตรมาส 2,น้อยกว่า 1 ชั่วโมง
326.23,163,2562,หญิง                        ,ไตรมาส 3,น้อยกว่า 1 ชั่วโมง
1186.19,164,2562,หญิง                        ,ไตรมาส 4,น้อยกว่า 1 ชั่วโมง
975.655,165,2562,หญิง                        ,เฉลี่ย 4 ไตรมาส,น้อยกว่า 1 ชั่วโมง
3054.03,166,2562,รวม,ไตรมาส 1,1-9 ชั่วโมง
,167,2562,รวม,ไตรมาส 2,1-9 ชั่วโมง
950.05,168,2562,รวม,ไตรมาส 3,1-9 ชั่วโมง
452.31,169,2562,รวม,ไตรมาส 4,1-9 ชั่วโมง
1114.0975,170,2562,รวม,เฉลี่ย 4 ไตรมาส,1-9 ชั่วโมง
1837.98,171,2562,ชาย                         ,ไตรมาส 1,1-9 ชั่วโมง
,172,2562,ชาย                         ,ไตรมาส 2,1-9 ชั่วโมง
,173,2562,ชาย                         ,ไตรมาส 3,1-9 ชั่วโมง
452.31,174,2562,ชาย                         ,ไตรมาส 4,1-9 ชั่วโมง
572.5725,175,2562,ชาย                         ,เฉลี่ย 4 ไตรมาส,1-9 ชั่วโมง
1216.05,176,2562,หญิง                        ,ไตรมาส 1,1-9 ชั่วโมง
,177,2562,หญิง                        ,ไตรมาส 2,1-9 ชั่วโมง
950.05,178,2562,หญิง                        ,ไตรมาส 3,1-9 ชั่วโมง
,179,2562,หญิง                        ,ไตรมาส 4,1-9 ชั่วโมง
541.525,180,2562,หญิง                        ,เฉลี่ย 4 ไตรมาส,1-9 ชั่วโมง
11209.83,181,2562,รวม,ไตรมาส 1,10-19 ชั่วโมง
1680.43,182,2562,รวม,ไตรมาส 2,10-19 ชั่วโมง
647.05,183,2562,รวม,ไตรมาส 3,10-19 ชั่วโมง
1389.29,184,2562,รวม,ไตรมาส 4,10-19 ชั่วโมง
3731.6499999999996,185,2562,รวม,เฉลี่ย 4 ไตรมาส,10-19 ชั่วโมง
6295.17,186,2562,ชาย                         ,ไตรมาส 1,10-19 ชั่วโมง
946.67,187,2562,ชาย                         ,ไตรมาส 2,10-19 ชั่วโมง
461.76,188,2562,ชาย                         ,ไตรมาส 3,10-19 ชั่วโมง
1037.51,189,2562,ชาย                         ,ไตรมาส 4,10-19 ชั่วโมง
2185.2775,190,2562,ชาย                         ,เฉลี่ย 4 ไตรมาส,10-19 ชั่วโมง
4914.66,191,2562,หญิง                        ,ไตรมาส 1,10-19 ชั่วโมง
733.76,192,2562,หญิง                        ,ไตรมาส 2,10-19 ชั่วโมง
185.29,193,2562,หญิง                        ,ไตรมาส 3,10-19 ชั่วโมง
351.79,194,2562,หญิง                        ,ไตรมาส 4,10-19 ชั่วโมง
1546.375,195,2562,หญิง                        ,เฉลี่ย 4 ไตรมาส,10-19 ชั่วโมง
38853.68,196,2562,รวม,ไตรมาส 1,20-29 ชั่วโมง
9330.45,197,2562,รวม,ไตรมาส 2,20-29 ชั่วโมง
6109.82,198,2562,รวม,ไตรมาส 3,20-29 ชั่วโมง
3971.85,199,2562,รวม,ไตรมาส 4,20-29 ชั่วโมง
14566.45,200,2562,รวม,เฉลี่ย 4 ไตรมาส,20-29 ชั่วโมง
18106.04,201,2562,ชาย                         ,ไตรมาส 1,20-29 ชั่วโมง
4468.37,202,2562,ชาย                         ,ไตรมาส 2,20-29 ชั่วโมง
2418.05,203,2562,ชาย                         ,ไตรมาส 3,20-29 ชั่วโมง
1815.19,204,2562,ชาย                         ,ไตรมาส 4,20-29 ชั่วโมง
6701.912499999999,205,2562,ชาย                         ,เฉลี่ย 4 ไตรมาส,20-29 ชั่วโมง
20747.63,206,2562,หญิง                        ,ไตรมาส 1,20-29 ชั่วโมง
4862.07,207,2562,หญิง                        ,ไตรมาส 2,20-29 ชั่วโมง
3691.77,208,2562,หญิง                        ,ไตรมาส 3,20-29 ชั่วโมง
2156.66,209,2562,หญิง                        ,ไตรมาส 4,20-29 ชั่วโมง
7864.5325,210,2562,หญิง                        ,เฉลี่ย 4 ไตรมาส,20-29 ชั่วโมง
23295.78,211,2562,รวม,ไตรมาส 1,30-34 ชั่วโมง
5748.1,212,2562,รวม,ไตรมาส 2,30-34 ชั่วโมง
10167.3,213,2562,รวม,ไตรมาส 3,30-34 ชั่วโมง
8110.83,214,2562,รวม,ไตรมาส 4,30-34 ชั่วโมง
11830.502499999999,215,2562,รวม,เฉลี่ย 4 ไตรมาส,30-34 ชั่วโมง
12823.8,216,2562,ชาย                         ,ไตรมาส 1,30-34 ชั่วโมง
3602.23,217,2562,ชาย                         ,ไตรมาส 2,30-34 ชั่วโมง
4252.29,218,2562,ชาย                         ,ไตรมาส 3,30-34 ชั่วโมง
2708.52,219,2562,ชาย                         ,ไตรมาส 4,30-34 ชั่วโมง
5846.71,220,2562,ชาย                         ,เฉลี่ย 4 ไตรมาส,30-34 ชั่วโมง
10471.98,221,2562,หญิง                        ,ไตรมาส 1,30-34 ชั่วโมง
2145.87,222,2562,หญิง                        ,ไตรมาส 2,30-34 ชั่วโมง
5915,223,2562,หญิง                        ,ไตรมาส 3,30-34 ชั่วโมง
5402.3,224,2562,หญิง                        ,ไตรมาส 4,30-34 ชั่วโมง
5983.787499999999,225,2562,หญิง                        ,เฉลี่ย 4 ไตรมาส,30-34 ชั่วโมง
36585.69,226,2562,รวม,ไตรมาส 1,35-39 ชั่วโมง
37441.4,227,2562,รวม,ไตรมาส 2,35-39 ชั่วโมง
39297.28,228,2562,รวม,ไตรมาส 3,35-39 ชั่วโมง
39912.62,229,2562,รวม,ไตรมาส 4,35-39 ชั่วโมง
38309.2475,230,2562,รวม,เฉลี่ย 4 ไตรมาส,35-39 ชั่วโมง
14668.56,231,2562,ชาย                         ,ไตรมาส 1,35-39 ชั่วโมง
19600.47,232,2562,ชาย                         ,ไตรมาส 2,35-39 ชั่วโมง
20152.12,233,2562,ชาย                         ,ไตรมาส 3,35-39 ชั่วโมง
19698.97,234,2562,ชาย                         ,ไตรมาส 4,35-39 ชั่วโมง
18530.03,235,2562,ชาย                         ,เฉลี่ย 4 ไตรมาส,35-39 ชั่วโมง
21917.13,236,2562,หญิง                        ,ไตรมาส 1,35-39 ชั่วโมง
17840.94,237,2562,หญิง                        ,ไตรมาส 2,35-39 ชั่วโมง
19145.16,238,2562,หญิง                        ,ไตรมาส 3,35-39 ชั่วโมง
20213.65,239,2562,หญิง                        ,ไตรมาส 4,35-39 ชั่วโมง
19779.22,240,2562,หญิง                        ,เฉลี่ย 4 ไตรมาส,35-39 ชั่วโมง
177965.43,241,2562,รวม,ไตรมาส 1,40-49 ชั่วโมง
232430.23,242,2562,รวม,ไตรมาส 2,40-49 ชั่วโมง
237319.94,243,2562,รวม,ไตรมาส 3,40-49 ชั่วโมง
256863.13,244,2562,รวม,ไตรมาส 4,40-49 ชั่วโมง
226144.68250000002,245,2562,รวม,เฉลี่ย 4 ไตรมาส,40-49 ชั่วโมง
103996.91,246,2562,ชาย                         ,ไตรมาส 1,40-49 ชั่วโมง
131084.25,247,2562,ชาย                         ,ไตรมาส 2,40-49 ชั่วโมง
134127.25,248,2562,ชาย                         ,ไตรมาส 3,40-49 ชั่วโมง
140684,249,2562,ชาย                         ,ไตรมาส 4,40-49 ชั่วโมง
127473.10250000001,250,2562,ชาย                         ,เฉลี่ย 4 ไตรมาส,40-49 ชั่วโมง
73968.52,251,2562,หญิง                        ,ไตรมาส 1,40-49 ชั่วโมง
101345.98,252,2562,หญิง                        ,ไตรมาส 2,40-49 ชั่วโมง
103192.69,253,2562,หญิง                        ,ไตรมาส 3,40-49 ชั่วโมง
116179.13,254,2562,หญิง                        ,ไตรมาส 4,40-49 ชั่วโมง
98671.58,255,2562,หญิง                        ,เฉลี่ย 4 ไตรมาส,40-49 ชั่วโมง
100695.11,256,2562,รวม,ไตรมาส 1,50 ชั่วโมงขึ้นไป
94281.87,257,2562,รวม,ไตรมาส 2,50 ชั่วโมงขึ้นไป
86498.19,258,2562,รวม,ไตรมาส 3,50 ชั่วโมงขึ้นไป
78324.44,259,2562,รวม,ไตรมาส 4,50 ชั่วโมงขึ้นไป
89949.9025,260,2562,รวม,เฉลี่ย 4 ไตรมาส,50 ชั่วโมงขึ้นไป
61719.17,261,2562,ชาย                         ,ไตรมาส 1,50 ชั่วโมงขึ้นไป
54556.25,262,2562,ชาย                         ,ไตรมาส 2,50 ชั่วโมงขึ้นไป
53921.2,263,2562,ชาย                         ,ไตรมาส 3,50 ชั่วโมงขึ้นไป
45984.99,264,2562,ชาย                         ,ไตรมาส 4,50 ชั่วโมงขึ้นไป
54045.4025,265,2562,ชาย                         ,เฉลี่ย 4 ไตรมาส,50 ชั่วโมงขึ้นไป
38975.94,266,2562,หญิง                        ,ไตรมาส 1,50 ชั่วโมงขึ้นไป
39725.62,267,2562,หญิง                        ,ไตรมาส 2,50 ชั่วโมงขึ้นไป
32576.99,268,2562,หญิง                        ,ไตรมาส 3,50 ชั่วโมงขึ้นไป
32339.45,269,2562,หญิง                        ,ไตรมาส 4,50 ชั่วโมงขึ้นไป
35904.5,270,2562,หญิง                        ,เฉลี่ย 4 ไตรมาส,50 ชั่วโมงขึ้นไป
397559.24,271,2563,รวม,ไตรมาส 1,ยอดรวม
380187.38,272,2563,รวม,ไตรมาส 2,ยอดรวม
391220.4,273,2563,รวม,ไตรมาส 3,ยอดรวม
394646.79,274,2563,รวม,ไตรมาส 4,ยอดรวม
390903.4525,275,2563,รวม,เฉลี่ย 4 ไตรมาส,ยอดรวม
218620.72,276,2563,ชาย                         ,ไตรมาส 1,ยอดรวม
213793.53,277,2563,ชาย                         ,ไตรมาส 2,ยอดรวม
219131.34,278,2563,ชาย                         ,ไตรมาส 3,ยอดรวม
217858.19,279,2563,ชาย                         ,ไตรมาส 4,ยอดรวม
217350.945,280,2563,ชาย                         ,เฉลี่ย 4 ไตรมาส,ยอดรวม
178938.52,281,2563,หญิง                        ,ไตรมาส 1,ยอดรวม
166393.85,282,2563,หญิง                        ,ไตรมาส 2,ยอดรวม
172089.07,283,2563,หญิง                        ,ไตรมาส 3,ยอดรวม
176788.6,284,2563,หญิง                        ,ไตรมาส 4,ยอดรวม
173552.51,285,2563,หญิง                        ,เฉลี่ย 4 ไตรมาส,ยอดรวม
12539.3,286,2563,รวม,ไตรมาส 1,น้อยกว่า 1 ชั่วโมง
23766.48,287,2563,รวม,ไตรมาส 2,น้อยกว่า 1 ชั่วโมง
6414.53,288,2563,รวม,ไตรมาส 3,น้อยกว่า 1 ชั่วโมง
2917.58,289,2563,รวม,ไตรมาส 4,น้อยกว่า 1 ชั่วโมง
11409.4725,290,2563,รวม,เฉลี่ย 4 ไตรมาส,น้อยกว่า 1 ชั่วโมง
7097.84,291,2563,ชาย                         ,ไตรมาส 1,น้อยกว่า 1 ชั่วโมง
11446.4,292,2563,ชาย                         ,ไตรมาส 2,น้อยกว่า 1 ชั่วโมง
4343.42,293,2563,ชาย                         ,ไตรมาส 3,น้อยกว่า 1 ชั่วโมง
2157.97,294,2563,ชาย                         ,ไตรมาส 4,น้อยกว่า 1 ชั่วโมง
6261.407499999999,295,2563,ชาย                         ,เฉลี่ย 4 ไตรมาส,น้อยกว่า 1 ชั่วโมง
5441.47,296,2563,หญิง                        ,ไตรมาส 1,น้อยกว่า 1 ชั่วโมง
12320.08,297,2563,หญิง                        ,ไตรมาส 2,น้อยกว่า 1 ชั่วโมง
2071.11,298,2563,หญิง                        ,ไตรมาส 3,น้อยกว่า 1 ชั่วโมง
759.62,299,2563,หญิง                        ,ไตรมาส 4,น้อยกว่า 1 ชั่วโมง
5148.07,300,2563,หญิง                        ,เฉลี่ย 4 ไตรมาส,น้อยกว่า 1 ชั่วโมง
6435.72,301,2563,รวม,ไตรมาส 1,1-9 ชั่วโมง
742.56,302,2563,รวม,ไตรมาส 2,1-9 ชั่วโมง
,303,2563,รวม,ไตรมาส 3,1-9 ชั่วโมง
,304,2563,รวม,ไตรมาส 4,1-9 ชั่วโมง
1794.5700000000002,305,2563,รวม,เฉลี่ย 4 ไตรมาส,1-9 ชั่วโมง
3684.02,306,2563,ชาย                         ,ไตรมาส 1,1-9 ชั่วโมง
,307,2563,ชาย                         ,ไตรมาส 2,1-9 ชั่วโมง
,308,2563,ชาย                         ,ไตรมาส 3,1-9 ชั่วโมง
,309,2563,ชาย                         ,ไตรมาส 4,1-9 ชั่วโมง
921.005,310,2563,ชาย                         ,เฉลี่ย 4 ไตรมาส,1-9 ชั่วโมง
2751.7,311,2563,หญิง                        ,ไตรมาส 1,1-9 ชั่วโมง
742.56,312,2563,หญิง                        ,ไตรมาส 2,1-9 ชั่วโมง
,313,2563,หญิง                        ,ไตรมาส 3,1-9 ชั่วโมง
,314,2563,หญิง                        ,ไตรมาส 4,1-9 ชั่วโมง
873.5649999999999,315,2563,หญิง                        ,เฉลี่ย 4 ไตรมาส,1-9 ชั่วโมง
20025.5,316,2563,รวม,ไตรมาส 1,10-19 ชั่วโมง
4415.87,317,2563,รวม,ไตรมาส 2,10-19 ชั่วโมง
5175.49,318,2563,รวม,ไตรมาส 3,10-19 ชั่วโมง
3029.57,319,2563,รวม,ไตรมาส 4,10-19 ชั่วโมง
8161.6075,320,2563,รวม,เฉลี่ย 4 ไตรมาส,10-19 ชั่วโมง
9266.76,321,2563,ชาย                         ,ไตรมาส 1,10-19 ชั่วโมง
1761.38,322,2563,ชาย                         ,ไตรมาส 2,10-19 ชั่วโมง
1375.52,323,2563,ชาย                         ,ไตรมาส 3,10-19 ชั่วโมง
1668.34,324,2563,ชาย                         ,ไตรมาส 4,10-19 ชั่วโมง
3518,325,2563,ชาย                         ,เฉลี่ย 4 ไตรมาส,10-19 ชั่วโมง
10758.74,326,2563,หญิง                        ,ไตรมาส 1,10-19 ชั่วโมง
2654.49,327,2563,หญิง                        ,ไตรมาส 2,10-19 ชั่วโมง
3799.97,328,2563,หญิง                        ,ไตรมาส 3,10-19 ชั่วโมง
1361.23,329,2563,หญิง                        ,ไตรมาส 4,10-19 ชั่วโมง
4643.6075,330,2563,หญิง                        ,เฉลี่ย 4 ไตรมาส,10-19 ชั่วโมง
