จำนวน,_id,ปี,ระดับการศึกษา,เพศ,ไตรมาส,หน่วย
,271,2565,มัธยมศึกษาตอนปลาย สายวิชาการศึกษา,       ชาย                         , ไตรมาสที่ 4,คน
28016,272,2565,อุดมศึกษาสายวิชาการ,       ชาย                         , ไตรมาสที่ 4,คน
27480,273,2565,อุดมศึกษาสายวิชาชีพ,       ชาย                         , ไตรมาสที่ 4,คน
1611,274,2565,อุดมศึกษาสายวิชาการศึกษา,       ชาย                         , ไตรมาสที่ 4,คน
-,275,2565,อื่น ๆ,       ชาย                         , ไตรมาสที่ 4,คน
862,276,2565,ไม่ทราบ,       ชาย                         , ไตรมาสที่ 4,คน
2459,277,2565,ไม่มีการศึกษา,       หญิง                        , ไตรมาสที่ 4,คน
22336,278,2565,ต่ำกว่าประถมศึกษา,       หญิง                        , ไตรมาสที่ 4,คน
40993,279,2565,ประถมศึกษา,       หญิง                        , ไตรมาสที่ 4,คน
55492,280,2565,มัธยมศึกษาตอนต้น,       หญิง                        , ไตรมาสที่ 4,คน
55377,281,2565,มัธยมศึกษาตอนปลาย สายสามัญ,       หญิง                        , ไตรมาสที่ 4,คน
15571,282,2565,มัธยมศึกษาตอนปลาย สายอาชีวศึกษา,       หญิง                        , ไตรมาสที่ 4,คน
,283,2565,มัธยมศึกษาตอนปลาย สายวิชาการศึกษา,       หญิง                        , ไตรมาสที่ 4,คน
35848,284,2565,อุดมศึกษาสายวิชาการ,       หญิง                        , ไตรมาสที่ 4,คน
16561,285,2565,อุดมศึกษาสายวิชาชีพ,       หญิง                        , ไตรมาสที่ 4,คน
6190,286,2565,อุดมศึกษาสายวิชาการศึกษา,       หญิง                        , ไตรมาสที่ 4,คน
-,287,2565,อื่น ๆ,       หญิง                        , ไตรมาสที่ 4,คน
502,288,2565,ไม่ทราบ,       หญิง                        , ไตรมาสที่ 4,คน
834,289,2566,ไม่มีการศึกษา,       ชาย                         , ไตรมาสที่ 1 ,คน
22292,290,2566,ต่ำกว่าประถมศึกษา,       ชาย                         , ไตรมาสที่ 1 ,คน
77756,291,2566,ประถมศึกษา,       ชาย                         , ไตรมาสที่ 1 ,คน
86904,292,2566,มัธยมศึกษาตอนต้น,       ชาย                         , ไตรมาสที่ 1 ,คน
43714,293,2566,มัธยมศึกษาตอนปลาย สายสามัญ,       ชาย                         , ไตรมาสที่ 1 ,คน
14753,294,2566,มัธยมศึกษาตอนปลาย สายอาชีวศึกษา,       ชาย                         , ไตรมาสที่ 1 ,คน
,295,2566,มัธยมศึกษาตอนปลาย สายวิชาการศึกษา,       ชาย                         , ไตรมาสที่ 1 ,คน
24049,296,2566,อุดมศึกษาสายวิชาการ,       ชาย                         , ไตรมาสที่ 1 ,คน
24823,297,2566,อุดมศึกษาสายวิชาชีพ,       ชาย                         , ไตรมาสที่ 1 ,คน
2840,298,2566,อุดมศึกษาสายวิชาการศึกษา,       ชาย                         , ไตรมาสที่ 1 ,คน
-,299,2566,อื่น ๆ,       ชาย                         , ไตรมาสที่ 1 ,คน
1875,300,2566,ไม่ทราบ,       ชาย                         , ไตรมาสที่ 1 ,คน
510,301,2566,ไม่มีการศึกษา,       หญิง                        , ไตรมาสที่ 1 ,คน
18236,302,2566,ต่ำกว่าประถมศึกษา,       หญิง                        , ไตรมาสที่ 1 ,คน
52397,303,2566,ประถมศึกษา,       หญิง                        , ไตรมาสที่ 1 ,คน
58283,304,2566,มัธยมศึกษาตอนต้น,       หญิง                        , ไตรมาสที่ 1 ,คน
57684,305,2566,มัธยมศึกษาตอนปลาย สายสามัญ,       หญิง                        , ไตรมาสที่ 1 ,คน
11920,306,2566,มัธยมศึกษาตอนปลาย สายอาชีวศึกษา,       หญิง                        , ไตรมาสที่ 1 ,คน
,307,2566,มัธยมศึกษาตอนปลาย สายวิชาการศึกษา,       หญิง                        , ไตรมาสที่ 1 ,คน
36379,308,2566,อุดมศึกษาสายวิชาการ,       หญิง                        , ไตรมาสที่ 1 ,คน
11415,309,2566,อุดมศึกษาสายวิชาชีพ,       หญิง                        , ไตรมาสที่ 1 ,คน
3380,310,2566,อุดมศึกษาสายวิชาการศึกษา,       หญิง                        , ไตรมาสที่ 1 ,คน
-,311,2566,อื่น ๆ,       หญิง                        , ไตรมาสที่ 1 ,คน
1942,312,2566,ไม่ทราบ,       หญิง                        , ไตรมาสที่ 1 ,คน
417,313,2566,ไม่มีการศึกษา,       ชาย                         , ไตรมาสที่ 2,คน
25463,314,2566,ต่ำกว่าประถมศึกษา,       ชาย                         , ไตรมาสที่ 2,คน
72518,315,2566,ประถมศึกษา,       ชาย                         , ไตรมาสที่ 2,คน
88416,316,2566,มัธยมศึกษาตอนต้น,       ชาย                         , ไตรมาสที่ 2,คน
49425,317,2566,มัธยมศึกษาตอนปลาย สายสามัญ,       ชาย                         , ไตรมาสที่ 2,คน
14482,318,2566,มัธยมศึกษาตอนปลาย สายอาชีวศึกษา,       ชาย                         , ไตรมาสที่ 2,คน
,319,2566,มัธยมศึกษาตอนปลาย สายวิชาการศึกษา,       ชาย                         , ไตรมาสที่ 2,คน
20571,320,2566,อุดมศึกษาสายวิชาการ,       ชาย                         , ไตรมาสที่ 2,คน
26549,321,2566,อุดมศึกษาสายวิชาชีพ,       ชาย                         , ไตรมาสที่ 2,คน
2143,322,2566,อุดมศึกษาสายวิชาการศึกษา,       ชาย                         , ไตรมาสที่ 2,คน
-,323,2566,อื่น ๆ,       ชาย                         , ไตรมาสที่ 2,คน
889,324,2566,ไม่ทราบ,       ชาย                         , ไตรมาสที่ 2,คน
2519,325,2566,ไม่มีการศึกษา,       หญิง                        , ไตรมาสที่ 2,คน
13563,326,2566,ต่ำกว่าประถมศึกษา,       หญิง                        , ไตรมาสที่ 2,คน
50645,327,2566,ประถมศึกษา,       หญิง                        , ไตรมาสที่ 2,คน
61953,328,2566,มัธยมศึกษาตอนต้น,       หญิง                        , ไตรมาสที่ 2,คน
57602,329,2566,มัธยมศึกษาตอนปลาย สายสามัญ,       หญิง                        , ไตรมาสที่ 2,คน
10200,330,2566,มัธยมศึกษาตอนปลาย สายอาชีวศึกษา,       หญิง                        , ไตรมาสที่ 2,คน
,331,2566,มัธยมศึกษาตอนปลาย สายวิชาการศึกษา,       หญิง                        , ไตรมาสที่ 2,คน
41228,332,2566,อุดมศึกษาสายวิชาการ,       หญิง                        , ไตรมาสที่ 2,คน
11025,333,2566,อุดมศึกษาสายวิชาชีพ,       หญิง                        , ไตรมาสที่ 2,คน
3216,334,2566,อุดมศึกษาสายวิชาการศึกษา,       หญิง                        , ไตรมาสที่ 2,คน
-,335,2566,อื่น ๆ,       หญิง                        , ไตรมาสที่ 2,คน
1321,336,2566,ไม่ทราบ,       หญิง                        , ไตรมาสที่ 2,คน
736,337,2566,ไม่มีการศึกษา,       ชาย                         , ไตรมาสที่ 3,คน
23569,338,2566,ต่ำกว่าประถมศึกษา,       ชาย                         , ไตรมาสที่ 3,คน
70566,339,2566,ประถมศึกษา,       ชาย                         , ไตรมาสที่ 3,คน
94927,340,2566,มัธยมศึกษาตอนต้น,       ชาย                         , ไตรมาสที่ 3,คน
47005,341,2566,มัธยมศึกษาตอนปลาย สายสามัญ,       ชาย                         , ไตรมาสที่ 3,คน
14827,342,2566,มัธยมศึกษาตอนปลาย สายอาชีวศึกษา,       ชาย                         , ไตรมาสที่ 3,คน
,343,2566,มัธยมศึกษาตอนปลาย สายวิชาการศึกษา,       ชาย                         , ไตรมาสที่ 3,คน
21736,344,2566,อุดมศึกษาสายวิชาการ,       ชาย                         , ไตรมาสที่ 3,คน
24047,345,2566,อุดมศึกษาสายวิชาชีพ,       ชาย                         , ไตรมาสที่ 3,คน
909,346,2566,อุดมศึกษาสายวิชาการศึกษา,       ชาย                         , ไตรมาสที่ 3,คน
-,347,2566,อื่น ๆ,       ชาย                         , ไตรมาสที่ 3,คน
1563,348,2566,ไม่ทราบ,       ชาย                         , ไตรมาสที่ 3,คน
2082,349,2566,ไม่มีการศึกษา,       หญิง                        , ไตรมาสที่ 3,คน
19117,350,2566,ต่ำกว่าประถมศึกษา,       หญิง                        , ไตรมาสที่ 3,คน
46094,351,2566,ประถมศึกษา,       หญิง                        , ไตรมาสที่ 3,คน
61079,352,2566,มัธยมศึกษาตอนต้น,       หญิง                        , ไตรมาสที่ 3,คน
60326,353,2566,มัธยมศึกษาตอนปลาย สายสามัญ,       หญิง                        , ไตรมาสที่ 3,คน
12911,354,2566,มัธยมศึกษาตอนปลาย สายอาชีวศึกษา,       หญิง                        , ไตรมาสที่ 3,คน
,355,2566,มัธยมศึกษาตอนปลาย สายวิชาการศึกษา,       หญิง                        , ไตรมาสที่ 3,คน
32225,356,2566,อุดมศึกษาสายวิชาการ,       หญิง                        , ไตรมาสที่ 3,คน
13607,357,2566,อุดมศึกษาสายวิชาชีพ,       หญิง                        , ไตรมาสที่ 3,คน
5415,358,2566,อุดมศึกษาสายวิชาการศึกษา,       หญิง                        , ไตรมาสที่ 3,คน
-,359,2566,อื่น ๆ,       หญิง                        , ไตรมาสที่ 3,คน
997,360,2566,ไม่ทราบ,       หญิง                        , ไตรมาสที่ 3,คน
559,361,2566,ไม่มีการศึกษา,       ชาย                         , ไตรมาสที่ 4,คน
22996,362,2566,ต่ำกว่าประถมศึกษา,       ชาย                         , ไตรมาสที่ 4,คน
73480,363,2566,ประถมศึกษา,       ชาย                         , ไตรมาสที่ 4,คน
101686,364,2566,มัธยมศึกษาตอนต้น,       ชาย                         , ไตรมาสที่ 4,คน
46183,365,2566,มัธยมศึกษาตอนปลาย สายสามัญ,       ชาย                         , ไตรมาสที่ 4,คน
15198,366,2566,มัธยมศึกษาตอนปลาย สายอาชีวศึกษา,       ชาย                         , ไตรมาสที่ 4,คน
,367,2566,มัธยมศึกษาตอนปลาย สายวิชาการศึกษา,       ชาย                         , ไตรมาสที่ 4,คน
22668,368,2566,อุดมศึกษาสายวิชาการ,       ชาย                         , ไตรมาสที่ 4,คน
20715,369,2566,อุดมศึกษาสายวิชาชีพ,       ชาย                         , ไตรมาสที่ 4,คน
1685,370,2566,อุดมศึกษาสายวิชาการศึกษา,       ชาย                         , ไตรมาสที่ 4,คน
-,371,2566,อื่น ๆ,       ชาย                         , ไตรมาสที่ 4,คน
780,372,2566,ไม่ทราบ,       ชาย                         , ไตรมาสที่ 4,คน
1448,373,2566,ไม่มีการศึกษา,       หญิง                        , ไตรมาสที่ 4,คน
19975,374,2566,ต่ำกว่าประถมศึกษา,       หญิง                        , ไตรมาสที่ 4,คน
51303,375,2566,ประถมศึกษา,       หญิง                        , ไตรมาสที่ 4,คน
63565,376,2566,มัธยมศึกษาตอนต้น,       หญิง                        , ไตรมาสที่ 4,คน
56949,377,2566,มัธยมศึกษาตอนปลาย สายสามัญ,       หญิง                        , ไตรมาสที่ 4,คน
9997,378,2566,มัธยมศึกษาตอนปลาย สายอาชีวศึกษา,       หญิง                        , ไตรมาสที่ 4,คน
,379,2566,มัธยมศึกษาตอนปลาย สายวิชาการศึกษา,       หญิง                        , ไตรมาสที่ 4,คน
32667,380,2566,อุดมศึกษาสายวิชาการ,       หญิง                        , ไตรมาสที่ 4,คน
15775,381,2566,อุดมศึกษาสายวิชาชีพ,       หญิง                        , ไตรมาสที่ 4,คน
6276,382,2566,อุดมศึกษาสายวิชาการศึกษา,       หญิง                        , ไตรมาสที่ 4,คน
-,383,2566,อื่น ๆ,       หญิง                        , ไตรมาสที่ 4,คน
408,384,2566,ไม่ทราบ,       หญิง                        , ไตรมาสที่ 4,คน
