ค่าข้อมูล,ที่มา,_id,ปี,รายการ,จังหวัด,หน่วย
"30,431",สำนักงานสถิติจังหวัดชัยนาท,1,2561,จำนวนผู้สูงอายุที่ทำงาน,ชัยนาท,ราย
"29,636",สำนักงานสถิติจังหวัดชัยนาท,2,2562,จำนวนผู้สูงอายุที่ทำงาน,ชัยนาท,ราย
"33,902",สำนักงานสถิติจังหวัดชัยนาท,3,2563,จำนวนผู้สูงอายุที่ทำงาน,ชัยนาท,ราย
"24,171",สำนักงานสถิติจังหวัดชัยนาท,4,2564,จำนวนผู้สูงอายุที่ทำงาน,ชัยนาท,ราย
"24,716",สำนักงานสถิติจังหวัดชัยนาท,5,2565,จำนวนผู้สูงอายุที่ทำงาน,ชัยนาท,ราย
"24,931",สำนักงานสถิติจังหวัดชัยนาท,6,2566,จำนวนผู้สูงอายุที่ทำงาน,ชัยนาท,ราย
"27,235",สำนักงานสถิติจังหวัดชัยนาท,7,2567,จำนวนผู้สูงอายุที่ทำงาน,ชัยนาท,ราย
"25,583",สำนักงานสถิติจังหวัดชัยนาท,8,2568,จำนวนผู้สูงอายุที่ทำงาน,ชัยนาท,ราย
