_id,ลำดับ,เลขทะเบียน,ชื่อโรงงาน
911,911,20200049125620,บริษัท เฟยเยวีย รับเบอร์ รีไซเคิล (ประเทศไทย) จำกัด
912,912,20200002525527,-
913,913,20200036425652,บริษัท เจเอนไอ ไทย จำกัด
914,914,20200002525550,บริษัท ศรีราชาฟาร์ม (เอเชีย) จำกัด
915,915,20200036525659,บริษัท เอส เค เอ็ม เทค จำกัด
916,916,20200002525576,บริษัท ฟูจิ เทคนิคอล อินดัสเตรียล จำกัด
917,917,20200036625566,-
918,918,20200051825620,-
919,919,20200002525618,บริษัท ซุง เปา เฮา (ประเทศไทย) จำกัด
920,920,20200002625491,บริษัท เจทีเอส อลูมิเนียม แอนด์ เมทเทิล จำกัด
921,921,20200052925676,บริษัท ดี.เค. ไดคัท จำกัด
922,922,20200002625525,บริษัท เนาวรัตน์พัฒนาการ จำกัด (มหาชน)
923,923,20200037225622,บริษัท นิตโต-เฟรชโก ไบโอฟูเอล จำกัด
924,924,20200002725531,บริษัท พี เอส แอล อินเตอร์คูล จำกัด
925,925,20200037625672,บริษัท เอ็มโฟร์ เอ็นจิเนียริ่ง แอนด์ คอนสตรัคชั่น จำกัด
926,926,20200038425627,บริษัท บูรพาณิชย์ จำกัด
927,927,20200056325634,บริษัท วิริยะ พรีซิชั่น พาร์ท จำกัด
928,928,20200043925678,บริษัท ด้าหย่า คิทเช่น แอพพลายแอนซ์ แอคเซสซอรี่ส์ (ประเทศไทย) จำกัด
929,929,20200044225649,บริษัท ภิรมย์เฉลิมโชค จำกัด
930,930,20200057725675,บริษัท ทีเคซี โกลบอล จำกัด
931,931,20200002825679,บริษัท โจหมี่ อินดัสเทรียล (ประเทศไทย) จำกัด
932,932,20200002925529,ห้างหุ้นส่วนจำกัด สายทองเอ็นจิเนียริ่ง เซอร์วิส
933,933,20200002925545,บริษัท เวอร์เท็คซ์ เอ็นจิเนียริ่ง จำกัด
934,934,20200044825489,บีแลนด์ดิ้ง
935,935,20200003025493,บริษัท เกียรติทยากร เมททัล จำกัด
936,936,20200046525673,บริษัท ดรีมสเปซ (ประเทศไทย) จำกัด
937,937,20200058725658,บริษัท คิงส์แพ็ค อินดัสเตรียล จำกัด
938,938,20200046725653,ห้างหุ้นส่วนจำกัด เอส.เฮช.เอ.เตชะ เอ็นจิเนียริ่ง
939,939,20200047725660,บริษัท สุรศักดิ์ รับเบอร์ จำกัด
940,940,20200003025600,บริษัท หลินซินเอ็นเตอร์ไพรส์ (ประเทศไทย) จำกัด
941,941,20200048525655,บริษัท เอสอาร์ เค ซัพพลาย จำกัด
942,942,20200063725628,-
943,943,20200050125659,บริษัท สตาร์ แอดวานซ์ พลาสติก จำกัด
944,944,20200003225564,ห้างหุ้นส่วนจำกัด บูรพา พลาสติก ชลบุรี (2011)
945,945,20200067925661,บริษัท ยูเค เอ็นจิเนียริ่ง แอนด์ ซัพพลาย จำกัด
946,946,20200069525659,บริษัท เอเพ็กซ์ รีเสิร์ช โปรดักส์ จำกัด
947,947,20200051325639,บริษัท ป.พูนอนันต์ จำกัด
948,948,20200055125639,บริษัท วี วี อัน อินดัสทรี จำกัด
949,949,20200072425624,บริษัท พี.บี.เทรดดิ้ง แอนด์ รีไซเคิล จำกัด
950,950,20200003525591,ห้างหุ้นส่วนจำกัด เบญจวรรณ คอนสตรัคชั่น แอนด์ เซอร์วิส
951,951,20200059525669,บริษัท วีโซลูชั่น แมนูแฟคเจอริ่ง (ไทยแลนด์) จำกัด
952,952,20200059825655,บริษัท โคโทบุกิ เทค (ไทยแลนด์) จำกัด
953,953,20200003625508,บริษัท ธนรัฐรพี จำกัด
954,954,20200062225653,บริษัท โกลบอล นานา เทค จำกัด
955,955,20200072925664,บริษัท แอโร กรุ๊ป (1992) จำกัด
956,956,20200003725522,บริษัท ทิพยบดินทร์ จำกัด
957,957,20200065325641,บริษัท น้ำดื่ม จุฬาเทพ จำกัด
958,958,20200073425664,บริษัท ทรัพย์ทองไทย สแครป ยาร์ด จำกัด
959,959,20200074825664,บริษัท บี แอนด์ บี โซลิเมค จำกัด
960,960,20200077825661,บริษัท แพคกิ้งเวย์ (ประเทศไทย) จำกัด
961,961,20200066525660,บริษัท สหทวีภัทร์ เอ็นจิเนียริ่ง จำกัด
962,962,20200078825637,บริษัท โกลเด้น เครน (โกลเด้น ดราก้อน) จำกัด
963,963,20200068325655,-
964,964,20200082125669,บริษัท ภัควสุพันธ์ (หนึ่ง ซีฟู้ด) จำกัด
965,965,20200069225656,บริษัท ฮันยู กรุ๊ป (ไทยแลนด์) จำกัด
966,966,20200003725555,บริษัท นะกะ เซซะคุโช (ประเทศไทย) จำกัด
967,967,20200083225633,บริษัท โกลเด้น เครน (โกลเด้น ดราก้อน) จำกัด
968,968,20200083425662,บริษัท เอ็มพีเอ็ม. ออโตเมชั่น แอนด์ ซัพพลาย จำกัด
969,969,20200084625658,บริษัท อาซาฮี ไพป์ (ไทยแลนด์) จำกัด
