VALUE,SOURCE,_id,UNIT,YEAR
17365.0,สำนักงานสถิติแห่งชาติ,1,พันคน,2563
17330.0,สำนักงานสถิติแห่งชาติ,2,พันคน,2564
18591.0,สำนักงานสถิติแห่งชาติ,3,พันคน,2565
19120.0,สำนักงานสถิติแห่งชาติ,4,พันคน,2566
19225.77,สำนักงานสถิติแห่งชาติ,5,พันคน,2567
19357.09,สำนักงานสถิติแห่งชาติ,6,พันคน,2568
