VALUE,SOURCE,_id,UNIT,YEAR
17601.0,สำนักงานสถิติแห่งชาติ,1,พันคน,2563
17711.15,สำนักงานสถิติแห่งชาติ,2,พันคน,2564
18485.11,สำนักงานสถิติแห่งชาติ,3,พันคน,2565
18793.24,สำนักงานสถิติแห่งชาติ,4,พันคน,2566
18792.95,สำนักงานสถิติแห่งชาติ,5,พันคน,2567
18703.9,สำนักงานสถิติแห่งชาติ,6,พันคน,2568
