VALUE,SOURCE,_id,UNIT,YEAR
20122.56,สำนักงานสถิติแห่งชาติ,1,พันคน,2563
20101.61,สำนักงานสถิติแห่งชาติ,2,พันคน,2564
20817.42,สำนักงานสถิติแห่งชาติ,3,พันคน,2565
20826.6,สำนักงานสถิติแห่งชาติ,4,พันคน,2566
20768.85,สำนักงานสถิติแห่งชาติ,5,พันคน,2567
20729.01,สำนักงานสถิติแห่งชาติ,6,พันคน,2568
