﻿year,sex,level_of_edu,quarter,_id,area,value,unit,source
2563,ชาย,มัธยมศึกษาตอนปลาย (สายอาชีวศึกษา),ไตรมาส 1,1150,รวม,75.0,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,หญิง,มัธยมศึกษาตอนปลาย (สายอาชีวศึกษา),ไตรมาส 1,1151,รวม,62.8,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,รวม,มัธยมศึกษาตอนปลาย (สายอาชีวศึกษา),ไตรมาส 1,1152,ในเขตเทศบาล,68.6,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,ชาย,มัธยมศึกษาตอนปลาย (สายอาชีวศึกษา),ไตรมาส 1,1153,ในเขตเทศบาล,74.4,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,หญิง,มัธยมศึกษาตอนปลาย (สายอาชีวศึกษา),ไตรมาส 1,1154,ในเขตเทศบาล,61.3,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,รวม,มัธยมศึกษาตอนปลาย (สายอาชีวศึกษา),ไตรมาส 1,1155,นอกเขตเทศบาล,71.0,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,ชาย,มัธยมศึกษาตอนปลาย (สายอาชีวศึกษา),ไตรมาส 1,1156,นอกเขตเทศบาล,75.6,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,หญิง,มัธยมศึกษาตอนปลาย (สายอาชีวศึกษา),ไตรมาส 1,1157,นอกเขตเทศบาล,64.7,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,รวม,มัธยมศึกษาตอนปลาย (สายอาชีวศึกษา),ไตรมาส 2,1158,รวม,71.4,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,ชาย,มัธยมศึกษาตอนปลาย (สายอาชีวศึกษา),ไตรมาส 2,1159,รวม,75.9,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,หญิง,มัธยมศึกษาตอนปลาย (สายอาชีวศึกษา),ไตรมาส 2,1160,รวม,65.1,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,รวม,มัธยมศึกษาตอนปลาย (สายอาชีวศึกษา),ไตรมาส 2,1161,ในเขตเทศบาล,70.5,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,ชาย,มัธยมศึกษาตอนปลาย (สายอาชีวศึกษา),ไตรมาส 2,1162,ในเขตเทศบาล,75.1,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,หญิง,มัธยมศึกษาตอนปลาย (สายอาชีวศึกษา),ไตรมาส 2,1163,ในเขตเทศบาล,64.4,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,รวม,มัธยมศึกษาตอนปลาย (สายอาชีวศึกษา),ไตรมาส 2,1164,นอกเขตเทศบาล,72.6,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,ชาย,มัธยมศึกษาตอนปลาย (สายอาชีวศึกษา),ไตรมาส 2,1165,นอกเขตเทศบาล,76.7,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,หญิง,มัธยมศึกษาตอนปลาย (สายอาชีวศึกษา),ไตรมาส 2,1166,นอกเขตเทศบาล,65.9,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,รวม,มัธยมศึกษาตอนปลาย (สายอาชีวศึกษา),ไตรมาส 3,1167,รวม,70.9,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,ชาย,มัธยมศึกษาตอนปลาย (สายอาชีวศึกษา),ไตรมาส 3,1168,รวม,75.2,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,หญิง,มัธยมศึกษาตอนปลาย (สายอาชีวศึกษา),ไตรมาส 3,1169,รวม,65.4,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,รวม,มัธยมศึกษาตอนปลาย (สายอาชีวศึกษา),ไตรมาส 3,1170,ในเขตเทศบาล,71.3,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,ชาย,มัธยมศึกษาตอนปลาย (สายอาชีวศึกษา),ไตรมาส 3,1171,ในเขตเทศบาล,75.0,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,หญิง,มัธยมศึกษาตอนปลาย (สายอาชีวศึกษา),ไตรมาส 3,1172,ในเขตเทศบาล,67.0,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,รวม,มัธยมศึกษาตอนปลาย (สายอาชีวศึกษา),ไตรมาส 3,1173,นอกเขตเทศบาล,70.4,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,ชาย,มัธยมศึกษาตอนปลาย (สายอาชีวศึกษา),ไตรมาส 3,1174,นอกเขตเทศบาล,75.4,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,หญิง,มัธยมศึกษาตอนปลาย (สายอาชีวศึกษา),ไตรมาส 3,1175,นอกเขตเทศบาล,63.6,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,รวม,มัธยมศึกษาตอนปลาย (สายวิชาการศึกษา),ไตรมาส 1,1176,รวม,48.7,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,ชาย,มัธยมศึกษาตอนปลาย (สายวิชาการศึกษา),ไตรมาส 1,1177,รวม,73.6,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,หญิง,มัธยมศึกษาตอนปลาย (สายวิชาการศึกษา),ไตรมาส 1,1178,รวม,24.3,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,รวม,มัธยมศึกษาตอนปลาย (สายวิชาการศึกษา),ไตรมาส 1,1179,ในเขตเทศบาล,43.5,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,ชาย,มัธยมศึกษาตอนปลาย (สายวิชาการศึกษา),ไตรมาส 1,1180,ในเขตเทศบาล,75.8,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,หญิง,มัธยมศึกษาตอนปลาย (สายวิชาการศึกษา),ไตรมาส 1,1181,ในเขตเทศบาล,15.7,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,รวม,มัธยมศึกษาตอนปลาย (สายวิชาการศึกษา),ไตรมาส 1,1182,นอกเขตเทศบาล,56.2,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,ชาย,มัธยมศึกษาตอนปลาย (สายวิชาการศึกษา),ไตรมาส 1,1183,นอกเขตเทศบาล,71.0,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,หญิง,มัธยมศึกษาตอนปลาย (สายวิชาการศึกษา),ไตรมาส 1,1184,นอกเขตเทศบาล,38.8,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,รวม,มัธยมศึกษาตอนปลาย (สายวิชาการศึกษา),ไตรมาส 2,1185,รวม,49.6,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,ชาย,มัธยมศึกษาตอนปลาย (สายวิชาการศึกษา),ไตรมาส 2,1186,รวม,66.1,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,หญิง,มัธยมศึกษาตอนปลาย (สายวิชาการศึกษา),ไตรมาส 2,1187,รวม,38.3,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,ชาย,มัธยมศึกษาตอนปลาย (สายวิชาการศึกษา),ไตรมาส 2,1188,ในเขตเทศบาล,56.4,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,หญิง,มัธยมศึกษาตอนปลาย (สายวิชาการศึกษา),ไตรมาส 2,1189,ในเขตเทศบาล,40.6,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,รวม,มัธยมศึกษาตอนปลาย (สายวิชาการศึกษา),ไตรมาส 2,1190,นอกเขตเทศบาล,49.2,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,ชาย,มัธยมศึกษาตอนปลาย (สายวิชาการศึกษา),ไตรมาส 2,1191,นอกเขตเทศบาล,83.6,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,หญิง,มัธยมศึกษาตอนปลาย (สายวิชาการศึกษา),ไตรมาส 2,1192,นอกเขตเทศบาล,37.4,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,รวม,มัธยมศึกษาตอนปลาย (สายวิชาการศึกษา),ไตรมาส 3,1193,รวม,80.1,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,ชาย,มัธยมศึกษาตอนปลาย (สายวิชาการศึกษา),ไตรมาส 3,1194,รวม,85.1,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,หญิง,มัธยมศึกษาตอนปลาย (สายวิชาการศึกษา),ไตรมาส 3,1195,รวม,74.9,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,รวม,มัธยมศึกษาตอนปลาย (สายวิชาการศึกษา),ไตรมาส 3,1196,ในเขตเทศบาล,63.9,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,ชาย,มัธยมศึกษาตอนปลาย (สายวิชาการศึกษา),ไตรมาส 3,1197,ในเขตเทศบาล,65.6,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,หญิง,มัธยมศึกษาตอนปลาย (สายวิชาการศึกษา),ไตรมาส 3,1198,ในเขตเทศบาล,61.7,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,รวม,มัธยมศึกษาตอนปลาย (สายวิชาการศึกษา),ไตรมาส 3,1199,นอกเขตเทศบาล,89.1,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,ชาย,มัธยมศึกษาตอนปลาย (สายวิชาการศึกษา),ไตรมาส 3,1200,นอกเขตเทศบาล,97.4,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,หญิง,มัธยมศึกษาตอนปลาย (สายวิชาการศึกษา),ไตรมาส 3,1201,นอกเขตเทศบาล,81.4,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,รวม,มัธยมศึกษาตอนปลาย (สายวิชาการศึกษา),ไตรมาส 4,1202,รวม,58.2,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,ชาย,มัธยมศึกษาตอนปลาย (สายวิชาการศึกษา),ไตรมาส 4,1203,รวม,68.7,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,หญิง,มัธยมศึกษาตอนปลาย (สายวิชาการศึกษา),ไตรมาส 4,1204,รวม,50.5,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,รวม,มัธยมศึกษาตอนปลาย (สายวิชาการศึกษา),ไตรมาส 4,1205,ในเขตเทศบาล,40.9,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,ชาย,มัธยมศึกษาตอนปลาย (สายวิชาการศึกษา),ไตรมาส 4,1206,ในเขตเทศบาล,55.0,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,หญิง,มัธยมศึกษาตอนปลาย (สายวิชาการศึกษา),ไตรมาส 4,1207,ในเขตเทศบาล,32.4,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,รวม,มัธยมศึกษาตอนปลาย (สายวิชาการศึกษา),ไตรมาส 4,1208,นอกเขตเทศบาล,72.5,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,ชาย,มัธยมศึกษาตอนปลาย (สายวิชาการศึกษา),ไตรมาส 4,1209,นอกเขตเทศบาล,77.9,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,หญิง,มัธยมศึกษาตอนปลาย (สายวิชาการศึกษา),ไตรมาส 4,1210,นอกเขตเทศบาล,67.8,ร้อยละ,สำนักงานสถิติแห่งชาติ
2557,รวม,มัธยมศึกษาตอนปลาย (สายวิชาการศึกษา),ไตรมาส 1,1211,รวม,68.6,ร้อยละ,สำนักงานสถิติแห่งชาติ
2557,ชาย,มัธยมศึกษาตอนปลาย (สายวิชาการศึกษา),ไตรมาส 1,1212,รวม,64.4,ร้อยละ,สำนักงานสถิติแห่งชาติ
2557,หญิง,มัธยมศึกษาตอนปลาย (สายวิชาการศึกษา),ไตรมาส 1,1213,รวม,72.6,ร้อยละ,สำนักงานสถิติแห่งชาติ
2557,รวม,มัธยมศึกษาตอนปลาย (สายวิชาการศึกษา),ไตรมาส 1,1214,ในเขตเทศบาล,61.9,ร้อยละ,สำนักงานสถิติแห่งชาติ
2557,ชาย,มัธยมศึกษาตอนปลาย (สายวิชาการศึกษา),ไตรมาส 1,1215,ในเขตเทศบาล,60.6,ร้อยละ,สำนักงานสถิติแห่งชาติ
2557,หญิง,มัธยมศึกษาตอนปลาย (สายวิชาการศึกษา),ไตรมาส 1,1216,ในเขตเทศบาล,63.6,ร้อยละ,สำนักงานสถิติแห่งชาติ
2557,รวม,มัธยมศึกษาตอนปลาย (สายวิชาการศึกษา),ไตรมาส 1,1217,นอกเขตเทศบาล,78.8,ร้อยละ,สำนักงานสถิติแห่งชาติ
2557,ชาย,มัธยมศึกษาตอนปลาย (สายวิชาการศึกษา),ไตรมาส 1,1218,นอกเขตเทศบาล,73.9,ร้อยละ,สำนักงานสถิติแห่งชาติ
2557,หญิง,มัธยมศึกษาตอนปลาย (สายวิชาการศึกษา),ไตรมาส 1,1219,นอกเขตเทศบาล,81.4,ร้อยละ,สำนักงานสถิติแห่งชาติ
2557,รวม,มัธยมศึกษาตอนปลาย (สายวิชาการศึกษา),ไตรมาส 2,1220,รวม,48.0,ร้อยละ,สำนักงานสถิติแห่งชาติ
2557,ชาย,มัธยมศึกษาตอนปลาย (สายวิชาการศึกษา),ไตรมาส 2,1221,รวม,70.8,ร้อยละ,สำนักงานสถิติแห่งชาติ
2557,หญิง,มัธยมศึกษาตอนปลาย (สายวิชาการศึกษา),ไตรมาส 2,1222,รวม,33.3,ร้อยละ,สำนักงานสถิติแห่งชาติ
2557,รวม,มัธยมศึกษาตอนปลาย (สายวิชาการศึกษา),ไตรมาส 2,1223,ในเขตเทศบาล,42.4,ร้อยละ,สำนักงานสถิติแห่งชาติ
2557,ชาย,มัธยมศึกษาตอนปลาย (สายวิชาการศึกษา),ไตรมาส 2,1224,ในเขตเทศบาล,79.1,ร้อยละ,สำนักงานสถิติแห่งชาติ
2557,รวม,มัธยมศึกษาตอนปลาย (สายวิชาการศึกษา),ไตรมาส 2,1225,นอกเขตเทศบาล,75.5,ร้อยละ,สำนักงานสถิติแห่งชาติ
2557,รวม,มัธยมศึกษาตอนปลาย (สายวิชาการศึกษา),ไตรมาส 3,1226,รวม,69.4,ร้อยละ,สำนักงานสถิติแห่งชาติ
2557,ชาย,มัธยมศึกษาตอนปลาย (สายวิชาการศึกษา),ไตรมาส 3,1227,รวม,80.7,ร้อยละ,สำนักงานสถิติแห่งชาติ
2557,หญิง,มัธยมศึกษาตอนปลาย (สายวิชาการศึกษา),ไตรมาส 3,1228,รวม,52.1,ร้อยละ,สำนักงานสถิติแห่งชาติ
2557,รวม,มัธยมศึกษาตอนปลาย (สายวิชาการศึกษา),ไตรมาส 3,1229,ในเขตเทศบาล,53.1,ร้อยละ,สำนักงานสถิติแห่งชาติ
2557,ชาย,มัธยมศึกษาตอนปลาย (สายวิชาการศึกษา),ไตรมาส 3,1230,ในเขตเทศบาล,66.4,ร้อยละ,สำนักงานสถิติแห่งชาติ
2557,หญิง,มัธยมศึกษาตอนปลาย (สายวิชาการศึกษา),ไตรมาส 3,1231,ในเขตเทศบาล,44.9,ร้อยละ,สำนักงานสถิติแห่งชาติ
2557,รวม,มัธยมศึกษาตอนปลาย (สายวิชาการศึกษา),ไตรมาส 3,1232,นอกเขตเทศบาล,86.8,ร้อยละ,สำนักงานสถิติแห่งชาติ
2557,ชาย,มัธยมศึกษาตอนปลาย (สายวิชาการศึกษา),ไตรมาส 3,1233,นอกเขตเทศบาล,87.8,ร้อยละ,สำนักงานสถิติแห่งชาติ
2557,หญิง,มัธยมศึกษาตอนปลาย (สายวิชาการศึกษา),ไตรมาส 3,1234,นอกเขตเทศบาล,81.6,ร้อยละ,สำนักงานสถิติแห่งชาติ
2557,รวม,มัธยมศึกษาตอนปลาย (สายวิชาการศึกษา),ไตรมาส 4,1235,รวม,47.6,ร้อยละ,สำนักงานสถิติแห่งชาติ
2557,ชาย,มัธยมศึกษาตอนปลาย (สายวิชาการศึกษา),ไตรมาส 4,1236,รวม,46.5,ร้อยละ,สำนักงานสถิติแห่งชาติ
2557,หญิง,มัธยมศึกษาตอนปลาย (สายวิชาการศึกษา),ไตรมาส 4,1237,รวม,49.9,ร้อยละ,สำนักงานสถิติแห่งชาติ
2557,รวม,มัธยมศึกษาตอนปลาย (สายวิชาการศึกษา),ไตรมาส 4,1238,ในเขตเทศบาล,35.4,ร้อยละ,สำนักงานสถิติแห่งชาติ
2557,ชาย,มัธยมศึกษาตอนปลาย (สายวิชาการศึกษา),ไตรมาส 4,1239,ในเขตเทศบาล,24.9,ร้อยละ,สำนักงานสถิติแห่งชาติ
2557,หญิง,มัธยมศึกษาตอนปลาย (สายวิชาการศึกษา),ไตรมาส 4,1240,ในเขตเทศบาล,56.4,ร้อยละ,สำนักงานสถิติแห่งชาติ
2557,รวม,มัธยมศึกษาตอนปลาย (สายวิชาการศึกษา),ไตรมาส 4,1241,นอกเขตเทศบาล,52.1,ร้อยละ,สำนักงานสถิติแห่งชาติ
2557,ชาย,มัธยมศึกษาตอนปลาย (สายวิชาการศึกษา),ไตรมาส 4,1242,นอกเขตเทศบาล,54.4,ร้อยละ,สำนักงานสถิติแห่งชาติ
2557,หญิง,มัธยมศึกษาตอนปลาย (สายวิชาการศึกษา),ไตรมาส 4,1243,นอกเขตเทศบาล,47.3,ร้อยละ,สำนักงานสถิติแห่งชาติ
2558,รวม,มัธยมศึกษาตอนปลาย (สายวิชาการศึกษา),ไตรมาส 1,1244,รวม,61.6,ร้อยละ,สำนักงานสถิติแห่งชาติ
2558,ชาย,มัธยมศึกษาตอนปลาย (สายวิชาการศึกษา),ไตรมาส 1,1245,รวม,59.4,ร้อยละ,สำนักงานสถิติแห่งชาติ
2558,หญิง,มัธยมศึกษาตอนปลาย (สายวิชาการศึกษา),ไตรมาส 1,1246,รวม,67.0,ร้อยละ,สำนักงานสถิติแห่งชาติ
2558,รวม,มัธยมศึกษาตอนปลาย (สายวิชาการศึกษา),ไตรมาส 1,1247,ในเขตเทศบาล,46.8,ร้อยละ,สำนักงานสถิติแห่งชาติ
2558,ชาย,มัธยมศึกษาตอนปลาย (สายวิชาการศึกษา),ไตรมาส 1,1248,ในเขตเทศบาล,46.6,ร้อยละ,สำนักงานสถิติแห่งชาติ
2558,หญิง,มัธยมศึกษาตอนปลาย (สายวิชาการศึกษา),ไตรมาส 1,1249,ในเขตเทศบาล,47.1,ร้อยละ,สำนักงานสถิติแห่งชาติ
2558,รวม,มัธยมศึกษาตอนปลาย (สายวิชาการศึกษา),ไตรมาส 1,1250,นอกเขตเทศบาล,82.5,ร้อยละ,สำนักงานสถิติแห่งชาติ
2558,ชาย,มัธยมศึกษาตอนปลาย (สายวิชาการศึกษา),ไตรมาส 1,1251,นอกเขตเทศบาล,81.8,ร้อยละ,สำนักงานสถิติแห่งชาติ
2558,หญิง,มัธยมศึกษาตอนปลาย (สายวิชาการศึกษา),ไตรมาส 1,1252,นอกเขตเทศบาล,83.6,ร้อยละ,สำนักงานสถิติแห่งชาติ
2558,รวม,มัธยมศึกษาตอนปลาย (สายวิชาการศึกษา),ไตรมาส 2,1253,รวม,52.8,ร้อยละ,สำนักงานสถิติแห่งชาติ
2558,ชาย,มัธยมศึกษาตอนปลาย (สายวิชาการศึกษา),ไตรมาส 2,1254,รวม,83.0,ร้อยละ,สำนักงานสถิติแห่งชาติ
2558,หญิง,มัธยมศึกษาตอนปลาย (สายวิชาการศึกษา),ไตรมาส 2,1255,รวม,39.5,ร้อยละ,สำนักงานสถิติแห่งชาติ
2558,รวม,มัธยมศึกษาตอนปลาย (สายวิชาการศึกษา),ไตรมาส 2,1256,ในเขตเทศบาล,36.6,ร้อยละ,สำนักงานสถิติแห่งชาติ
2558,ชาย,มัธยมศึกษาตอนปลาย (สายวิชาการศึกษา),ไตรมาส 2,1257,ในเขตเทศบาล,80.3,ร้อยละ,สำนักงานสถิติแห่งชาติ
2558,หญิง,มัธยมศึกษาตอนปลาย (สายวิชาการศึกษา),ไตรมาส 2,1258,ในเขตเทศบาล,20.5,ร้อยละ,สำนักงานสถิติแห่งชาติ
2558,รวม,มัธยมศึกษาตอนปลาย (สายวิชาการศึกษา),ไตรมาส 2,1259,นอกเขตเทศบาล,67.6,ร้อยละ,สำนักงานสถิติแห่งชาติ
2558,ชาย,มัธยมศึกษาตอนปลาย (สายวิชาการศึกษา),ไตรมาส 2,1260,นอกเขตเทศบาล,85.0,ร้อยละ,สำนักงานสถิติแห่งชาติ
2558,หญิง,มัธยมศึกษาตอนปลาย (สายวิชาการศึกษา),ไตรมาส 2,1261,นอกเขตเทศบาล,58.8,ร้อยละ,สำนักงานสถิติแห่งชาติ
2561,หญิง,มัธยมศึกษาตอนปลาย (สายวิชาการศึกษา),ไตรมาส 4,1262,ในเขตเทศบาล,22.0,ร้อยละ,สำนักงานสถิติแห่งชาติ
2561,รวม,มัธยมศึกษาตอนปลาย (สายวิชาการศึกษา),ไตรมาส 4,1263,นอกเขตเทศบาล,63.1,ร้อยละ,สำนักงานสถิติแห่งชาติ
2561,หญิง,มัธยมศึกษาตอนปลาย (สายวิชาการศึกษา),ไตรมาส 4,1264,นอกเขตเทศบาล,15.3,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,รวม,มัธยมศึกษาตอนปลาย (สายวิชาการศึกษา),ไตรมาส 1,1265,รวม,67.2,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,ชาย,มัธยมศึกษาตอนปลาย (สายวิชาการศึกษา),ไตรมาส 1,1266,รวม,69.5,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,หญิง,มัธยมศึกษาตอนปลาย (สายวิชาการศึกษา),ไตรมาส 1,1267,รวม,63.5,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,รวม,มัธยมศึกษาตอนปลาย (สายวิชาการศึกษา),ไตรมาส 1,1268,ในเขตเทศบาล,73.5,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,ชาย,มัธยมศึกษาตอนปลาย (สายวิชาการศึกษา),ไตรมาส 1,1269,ในเขตเทศบาล,79.2,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,หญิง,มัธยมศึกษาตอนปลาย (สายวิชาการศึกษา),ไตรมาส 1,1270,ในเขตเทศบาล,62.8,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,รวม,มัธยมศึกษาตอนปลาย (สายวิชาการศึกษา),ไตรมาส 1,1271,นอกเขตเทศบาล,59.8,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,ชาย,มัธยมศึกษาตอนปลาย (สายวิชาการศึกษา),ไตรมาส 1,1272,นอกเขตเทศบาล,56.7,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,หญิง,มัธยมศึกษาตอนปลาย (สายวิชาการศึกษา),ไตรมาส 1,1273,นอกเขตเทศบาล,64.2,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,รวม,มัธยมศึกษาตอนปลาย (สายวิชาการศึกษา),ไตรมาส 2,1274,รวม,55.7,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,ชาย,มัธยมศึกษาตอนปลาย (สายวิชาการศึกษา),ไตรมาส 2,1275,รวม,38.5,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,หญิง,มัธยมศึกษาตอนปลาย (สายวิชาการศึกษา),ไตรมาส 2,1276,รวม,69.0,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,รวม,มัธยมศึกษาตอนปลาย (สายวิชาการศึกษา),ไตรมาส 2,1277,ในเขตเทศบาล,48.1,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,ชาย,มัธยมศึกษาตอนปลาย (สายวิชาการศึกษา),ไตรมาส 2,1278,ในเขตเทศบาล,31.5,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,หญิง,มัธยมศึกษาตอนปลาย (สายวิชาการศึกษา),ไตรมาส 2,1279,ในเขตเทศบาล,65.0,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,รวม,มัธยมศึกษาตอนปลาย (สายวิชาการศึกษา),ไตรมาส 2,1280,นอกเขตเทศบาล,75.3,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,ชาย,มัธยมศึกษาตอนปลาย (สายวิชาการศึกษา),ไตรมาส 2,1281,นอกเขตเทศบาล,73.9,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,หญิง,มัธยมศึกษาตอนปลาย (สายวิชาการศึกษา),ไตรมาส 2,1282,นอกเขตเทศบาล,75.8,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,รวม,มัธยมศึกษาตอนปลาย (สายวิชาการศึกษา),ไตรมาส 3,1283,รวม,37.0,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,ชาย,มัธยมศึกษาตอนปลาย (สายวิชาการศึกษา),ไตรมาส 3,1284,รวม,34.1,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,หญิง,มัธยมศึกษาตอนปลาย (สายวิชาการศึกษา),ไตรมาส 3,1285,รวม,39.8,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,รวม,มัธยมศึกษาตอนปลาย (สายวิชาการศึกษา),ไตรมาส 3,1286,ในเขตเทศบาล,37.3,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,ชาย,มัธยมศึกษาตอนปลาย (สายวิชาการศึกษา),ไตรมาส 3,1287,ในเขตเทศบาล,56.9,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,หญิง,มัธยมศึกษาตอนปลาย (สายวิชาการศึกษา),ไตรมาส 3,1288,ในเขตเทศบาล,31.8,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,รวม,มัธยมศึกษาตอนปลาย (สายวิชาการศึกษา),ไตรมาส 3,1289,นอกเขตเทศบาล,36.6,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,ชาย,มัธยมศึกษาตอนปลาย (สายวิชาการศึกษา),ไตรมาส 3,1290,นอกเขตเทศบาล,27.0,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,หญิง,มัธยมศึกษาตอนปลาย (สายวิชาการศึกษา),ไตรมาส 3,1291,นอกเขตเทศบาล,76.1,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,รวม,มัธยมศึกษาตอนปลาย (สายวิชาการศึกษา),ไตรมาส 4,1292,รวม,53.2,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,ชาย,มัธยมศึกษาตอนปลาย (สายวิชาการศึกษา),ไตรมาส 4,1293,รวม,57.9,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,หญิง,มัธยมศึกษาตอนปลาย (สายวิชาการศึกษา),ไตรมาส 4,1294,รวม,46.2,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,รวม,มัธยมศึกษาตอนปลาย (สายวิชาการศึกษา),ไตรมาส 4,1295,ในเขตเทศบาล,37.2,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,ชาย,มัธยมศึกษาตอนปลาย (สายวิชาการศึกษา),ไตรมาส 4,1296,ในเขตเทศบาล,26.8,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,หญิง,มัธยมศึกษาตอนปลาย (สายวิชาการศึกษา),ไตรมาส 4,1297,ในเขตเทศบาล,46.8,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,รวม,มัธยมศึกษาตอนปลาย (สายวิชาการศึกษา),ไตรมาส 4,1298,นอกเขตเทศบาล,92.7,ร้อยละ,สำนักงานสถิติแห่งชาติ
2559,รวม,ต่ำกว่าประถมศึกษา,ไตรมาส 3,1299,นอกเขตเทศบาล,61.5,ร้อยละ,สำนักงานสถิติแห่งชาติ
2559,ชาย,ต่ำกว่าประถมศึกษา,ไตรมาส 3,1300,นอกเขตเทศบาล,72.5,ร้อยละ,สำนักงานสถิติแห่งชาติ
