ค่าข้อมูล,ที่มา,_id,ปี,รายการ,จังหวัด,หน่วย
66.5,สำนักงานสถิติจังหวัดสตูล,1,2563,อัตราการมีงานทำ            ,สตูล,ร้อยละ
66.3,สำนักงานสถิติจังหวัดสตูล,2,2564,อัตราการมีงานทำ            ,สตูล,ร้อยละ
67.6,สำนักงานสถิติจังหวัดสตูล,3,2565,อัตราการมีงานทำ            ,สตูล,ร้อยละ
66.1,สำนักงานสถิติจังหวัดสตูล,4,2566,อัตราการมีงานทำ            ,สตูล,ร้อยละ
63.8,สำนักงานสถิติจังหวัดสตูล,5,2567,อัตราการมีงานทำ            ,สตูล,ร้อยละ
