ชื่อเรื่อง,รายละเอียด,ปีที่เผยแพร่,URL ที่เก็บไฟล์ต้นทาง
รายงานผลการดำเนินการตามแผนบริหารจัดการความเสี่ยงการทุจริตของกรมการขนส่งทางบก ประจำปีงบประมาณ พ.ศ. 2568,รายงานผลการดำเนินการตามแผนบริหารจัดการความเสี่ยงการทุจริตของกรมการขนส่งทางบก ประจำปีงบประมาณ พ.ศ. 2568,2568,https://short.dlt.go.th/pd8zk5
