 ชื่อเรื่อง ,รายละเอียด  ,ปีที่เริ่มแผน,ปีที่สิ้นสุดแผน,URL ไฟล์เล่มแผน
แผนปฏิบัติราชการ ระยะ 5 ปี (พ.ศ. 2566 - 2570) ของกรมการขนส่งทางบก (ฉบับแก้ไขเพิ่มเติม),มีข้อมูลรายละเอียดของแผนฯ เช่น วิสัยทัศน์ พันธกิจ ค่านิยม แผนปฏิบัติราชการเรื่องต่างๆ ค่าเป้าหมาย ตัวชี้วัด และแผนงาน/โครงการ/กิจกรรม หน้า 71-223,2566,2570,https://short.dlt.go.th/9458p2
