สัญชาติ,รถยนต์ส่วนบุคคลชั่วคร,จยย.ส่วนบุคคลชั่วคราว,รถยนต์ส่วนบุคคล,จยย.ส่วนบุคคล,จำนวนรวม
เมียนมา ,62443,148872,8990,12991,233296
จีน,56036,13893,38754,8992,117675
ไทยใหญ่,2209,1733,12945,18550,35437
รัสเซีย,9455,11888,5649,4097,31089
อังกฤษ,4963,3910,13615,7830,30318
อเมริกัน,6519,4121,12752,6438,29830
เยอรมัน,4875,4524,10548,7904,27851
ญี่ปุ่น,3682,1790,14318,4959,24749
อินเดีย,3301,3024,9069,7224,22618
ฝรั่งเศส,3759,3812,8439,6367,22377
ลาว,9420,5028,3161,1202,18811
กัมพูชา,8146,5346,1665,1018,16175
ออสเตรเลีย,3327,2217,6689,3600,15833
เกาหลี ,3839,1466,7068,1159,13532
ฟิลิปปินส์,1937,1399,5088,3190,11614
สวิสเซอร์แลนด์,1395,1146,5020,3553,11114
บริติช,1325,936,4018,2028,8307
ไทยลื้อ,737,495,3388,3447,8067
สวีเดน ,1196,1224,3172,2461,8053
แคนาดา,1543,1111,3261,1877,7792
อิตาลี,969,997,3047,2477,7490
เนเธอร์แลนด์,818,783,2482,1662,5745
กะเหรี่ยง,748,874,1481,2460,5563
ไต้หวัน,1549,502,3006,467,5524
นอรเวย์,734,646,2045,1523,4948
เบลเยี่ยม,658,597,1867,1385,4507
มาเลเซีย,634,260,1929,567,3390
เดนมาร์ค,570,568,1230,884,3252
สิงคโปร์,822,281,1680,378,3161
อิสราเอล,980,683,831,558,3052
ออสเตรีย,529,510,1111,866,3016
ปากีสถาน,643,480,1087,649,2859
อาข่า,448,608,653,1017,2726
ยูเครน,917,951,470,366,2704
ดัตช์,351,314,1068,680,2413
บุคคลพื้นที่สูง,174,130,804,1287,2395
ฟินแลนด์ ,342,332,915,758,2347
นิวซีแลนด์,466,307,918,472,2163
แอฟริกาใต้,447,320,844,479,2090
เวียดนาม,831,145,814,224,2014
ลั๊ว,115,117,706,839,1777
โปแลนด์,433,662,317,230,1642
ตุรกี,501,389,485,262,1637
มอญ,156,109,704,647,1616
สเปน,337,305,545,374,1561
ฮ่องกง,501,205,702,150,1558
อินโดนีเซีย,274,99,610,182,1165
ลาหู่,148,143,390,473,1154
บังคลาเทศ,281,174,462,230,1147
อิหร่าน,190,125,503,323,1141
ไอริช  ,220,182,463,256,1121
ไอซ์แลนด์,217,176,432,266,1091
เนปาล,148,103,292,176,719
บราซิล,168,134,277,119,698
ลีซู,75,63,208,301,647
ฮังการี ,157,164,185,125,631
ไนจีเรีย ,181,51,301,69,602
คาซัคสถาน,170,185,131,71,557
ศรีลังกา,122,73,225,91,511
แคเมอรูน,101,40,251,97,489
เบลารุส,134,157,104,85,480
โปรตุเกส,102,88,138,57,385
กินี,33,31,171,148,383
ปะหร่อง,23,20,145,184,372
สหราชอาณาจักร,141,138,55,36,370
สาธารณรัฐเช็ก,89,103,103,70,365
อียิปต์,63,44,141,69,317
โรมาเนีย,87,69,94,49,299
เอสโตเนีย,83,95,59,61,298
ลักเซมเบิร์ก,55,45,108,71,279
คูเวต,50,81,92,55,278
วานูอาตู,96,14,102,20,232
อุซเบกีสถาน,70,57,72,29,228
ลิทัวเนีย,56,73,57,41,227
เคนยา,89,34,75,28,226
กรีซ,37,32,88,68,225
โมร็อกโก,50,76,57,41,224
เชคโกสโลวาเกีย,70,70,43,29,212
ม้ง,95,35,46,33,209
ฮอลแลนด์,11,6,119,63,199
จีนฮ่อ,19,14,78,77,188
อาร์เจนตินา,43,44,60,31,178
สโลเวเนีย,38,42,54,43,177
เซอร์เบีย,38,43,51,41,173
เม็กซิกัน,47,19,80,22,168
กาน่า,39,23,72,31,165
ซีเรีย,22,18,78,45,163
ลักเวีย,48,58,28,26,160
ภูฏาน,46,19,58,26,149
โคลัมเบีย,36,28,57,24,145
จอร์แดน ,33,17,67,26,143
ชิลี ,40,28,47,23,138
เลบานอน,21,21,64,29,135
บัลแกเรีย,33,29,43,26,131
สโลวัค,28,34,42,27,131
อาฟกานิสถาน,27,19,55,29,130
อาหรับเอมิเรตส์,40,40,25,11,116
ซาอุดิอาระเบีย,28,16,56,13,113
เชครีพับลิก,24,29,32,23,108
มัลดีฟ ,28,25,35,20,108
เปรู,27,12,49,18,106
โครเอเชีย,17,24,36,27,104
ยูกันดา,34,11,38,17,100
ซิมบับเว,41,14,28,15,98
บาห์เรน,19,25,38,16,98
อิรัก ,16,7,47,25,95
คีร์กิซ,33,29,17,12,91
ปะโอ,2,1,35,44,82
อาฟริกา,2,2,46,28,78
มอลโดวา,21,18,22,14,75
เยเมน,16,9,33,17,75
เซนต์คิตส์เนวิส,22,9,35,7,73
เฮเลนิค,12,17,24,15,68
แอลจีเรีย,14,11,29,9,63
คะฉิ่น,8,3,15,33,59
เอธิโอเปีย,17,11,26,4,58
อาร์มิเนีย,18,8,24,4,54
คาเมรูน,9,4,29,9,51
ตูนิเซีย,14,11,18,8,51
โอมาน,16,12,19,4,51
มาลี,3,4,24,18,49
มองโกเลีย,16,3,23,6,48
มอลต้า,13,6,20,8,47
อาเซอร์ไบจาน,16,12,14,5,47
เติร์กเมนิสถาน,12,6,13,13,44
มอริเชียส,14,5,13,10,42
โดนิมิกัน,11,4,21,4,40
ปาเลสติเนียน,7,3,14,13,37
เวเนซุเอลา,6,4,21,5,36
ซูดาน  ,4,1,24,5,34
บรูไน,7,2,19,2,30
เอกวาดอร์,11,3,11,5,30
มาดากัสกา,7,3,12,7,29
ไซปรัส,9,11,7,1,28
ฟิจิ,10,4,13,1,28
ลิเบีย,6,2,17,3,28
จอร์เจีย,11,9,5,2,27
ลิกเตนสไตน์,6,5,9,7,27
แทนซาเนีย,5,6,11,4,26
คองโก,9,3,8,4,24
อูกันตา,8,2,8,6,24
บอสเนีย,6,7,5,5,23
คิวบา,5,4,10,3,22
อุรุกวัย,3,5,9,3,20
แกมเบีย,1,2,7,8,18
