สัญชาติ,รถยนต์ส่วนบุคคลชั่วคร,จยย.ส่วนบุคคลชั่วคราว,รถยนต์ส่วนบุคคล,จยย.ส่วนบุคคล,จำนวนรวม
เมียนมา ,32116,80414,7057,13246,132833
จีน,23878,5656,26958,6828,63320
ไทยใหญ่,2210,1283,12082,19651,35226
อังกฤษ,3931,3046,13279,7223,27479
ญี่ปุ่น,4038,1741,14621,4755,25155
อเมริกัน,5028,3049,11041,5328,24446
รัสเซีย,8202,11159,2980,1984,24325
เยอรมัน,3694,3146,9137,6778,22755
อินเดีย,2971,2420,7740,6168,19299
ฝรั่งเศส,2701,2361,7503,5563,18128
ออสเตรเลีย,2456,1560,6057,3197,13270
ลาว,6420,2862,2783,1167,13232
กัมพูชา,6575,4545,1172,896,13188
เกาหลี ,3060,900,6476,1024,11460
ฟิลิปปินส์,1923,1307,4177,2680,10087
สวิสเซอร์แลนด์,1173,963,4500,3146,9782
ไทยลื้อ,655,362,3500,3922,8439
สวีเดน ,1141,1040,3221,2470,7872
อิตาลี,867,850,2849,2291,6857
บริติช,1145,714,3010,1488,6357
แคนาดา,1199,824,2757,1566,6346
เนเธอร์แลนด์,706,550,2309,1558,5123
นอรเวย์,702,606,1959,1439,4706
กะเหรี่ยง,378,355,1219,2537,4489
เบลเยี่ยม,512,434,1674,1226,3846
ไต้หวัน,907,238,2281,287,3713
บุคคลพื้นที่สูง,304,249,962,1630,3145
มาเลเซีย,608,217,1730,495,3050
เดนมาร์ค,504,435,1134,806,2879
สิงคโปร์,710,213,1401,315,2639
ออสเตรีย,369,334,958,711,2372
ฟินแลนด์ ,330,303,889,733,2255
ปากีสถาน,411,263,913,550,2137
ดัตช์,301,233,972,582,2088
นิวซีแลนด์,360,237,851,416,1864
ลั๊ว,179,113,617,903,1812
อิสราเอล,410,323,640,411,1784
แอฟริกาใต้,381,253,643,356,1633
ยูเครน,522,570,280,242,1614
มอญ,150,81,602,647,1480
เวียดนาม,482,90,681,212,1465
อาข่า,202,188,365,674,1429
สเปน,268,196,439,294,1197
ฮ่องกง,516,148,370,67,1101
อิหร่าน,173,118,458,285,1034
ตุรกี,257,156,384,222,1019
ไอซ์แลนด์,172,124,431,262,989
อินโดนีเซีย,237,82,519,148,986
บังคลาเทศ,162,91,404,206,863
ไอริช  ,171,129,353,194,847
ลาหู่,119,84,252,355,810
โปแลนด์,222,231,213,138,804
เนปาล,119,52,249,160,580
บราซิล,164,97,219,98,578
ลีซู,61,59,142,211,473
ไนจีเรีย ,97,27,256,59,439
ฮังการี ,84,84,157,107,432
แคเมอรูน,55,20,233,108,416
ศรีลังกา,92,51,197,64,404
กินี,26,13,170,155,364
คาซัคสถาน,113,98,94,55,360
เบลารุส,98,117,63,61,339
โปรตุเกส,88,54,117,47,306
ปะหร่อง,26,20,90,132,268
ฮอลแลนด์,18,15,153,82,268
อียิปต์,57,31,119,55,262
คูเวต,56,59,67,47,229
สาธารณรัฐเช็ก,59,53,71,45,228
ลักเซมเบิร์ก,42,32,91,58,223
กรีซ,32,28,85,66,211
จีนฮ่อ,16,8,90,87,201
เอสโตเนีย,50,78,33,35,196
โรมาเนีย,49,28,74,38,189
ลิทัวเนีย,42,55,45,34,176
วานูอาตู,120,18,23,7,168
สโลเวเนีย,34,31,43,41,149
เม็กซิกัน,44,13,64,20,141
ซีเรีย,22,9,66,40,137
เคนยา,43,21,54,18,136
เซอร์เบีย,32,31,40,33,136
โมร็อกโก,25,25,51,33,134
อุซเบกีสถาน,32,23,57,18,130
กาน่า,23,6,60,34,123
อาร์เจนตินา,25,13,54,27,119
เชคโกสโลวาเกีย,30,19,39,30,118
โคลัมเบีย,28,15,52,22,117
บาห์เรน,31,26,38,15,110
อาฟกานิสถาน,31,21,36,19,107
จอร์แดน ,22,15,51,17,105
ภูฏาน,35,9,35,26,105
เลบานอน,20,12,53,20,105
อาฟริกา,8,4,50,38,100
ชิลี ,24,17,34,20,95
ลักเวีย,27,30,22,16,95
ม้ง,12,10,39,32,93
ซาอุดิอาระเบีย,34,10,33,10,87
อิรัก ,12,5,45,25,87
โครเอเชีย,9,11,37,27,84
เปรู,20,7,42,15,84
มัลดีฟ ,27,17,23,13,80
บัลแกเรีย,17,14,31,16,78
สโลวัค,13,11,33,21,78
อาหรับเอมิเรตส์,29,23,18,4,74
สหราชอาณาจักร,5,1,41,26,73
เชครีพับลิก,22,18,20,12,72
ปะโอ,8,3,20,33,64
ยูกันดา,23,5,23,13,64
ซิมบับเว,22,11,18,9,60
เยเมน,18,6,22,14,60
มาลี,5,3,28,21,57
คาเมรูน,5,0,33,13,51
มอลโดวา,13,10,14,10,47
โอมาน,18,10,15,4,47
เฮเลนิค,12,12,13,9,46
เติร์กเมนิสถาน,10,12,13,10,45
แอลจีเรีย,13,4,20,8,45
คีร์กิซ,7,11,13,11,42
มองโกเลีย,15,7,16,2,40
ซูดาน  ,4,1,24,6,35
เซนต์คิตส์เนวิส,19,4,9,2,34
มอลต้า,8,6,16,4,34
เอธิโอเปีย,9,1,20,3,33
คะฉิ่น,5,5,6,16,32
อาร์มิเนีย,5,4,21,2,32
เวเนซุเอลา,10,2,15,4,31
ตูนิเซีย,6,3,14,7,30
อาเซอร์ไบจาน,7,5,13,5,30
โดนิมิกัน,9,1,16,3,29
บรูไน,11,3,13,1,28
ปาเลสติเนียน,5,3,9,11,28
อุรุกวัย,3,12,8,2,25
มอริเชียส,3,3,12,6,24
มาดากัสกา,3,2,12,7,24
ลิเบีย,10,1,10,2,23
เอกวาดอร์,6,8,6,1,21
แทนซาเนีย,5,2,10,3,20
บอสเนีย,5,6,6,3,20
อูกันตา,7,4,4,5,20
ลิกเตนสไตน์,4,3,6,5,18
แกมเบีย,3,4,4,5,16
คองโก,3,2,7,3,15
ฟิจิ,5,0,9,1,15
ไอเวอรี่โคสต์,3,1,8,3,15
