สัญชาติ,รถยนต์ส่วนบุคคลชั่วคร,จยย.ส่วนบุคคลชั่วคราว,รถยนต์ส่วนบุคคล,จยย.ส่วนบุคคล,จำนวนรวม
เมียนมา ,34560,85403,6983,12849,139795
จีน,25981,6346,27450,6886,66663
ไทยใหญ่,2321,1400,11985,18951,34657
อังกฤษ,4005,3121,13257,7235,27618
รัสเซีย,8888,12317,3022,1997,26224
ญี่ปุ่น,4035,1789,14579,4767,25170
อเมริกัน,5123,3149,11162,5395,24829
เยอรมัน,3820,3320,9313,6913,23366
อินเดีย,3067,2528,7811,6199,19605
ฝรั่งเศส,2847,2532,7573,5647,18599
กัมพูชา,6806,4605,1211,891,13513
ลาว,6587,2956,2810,1156,13509
ออสเตรเลีย,2538,1638,6059,3206,13441
เกาหลี ,3293,947,6514,1039,11793
ฟิลิปปินส์,1947,1336,4235,2693,10211
สวิสเซอร์แลนด์,1209,993,4551,3197,9950
ไทยลื้อ,717,381,3454,3754,8306
สวีเดน ,1084,1011,3268,2516,7879
อิตาลี,882,875,2861,2301,6919
แคนาดา,1244,864,2817,1614,6539
บริติช,1126,711,3079,1529,6445
เนเธอร์แลนด์,714,564,2326,1575,5179
นอรเวย์,659,586,2001,1476,4722
กะเหรี่ยง,391,363,1146,2322,4222
เบลเยี่ยม,529,458,1681,1231,3899
ไต้หวัน,939,254,2307,299,3799
มาเลเซีย,605,214,1736,497,3052
เดนมาร์ค,514,434,1152,826,2926
บุคคลพื้นที่สูง,310,253,871,1471,2905
สิงคโปร์,733,222,1420,323,2698
ออสเตรีย,381,343,983,736,2443
ฟินแลนด์ ,338,313,898,743,2292
ปากีสถาน,458,295,916,548,2217
ดัตช์,306,246,999,604,2155
นิวซีแลนด์,362,240,854,417,1873
อิสราเอล,428,323,644,428,1823
ลั๊ว,183,121,619,871,1794
ยูเครน,575,621,290,248,1734
แอฟริกาใต้,390,269,659,366,1684
อาข่า,218,217,392,736,1563
เวียดนาม,505,94,683,207,1489
มอญ,152,83,578,611,1424
สเปน,274,201,452,304,1231
ฮ่องกง,511,158,392,72,1133
ตุรกี,283,186,389,228,1086
อิหร่าน,187,124,452,283,1046
อินโดนีเซีย,238,85,539,152,1014
ไอซ์แลนด์,166,121,431,265,983
บังคลาเทศ,180,102,405,205,892
ลาหู่,123,85,287,387,882
ไอริช  ,172,134,363,199,868
โปแลนด์,228,249,221,144,842
เนปาล,122,65,253,160,600
บราซิล,161,95,222,99,577
ลีซู,66,65,150,226,507
ไนจีเรีย ,111,30,256,58,455
ฮังการี ,88,89,158,108,443
แคเมอรูน,55,20,236,104,415
ศรีลังกา,98,56,197,62,413
คาซัคสถาน,119,110,95,55,379
เบลารุส,116,133,63,62,374
กินี,27,14,159,145,345
โปรตุเกส,89,54,118,47,308
ปะหร่อง,29,22,98,141,290
ฮอลแลนด์,18,15,153,79,265
อียิปต์,57,32,121,53,263
สาธารณรัฐเช็ก,64,52,72,47,235
คูเวต,53,61,70,50,234
ลักเซมเบิร์ก,45,36,91,56,228
กรีซ,30,28,84,65,207
โรมาเนีย,50,33,79,41,203
เอสโตเนีย,48,77,35,39,199
จีนฮ่อ,15,8,83,82,188
ลิทัวเนีย,42,61,49,35,187
วานูอาตู,116,18,27,8,169
สโลเวเนีย,32,32,43,41,148
เคนยา,50,21,56,19,146
โมร็อกโก,28,32,50,35,145
เซอร์เบีย,34,34,40,34,142
เม็กซิกัน,42,14,62,19,137
ซีเรีย,22,7,66,38,133
อุซเบกีสถาน,35,26,54,17,132
เชคโกสโลวาเกีย,34,23,39,30,126
กาน่า,23,9,59,34,125
โคลัมเบีย,29,15,54,24,122
อาร์เจนตินา,24,15,55,28,122
สหราชอาณาจักร,24,28,41,26,119
อาฟกานิสถาน,34,27,36,18,115
จอร์แดน ,24,15,54,17,110
บาห์เรน,28,25,39,15,107
ภูฏาน,33,9,37,26,105
เลบานอน,18,12,54,20,104
ลักเวีย,30,32,23,18,103
อาฟริกา,6,4,51,37,98
ชิลี ,25,18,33,18,94
ซาอุดิอาระเบีย,36,10,33,10,89
ม้ง,10,10,37,30,87
อิรัก ,11,5,46,25,87
เปรู,18,7,44,15,84
มัลดีฟ ,29,18,24,13,84
บัลแกเรีย,17,15,33,17,82
โครเอเชีย,9,10,36,26,81
สโลวัค,14,12,34,21,81
เชครีพับลิก,22,23,22,13,80
อาหรับเอมิเรตส์,28,23,17,4,72
ปะโอ,9,3,21,35,68
ยูกันดา,21,4,26,15,66
ซิมบับเว,24,11,18,9,62
เยเมน,17,6,21,14,58
มอลโดวา,15,13,14,10,52
คาเมรูน,5,0,32,12,49
เติร์กเมนิสถาน,12,14,13,10,49
เฮเลนิค,13,13,13,9,48
โอมาน,17,9,16,4,46
คีร์กิซ,8,12,13,11,44
มาลี,5,3,19,16,43
แอลจีเรีย,12,3,19,8,42
คะฉิ่น,5,4,8,24,41
มองโกเลีย,16,7,16,2,41
เซนต์คิตส์เนวิส,20,4,10,2,36
เอธิโอเปีย,10,2,20,3,35
อาร์มิเนีย,5,5,22,2,34
ซูดาน  ,4,2,22,5,33
มอลต้า,7,6,16,4,33
ตูนิเซีย,7,3,14,7,31
มอริเชียส,7,6,12,6,31
ปาเลสติเนียน,4,5,10,11,30
อาเซอร์ไบจาน,7,4,13,6,30
เวเนซุเอลา,7,2,16,4,29
โดนิมิกัน,8,0,17,3,28
บรูไน,11,3,11,1,26
มาดากัสกา,3,2,13,8,26
ลิเบีย,10,1,12,2,25
อุรุกวัย,2,12,9,2,25
เอกวาดอร์,8,8,6,1,23
อูกันตา,7,5,4,5,21
แทนซาเนีย,5,2,10,3,20
บอสเนีย,4,6,5,3,18
ลิกเตนสไตน์,4,3,6,5,18
แกมเบีย,3,4,5,5,17
จอร์เจีย,9,5,1,1,16
มาลากาซี,4,3,5,4,16
คองโก,3,2,7,3,15
โตโก,4,2,5,3,14
