ประเภทกฎหมาย,ประเภทใบอนุญาต,ประเภทพื้นที่,จำนวน
รถยนต์,รถใช้งานเกษตรกรรม,กรุงเทพฯ,2
รถยนต์,รถใช้งานเกษตรกรรม,ส่วนภูมิภาค,5684
รถยนต์,รถอื่นๆ,กรุงเทพฯ,0
รถยนต์,รถอื่นๆ,ส่วนภูมิภาค,1140
การขนส่งทางบก,ผู้ขับรถส่วนบุคคลชนิดที่ 1,กรุงเทพฯ,131
การขนส่งทางบก,ผู้ขับรถส่วนบุคคลชนิดที่ 1,ส่วนภูมิภาค,1817
การขนส่งทางบก,ผู้ขับรถส่วนบุคคลชนิดที่ 2,กรุงเทพฯ,23462
การขนส่งทางบก,ผู้ขับรถส่วนบุคคลชนิดที่ 2,ส่วนภูมิภาค,533194
การขนส่งทางบก,ผู้ขับรถส่วนบุคคลชนิดที่ 3,กรุงเทพฯ,2096
การขนส่งทางบก,ผู้ขับรถส่วนบุคคลชนิดที่ 3,ส่วนภูมิภาค,110169
การขนส่งทางบก,ผู้ขับรถส่วนบุคคลชนิดที่ 4,กรุงเทพฯ,339
การขนส่งทางบก,ผู้ขับรถส่วนบุคคลชนิดที่ 4,ส่วนภูมิภาค,10227
การขนส่งทางบก,ผู้ขับรถทุกประเภทชนิดที่ 1,กรุงเทพฯ,1140
การขนส่งทางบก,ผู้ขับรถทุกประเภทชนิดที่ 1,ส่วนภูมิภาค,15318
การขนส่งทางบก,ผู้ขับรถทุกประเภทชนิดที่ 2,กรุงเทพฯ,82167
การขนส่งทางบก,ผู้ขับรถทุกประเภทชนิดที่ 2,ส่วนภูมิภาค,659301
การขนส่งทางบก,ผู้ขับรถทุกประเภทชนิดที่ 3,กรุงเทพฯ,12789
การขนส่งทางบก,ผู้ขับรถทุกประเภทชนิดที่ 3,ส่วนภูมิภาค,246945
การขนส่งทางบก,ผู้ขับรถทุกประเภทชนิดที่ 4,กรุงเทพฯ,8219
การขนส่งทางบก,ผู้ขับรถทุกประเภทชนิดที่ 4,ส่วนภูมิภาค,127621
การขนส่งทางบก,ผู้เก็บค่าโดยสาร,กรุงเทพฯ,7376
การขนส่งทางบก,ผู้เก็บค่าโดยสาร,ส่วนภูมิภาค,3478
การขนส่งทางบก,นายตรวจ,กรุงเทพฯ,224
การขนส่งทางบก,นายตรวจ,ส่วนภูมิภาค,108
การขนส่งทางบก,ผู้บริการ,กรุงเทพฯ,709
การขนส่งทางบก,ผู้บริการ,ส่วนภูมิภาค,1068
ล้อเลื่อน,รถจักรยานสองล้อตลอดชีพ,กรุงเทพฯ,2321
ล้อเลื่อน,รถจักรยานสองล้อตลอดชีพ,ส่วนภูมิภาค,15954
