ประเภทกฎหมาย,ประเภทใบอนุญาต,ประเภทพื้นที่,จำนวน
การขนส่งทางบก,ผู้ขับรถทุกประเภทชนิดที่ 3,ส่วนภูมิภาค,230946
การขนส่งทางบก,ผู้ขับรถทุกประเภทชนิดที่ 4,กรุงเทพฯ,8779
การขนส่งทางบก,ผู้ขับรถทุกประเภทชนิดที่ 4,ส่วนภูมิภาค,121322
การขนส่งทางบก,ผู้เก็บค่าโดยสาร,กรุงเทพฯ,6853
การขนส่งทางบก,ผู้เก็บค่าโดยสาร,ส่วนภูมิภาค,2997
การขนส่งทางบก,นายตรวจ,กรุงเทพฯ,240
การขนส่งทางบก,นายตรวจ,ส่วนภูมิภาค,120
การขนส่งทางบก,ผู้บริการ,กรุงเทพฯ,466
การขนส่งทางบก,ผู้บริการ,ส่วนภูมิภาค,877
ล้อเลื่อน,รถจักรยานสองล้อตลอดชีพ,กรุงเทพฯ,2322
ล้อเลื่อน,รถจักรยานสองล้อตลอดชีพ,ส่วนภูมิภาค,15953
