ประเภทกฎหมาย,ประเภทใบอนุญาต,ประเภทพื้นที่,จำนวน
รถยนต์,รถยนต์ส่วนบุคคลชั่วคราว,กรุงเทพฯ,155373
รถยนต์,รถยนต์ส่วนบุคคลชั่วคราว,ส่วนภูมิภาค,1131250
รถยนต์,รถยนต์สามล้อส่วนบุคคลชั่วคราว,กรุงเทพฯ,443
รถยนต์,รถยนต์สามล้อส่วนบุคคลชั่วคราว,ส่วนภูมิภาค,168
รถยนต์,รถจักรยานยนต์ส่วนบุคคลชั่วคราว,กรุงเทพฯ,79404
รถยนต์,รถจักรยานยนต์ส่วนบุคคลชั่วคราว,ส่วนภูมิภาค,672221
รถยนต์,รถยนต์ส่วนบุคคลหนึ่งปี,กรุงเทพฯ,0
รถยนต์,รถยนต์ส่วนบุคคลหนึ่งปี,ส่วนภูมิภาค,0
รถยนต์,รถยนต์สามล้อส่วนบุคคลหนึ่งปี,กรุงเทพฯ,0
รถยนต์,รถยนต์สามล้อส่วนบุคคลหนึ่งปี,ส่วนภูมิภาค,0
รถยนต์,รถจักรยานยนต์หนึ่งปี,กรุงเทพฯ,0
รถยนต์,รถจักรยานยนต์หนึ่งปี,ส่วนภูมิภาค,0
รถยนต์,รถยนต์ส่วนบุคคล,กรุงเทพฯ,1631948
รถยนต์,รถยนต์ส่วนบุคคล,ส่วนภูมิภาค,9545130
รถยนต์,รถยนต์สามล้อส่วนบุคคล,กรุงเทพฯ,1316
รถยนต์,รถยนต์สามล้อส่วนบุคคล,ส่วนภูมิภาค,4754
รถยนต์,รถจักรยานยนต์ส่วนบุคคล,กรุงเทพฯ,754719
รถยนต์,รถจักรยานยนต์ส่วนบุคคล,ส่วนภูมิภาค,5557132
รถยนต์,รถยนต์ส่วนบุคคลตลอดชีพ,กรุงเทพฯ,1463587
รถยนต์,รถยนต์ส่วนบุคคลตลอดชีพ,ส่วนภูมิภาค,4174405
รถยนต์,รถยนต์สามล้อส่วนบุคคลตลอดชีพ,กรุงเทพฯ,427
รถยนต์,รถยนต์สามล้อส่วนบุคคลตลอดชีพ,ส่วนภูมิภาค,3428
รถยนต์,รถจักรยานยนต์ตลอดชีพ,กรุงเทพฯ,606347
รถยนต์,รถจักรยานยนต์ตลอดชีพ,ส่วนภูมิภาค,4835019
รถยนต์,รถยนต์สาธารณะ,กรุงเทพฯ,51969
รถยนต์,รถยนต์สาธารณะ,ส่วนภูมิภาค,40174
รถยนต์,รถยนต์สามล้อสาธารณะ,กรุงเทพฯ,2210
รถยนต์,รถยนต์สามล้อสาธารณะ,ส่วนภูมิภาค,3842
รถยนต์,รถจักรยานยนต์สาธารณะ,กรุงเทพฯ,58328
รถยนต์,รถจักรยานยนต์สาธารณะ,ส่วนภูมิภาค,68092
รถยนต์,รถระหว่างประเทศ ค.ศ. 1949,กรุงเทพฯ,37325
รถยนต์,รถระหว่างประเทศ ค.ศ. 1949,ส่วนภูมิภาค,29222
รถยนต์,รถระหว่างประเทศ ค.ศ. 1968,กรุงเทพฯ,18822
รถยนต์,รถระหว่างประเทศ ค.ศ. 1968,ส่วนภูมิภาค,18454
รถยนต์,รถบดถนน,กรุงเทพฯ,4
รถยนต์,รถบดถนน,ส่วนภูมิภาค,294
รถยนต์,รถแทรกเตอร์,กรุงเทพฯ,120
รถยนต์,รถแทรกเตอร์,ส่วนภูมิภาค,6140
รถยนต์,รถใช้งานเกษตรกรรม,กรุงเทพฯ,7
รถยนต์,รถใช้งานเกษตรกรรม,ส่วนภูมิภาค,7082
รถยนต์,รถอื่นๆ,กรุงเทพฯ,1
รถยนต์,รถอื่นๆ,ส่วนภูมิภาค,76
การขนส่งทางบก,ผู้ขับรถส่วนบุคคลชนิดที่ 1,กรุงเทพฯ,115
การขนส่งทางบก,ผู้ขับรถส่วนบุคคลชนิดที่ 1,ส่วนภูมิภาค,1664
การขนส่งทางบก,ผู้ขับรถส่วนบุคคลชนิดที่ 2,กรุงเทพฯ,23274
การขนส่งทางบก,ผู้ขับรถส่วนบุคคลชนิดที่ 2,ส่วนภูมิภาค,515936
การขนส่งทางบก,ผู้ขับรถส่วนบุคคลชนิดที่ 3,กรุงเทพฯ,2247
การขนส่งทางบก,ผู้ขับรถส่วนบุคคลชนิดที่ 3,ส่วนภูมิภาค,105307
การขนส่งทางบก,ผู้ขับรถส่วนบุคคลชนิดที่ 4,กรุงเทพฯ,335
การขนส่งทางบก,ผู้ขับรถส่วนบุคคลชนิดที่ 4,ส่วนภูมิภาค,8996
การขนส่งทางบก,ผู้ขับรถทุกประเภทชนิดที่ 1,กรุงเทพฯ,1639
การขนส่งทางบก,ผู้ขับรถทุกประเภทชนิดที่ 1,ส่วนภูมิภาค,15285
การขนส่งทางบก,ผู้ขับรถทุกประเภทชนิดที่ 2,กรุงเทพฯ,83814
การขนส่งทางบก,ผู้ขับรถทุกประเภทชนิดที่ 2,ส่วนภูมิภาค,633788
การขนส่งทางบก,ผู้ขับรถทุกประเภทชนิดที่ 3,กรุงเทพฯ,13830
