ประเภทกฎหมาย,ประเภทใบอนุญาต,ประเภทพื้นที่,จำนวน
รถยนต์,รถยนต์ส่วนบุคคลชั่วคราว,กรุงเทพฯ,205199
รถยนต์,รถยนต์ส่วนบุคคลชั่วคราว,ส่วนภูมิภาค,1192000
รถยนต์,รถยนต์สามล้อส่วนบุคคลชั่วคราว,กรุงเทพฯ,1615
รถยนต์,รถยนต์สามล้อส่วนบุคคลชั่วคราว,ส่วนภูมิภาค,484
รถยนต์,รถจักรยานยนต์ส่วนบุคคลชั่วคราว,กรุงเทพฯ,130881
รถยนต์,รถจักรยานยนต์ส่วนบุคคลชั่วคราว,ส่วนภูมิภาค,1092909
รถยนต์,รถยนต์ส่วนบุคคลหนึ่งปี,กรุงเทพฯ,0
รถยนต์,รถยนต์ส่วนบุคคลหนึ่งปี,ส่วนภูมิภาค,0
รถยนต์,รถยนต์สามล้อส่วนบุคคลหนึ่งปี,กรุงเทพฯ,0
รถยนต์,รถยนต์สามล้อส่วนบุคคลหนึ่งปี,ส่วนภูมิภาค,0
รถยนต์,รถจักรยานยนต์หนึ่งปี,กรุงเทพฯ,0
รถยนต์,รถจักรยานยนต์หนึ่งปี,ส่วนภูมิภาค,1
รถยนต์,รถยนต์ส่วนบุคคล,กรุงเทพฯ,1759673
รถยนต์,รถยนต์ส่วนบุคคล,ส่วนภูมิภาค,10136322
รถยนต์,รถยนต์สามล้อส่วนบุคคล,กรุงเทพฯ,1295
รถยนต์,รถยนต์สามล้อส่วนบุคคล,ส่วนภูมิภาค,3574
รถยนต์,รถจักรยานยนต์ส่วนบุคคล,กรุงเทพฯ,814967
รถยนต์,รถจักรยานยนต์ส่วนบุคคล,ส่วนภูมิภาค,5562814
รถยนต์,รถยนต์ส่วนบุคคลตลอดชีพ,กรุงเทพฯ,1459439
รถยนต์,รถยนต์ส่วนบุคคลตลอดชีพ,ส่วนภูมิภาค,4179915
รถยนต์,รถยนต์สามล้อส่วนบุคคลตลอดชีพ,กรุงเทพฯ,427
รถยนต์,รถยนต์สามล้อส่วนบุคคลตลอดชีพ,ส่วนภูมิภาค,3427
รถยนต์,รถจักรยานยนต์ตลอดชีพ,กรุงเทพฯ,606995
รถยนต์,รถจักรยานยนต์ตลอดชีพ,ส่วนภูมิภาค,4835414
รถยนต์,รถยนต์สาธารณะ,กรุงเทพฯ,60005
รถยนต์,รถยนต์สาธารณะ,ส่วนภูมิภาค,53088
รถยนต์,รถยนต์สามล้อสาธารณะ,กรุงเทพฯ,2416
รถยนต์,รถยนต์สามล้อสาธารณะ,ส่วนภูมิภาค,3488
รถยนต์,รถจักรยานยนต์สาธารณะ,กรุงเทพฯ,71534
รถยนต์,รถจักรยานยนต์สาธารณะ,ส่วนภูมิภาค,71498
รถยนต์,รถระหว่างประเทศ ค.ศ. 1949,กรุงเทพฯ,104049
