สัญชาติ,รถยนต์ส่วนบุคคลชั่วคร,จยย.ส่วนบุคคลชั่วคราว,รถยนต์ส่วนบุคคล,จยย.ส่วนบุคคล,จำนวนรวม
เมียนมา ,51529,121899,7720,12996,194144
จีน,38189,9540,30837,7466,86032
ไทยใหญ่,2672,1822,12949,19534,36977
รัสเซีย,10418,14123,3724,2521,30786
อังกฤษ,4336,3370,13228,7403,28337
อเมริกัน,5729,3580,11639,5687,26635
ญี่ปุ่น,3986,1873,14287,4753,24899
เยอรมัน,4132,3684,9648,7204,24668
อินเดีย,3237,2792,8241,6548,20818
ฝรั่งเศส,3163,2939,7833,5885,19820
กัมพูชา,8073,5380,1439,950,15842
ลาว,7697,3677,2982,1230,15586
ออสเตรเลีย,2822,1848,6268,3338,14276
เกาหลี ,3788,1190,6657,1064,12699
ฟิลิปปินส์,2017,1420,4523,2879,10839
สวิสเซอร์แลนด์,1297,1046,4649,3305,10297
ไทยลื้อ,915,526,3723,3929,9093
สวีเดน ,1117,1054,3169,2444,7784
บริติช,1193,782,3495,1733,7203
อิตาลี,903,923,2931,2368,7125
แคนาดา,1362,964,2952,1695,6973
เนเธอร์แลนด์,732,612,2376,1596,5316
กะเหรี่ยง,597,602,1298,2467,4964
นอรเวย์,662,587,1959,1447,4655
ไต้หวัน,1038,321,2593,355,4307
เบลเยี่ยม,579,523,1734,1270,4106
มาเลเซีย,596,228,1808,528,3160
เดนมาร์ค,515,463,1157,827,2962
สิงคโปร์,776,245,1507,338,2866
บุคคลพื้นที่สูง,264,217,912,1463,2856
ออสเตรีย,430,415,1024,771,2640
ปากีสถาน,550,385,980,569,2484
ฟินแลนด์ ,327,316,886,727,2256
ดัตช์,323,259,1022,631,2235
อิสราเอล,596,439,696,475,2206
อาข่า,357,422,494,868,2141
ยูเครน,742,750,342,287,2121
นิวซีแลนด์,402,246,865,435,1948
ลั๊ว,202,140,680,898,1920
แอฟริกาใต้,428,308,731,407,1874
เวียดนาม,630,125,733,212,1700
มอญ,156,105,655,651,1567
สเปน,282,227,459,315,1283
ตุรกี,382,239,417,241,1279
ฮ่องกง,482,160,530,106,1278
อินโดนีเซีย,260,100,568,167,1095
อิหร่าน,210,128,458,278,1074
โปแลนด์,292,340,254,177,1063
ลาหู่,138,123,338,430,1029
ไอซ์แลนด์,167,125,436,265,993
ไอริช  ,211,170,393,214,988
บังคลาเทศ,199,112,421,205,937
เนปาล,140,91,263,163,657
บราซิล,170,109,243,105,627
ลีซู,72,74,185,264,595
ไนจีเรีย ,147,42,265,69,523
ฮังการี ,104,109,171,117,501
คาซัคสถาน,150,143,110,60,463
ศรีลังกา,102,63,209,75,449
แคเมอรูน,69,28,238,106,441
เบลารุส,126,153,72,67,418
กินี,36,26,158,142,362
โปรตุเกส,94,68,127,51,340
ปะหร่อง,32,27,116,158,333
อียิปต์,68,35,129,63,295
สาธารณรัฐเช็ก,84,79,77,51,291
คูเวต,59,63,83,56,261
ฮอลแลนด์,18,13,136,75,242
โรมาเนีย,62,45,87,43,237
ลักเซมเบิร์ก,42,36,98,61,237
เอสโตเนีย,59,72,45,50,226
สหราชอาณาจักร,72,76,39,30,217
กรีซ,31,28,83,66,208
จีนฮ่อ,19,11,90,86,206
ลิทัวเนีย,47,69,48,34,198
วานูอาตู,102,16,63,12,193
โมร็อกโก,38,47,56,40,181
เคนยา,65,31,56,19,171
สโลเวเนีย,35,40,48,42,165
ซีเรีย,29,15,72,41,157
อุซเบกีสถาน,38,31,62,25,156
เซอร์เบีย,33,40,46,36,155
เชคโกสโลวาเกีย,46,35,38,30,149
เม็กซิกัน,42,13,66,23,144
อาร์เจนตินา,29,23,55,29,136
กาน่า,21,12,68,33,134
โคลัมเบีย,35,18,54,26,133
ม้ง,42,12,42,32,128
อาฟกานิสถาน,36,27,42,23,128
จอร์แดน ,25,16,62,21,124
ภูฏาน,35,13,47,26,121
ลักเวีย,34,36,28,23,121
เลบานอน,20,16,59,24,119
ชิลี ,31,20,38,19,108
บัลแกเรีย,22,20,37,20,99
มัลดีฟ ,31,22,27,16,96
เชครีพับลิก,23,32,25,15,95
เปรู,25,8,47,15,95
ซาอุดิอาระเบีย,36,10,35,12,93
สโลวัค,18,17,37,21,93
โครเอเชีย,11,18,34,28,91
บาห์เรน,17,20,38,15,90
อิรัก ,12,5,49,24,90
อาฟริกา,3,2,50,33,88
อาหรับเอมิเรตส์,29,24,21,7,81
ยูกันดา,23,6,32,16,77
ซิมบับเว,29,12,21,11,73
ปะโอ,8,1,24,40,73
คีร์กิซ,17,23,17,12,69
คะฉิ่น,7,8,17,29,61
เฮเลนิค,13,17,18,12,60
เซนต์คิตส์เนวิส,23,6,24,5,58
เยเมน,13,4,25,16,58
มอลโดวา,17,14,16,10,57
แอลจีเรีย,17,8,22,8,55
เติร์กเมนิสถาน,14,11,12,10,47
โอมาน,18,8,17,4,47
อาร์มิเนีย,10,9,24,3,46
เอธิโอเปีย,16,6,21,3,46
ตูนิเซีย,13,5,14,8,40
มองโกเลีย,11,7,19,3,40
มอลต้า,9,6,19,6,40
อาเซอร์ไบจาน,11,7,14,6,38
คาเมรูน,4,0,25,8,37
ปาเลสติเนียน,8,6,12,11,37
มาลี,1,1,20,15,37
มอริเชียส,11,5,12,7,35
ซูดาน  ,1,1,26,5,33
เวเนซุเอลา,6,3,20,4,33
โดนิมิกัน,10,2,17,3,32
ลิเบีย,8,1,18,3,30
อุรุกวัย,4,13,9,4,30
บรูไน,7,2,17,2,28
เอกวาดอร์,10,7,8,2,27
มาดากัสกา,5,3,11,7,26
จอร์เจีย,13,9,1,1,24
อูกันตา,7,5,5,5,22
เมาลิเทียส,10,6,4,1,21
บอสเนีย,3,6,6,4,19
ลิกเตนสไตน์,5,4,6,4,19
คองโก,6,3,6,3,18
คิวบา,5,3,8,2,18
แทนซาเนีย,4,0,11,3,18
มาลากาซี,7,4,4,3,18
แกมเบีย,2,3,6,5,16
