สัญชาติ,รถยนต์ส่วนบุคคลชั่วคร,จยย.ส่วนบุคคลชั่วคราว,รถยนต์ส่วนบุคคล,จยย.ส่วนบุคคล,จำนวนรวม
ลีซู,55,55,133,201,444
แคเมอรูน,63,18,227,116,424
ไนจีเรีย ,84,24,251,60,419
ฮังการี ,81,71,156,109,417
ศรีลังกา,80,45,199,62,386
กินี,17,6,167,152,342
คาซัคสถาน,92,78,93,57,320
เบลารุส,93,106,58,58,315
โปรตุเกส,78,50,111,45,284
ฮอลแลนด์,19,13,157,87,276
อียิปต์,53,32,120,54,259
ปะหร่อง,24,17,82,124,247
คูเวต,53,57,63,43,216
กรีซ,31,28,87,66,212
สาธารณรัฐเช็ก,50,47,70,43,210
ลักเซมเบิร์ก,36,27,88,57,208
จีนฮ่อ,15,6,92,86,199
เอสโตเนีย,48,73,31,34,186
โรมาเนีย,44,28,75,36,183
ลิทัวเนีย,38,49,46,34,167
วานูอาตู,111,14,19,6,150
สโลเวเนีย,35,30,40,38,143
เม็กซิกัน,39,13,63,20,135
ซีเรีย,17,8,66,39,130
เซอร์เบีย,32,30,37,29,128
อุซเบกีสถาน,30,20,59,19,128
โมร็อกโก,21,20,51,34,126
เคนยา,42,16,48,18,124
กาน่า,19,6,63,34,122
โคลัมเบีย,28,14,50,21,113
อาร์เจนตินา,21,14,53,25,113
เชคโกสโลวาเกีย,23,15,42,31,111
อาฟกานิสถาน,36,26,32,15,109
อาฟริกา,9,5,51,39,104
ภูฏาน,35,10,33,25,103
บาห์เรน,26,22,37,15,100
จอร์แดน ,20,10,51,17,98
เลบานอน,14,9,52,18,93
ชิลี ,19,17,35,20,91
อิรัก ,13,6,46,24,89
ม้ง,9,5,41,33,88
ลักเวีย,23,25,22,15,85
ซาอุดิอาระเบีย,37,9,28,10,84
โครเอเชีย,8,12,36,24,80
เปรู,19,6,40,13,78
สโลวัค,14,13,32,18,77
สหราชอาณาจักร,4,1,44,28,77
อาหรับเอมิเรตส์,28,20,18,4,70
เชครีพับลิก,23,16,17,12,68
มัลดีฟ ,22,12,21,12,67
บัลแกเรีย,17,10,24,14,65
ปะโอ,7,3,20,33,63
ยูกันดา,19,6,23,13,61
คาเมรูน,6,1,36,15,58
มาลี,5,3,28,21,57
เยเมน,18,6,21,12,57
ซิมบับเว,20,10,16,7,53
มอลโดวา,11,10,14,12,47
โอมาน,19,9,14,4,46
เติร์กเมนิสถาน,11,10,14,10,45
เฮเลนิค,12,8,13,9,42
แอลจีเรีย,8,3,20,8,39
คีร์กิซ,9,7,11,11,38
ซูดาน  ,2,1,24,6,33
เซนต์คิตส์เนวิส,18,2,9,2,31
มอลต้า,8,5,14,3,30
เวเนซุเอลา,9,2,15,4,30
อาร์มิเนีย,4,3,21,2,30
เอธิโอเปีย,9,0,18,3,30
มองโกเลีย,14,3,11,1,29
ตูนิเซีย,4,3,13,7,27
ปาเลสติเนียน,4,2,9,11,26
อาเซอร์ไบจาน,4,4,13,5,26
อุรุกวัย,2,12,8,3,25
คะฉิ่น,5,3,4,12,24
โดนิมิกัน,6,1,13,4,24
ลิเบีย,11,1,10,2,24
บรูไน,7,2,13,1,23
บอสเนีย,6,7,6,3,22
มอริเชียส,2,2,12,6,22
มาดากัสกา,1,1,12,7,21
แทนซาเนีย,6,2,9,3,20
เอกวาดอร์,7,7,4,1,19
ไอเวอรี่โคสต์,4,1,9,3,17
อูกันตา,6,1,4,5,16
คองโก,4,2,6,3,15
ฟิจิ,3,0,10,1,14
