สัญชาติ,รถยนต์ส่วนบุคคลชั่วคร,จยย.ส่วนบุคคลชั่วคราว,รถยนต์ส่วนบุคคล,จยย.ส่วนบุคคล,จำนวนรวม
เมียนมา ,56133,131989,8051,12926,209099
จีน,44157,11182,32670,7906,95915
ไทยใหญ่,2622,1880,12959,19138,36599
รัสเซีย,9732,12288,4371,3101,29492
อังกฤษ,4497,3543,13317,7493,28850
อเมริกัน,5935,3698,11953,5912,27498
เยอรมัน,4312,3928,10013,7511,25764
ญี่ปุ่น,3932,1870,14179,4780,24761
อินเดีย,3255,2784,8441,6695,21175
ฝรั่งเศส,3355,3194,8021,6034,20604
ลาว,8163,3942,3035,1211,16351
กัมพูชา,8280,5492,1533,982,16287
ออสเตรเลีย,3005,1971,6350,3400,14726
เกาหลี ,3916,1320,6694,1057,12987
ฟิลิปปินส์,2011,1434,4660,2940,11045
สวิสเซอร์แลนด์,1358,1126,4759,3381,10624
ไทยลื้อ,886,536,3824,3931,9177
สวีเดน ,1147,1106,3209,2491,7953
บริติช,1191,806,3664,1836,7497
แคนาดา,1400,1014,3083,1780,7277
อิตาลี,916,925,2961,2405,7207
เนเธอร์แลนด์,748,674,2416,1611,5449
กะเหรี่ยง,686,721,1308,2337,5052
นอรเวย์,689,615,2028,1505,4837
ไต้หวัน,1125,335,2687,381,4528
เบลเยี่ยม,587,533,1781,1309,4210
มาเลเซีย,588,224,1845,540,3197
เดนมาร์ค,536,514,1184,849,3083
สิงคโปร์,782,262,1562,350,2956
ออสเตรีย,453,449,1079,824,2805
บุคคลพื้นที่สูง,250,197,892,1441,2780
ปากีสถาน,574,418,989,582,2563
อิสราเอล,707,503,698,482,2390
อาข่า,371,484,573,935,2363
ฟินแลนด์ ,352,338,906,752,2348
ดัตช์,344,285,1025,641,2295
ยูเครน,797,806,377,310,2290
นิวซีแลนด์,416,256,883,452,2007
แอฟริกาใต้,428,312,763,423,1926
ลั๊ว,183,132,675,841,1831
เวียดนาม,686,130,740,207,1763
มอญ,154,106,641,620,1521
ตุรกี,413,281,439,251,1384
ฮ่องกง,473,189,583,122,1367
สเปน,294,245,482,333,1354
โปแลนด์,310,433,278,194,1215
อินโดนีเซีย,294,105,576,168,1143
อิหร่าน,204,114,464,295,1077
ลาหู่,144,132,346,437,1059
ไอริช  ,214,177,405,221,1017
ไอซ์แลนด์,181,138,427,261,1007
บังคลาเทศ,236,132,421,214,1003
เนปาล,150,100,269,166,685
บราซิล,159,118,255,102,634
ลีซู,81,77,194,268,620
ไนจีเรีย ,166,45,272,69,552
ฮังการี ,114,127,168,113,522
คาซัคสถาน,156,148,115,65,484
ศรีลังกา,101,61,218,82,462
แคเมอรูน,66,30,244,101,441
เบลารุส,122,151,83,73,429
กินี,45,35,159,142,381
โปรตุเกส,91,70,130,49,340
ปะหร่อง,31,24,113,160,328
สาธารณรัฐเช็ก,88,90,85,54,317
อียิปต์,57,34,136,67,294
คูเวต,62,65,82,55,264
โรมาเนีย,68,55,88,46,257
ลักเซมเบิร์ก,47,42,100,64,253
เอสโตเนีย,65,77,51,56,249
ฮอลแลนด์,17,12,129,73,231
กรีซ,33,31,86,68,218
สหราชอาณาจักร,72,76,39,29,216
ลิทัวเนีย,52,68,51,37,208
วานูอาตู,97,12,81,16,206
จีนฮ่อ,16,11,89,82,198
โมร็อกโก,42,56,57,39,194
อุซเบกีสถาน,51,45,67,26,189
เคนยา,69,33,58,19,179
เชคโกสโลวาเกีย,53,46,43,31,173
สโลเวเนีย,36,40,49,41,166
ซีเรีย,31,15,72,41,159
เม็กซิกัน,48,14,67,23,152
เซอร์เบีย,31,38,46,36,151
อาร์เจนตินา,29,27,59,32,147
ม้ง,51,17,43,32,143
ลักเวีย,41,45,31,24,141
กาน่า,20,13,70,31,134
โคลัมเบีย,37,18,54,24,133
จอร์แดน ,28,17,62,22,129
อาฟกานิสถาน,28,23,48,27,126
ภูฏาน,32,16,49,26,123
เลบานอน,19,16,61,24,120
บัลแกเรีย,28,25,38,20,111
ชิลี ,33,22,37,17,109
มัลดีฟ ,37,26,30,16,109
เปรู,28,8,49,18,103
เชครีพับลิก,23,32,28,19,102
สโลวัค,18,19,39,25,101
ซาอุดิอาระเบีย,33,14,36,11,94
