สัญชาติ,รถยนต์ส่วนบุคคลชั่วคร,จยย.ส่วนบุคคลชั่วคราว,รถยนต์ส่วนบุคคล,จยย.ส่วนบุคคล,จำนวนรวม
เมียนมา ,39428,95095,7142,12834,154499
จีน,29338,7411,28377,6999,72125
ไทยใหญ่,2635,1659,12385,19265,35944
รัสเซีย,9678,13417,3156,2117,28368
อังกฤษ,4110,3204,13142,7239,27695
อเมริกัน,5321,3290,11288,5451,25350
ญี่ปุ่น,4057,1857,14464,4734,25112
เยอรมัน,3979,3482,9488,7078,24027
อินเดีย,3164,2664,7946,6295,20069
ฝรั่งเศส,2959,2681,7652,5729,19021
กัมพูชา,7267,4755,1271,906,14199
ลาว,6917,3108,2849,1170,14044
ออสเตรเลีย,2620,1703,6147,3266,13736
เกาหลี ,3453,1028,6539,1043,12063
ฟิลิปปินส์,1983,1371,4331,2753,10438
สวิสเซอร์แลนด์,1234,1002,4619,3256,10111
ไทยลื้อ,862,482,3565,3838,8747
สวีเดน ,1098,1031,3254,2518,7901
อิตาลี,884,903,2894,2341,7022
บริติช,1158,738,3232,1617,6745
แคนาดา,1304,910,2853,1638,6705
เนเธอร์แลนด์,710,575,2349,1587,5221
นอรเวย์,662,591,2014,1478,4745
กะเหรี่ยง,418,434,1206,2374,4432
เบลเยี่ยม,542,484,1708,1252,3986
ไต้หวัน,965,287,2394,315,3961
มาเลเซีย,600,222,1752,505,3079
เดนมาร์ค,511,456,1160,830,2957
บุคคลพื้นที่สูง,286,240,879,1460,2865
สิงคโปร์,761,224,1440,323,2748
ออสเตรีย,416,382,1013,764,2575
ปากีสถาน,488,337,925,551,2301
ฟินแลนด์ ,325,309,900,744,2278
ดัตช์,314,251,1004,610,2179
อิสราเอล,489,363,652,434,1938
ลั๊ว,217,149,645,886,1897
ยูเครน,655,683,299,254,1891
นิวซีแลนด์,370,246,851,415,1882
อาข่า,265,323,434,785,1807
แอฟริกาใต้,396,277,682,383,1738
เวียดนาม,534,99,696,207,1536
มอญ,167,104,611,629,1511
สเปน,283,209,457,304,1253
ฮ่องกง,540,171,423,79,1213
ตุรกี,310,200,399,229,1138
อิหร่าน,197,132,450,274,1053
อินโดนีเซีย,236,89,555,156,1036
ไอซ์แลนด์,174,125,437,267,1003
ลาหู่,132,94,311,414,951
โปแลนด์,248,283,234,155,920
บังคลาเทศ,191,108,407,208,914
ไอริช  ,185,154,369,197,905
เนปาล,129,72,260,160,621
บราซิล,174,102,233,101,610
ลีซู,72,64,162,247,545
ฮังการี ,95,99,165,112,471
ไนจีเรีย ,122,35,251,61,469
แคเมอรูน,64,26,236,104,430
ศรีลังกา,97,56,207,66,426
เบลารุส,126,144,67,63,400
คาซัคสถาน,126,117,100,55,398
กินี,31,18,156,142,347
โปรตุเกส,87,59,122,48,316
ปะหร่อง,32,24,105,150,311
อียิปต์,60,29,122,55,266
ฮอลแลนด์,17,12,150,77,256
สาธารณรัฐเช็ก,67,60,73,47,247
คูเวต,55,60,76,52,243
ลักเซมเบิร์ก,47,34,89,56,226
โรมาเนีย,55,39,82,42,218
กรีซ,29,28,88,69,214
เอสโตเนีย,57,77,38,42,214
ลิทัวเนีย,46,65,49,35,195
จีนฮ่อ,13,7,87,84,191
วานูอาตู,112,18,39,9,178
โมร็อกโก,29,35,56,38,158
สโลเวเนีย,34,38,44,42,158
เคนยา,52,23,55,20,150
เซอร์เบีย,35,37,41,35,148
สหราชอาณาจักร,42,45,35,24,146
ซีเรีย,24,9,69,40,142
เม็กซิกัน,41,14,64,19,138
อุซเบกีสถาน,31,28,57,19,135
กาน่า,25,10,60,34,129
อาร์เจนตินา,25,18,56,28,127
โคลัมเบีย,28,15,55,25,123
เชคโกสโลวาเกีย,36,21,37,29,123
อาฟกานิสถาน,34,26,37,19,116
จอร์แดน ,25,14,58,17,114
ลักเวีย,34,33,24,19,110
บาห์เรน,27,26,40,15,108
ภูฏาน,32,11,37,26,106
ม้ง,27,10,38,31,106
เลบานอน,19,13,53,20,105
ชิลี ,29,21,32,17,99
อาฟริกา,5,2,50,37,94
โครเอเชีย,12,14,37,28,91
ซาอุดิอาระเบีย,35,10,34,12,91
เชครีพับลิก,20,28,25,16,89
เปรู,19,8,44,15,86
สโลวัค,11,16,37,22,86
อิรัก ,10,5,46,25,86
บัลแกเรีย,15,16,35,18,84
มัลดีฟ ,28,17,24,13,82
อาหรับเอมิเรตส์,31,23,19,6,79
ปะโอ,9,2,22,37,70
ยูกันดา,20,4,29,16,69
ซิมบับเว,28,12,18,10,68
เยเมน,18,6,21,14,59
มอลโดวา,19,13,16,10,58
เฮเลนิค,13,16,16,11,56
คะฉิ่น,5,6,14,27,52
คีร์กิซ,11,16,14,11,52
