ประเภทกฎหมาย,ประเภทใบอนุญาต,ประเภทพื้นที่,จำนวน
รถยนต์,รถยนต์ส่วนบุคคลชั่วคราว,กรุงเทพฯ,207082
รถยนต์,รถยนต์ส่วนบุคคลชั่วคราว,ส่วนภูมิภาค,1174976
รถยนต์,รถยนต์สามล้อส่วนบุคคลชั่วคราว,กรุงเทพฯ,1543
รถยนต์,รถยนต์สามล้อส่วนบุคคลชั่วคราว,ส่วนภูมิภาค,452
รถยนต์,รถจักรยานยนต์ส่วนบุคคลชั่วคราว,กรุงเทพฯ,145523
รถยนต์,รถจักรยานยนต์ส่วนบุคคลชั่วคราว,ส่วนภูมิภาค,1142603
รถยนต์,รถยนต์ส่วนบุคคลหนึ่งปี,กรุงเทพฯ,0
รถยนต์,รถยนต์ส่วนบุคคลหนึ่งปี,ส่วนภูมิภาค,0
รถยนต์,รถยนต์สามล้อส่วนบุคคลหนึ่งปี,กรุงเทพฯ,0
รถยนต์,รถยนต์สามล้อส่วนบุคคลหนึ่งปี,ส่วนภูมิภาค,0
รถยนต์,รถจักรยานยนต์หนึ่งปี,กรุงเทพฯ,0
รถยนต์,รถจักรยานยนต์หนึ่งปี,ส่วนภูมิภาค,1
รถยนต์,รถยนต์ส่วนบุคคล,กรุงเทพฯ,1809231
รถยนต์,รถยนต์ส่วนบุคคล,ส่วนภูมิภาค,10372204
รถยนต์,รถยนต์สามล้อส่วนบุคคล,กรุงเทพฯ,1422
รถยนต์,รถยนต์สามล้อส่วนบุคคล,ส่วนภูมิภาค,3476
รถยนต์,รถจักรยานยนต์ส่วนบุคคล,กรุงเทพฯ,845869
รถยนต์,รถจักรยานยนต์ส่วนบุคคล,ส่วนภูมิภาค,5697384
รถยนต์,รถยนต์ส่วนบุคคลตลอดชีพ,กรุงเทพฯ,1458564
รถยนต์,รถยนต์ส่วนบุคคลตลอดชีพ,ส่วนภูมิภาค,4181035
รถยนต์,รถยนต์สามล้อส่วนบุคคลตลอดชีพ,กรุงเทพฯ,427
รถยนต์,รถยนต์สามล้อส่วนบุคคลตลอดชีพ,ส่วนภูมิภาค,3428
รถยนต์,รถจักรยานยนต์ตลอดชีพ,กรุงเทพฯ,607147
รถยนต์,รถจักรยานยนต์ตลอดชีพ,ส่วนภูมิภาค,4835476
รถยนต์,รถยนต์สาธารณะ,กรุงเทพฯ,63031
รถยนต์,รถยนต์สาธารณะ,ส่วนภูมิภาค,58578
รถยนต์,รถยนต์สามล้อสาธารณะ,กรุงเทพฯ,2564
รถยนต์,รถยนต์สามล้อสาธารณะ,ส่วนภูมิภาค,3389
รถยนต์,รถจักรยานยนต์สาธารณะ,กรุงเทพฯ,76079
รถยนต์,รถจักรยานยนต์สาธารณะ,ส่วนภูมิภาค,74816
รถยนต์,รถระหว่างประเทศ ค.ศ. 1949,กรุงเทพฯ,117864
รถยนต์,รถระหว่างประเทศ ค.ศ. 1949,ส่วนภูมิภาค,49318
รถยนต์,รถระหว่างประเทศ ค.ศ. 1968,กรุงเทพฯ,45785
รถยนต์,รถระหว่างประเทศ ค.ศ. 1968,ส่วนภูมิภาค,38049
รถยนต์,รถบดถนน,กรุงเทพฯ,3
รถยนต์,รถบดถนน,ส่วนภูมิภาค,343
รถยนต์,รถแทรกเตอร์,กรุงเทพฯ,125
รถยนต์,รถแทรกเตอร์,ส่วนภูมิภาค,5844
รถยนต์,รถใช้งานเกษตรกรรม,กรุงเทพฯ,2
รถยนต์,รถใช้งานเกษตรกรรม,ส่วนภูมิภาค,5425
รถยนต์,รถอื่นๆ,กรุงเทพฯ,0
รถยนต์,รถอื่นๆ,ส่วนภูมิภาค,1123
การขนส่งทางบก,ผู้ขับรถส่วนบุคคลชนิดที่ 1,กรุงเทพฯ,115
การขนส่งทางบก,ผู้ขับรถส่วนบุคคลชนิดที่ 1,ส่วนภูมิภาค,1689
การขนส่งทางบก,ผู้ขับรถส่วนบุคคลชนิดที่ 2,กรุงเทพฯ,20454
การขนส่งทางบก,ผู้ขับรถส่วนบุคคลชนิดที่ 2,ส่วนภูมิภาค,494127
การขนส่งทางบก,ผู้ขับรถส่วนบุคคลชนิดที่ 3,กรุงเทพฯ,1820
การขนส่งทางบก,ผู้ขับรถส่วนบุคคลชนิดที่ 3,ส่วนภูมิภาค,101497
การขนส่งทางบก,ผู้ขับรถส่วนบุคคลชนิดที่ 4,กรุงเทพฯ,288
การขนส่งทางบก,ผู้ขับรถส่วนบุคคลชนิดที่ 4,ส่วนภูมิภาค,9281
การขนส่งทางบก,ผู้ขับรถทุกประเภทชนิดที่ 1,กรุงเทพฯ,956
การขนส่งทางบก,ผู้ขับรถทุกประเภทชนิดที่ 1,ส่วนภูมิภาค,14868
การขนส่งทางบก,ผู้ขับรถทุกประเภทชนิดที่ 2,กรุงเทพฯ,80799
การขนส่งทางบก,ผู้ขับรถทุกประเภทชนิดที่ 2,ส่วนภูมิภาค,658337
การขนส่งทางบก,ผู้ขับรถทุกประเภทชนิดที่ 3,กรุงเทพฯ,12201
การขนส่งทางบก,ผู้ขับรถทุกประเภทชนิดที่ 3,ส่วนภูมิภาค,247952
การขนส่งทางบก,ผู้ขับรถทุกประเภทชนิดที่ 4,กรุงเทพฯ,7942
การขนส่งทางบก,ผู้ขับรถทุกประเภทชนิดที่ 4,ส่วนภูมิภาค,126860
การขนส่งทางบก,ผู้เก็บค่าโดยสาร,กรุงเทพฯ,7530
การขนส่งทางบก,ผู้เก็บค่าโดยสาร,ส่วนภูมิภาค,3598
การขนส่งทางบก,นายตรวจ,กรุงเทพฯ,208
การขนส่งทางบก,นายตรวจ,ส่วนภูมิภาค,99
การขนส่งทางบก,ผู้บริการ,กรุงเทพฯ,810
การขนส่งทางบก,ผู้บริการ,ส่วนภูมิภาค,1089
ล้อเลื่อน,รถจักรยานสองล้อตลอดชีพ,กรุงเทพฯ,2321
ล้อเลื่อน,รถจักรยานสองล้อตลอดชีพ,ส่วนภูมิภาค,15954
