สัญชาติ,รถยนต์ส่วนบุคคลชั่วคร,จยย.ส่วนบุคคลชั่วคราว,รถยนต์ส่วนบุคคล,จยย.ส่วนบุคคล,จำนวนรวม
เมียนมา ,41621,99610,7214,12830,161275
จีน,30966,7767,28843,7086,74662
ไทยใหญ่,2651,1700,12495,19328,36174
รัสเซีย,9863,13671,3257,2178,28969
อังกฤษ,4085,3225,13195,7282,27787
อเมริกัน,5381,3310,11342,5500,25533
ญี่ปุ่น,4044,1837,14438,4725,25044
เยอรมัน,4037,3518,9502,7092,24149
อินเดีย,3143,2669,8000,6322,20134
ฝรั่งเศส,3009,2730,7668,5734,19141
กัมพูชา,7390,4840,1298,917,14445
ลาว,7054,3203,2870,1177,14304
ออสเตรเลีย,2655,1718,6174,3297,13844
เกาหลี ,3500,1053,6552,1040,12145
ฟิลิปปินส์,2005,1412,4355,2766,10538
สวิสเซอร์แลนด์,1239,1001,4628,3272,10140
ไทยลื้อ,888,503,3592,3872,8855
สวีเดน ,1102,1032,3243,2522,7899
อิตาลี,889,901,2911,2356,7057
บริติช,1186,758,3256,1617,6817
แคนาดา,1317,906,2866,1648,6737
เนเธอร์แลนด์,712,580,2347,1573,5212
นอรเวย์,661,591,1999,1477,4728
กะเหรี่ยง,445,459,1222,2400,4526
ไต้หวัน,983,295,2420,326,4024
เบลเยี่ยม,552,489,1712,1255,4008
มาเลเซีย,600,228,1765,514,3107
เดนมาร์ค,510,454,1160,824,2948
บุคคลพื้นที่สูง,284,246,886,1461,2877
สิงคโปร์,770,224,1446,329,2769
ออสเตรีย,422,385,1011,756,2574
ปากีสถาน,498,343,937,552,2330
ฟินแลนด์ ,326,315,898,739,2278
ดัตช์,312,249,1014,617,2192
อิสราเอล,501,382,661,444,1988
ยูเครน,671,700,299,255,1925
ลั๊ว,216,152,652,886,1906
นิวซีแลนด์,374,247,853,420,1894
อาข่า,276,337,447,805,1865
แอฟริกาใต้,402,284,691,386,1763
เวียดนาม,555,102,693,207,1557
มอญ,163,107,617,633,1520
สเปน,280,213,462,306,1261
ฮ่องกง,531,165,439,85,1220
ตุรกี,323,212,404,235,1174
อิหร่าน,202,134,450,275,1061
อินโดนีเซีย,240,94,560,158,1052
ไอซ์แลนด์,174,126,431,265,996
ลาหู่,143,102,315,419,979
โปแลนด์,260,289,238,163,950
บังคลาเทศ,198,110,403,207,918
ไอริช  ,188,158,372,199,917
เนปาล,128,73,262,161,624
บราซิล,166,102,235,100,603
ลีซู,72,65,167,252,556
ไนจีเรีย ,123,35,251,63,472
ฮังการี ,90,97,164,113,464
แคเมอรูน,73,27,232,102,434
ศรีลังกา,95,57,206,68,426
คาซัคสถาน,130,126,102,56,414
เบลารุส,128,148,68,64,408
กินี,30,18,157,143,348
โปรตุเกส,88,61,121,49,319
ปะหร่อง,33,25,106,153,317
อียิปต์,58,33,123,56,270
ฮอลแลนด์,16,12,148,77,253
สาธารณรัฐเช็ก,66,60,74,47,247
คูเวต,54,60,77,51,242
ลักเซมเบิร์ก,46,33,90,57,226
โรมาเนีย,58,39,81,42,220
เอสโตเนีย,57,73,39,45,214
กรีซ,30,29,87,67,213
ลิทัวเนีย,47,66,49,35,197
จีนฮ่อ,13,7,89,84,193
วานูอาตู,114,18,43,9,184
โมร็อกโก,31,36,56,38,161
สโลเวเนีย,34,39,43,41,157
สหราชอาณาจักร,48,50,35,24,157
เคนยา,53,23,55,20,151
เซอร์เบีย,34,37,44,36,151
ซีเรีย,25,8,71,41,145
เม็กซิกัน,42,14,64,19,139
กาน่า,27,12,61,34,134
อุซเบกีสถาน,29,26,59,20,134
อาร์เจนตินา,26,22,55,28,131
เชคโกสโลวาเกีย,39,24,37,30,130
โคลัมเบีย,32,15,55,26,128
อาฟกานิสถาน,36,27,39,21,123
จอร์แดน ,25,13,58,18,114
บาห์เรน,29,29,40,15,113
ม้ง,28,10,41,33,112
ลักเวีย,34,33,24,19,110
ภูฏาน,33,10,39,27,109
เลบานอน,20,13,54,21,108
ชิลี ,27,20,32,17,96
อาฟริกา,4,2,50,37,93
ซาอุดิอาระเบีย,36,10,34,12,92
โครเอเชีย,12,15,36,28,91
เชครีพับลิก,20,29,26,16,91
สโลวัค,14,17,37,22,90
เปรู,21,9,44,15,89
มัลดีฟ ,31,20,25,13,89
อิรัก ,11,5,47,25,88
บัลแกเรีย,16,17,35,18,86
อาหรับเอมิเรตส์,29,22,19,6,76
ซิมบับเว,30,14,18,10,72
ปะโอ,9,2,22,37,70
ยูกันดา,21,6,28,14,69
เยเมน,17,5,22,15,59
มอลโดวา,18,12,16,10,56
คะฉิ่น,5,6,15,28,54
คีร์กิซ,11,17,15,11,54
เฮเลนิค,12,15,16,11,54
โอมาน,17,10,17,5,49
คาเมรูน,7,0,29,12,48
เติร์กเมนิสถาน,12,13,13,10,48
แอลจีเรีย,12,4,21,9,46
มองโกเลีย,16,8,17,2,43
เซนต์คิตส์เนวิส,20,6,12,2,40
มาลี,3,1,20,16,40
เอธิโอเปีย,13,3,20,3,39
ตูนิเซีย,10,5,14,7,36
มอลต้า,9,6,16,5,36
อาร์มิเนีย,5,5,23,3,36
ซูดาน  ,3,2,24,5,34
ปาเลสติเนียน,5,6,12,11,34
มอริเชียส,9,4,12,7,32
อาเซอร์ไบจาน,7,6,13,6,32
โดนิมิกัน,8,1,18,3,30
เวเนซุเอลา,6,2,18,4,30
ลิเบีย,10,1,15,2,28
บรูไน,8,3,15,1,27
เอกวาดอร์,8,10,7,1,26
มาดากัสกา,3,2,12,8,25
อุรุกวัย,2,12,9,2,25
อูกันตา,7,4,4,5,20
ลิกเตนสไตน์,4,3,7,5,19
จอร์เจีย,10,6,1,1,18
แทนซาเนีย,4,1,10,3,18
บอสเนีย,2,5,6,4,17
เมาลิเทียส,8,5,3,1,17
แกมเบีย,2,3,6,5,16
คิวบา,5,2,7,2,16
ไซปรัส,6,6,3,1,16
