สัญชาติ,รถยนต์ส่วนบุคคลชั่วคร,จยย.ส่วนบุคคลชั่วคราว,รถยนต์ส่วนบุคคล,จยย.ส่วนบุคคล,จำนวนรวม
เมียนมา ,56873,133241,8170,12964,211248
จีน,45661,11529,33375,8058,98623
ไทยใหญ่,2602,1892,13075,19200,36769
รัสเซีย,9550,12010,4541,3232,29333
อังกฤษ,4488,3556,13343,7523,28910
อเมริกัน,5963,3730,12044,5964,27701
เยอรมัน,4301,3956,10080,7554,25891
ญี่ปุ่น,3884,1863,14196,4782,24725
อินเดีย,3265,2799,8507,6747,21318
ฝรั่งเศส,3359,3213,8062,6064,20698
ลาว,8251,4019,3040,1213,16523
กัมพูชา,8325,5484,1541,992,16342
ออสเตรเลีย,3012,1987,6360,3408,14767
เกาหลี ,3913,1339,6711,1060,13023
ฟิลิปปินส์,1987,1424,4707,2977,11095
สวิสเซอร์แลนด์,1350,1114,4789,3395,10648
ไทยลื้อ,878,549,3866,3950,9243
สวีเดน ,1141,1113,3207,2495,7956
บริติช,1166,801,3706,1855,7528
แคนาดา,1427,1038,3106,1791,7362
อิตาลี,918,931,2971,2419,7239
เนเธอร์แลนด์,750,680,2424,1616,5470
กะเหรี่ยง,686,736,1334,2367,5123
นอรเวย์,690,618,2024,1495,4827
ไต้หวัน,1182,353,2715,389,4639
เบลเยี่ยม,593,531,1782,1315,4221
มาเลเซีย,580,225,1860,546,3211
เดนมาร์ค,534,528,1188,849,3099
สิงคโปร์,785,267,1574,354,2980
ออสเตรีย,470,463,1072,824,2829
บุคคลพื้นที่สูง,250,194,898,1445,2787
ปากีสถาน,586,430,995,586,2597
อิสราเอล,738,523,716,493,2470
อาข่า,396,483,587,955,2421
ฟินแลนด์ ,350,338,903,748,2339
ยูเครน,808,805,388,320,2321
ดัตช์,335,285,1029,645,2294
นิวซีแลนด์,421,263,893,457,2034
แอฟริกาใต้,417,310,782,429,1938
ลั๊ว,189,136,685,845,1855
เวียดนาม,689,126,752,212,1779
มอญ,150,109,644,623,1526
ตุรกี,431,302,439,248,1420
สเปน,298,251,494,342,1385
ฮ่องกง,473,190,593,125,1381
โปแลนด์,311,460,279,198,1248
อินโดนีเซีย,292,103,581,169,1145
ลาหู่,146,138,355,440,1079
อิหร่าน,200,113,467,293,1073
บังคลาเทศ,241,133,427,219,1020
ไอริช  ,208,173,409,226,1016
ไอซ์แลนด์,184,142,428,258,1012
เนปาล,151,98,272,167,688
บราซิล,161,117,255,104,637
ลีซู,77,74,198,277,626
ไนจีเรีย ,168,44,273,69,554
ฮังการี ,118,132,172,114,536
คาซัคสถาน,152,149,117,64,482
ศรีลังกา,102,61,217,84,464
แคเมอรูน,66,29,249,100,444
เบลารุส,116,143,86,75,420
กินี,43,34,161,142,380
โปรตุเกส,95,71,130,49,345
ปะหร่อง,30,24,117,161,332
สาธารณรัฐเช็ก,87,89,85,52,313
อียิปต์,54,32,140,66,292
เอสโตเนีย,70,80,54,58,262
คูเวต,61,64,81,54,260
โรมาเนีย,72,57,85,44,258
ลักเซมเบิร์ก,46,41,101,65,253
สหราชอาณาจักร,81,83,40,28,232
ฮอลแลนด์,15,10,128,72,225
กรีซ,33,30,88,70,221
วานูอาตู,99,11,82,16,208
ลิทัวเนีย,50,65,53,39,207
จีนฮ่อ,13,12,92,82,199
โมร็อกโก,45,59,56,39,199
อุซเบกีสถาน,56,46,66,27,195
เคนยา,71,32,61,21,185
เชคโกสโลวาเกีย,57,52,44,30,183
สโลเวเนีย,37,43,49,41,170
ซีเรีย,30,15,70,41,156
เม็กซิกัน,46,17,68,23,154
เซอร์เบีย,31,36,48,38,153
อาร์เจนตินา,31,27,57,31,146
ม้ง,52,17,42,32,143
ลักเวีย,41,43,32,26,142
กาน่า,22,14,73,32,141
จอร์แดน ,29,17,65,24,135
โคลัมเบีย,35,17,55,25,132
อาฟกานิสถาน,30,23,48,26,127
ภูฏาน,34,16,50,26,126
เลบานอน,20,18,61,24,123
บัลแกเรีย,28,27,39,20,114
ชิลี ,34,21,38,18,111
มัลดีฟ ,37,27,30,16,110
เชครีพับลิก,25,34,28,19,106
เปรู,26,8,50,18,102
สโลวัค,17,19,39,25,100
