ปี พ.ศ.,เดือน,ประเภทกฏหมาย,ประเภทรถ,จำนวน
2567,มีนาคม,รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,47186
2567,มีนาคม,รถยนต์,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,1592
2567,มีนาคม,รถยนต์,รย. 3 รถยนต์บรรทุกส่วนบุคคล,11362
2567,มีนาคม,รถยนต์,รย. 4 รถยนต์สามล้อส่วนบุคคล,9
2567,มีนาคม,รถยนต์,รย. 6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คน,417
2567,มีนาคม,รถยนต์,รย. 8 รถยนต์รับจ้างสามล้อ,24
2567,มีนาคม,รถยนต์,รย. 9 รถยนต์บริการธุรกิจ,10
2567,มีนาคม,รถยนต์,รย. 10 รถยนต์บริการทัศนาจร,48
2567,มีนาคม,รถยนต์,รย. 11 รถยนต์บริการให้เช่า,4
2567,มีนาคม,รถยนต์,รย. 12 รถจักรยานยนต์,168037
2567,มีนาคม,รถยนต์,รย. 13 รถแทร็กเตอร์,5466
2567,มีนาคม,รถยนต์,รย. 14 รถบดถนน,47
2567,มีนาคม,รถยนต์,รย. 15 รถใช้ในงานเกษตรกรรม,47
2567,มีนาคม,รถยนต์,รย. 16 รถพ่วง,83
2567,มีนาคม,รถยนต์,รย. 17 รถจักรยานยนต์สาธารณะ,97
2567,มีนาคม,รถขนส่ง,รถโดยสารประจำทาง,96
2567,มีนาคม,รถขนส่ง,รถโดยสารไม่ประจำทาง,288
2567,มีนาคม,รถขนส่ง,รถโดยสารส่วนบุคคล,31
2567,มีนาคม,รถขนส่ง,รถบรรทุกไม่ประจำทาง,2578
2567,มีนาคม,รถขนส่ง,รถบรรทุกส่วนบุคคล,2399
