ปี พ.ศ.,เดือน,ประเภทกฏหมาย,ประเภทรถ,จำนวน
2568,ตุลาคม,รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,41159
2568,ตุลาคม,รถยนต์,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,1671
2568,ตุลาคม,รถยนต์,รย. 3 รถยนต์บรรทุกส่วนบุคคล,7501
2568,ตุลาคม,รถยนต์,รย. 4 รถยนต์สามล้อส่วนบุคคล,9
2568,ตุลาคม,รถยนต์,รย. 6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คน,638
2568,ตุลาคม,รถยนต์,รย. 8 รถยนต์รับจ้างสามล้อ,12
2568,ตุลาคม,รถยนต์,รย. 9 รถยนต์บริการธุรกิจ,24
2568,ตุลาคม,รถยนต์,รย. 10 รถยนต์บริการทัศนาจร,35
2568,ตุลาคม,รถยนต์,รย. 11 รถยนต์บริการให้เช่า,4
2568,ตุลาคม,รถยนต์,รย. 12 รถจักรยานยนต์,152093
2568,ตุลาคม,รถยนต์,รย. 13 รถแทร็กเตอร์,3298
2568,ตุลาคม,รถยนต์,รย. 14 รถบดถนน,60
2568,ตุลาคม,รถยนต์,รย. 15 รถใช้ในงานเกษตรกรรม,16
2568,ตุลาคม,รถยนต์,รย. 16 รถพ่วง,112
2568,ตุลาคม,รถยนต์,รย. 17 รถจักรยานยนต์สาธารณะ,99
2568,ตุลาคม,รถขนส่ง,รถโดยสารประจำทาง,148
2568,ตุลาคม,รถขนส่ง,รถโดยสารไม่ประจำทาง,319
2568,ตุลาคม,รถขนส่ง,รถโดยสารส่วนบุคคล,40
2568,ตุลาคม,รถขนส่ง,รถบรรทุกไม่ประจำทาง,3038
2568,ตุลาคม,รถขนส่ง,รถบรรทุกส่วนบุคคล,2751
