ปี พ.ศ.,เดือน,ประเภทกฏหมาย,ประเภทรถ,จำนวน
2566,สิงหาคม,รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,55641
2566,สิงหาคม,รถยนต์,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,1702
2566,สิงหาคม,รถยนต์,รย. 3 รถยนต์บรรทุกส่วนบุคคล,14640
2566,สิงหาคม,รถยนต์,รย. 4 รถยนต์สามล้อส่วนบุคคล,3
2566,สิงหาคม,รถยนต์,รย. 6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คน,198
2566,สิงหาคม,รถยนต์,รย. 8 รถยนต์รับจ้างสามล้อ,42
2566,สิงหาคม,รถยนต์,รย. 9 รถยนต์บริการธุรกิจ,22
2566,สิงหาคม,รถยนต์,รย. 10 รถยนต์บริการทัศนาจร,28
2566,สิงหาคม,รถยนต์,รย. 12 รถจักรยานยนต์,178817
2566,สิงหาคม,รถยนต์,รย. 13 รถแทร็กเตอร์,4691
2566,สิงหาคม,รถยนต์,รย. 14 รถบดถนน,72
2566,สิงหาคม,รถยนต์,รย. 15 รถใช้ในงานเกษตรกรรม,19
2566,สิงหาคม,รถยนต์,รย. 16 รถพ่วง,77
2566,สิงหาคม,รถยนต์,รย. 17 รถจักรยานยนต์สาธารณะ,80
2566,สิงหาคม,รถขนส่ง,รถโดยสารประจำทาง,118
2566,สิงหาคม,รถขนส่ง,รถโดยสารไม่ประจำทาง,432
2566,สิงหาคม,รถขนส่ง,รถโดยสารส่วนบุคคล,50
2566,สิงหาคม,รถขนส่ง,รถบรรทุกไม่ประจำทาง,3181
2566,สิงหาคม,รถขนส่ง,รถบรรทุกส่วนบุคคล,2935
