ปี พ.ศ.,เดือน,ประเภทกฏหมาย,ประเภทรถ,จำนวน
2569,มกราคม,รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,85100
2569,มกราคม,รถยนต์,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,1519
2569,มกราคม,รถยนต์,รย. 3 รถยนต์บรรทุกส่วนบุคคล,7788
2569,มกราคม,รถยนต์,รย. 4 รถยนต์สามล้อส่วนบุคคล,8
2569,มกราคม,รถยนต์,รย. 6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คน,1773
2569,มกราคม,รถยนต์,รย. 8 รถยนต์รับจ้างสามล้อ,8
2569,มกราคม,รถยนต์,รย. 9 รถยนต์บริการธุรกิจ,20
2569,มกราคม,รถยนต์,รย. 10 รถยนต์บริการทัศนาจร,26
2569,มกราคม,รถยนต์,รย. 12 รถจักรยานยนต์,169317
2569,มกราคม,รถยนต์,รย. 13 รถแทร็กเตอร์,3685
2569,มกราคม,รถยนต์,รย. 14 รถบดถนน,41
2569,มกราคม,รถยนต์,รย. 15 รถใช้ในงานเกษตรกรรม,12
2569,มกราคม,รถยนต์,รย. 16 รถพ่วง,78
2569,มกราคม,รถยนต์,รย. 17 รถจักรยานยนต์สาธารณะ,93
2569,มกราคม,รถขนส่ง,รถโดยสารประจำทาง,149
2569,มกราคม,รถขนส่ง,รถโดยสารไม่ประจำทาง,320
2569,มกราคม,รถขนส่ง,รถโดยสารส่วนบุคคล,55
2569,มกราคม,รถขนส่ง,รถบรรทุกไม่ประจำทาง,2473
2569,มกราคม,รถขนส่ง,รถบรรทุกส่วนบุคคล,2322
