ปี พ.ศ.,เดือน,ประเภทกฏหมาย,ประเภทรถ,จำนวน
2566,พฤศจิกายน,รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,49477
2566,พฤศจิกายน,รถยนต์,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,1514
2566,พฤศจิกายน,รถยนต์,รย. 3 รถยนต์บรรทุกส่วนบุคคล,11206
2566,พฤศจิกายน,รถยนต์,รย. 4 รถยนต์สามล้อส่วนบุคคล,3
2566,พฤศจิกายน,รถยนต์,รย. 6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คน,190
2566,พฤศจิกายน,รถยนต์,รย. 8 รถยนต์รับจ้างสามล้อ,145
2566,พฤศจิกายน,รถยนต์,รย. 9 รถยนต์บริการธุรกิจ,16
2566,พฤศจิกายน,รถยนต์,รย. 10 รถยนต์บริการทัศนาจร,37
2566,พฤศจิกายน,รถยนต์,รย. 12 รถจักรยานยนต์,161032
2566,พฤศจิกายน,รถยนต์,รย. 13 รถแทร็กเตอร์,4557
2566,พฤศจิกายน,รถยนต์,รย. 14 รถบดถนน,49
2566,พฤศจิกายน,รถยนต์,รย. 15 รถใช้ในงานเกษตรกรรม,49
2566,พฤศจิกายน,รถยนต์,รย. 16 รถพ่วง,69
2566,พฤศจิกายน,รถยนต์,รย. 17 รถจักรยานยนต์สาธารณะ,77
2566,พฤศจิกายน,รถขนส่ง,รถโดยสารประจำทาง,75
2566,พฤศจิกายน,รถขนส่ง,รถโดยสารไม่ประจำทาง,481
2566,พฤศจิกายน,รถขนส่ง,รถโดยสารส่วนบุคคล,54
2566,พฤศจิกายน,รถขนส่ง,รถบรรทุกไม่ประจำทาง,2967
2566,พฤศจิกายน,รถขนส่ง,รถบรรทุกส่วนบุคคล,3060
