ปี พ.ศ.,เดือน,ประเภทกฏหมาย,ประเภทรถ,จำนวน
2567,ธันวาคม,รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,26490
2567,ธันวาคม,รถยนต์,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,1204
2567,ธันวาคม,รถยนต์,รย. 3 รถยนต์บรรทุกส่วนบุคคล,6149
2567,ธันวาคม,รถยนต์,รย. 4 รถยนต์สามล้อส่วนบุคคล,3
2567,ธันวาคม,รถยนต์,รย. 6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คน,415
2567,ธันวาคม,รถยนต์,รย. 8 รถยนต์รับจ้างสามล้อ,16
2567,ธันวาคม,รถยนต์,รย. 9 รถยนต์บริการธุรกิจ,3
2567,ธันวาคม,รถยนต์,รย. 10 รถยนต์บริการทัศนาจร,35
2567,ธันวาคม,รถยนต์,รย. 12 รถจักรยานยนต์,140962
2567,ธันวาคม,รถยนต์,รย. 13 รถแทร็กเตอร์,4232
2567,ธันวาคม,รถยนต์,รย. 14 รถบดถนน,44
2567,ธันวาคม,รถยนต์,รย. 15 รถใช้ในงานเกษตรกรรม,26
2567,ธันวาคม,รถยนต์,รย. 16 รถพ่วง,76
2567,ธันวาคม,รถยนต์,รย. 17 รถจักรยานยนต์สาธารณะ,113
2567,ธันวาคม,รถขนส่ง,รถโดยสารประจำทาง,118
2567,ธันวาคม,รถขนส่ง,รถโดยสารไม่ประจำทาง,371
2567,ธันวาคม,รถขนส่ง,รถโดยสารส่วนบุคคล,29
2567,ธันวาคม,รถขนส่ง,รถบรรทุกไม่ประจำทาง,2027
2567,ธันวาคม,รถขนส่ง,รถบรรทุกส่วนบุคคล,2425
