ปี พ.ศ.,เดือน,ประเภทกฏหมาย,ประเภทรถ,จำนวน
2567,พฤษภาคม,รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,45101
2567,พฤษภาคม,รถยนต์,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,1762
2567,พฤษภาคม,รถยนต์,รย. 3 รถยนต์บรรทุกส่วนบุคคล,10541
2567,พฤษภาคม,รถยนต์,รย. 4 รถยนต์สามล้อส่วนบุคคล,8
2567,พฤษภาคม,รถยนต์,รย. 6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คน,372
2567,พฤษภาคม,รถยนต์,รย. 7 รถยนต์สี่ล้อเล็กรับจ้าง (โดยสารไม่เกิน 7 คน),1
2567,พฤษภาคม,รถยนต์,รย. 8 รถยนต์รับจ้างสามล้อ,35
2567,พฤษภาคม,รถยนต์,รย. 9 รถยนต์บริการธุรกิจ,11
2567,พฤษภาคม,รถยนต์,รย. 10 รถยนต์บริการทัศนาจร,38
2567,พฤษภาคม,รถยนต์,รย. 12 รถจักรยานยนต์,186010
2567,พฤษภาคม,รถยนต์,รย. 13 รถแทร็กเตอร์,5637
2567,พฤษภาคม,รถยนต์,รย. 14 รถบดถนน,38
2567,พฤษภาคม,รถยนต์,รย. 15 รถใช้ในงานเกษตรกรรม,20
2567,พฤษภาคม,รถยนต์,รย. 16 รถพ่วง,98
2567,พฤษภาคม,รถยนต์,รย. 17 รถจักรยานยนต์สาธารณะ,85
2567,พฤษภาคม,รถขนส่ง,รถโดยสารประจำทาง,183
2567,พฤษภาคม,รถขนส่ง,รถโดยสารไม่ประจำทาง,365
2567,พฤษภาคม,รถขนส่ง,รถโดยสารส่วนบุคคล,48
2567,พฤษภาคม,รถขนส่ง,รถบรรทุกไม่ประจำทาง,2832
2567,พฤษภาคม,รถขนส่ง,รถบรรทุกส่วนบุคคล,2587
