ปี พ.ศ.,เดือน,ประเภทกฏหมาย,ประเภทรถ,จำนวน
2568,กรกฎาคม,รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,45481
2568,กรกฎาคม,รถยนต์,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,1695
2568,กรกฎาคม,รถยนต์,รย. 3 รถยนต์บรรทุกส่วนบุคคล,8686
2568,กรกฎาคม,รถยนต์,รย. 4 รถยนต์สามล้อส่วนบุคคล,12
2568,กรกฎาคม,รถยนต์,รย. 6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คน,414
2568,กรกฎาคม,รถยนต์,รย. 8 รถยนต์รับจ้างสามล้อ,14
2568,กรกฎาคม,รถยนต์,รย. 9 รถยนต์บริการธุรกิจ,19
2568,กรกฎาคม,รถยนต์,รย. 10 รถยนต์บริการทัศนาจร,47
2568,กรกฎาคม,รถยนต์,รย. 12 รถจักรยานยนต์,163282
2568,กรกฎาคม,รถยนต์,รย. 13 รถแทร็กเตอร์,4081
2568,กรกฎาคม,รถยนต์,รย. 14 รถบดถนน,68
2568,กรกฎาคม,รถยนต์,รย. 15 รถใช้ในงานเกษตรกรรม,13
2568,กรกฎาคม,รถยนต์,รย. 16 รถพ่วง,65
2568,กรกฎาคม,รถยนต์,รย. 17 รถจักรยานยนต์สาธารณะ,93
2568,กรกฎาคม,รถขนส่ง,รถโดยสารประจำทาง,103
2568,กรกฎาคม,รถขนส่ง,รถโดยสารไม่ประจำทาง,368
2568,กรกฎาคม,รถขนส่ง,รถโดยสารส่วนบุคคล,54
2568,กรกฎาคม,รถขนส่ง,รถบรรทุกไม่ประจำทาง,3241
2568,กรกฎาคม,รถขนส่ง,รถบรรทุกส่วนบุคคล,2570
