ปี พ.ศ.,เดือน,ประเภทกฏหมาย,ประเภทรถ,จำนวน
2566,กรกฎาคม,รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,47300
2566,กรกฎาคม,รถยนต์,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,1496
2566,กรกฎาคม,รถยนต์,รย. 3 รถยนต์บรรทุกส่วนบุคคล,13470
2566,กรกฎาคม,รถยนต์,รย. 4 รถยนต์สามล้อส่วนบุคคล,4
2566,กรกฎาคม,รถยนต์,รย. 6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คน,199
2566,กรกฎาคม,รถยนต์,รย. 8 รถยนต์รับจ้างสามล้อ,64
2566,กรกฎาคม,รถยนต์,รย. 9 รถยนต์บริการธุรกิจ,81
2566,กรกฎาคม,รถยนต์,รย. 10 รถยนต์บริการทัศนาจร,86
2566,กรกฎาคม,รถยนต์,รย. 12 รถจักรยานยนต์,166781
2566,กรกฎาคม,รถยนต์,รย. 13 รถแทร็กเตอร์,4682
2566,กรกฎาคม,รถยนต์,รย. 14 รถบดถนน,48
2566,กรกฎาคม,รถยนต์,รย. 15 รถใช้ในงานเกษตรกรรม,26
2566,กรกฎาคม,รถยนต์,รย. 16 รถพ่วง,66
2566,กรกฎาคม,รถยนต์,รย. 17 รถจักรยานยนต์สาธารณะ,117
2566,กรกฎาคม,รถขนส่ง,รถโดยสารประจำทาง,101
2566,กรกฎาคม,รถขนส่ง,รถโดยสารไม่ประจำทาง,533
2566,กรกฎาคม,รถขนส่ง,รถโดยสารส่วนบุคคล,56
2566,กรกฎาคม,รถขนส่ง,รถบรรทุกไม่ประจำทาง,3275
2566,กรกฎาคม,รถขนส่ง,รถบรรทุกส่วนบุคคล,2958
