ปี พ.ศ.,เดือน,ประเภทกฏหมาย,ประเภทรถ,จำนวน
2567,พฤศจิกายน,รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,34608
2567,พฤศจิกายน,รถยนต์,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,1407
2567,พฤศจิกายน,รถยนต์,รย. 3 รถยนต์บรรทุกส่วนบุคคล,8020
2567,พฤศจิกายน,รถยนต์,รย. 4 รถยนต์สามล้อส่วนบุคคล,2
2567,พฤศจิกายน,รถยนต์,รย. 6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คน,234
2567,พฤศจิกายน,รถยนต์,รย. 8 รถยนต์รับจ้างสามล้อ,22
2567,พฤศจิกายน,รถยนต์,รย. 9 รถยนต์บริการธุรกิจ,5
2567,พฤศจิกายน,รถยนต์,รย. 10 รถยนต์บริการทัศนาจร,29
2567,พฤศจิกายน,รถยนต์,รย. 12 รถจักรยานยนต์,153740
2567,พฤศจิกายน,รถยนต์,รย. 13 รถแทร็กเตอร์,4279
2567,พฤศจิกายน,รถยนต์,รย. 14 รถบดถนน,55
2567,พฤศจิกายน,รถยนต์,รย. 15 รถใช้ในงานเกษตรกรรม,18
2567,พฤศจิกายน,รถยนต์,รย. 16 รถพ่วง,81
2567,พฤศจิกายน,รถยนต์,รย. 17 รถจักรยานยนต์สาธารณะ,102
2567,พฤศจิกายน,รถขนส่ง,รถโดยสารประจำทาง,62
2567,พฤศจิกายน,รถขนส่ง,รถโดยสารไม่ประจำทาง,402
2567,พฤศจิกายน,รถขนส่ง,รถโดยสารส่วนบุคคล,33
2567,พฤศจิกายน,รถขนส่ง,รถบรรทุกไม่ประจำทาง,2139
2567,พฤศจิกายน,รถขนส่ง,รถบรรทุกส่วนบุคคล,2578
