ปี พ.ศ.,เดือน,ประเภทกฏหมาย,ประเภทรถ,จำนวน
2567,เมษายน,รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,39697
2567,เมษายน,รถยนต์,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,1208
2567,เมษายน,รถยนต์,รย. 3 รถยนต์บรรทุกส่วนบุคคล,9416
2567,เมษายน,รถยนต์,รย. 4 รถยนต์สามล้อส่วนบุคคล,6
2567,เมษายน,รถยนต์,รย. 6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คน,229
2567,เมษายน,รถยนต์,รย. 8 รถยนต์รับจ้างสามล้อ,34
2567,เมษายน,รถยนต์,รย. 9 รถยนต์บริการธุรกิจ,14
2567,เมษายน,รถยนต์,รย. 10 รถยนต์บริการทัศนาจร,33
2567,เมษายน,รถยนต์,รย. 12 รถจักรยานยนต์,142830
2567,เมษายน,รถยนต์,รย. 13 รถแทร็กเตอร์,5414
2567,เมษายน,รถยนต์,รย. 14 รถบดถนน,24
2567,เมษายน,รถยนต์,รย. 15 รถใช้ในงานเกษตรกรรม,22
2567,เมษายน,รถยนต์,รย. 16 รถพ่วง,71
2567,เมษายน,รถยนต์,รย. 17 รถจักรยานยนต์สาธารณะ,58
2567,เมษายน,รถขนส่ง,รถโดยสารประจำทาง,136
2567,เมษายน,รถขนส่ง,รถโดยสารไม่ประจำทาง,295
2567,เมษายน,รถขนส่ง,รถโดยสารส่วนบุคคล,34
2567,เมษายน,รถขนส่ง,รถบรรทุกไม่ประจำทาง,2414
2567,เมษายน,รถขนส่ง,รถบรรทุกส่วนบุคคล,2336
