ปี พ.ศ.,เดือน,ประเภทกฏหมาย,ประเภทรถ,จำนวน
2568,พฤษภาคม,รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,49028
2568,พฤษภาคม,รถยนต์,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,1685
2568,พฤษภาคม,รถยนต์,รย. 3 รถยนต์บรรทุกส่วนบุคคล,8491
2568,พฤษภาคม,รถยนต์,รย. 4 รถยนต์สามล้อส่วนบุคคล,6
2568,พฤษภาคม,รถยนต์,รย. 6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คน,381
2568,พฤษภาคม,รถยนต์,รย. 8 รถยนต์รับจ้างสามล้อ,12
2568,พฤษภาคม,รถยนต์,รย. 9 รถยนต์บริการธุรกิจ,41
2568,พฤษภาคม,รถยนต์,รย. 10 รถยนต์บริการทัศนาจร,67
2568,พฤษภาคม,รถยนต์,รย. 11 รถยนต์บริการให้เช่า,1
2568,พฤษภาคม,รถยนต์,รย. 12 รถจักรยานยนต์,183767
2568,พฤษภาคม,รถยนต์,รย. 13 รถแทร็กเตอร์,5454
2568,พฤษภาคม,รถยนต์,รย. 14 รถบดถนน,94
2568,พฤษภาคม,รถยนต์,รย. 15 รถใช้ในงานเกษตรกรรม,14
2568,พฤษภาคม,รถยนต์,รย. 16 รถพ่วง,75
2568,พฤษภาคม,รถยนต์,รย. 17 รถจักรยานยนต์สาธารณะ,89
2568,พฤษภาคม,รถขนส่ง,รถโดยสารประจำทาง,117
2568,พฤษภาคม,รถขนส่ง,รถโดยสารไม่ประจำทาง,273
2568,พฤษภาคม,รถขนส่ง,รถโดยสารส่วนบุคคล,39
2568,พฤษภาคม,รถขนส่ง,รถบรรทุกไม่ประจำทาง,2580
2568,พฤษภาคม,รถขนส่ง,รถบรรทุกส่วนบุคคล,2553
