ปี พ.ศ.,เดือน,ประเภทกฏหมาย,ประเภทรถ,จำนวน
2567,กันยายน,รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,36567
2567,กันยายน,รถยนต์,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,1616
2567,กันยายน,รถยนต์,รย. 3 รถยนต์บรรทุกส่วนบุคคล,9151
2567,กันยายน,รถยนต์,รย. 4 รถยนต์สามล้อส่วนบุคคล,12
2567,กันยายน,รถยนต์,รย. 6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คน,322
2567,กันยายน,รถยนต์,รย. 8 รถยนต์รับจ้างสามล้อ,20
2567,กันยายน,รถยนต์,รย. 9 รถยนต์บริการธุรกิจ,9
2567,กันยายน,รถยนต์,รย. 10 รถยนต์บริการทัศนาจร,24
2567,กันยายน,รถยนต์,รย. 12 รถจักรยานยนต์,134600
2567,กันยายน,รถยนต์,รย. 13 รถแทร็กเตอร์,3809
2567,กันยายน,รถยนต์,รย. 14 รถบดถนน,80
2567,กันยายน,รถยนต์,รย. 15 รถใช้ในงานเกษตรกรรม,47
2567,กันยายน,รถยนต์,รย. 16 รถพ่วง,91
2567,กันยายน,รถยนต์,รย. 17 รถจักรยานยนต์สาธารณะ,93
2567,กันยายน,รถขนส่ง,รถโดยสารประจำทาง,96
2567,กันยายน,รถขนส่ง,รถโดยสารไม่ประจำทาง,358
2567,กันยายน,รถขนส่ง,รถโดยสารส่วนบุคคล,52
2567,กันยายน,รถขนส่ง,รถบรรทุกไม่ประจำทาง,1989
2567,กันยายน,รถขนส่ง,รถบรรทุกส่วนบุคคล,2549
